player_name,player_name,league_name,year,fee,market_value_in_eur,player_position,from_club_name,to_club_name,perf_before_goals,perf_before_assists,perf_before_minutes,perf_before_matches,perf_after_goals,perf_after_assists,perf_after_minutes,perf_after_matches,goal_change,assist_change
Nathanaël Mbuku,Nathanaël Mbuku,Bundesliga,2023,0.0,5000000.0,Attack,Stade Reims,FC Augsburg,0.0,0.0,34.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0
Adolfo Gaich,Adolfo Gaich,Serie A,2023,0.0,1800000.0,Attack,CSKA Moscow,Hellas Verona,2.0,0.0,726.0,16.0,,,,,,
Malo Gusto,Malo Gusto,Ligue 1,2023,0.0,15000000.0,Defender,Chelsea,Olympique Lyon,0.0,1.0,1595.0,21.0,,,,,,
Cesare Casadei,Cesare Casadei,Premier League,2023,0.0,1000000.0,Midfield,Chelsea,Reading,,,,,0.0,0.0,79.0,11.0,,
Yasin Ayari,Yasin Ayari,Premier League,2023,4000000.0,4000000.0,Midfield,AIK,Brighton,0.0,0.0,67.0,3.0,,,,,,
Tolu Arokodare,Tolu Arokodare,Ligue 1,2023,2500000.0,2200000.0,Attack,Valmiera,Amiens SC,,,,,,,,,,
Enock Agyei,Enock Agyei,Premier League,2023,350000.0,450000.0,Attack,RSCA Futures,Burnley,,,,,,,,,,
João Gomes,João Gomes,Premier League,2023,18700000.0,15000000.0,Midfield,Flamengo,Wolves,1.0,0.0,653.0,11.0,2.0,1.0,2649.0,34.0,1.0,1.0
Amin Sarr,Amin Sarr,Ligue 1,2023,11000000.0,3500000.0,Attack,Heerenveen,Olympique Lyon,1.0,1.0,537.0,13.0,0.0,0.0,98.0,3.0,-1.0,-1.0
Ludwig Augustinsson,Ludwig Augustinsson,Primera Division,2023,0.0,4000000.0,Defender,Aston Villa,Sevilla FC,0.0,0.0,132.0,4.0,,,,,,
Britt Assombalonga,Britt Assombalonga,Premier League,2023,0.0,3000000.0,Attack,Adana Demirspor,Watford,,,,,,,,,,
Ondrej Duda,Ondrej Duda,Serie A,2023,0.0,4000000.0,Midfield,1.FC Köln,Hellas Verona,0.0,0.0,1061.0,15.0,1.0,4.0,2456.0,32.0,1.0,4.0
Tetê,Tetê,Premier League,2023,0.0,25000000.0,Attack,Olympique Lyon,Leicester,1.0,0.0,734.0,13.0,,,,,,
Michael Obafemi,Michael Obafemi,Premier League,2023,0.0,4000000.0,Attack,Swansea,Burnley,,,,,0.0,0.0,20.0,2.0,,
Anthony Gordon,Anthony Gordon,Premier League,2023,45600000.0,40000000.0,Attack,Everton,Newcastle,3.0,0.0,1095.0,16.0,11.0,10.0,2890.0,35.0,8.0,10.0
Luke Plange,Luke Plange,Premier League,2023,0.0,600000.0,Attack,RWDM,Crystal Palace,,,,,,,,,,
Azzedine Ounahi,Azzedine Ounahi,Ligue 1,2023,8000000.0,15000000.0,Midfield,Angers SCO,Marseille,0.0,0.0,1129.0,15.0,2.0,0.0,1209.0,21.0,2.0,0.0
Malo Gusto,Malo Gusto,Premier League,2023,30000000.0,15000000.0,Defender,Olympique Lyon,Chelsea,,,,,0.0,6.0,1751.0,27.0,,
Moustapha Cissé,Moustapha Cissé,Serie A,2023,0.0,1000000.0,Attack,Pisa,Atalanta BC,,,,,,,,,,
Josip Brekalo,Josip Brekalo,Serie A,2023,1700000.0,7500000.0,Attack,VfL Wolfsburg,Fiorentina,0.0,0.0,229.0,6.0,1.0,0.0,652.0,11.0,1.0,0.0
Lamine Fomba,Lamine Fomba,Ligue 1,2023,500000.0,2500000.0,Midfield,Nîmes Olympique,Saint-Étienne,,,,,,,,,,
Romain Faivre,Romain Faivre,Ligue 1,2023,0.0,10000000.0,Midfield,Olympique Lyon,FC Lorient,5.0,3.0,1246.0,16.0,5.0,1.0,1453.0,17.0,0.0,-2.0
Alexis Tibidi,Alexis Tibidi,Ligue 1,2023,2600000.0,1500000.0,Attack,VfB Stuttgart,Troyes,0.0,0.0,74.0,3.0,,,,,,
Alfred Gomis,Alfred Gomis,Serie A,2023,0.0,3000000.0,Goalkeeper,Stade Rennais,Como,,,,,,,,,,
Patrick Pentz,Patrick Pentz,Bundesliga,2023,0.0,1500000.0,Goalkeeper,Stade Reims,B. Leverkusen,,,,,,,,,,
Aïssa Laïdouni,Aïssa Laïdouni,Bundesliga,2023,2600000.0,4000000.0,Midfield,Ferencváros,Union Berlin,2.0,0.0,871.0,14.0,0.0,3.0,1071.0,23.0,-2.0,3.0
Hamza Rafia,Hamza Rafia,Serie A,2023,234000.0,500000.0,Midfield,Juve Next Gen,Pescara,,,,,1.0,0.0,1204.0,28.0,,
Ki-Jana Hoever,Ki-Jana Hoever,Premier League,2023,0.0,4000000.0,Defender,Wolves,Stoke City,,,,,,,,,,
Antoine Semenyo,Antoine Semenyo,Premier League,2023,10250000.0,3000000.0,Midfield,Bristol City,Bournemouth,1.0,0.0,258.0,11.0,8.0,2.0,2105.0,33.0,7.0,2.0
Bashir Humphreys,Bashir Humphreys,Bundesliga,2023,0.0,500000.0,Defender,Chelsea U21,SC Paderborn,,,,,,,,,,
Yuito Suzuki,Yuito Suzuki,Ligue 1,2023,0.0,700000.0,Attack,Shimizu S-Pulse,R. Strasbourg,1.0,0.0,36.0,3.0,,,,,,
Alexis Tibidi,Alexis Tibidi,Bundesliga,2023,0.0,1500000.0,Attack,SCR Altach,VfB Stuttgart,,,,,,,,,,
Julien Duranville,Julien Duranville,Bundesliga,2023,8500000.0,5000000.0,Attack,RSC Anderlecht,Bor. Dortmund,0.0,0.0,29.0,1.0,0.0,0.0,12.0,2.0,0.0,0.0
Bamba Dieng,Bamba Dieng,Ligue 1,2023,7000000.0,8000000.0,Attack,Marseille,FC Lorient,3.0,0.0,747.0,15.0,4.0,1.0,549.0,16.0,1.0,1.0
Gustavo Puerta,Gustavo Puerta,Bundesliga,2023,2000000.0,350000.0,Midfield,Bogotá FC,B. Leverkusen,,,,,0.0,0.0,46.0,7.0,,
Benoît Costil,Benoît Costil,Ligue 1,2023,0.0,1500000.0,Goalkeeper,AJ Auxerre,LOSC Lille,0.0,0.0,1710.0,19.0,,,,,,
Darren Randolph,Darren Randolph,Premier League,2023,0.0,500000.0,Goalkeeper,West Ham,Bournemouth,,,,,,,,,,
Diego Mariño,Diego Mariño,Primera Division,2023,80000.0,800000.0,Goalkeeper,Sporting Gijón,UD Almería,0.0,0.0,45.0,1.0,0.0,0.0,90.0,1.0,0.0,0.0
John Brooks,John Brooks,Bundesliga,2023,300000.0,6000000.0,Defender,Benfica,TSG Hoffenheim,0.0,0.0,1350.0,15.0,2.0,0.0,1539.0,21.0,2.0,0.0
Benjamin Lecomte,Benjamin Lecomte,Ligue 1,2023,2000000.0,4000000.0,Goalkeeper,Monaco,Montpellier,0.0,0.0,1710.0,19.0,0.0,1.0,2700.0,30.0,0.0,1.0
Roger Martí,Roger Martí,Primera Division,2023,2000000.0,2500000.0,Attack,Elche CF,Cádiz CF,1.0,0.0,639.0,14.0,2.0,3.0,1359.0,23.0,1.0,3.0
Domen Crnigoj,Domen Crnigoj,Serie A,2023,0.0,1500000.0,Midfield,Venezia,Salernitana,0.0,0.0,296.0,7.0,,,,,,
Marcin Listkowski,Marcin Listkowski,Serie A,2023,0.0,400000.0,Attack,Lecce,Brescia,0.0,0.0,77.0,5.0,0.0,0.0,8.0,1.0,0.0,0.0
James Bree,James Bree,Premier League,2023,850000.0,3000000.0,Defender,Luton,Southampton,0.0,0.0,367.0,5.0,,,,,,
Denis Drăguș,Denis Drăguș,Serie A,2023,0.0,2000000.0,Attack,Standard Liège,Genoa,,,,,,,,,,
Moritz Jenz,Moritz Jenz,Bundesliga,2023,0.0,4000000.0,Defender,FC Lorient,FC Schalke 04,0.0,0.0,945.0,11.0,0.0,1.0,1742.0,22.0,0.0,1.0
Mikael Egill Ellertsson,Mikael Egill Ellertsson,Serie A,2023,1500000.0,1000000.0,Midfield,Spezia Calcio,Venezia,0.0,0.0,171.0,11.0,,,,,,
Salvatore Sirigu,Salvatore Sirigu,Serie A,2023,0.0,800000.0,Goalkeeper,SSC Napoli,Fiorentina,0.0,0.0,90.0,1.0,,,,,,
Benjamin Lecomte,Benjamin Lecomte,Ligue 1,2023,0.0,4000000.0,Goalkeeper,Espanyol,Monaco,0.0,0.0,1710.0,19.0,0.0,1.0,2700.0,30.0,0.0,1.0
Daniel Bentley,Daniel Bentley,Premier League,2023,57000.0,1800000.0,Goalkeeper,Bristol City,Wolves,0.0,0.0,180.0,2.0,0.0,0.0,383.0,5.0,0.0,0.0
Pierluigi Gollini,Pierluigi Gollini,Serie A,2023,0.0,5000000.0,Goalkeeper,Atalanta BC,Napoli,0.0,0.0,270.0,3.0,0.0,0.0,630.0,7.0,0.0,0.0
Gonzalo Escalante,Gonzalo Escalante,Primera Division,2023,0.0,2000000.0,Midfield,Lazio,Cádiz CF,4.0,1.0,1121.0,14.0,1.0,2.0,1697.0,25.0,-3.0,1.0
Andrei Radu,Andrei Radu,Ligue 1,2023,0.0,3500000.0,Goalkeeper,Inter,AJ Auxerre,,,,,,,,,,
Arnaut Danjuma,Arnaut Danjuma,Premier League,2023,0.0,35000000.0,Attack,Villarreal,Tottenham,1.0,0.0,169.0,9.0,1.0,0.0,595.0,14.0,0.0,0.0
Moritz Jenz,Moritz Jenz,Ligue 1,2023,0.0,4000000.0,Defender,Celtic,FC Lorient,,,,,,,,,,
Lyle Foster,Lyle Foster,Premier League,2023,11000000.0,2000000.0,Attack,KVC Westerlo,Burnley,,,,,5.0,3.0,1899.0,24.0,,
Ki-Jana Hoever,Ki-Jana Hoever,Premier League,2023,0.0,4000000.0,Defender,PSV Eindhoven,Wolves,,,,,,,,,,
Nicolas Cozza,Nicolas Cozza,Bundesliga,2023,500000.0,5000000.0,Defender,Montpellier,VfL Wolfsburg,0.0,0.0,100.0,5.0,0.0,0.0,276.0,6.0,0.0,0.0
João Victor,João Victor,Ligue 1,2023,0.0,8000000.0,Defender,Benfica,FC Nantes,0.0,1.0,842.0,13.0,,,,,,
Youssouf Ndayishimiye,Youssouf Ndayishimiye,Ligue 1,2023,11500000.0,7000000.0,Defender,Basaksehir,OGC Nice,1.0,0.0,568.0,10.0,0.0,0.0,1712.0,23.0,-1.0,0.0
Arthur Atta,Arthur Atta,Ligue 1,2023,,,Midfield,FC Metz B,FC Metz,,,,,1.0,2.0,924.0,21.0,,
William Troost-Ekong,William Troost-Ekong,Serie A,2023,0.0,3000000.0,Defender,Watford,Salernitana,1.0,0.0,444.0,9.0,,,,,,
Famara Diédhiou,Famara Diédhiou,Primera Division,2023,0.0,3000000.0,Attack,Alanyaspor,Granada CF,,,,,0.0,1.0,89.0,8.0,,
Pierluigi Gollini,Pierluigi Gollini,Serie A,2023,0.0,5000000.0,Goalkeeper,Fiorentina,Atalanta BC,0.0,0.0,270.0,3.0,0.0,0.0,630.0,7.0,0.0,0.0
Gonzalo Escalante,Gonzalo Escalante,Serie A,2023,0.0,2000000.0,Midfield,Cremonese,Lazio,0.0,1.0,555.0,9.0,,,,,,
Ludovic Ajorque,Ludovic Ajorque,Bundesliga,2023,6000000.0,11000000.0,Attack,R. Strasbourg,1.FSV Mainz 05,6.0,1.0,1211.0,17.0,2.0,0.0,1360.0,26.0,-4.0,-1.0
Hasan Kuruçay,Hasan Kuruçay,Bundesliga,2023,0.0,1000000.0,Defender,HamKam,E. Braunschweig,,,,,,,,,,
Andrei Radu,Andrei Radu,Serie A,2023,0.0,3500000.0,Goalkeeper,Cremonese,Inter,,,,,,,,,,
Cyle Larin,Cyle Larin,Primera Division,2023,0.0,6000000.0,Attack,Club Brugge,Real Valladolid,8.0,3.0,1469.0,19.0,3.0,2.0,1823.0,35.0,-5.0,-1.0
Fábio Silva,Fábio Silva,Premier League,2023,0.0,13000000.0,Attack,RSC Anderlecht,Wolves,,,,,0.0,0.0,264.0,8.0,,
Joseph Anang,Joseph Anang,Premier League,2023,,100000.0,Goalkeeper,West Ham U21,West Ham,,,,,,,,,,
Raúl Moro,Raúl Moro,Serie A,2023,0.0,2500000.0,Attack,Ternana,Lazio,,,,,,,,,,
Said Hamulic,Said Hamulic,Ligue 1,2023,2500000.0,1500000.0,Attack,Stal Mielec,Toulouse,0.0,0.0,104.0,6.0,,,,,,
Franco Carboni,Franco Carboni,Serie A,2023,0.0,1000000.0,Defender,Inter,Monza,0.0,0.0,66.0,3.0,,,,,,
Alexander Callens,Alexander Callens,Primera Division,2023,0.0,2000000.0,Defender,New York City,Girona,0.0,0.0,120.0,6.0,,,,,,
Morgan Sanson,Morgan Sanson,Ligue 1,2023,0.0,6000000.0,Midfield,Aston Villa,R. Strasbourg,1.0,2.0,1419.0,18.0,2.0,3.0,1964.0,29.0,1.0,1.0
Eduard Sobol,Eduard Sobol,Ligue 1,2023,2500000.0,3000000.0,Defender,Club Brugge,R. Strasbourg,0.0,1.0,870.0,15.0,0.0,0.0,25.0,3.0,0.0,-1.0
Jan Bednarek,Jan Bednarek,Premier League,2023,0.0,18000000.0,Defender,Aston Villa,Southampton,0.0,0.0,100.0,3.0,,,,,,
Samuel Mraz,Samuel Mraz,Serie A,2023,0.0,600000.0,Attack,CD Mirandés,Spezia Calcio,,,,,,,,,,
Vincent Sierro,Vincent Sierro,Ligue 1,2023,700000.0,1200000.0,Midfield,BSC Young Boys,Toulouse,0.0,0.0,665.0,15.0,6.0,2.0,2261.0,30.0,6.0,2.0
Tim Skarke,Tim Skarke,Bundesliga,2023,0.0,1000000.0,Attack,Union Berlin,FC Schalke 04,1.0,1.0,440.0,9.0,8.0,0.0,2404.0,30.0,7.0,-1.0
Jakub Kiwior,Jakub Kiwior,Premier League,2023,19500000.0,8000000.0,Defender,Spezia Calcio,Arsenal,1.0,0.0,427.0,7.0,1.0,3.0,946.0,20.0,0.0,3.0
Samuel Grandsir,Samuel Grandsir,Ligue 1,2023,0.0,2000000.0,Attack,Los Angeles,Le Havre AC,,,,,1.0,1.0,606.0,23.0,,
Loïc Mbe Soh,Loïc Mbe Soh,Ligue 1,2023,0.0,2500000.0,Defender,Nottm Forest,Guingamp,,,,,,,,,,
Rhys Williams,Rhys Williams,Premier League,2023,0.0,3000000.0,Defender,Blackpool,Liverpool,,,,,,,,,,
Pierre Ekwah,Pierre Ekwah,Premier League,2023,,350000.0,Midfield,West Ham U21,Sunderland,,,,,,,,,,
Henrique Araújo,Henrique Araújo,Premier League,2023,0.0,5000000.0,Attack,Benfica,Watford,,,,,,,,,,
Jhon Durán,Jhon Durán,Premier League,2023,16640000.0,6000000.0,Attack,Chicago,Aston Villa,,,,,,,,,,
Máximo Perrone,Máximo Perrone,Premier League,2023,11000000.0,8500000.0,Midfield,Vélez Sarsfield,Man City,0.0,0.0,19.0,1.0,,,,,,
Franco Carboni,Franco Carboni,Serie A,2023,0.0,1000000.0,Defender,Cagliari,Inter,0.0,0.0,66.0,3.0,,,,,,
Pablo Barrios,Pablo Barrios,Primera Division,2023,,500000.0,Midfield,Atl. Madrid B,Atlético Madrid,0.0,1.0,724.0,21.0,0.0,1.0,1555.0,24.0,0.0,0.0
Craig Dawson,Craig Dawson,Premier League,2023,3750000.0,2500000.0,Defender,West Ham,Wolves,0.0,0.0,720.0,8.0,1.0,1.0,2209.0,25.0,1.0,1.0
Josip Juranovic,Josip Juranovic,Bundesliga,2023,8550000.0,9000000.0,Defender,Celtic,Union Berlin,2.0,1.0,935.0,12.0,0.0,2.0,1294.0,21.0,-2.0,1.0
Kike Saverio,Kike Saverio,Primera Division,2023,0.0,200000.0,Attack,CA Osasuna,Dep. La Coruña,,,,,,,,,,
Moritz Broschinski,Moritz Broschinski,Bundesliga,2023,135000.0,175000.0,Attack,B. Dortmund II,VfL Bochum,2.0,0.0,213.0,11.0,2.0,3.0,1247.0,26.0,0.0,3.0
Gian Marco Crespi,Gian Marco Crespi,Serie A,2023,0.0,200000.0,Goalkeeper,Picerno,Crotone,,,,,,,,,,
Hjalmar Ekdal,Hjalmar Ekdal,Premier League,2023,2800000.0,3500000.0,Defender,Djurgården,Burnley,,,,,0.0,0.0,437.0,8.0,,
Orest Lebedenko,Orest Lebedenko,Primera Division,2023,0.0,500000.0,Defender,CD Lugo,Dep. La Coruña,,,,,,,,,,
Chris Wood,Chris Wood,Premier League,2023,0.0,10000000.0,Attack,Newcastle,Nottm Forest,2.0,0.0,446.0,18.0,14.0,1.0,1812.0,31.0,12.0,1.0
Danny Ings,Danny Ings,Premier League,2023,12000000.0,16000000.0,Attack,Aston Villa,West Ham,6.0,0.0,824.0,18.0,1.0,0.0,404.0,20.0,-5.0,0.0
Leandro Trossard,Leandro Trossard,Premier League,2023,24000000.0,30000000.0,Attack,Brighton,Arsenal,1.0,10.0,931.0,20.0,12.0,1.0,1649.0,34.0,11.0,-9.0
Michael Frey,Michael Frey,Bundesliga,2023,0.0,4500000.0,Attack,Royal Antwerp,FC Schalke 04,0.0,3.0,868.0,15.0,,,,,,
Memphis Depay,Memphis Depay,Primera Division,2023,3000000.0,20000000.0,Attack,Barcelona,Atlético Madrid,,,,,,,,,,
Kiki Kouyaté,Kiki Kouyaté,Ligue 1,2023,6000000.0,3500000.0,Defender,FC Metz,Montpellier,,,,,,,,,,
Noni Madueke,Noni Madueke,Premier League,2023,35000000.0,15000000.0,Attack,PSV Eindhoven,Chelsea,1.0,0.0,643.0,12.0,5.0,2.0,1053.0,23.0,4.0,2.0
Victor Kristiansen,Victor Kristiansen,Premier League,2023,14000000.0,4000000.0,Defender,FC Copenhagen,Leicester,0.0,1.0,892.0,12.0,,,,,,
Theo Corbeanu,Theo Corbeanu,Bundesliga,2023,0.0,1500000.0,Attack,Wolves U21,Arm. Bielefeld,,,,,,,,,,
Yann Sommer,Yann Sommer,Bundesliga,2023,9000000.0,5000000.0,Goalkeeper,Bor. M'gladbach,Bayern Munich,0.0,0.0,1710.0,19.0,,,,,,
Giannis Fetfatzidis,Giannis Fetfatzidis,Serie A,2023,75000.0,700000.0,Attack,Al-Sailiya SC,SPAL,,,,,,,,,,
Darwin Machís,Darwin Machís,Primera Division,2023,0.0,4000000.0,Attack,FC Juárez,Real Valladolid,0.0,1.0,599.0,11.0,4.0,0.0,785.0,21.0,4.0,-1.0
Jonas Omlin,Jonas Omlin,Bundesliga,2023,9000000.0,7000000.0,Goalkeeper,Montpellier,Bor. M'gladbach,0.0,0.0,1290.0,15.0,0.0,1.0,630.0,7.0,0.0,1.0
Enric Franquesa,Enric Franquesa,Primera Division,2023,0.0,800000.0,Defender,Levante,CD Leganés,,,,,,,,,,
Cyril Ngonge,Cyril Ngonge,Serie A,2023,550000.0,1300000.0,Attack,FC Groningen,Hellas Verona,3.0,1.0,745.0,14.0,6.0,2.0,1431.0,19.0,3.0,1.0
Oladapo Afolayan,Oladapo Afolayan,Bundesliga,2023,600000.0,600000.0,Attack,Bolton,FC St. Pauli,,,,,,,,,,
Malcolm Ebiowei,Malcolm Ebiowei,Premier League,2023,0.0,3000000.0,Attack,Crystal Palace,Hull City,0.0,0.0,34.0,3.0,,,,,,
Dango Ouattara,Dango Ouattara,Premier League,2023,22500000.0,10000000.0,Attack,FC Lorient,Bournemouth,1.0,3.0,1241.0,19.0,1.0,2.0,1229.0,30.0,0.0,-1.0
Josué Escartin,Josué Escartin,Ligue 1,2023,0.0,250000.0,Defender,Borgo,Stade Brestois,,,,,,,,,,
Irvin Cardona,Irvin Cardona,Bundesliga,2023,500000.0,2500000.0,Attack,Stade Brestois,FC Augsburg,1.0,0.0,318.0,10.0,0.0,0.0,54.0,3.0,-1.0,0.0
Darío Poveda,Darío Poveda,Primera Division,2023,0.0,600000.0,Attack,UD Ibiza,Getafe,,,,,,,,,,
Ronaël Pierre-Gabriel,Ronaël Pierre-Gabriel,Primera Division,2023,0.0,4500000.0,Defender,1.FSV Mainz 05,Espanyol,1.0,0.0,236.0,8.0,,,,,,
John Björkengren,John Björkengren,Serie A,2023,0.0,600000.0,Midfield,Lecce,Brescia,,,,,,,,,,
Umut Tohumcu,Umut Tohumcu,Bundesliga,2023,,200000.0,Midfield,Hoffenheim II,TSG Hoffenheim,0.0,0.0,271.0,8.0,0.0,2.0,1011.0,20.0,0.0,2.0
Kelvin Yeboah,Kelvin Yeboah,Bundesliga,2023,0.0,3500000.0,Attack,Genoa,FC Augsburg,1.0,1.0,353.0,13.0,,,,,,
Ramón Terrats,Ramón Terrats,Primera Division,2023,0.0,1500000.0,Midfield,Girona,Villarreal,0.0,0.0,212.0,8.0,0.0,2.0,785.0,19.0,0.0,2.0
Pablo Sarabia,Pablo Sarabia,Premier League,2023,5000000.0,20000000.0,Attack,Paris SG,Wolves,1.0,0.0,765.0,13.0,4.0,7.0,1745.0,30.0,3.0,7.0
Lucas Ocampos,Lucas Ocampos,Primera Division,2023,0.0,18000000.0,Attack,Ajax,Sevilla FC,4.0,0.0,1165.0,19.0,4.0,3.0,2871.0,35.0,0.0,3.0
Florent Mollet,Florent Mollet,Ligue 1,2023,1500000.0,2500000.0,Midfield,FC Schalke 04,FC Nantes,1.0,2.0,1089.0,19.0,4.0,4.0,2083.0,29.0,3.0,2.0
Viktor Tsygankov,Viktor Tsygankov,Primera Division,2023,5000000.0,22000000.0,Attack,Dynamo Kyiv,Girona,3.0,6.0,1489.0,19.0,8.0,7.0,2052.0,30.0,5.0,1.0
Frédéric Guilbert,Frédéric Guilbert,Ligue 1,2023,0.0,5000000.0,Defender,Aston Villa,R. Strasbourg,0.0,1.0,1461.0,18.0,2.0,0.0,2490.0,32.0,2.0,-1.0
Julian Ryerson,Julian Ryerson,Bundesliga,2023,5000000.0,7500000.0,Defender,Union Berlin,Bor. Dortmund,1.0,1.0,1410.0,17.0,4.0,1.0,1767.0,21.0,3.0,0.0
Mert Çetin,Mert Çetin,Serie A,2023,0.0,1500000.0,Defender,Lecce,Hellas Verona,,,,,,,,,,
Ronaël Pierre-Gabriel,Ronaël Pierre-Gabriel,Bundesliga,2023,0.0,4500000.0,Defender,R. Strasbourg,1.FSV Mainz 05,,,,,,,,,,
Ellery Balcombe,Ellery Balcombe,Premier League,2023,0.0,300000.0,Goalkeeper,Crawley Town,Brentford,,,,,,,,,,
Noah Katterbach,Noah Katterbach,Bundesliga,2023,0.0,1000000.0,Defender,1.FC Köln,Hamburger SV,,,,,,,,,,
Arijon Ibrahimovic,Arijon Ibrahimovic,Bundesliga,2023,,,Midfield,FC Bayern U19,Bayern Munich,0.0,0.0,14.0,1.0,,,,,,
Jaouen Hadjam,Jaouen Hadjam,Ligue 1,2023,300000.0,800000.0,Defender,Paris FC,FC Nantes,0.0,1.0,805.0,13.0,0.0,0.0,112.0,8.0,0.0,-1.0
Gabriel Suazo,Gabriel Suazo,Ligue 1,2023,0.0,2000000.0,Defender,Colo-Colo,Toulouse,0.0,1.0,1259.0,18.0,0.0,4.0,2357.0,31.0,0.0,3.0
Elisha Owusu,Elisha Owusu,Ligue 1,2023,500000.0,2500000.0,Midfield,KAA Gent,AJ Auxerre,,,,,,,,,,
Noah Katterbach,Noah Katterbach,Bundesliga,2023,0.0,1000000.0,Defender,FC Basel,1.FC Köln,,,,,,,,,,
Jayden Braaf,Jayden Braaf,Serie A,2023,0.0,1000000.0,Attack,B. Dortmund II,Hellas Verona,0.0,0.0,288.0,6.0,,,,,,
Lucas Da Cunha,Lucas Da Cunha,Serie A,2023,400000.0,3000000.0,Midfield,OGC Nice,Como,,,,,,,,,,
Kieran Phillips,Kieran Phillips,Premier League,2023,0.0,200000.0,Attack,Morecambe FC,Huddersfield,,,,,,,,,,
Paul Joly,Paul Joly,Ligue 1,2023,0.0,1500000.0,Defender,AJ Auxerre,Dijon,0.0,0.0,867.0,10.0,,,,,,
Danilo,Danilo,Premier League,2023,20000000.0,25000000.0,Midfield,Palmeiras,Nottm Forest,3.0,2.0,976.0,13.0,2.0,2.0,1792.0,29.0,-1.0,0.0
Javi Montero,Javi Montero,Bundesliga,2023,0.0,2500000.0,Defender,Besiktas,Hamburger SV,,,,,,,,,,
Arthur Okonkwo,Arthur Okonkwo,Premier League,2023,0.0,1500000.0,Goalkeeper,Crewe Alexandra,Arsenal,,,,,,,,,,
Mykhaylo Mudryk,Mykhaylo Mudryk,Premier League,2023,70000000.0,40000000.0,Attack,Shakhtar D.,Chelsea,0.0,2.0,657.0,15.0,5.0,2.0,1576.0,31.0,5.0,0.0
Abner,Abner,Primera Division,2023,7000000.0,8000000.0,Defender,Athletico-PR,Real Betis,0.0,0.0,607.0,13.0,0.0,1.0,1400.0,23.0,0.0,1.0
Jon Karrikaburu,Jon Karrikaburu,Primera Division,2023,0.0,5000000.0,Attack,Real Sociedad,CD Leganés,0.0,0.0,93.0,6.0,0.0,0.0,16.0,2.0,0.0,0.0
David Colina,David Colina,Bundesliga,2023,650000.0,1500000.0,Defender,Hajduk Split,FC Augsburg,1.0,0.0,166.0,7.0,,,,,,
Georginio Rutter,Georginio Rutter,Premier League,2023,40500000.0,16000000.0,Attack,TSG Hoffenheim,Leeds,0.0,1.0,273.0,11.0,,,,,,
Abdoul Kader Bamba,Abdoul Kader Bamba,Ligue 1,2023,0.0,1000000.0,Attack,FC Nantes,Saint-Étienne,0.0,0.0,78.0,4.0,2.0,1.0,611.0,23.0,2.0,1.0
Niels Nkounkou,Niels Nkounkou,Ligue 1,2023,0.0,2500000.0,Defender,Everton,Saint-Étienne,,,,,,,,,,
Noah Mbamba,Noah Mbamba,Bundesliga,2023,100000.0,3000000.0,Midfield,Club Brugge,B. Leverkusen,0.0,0.0,1.0,1.0,0.0,1.0,16.0,3.0,0.0,1.0
Mario Lemina,Mario Lemina,Premier League,2023,11000000.0,7000000.0,Midfield,OGC Nice,Wolves,0.0,1.0,1299.0,19.0,4.0,1.0,2968.0,35.0,4.0,0.0
Wout Weghorst,Wout Weghorst,Premier League,2023,0.0,14000000.0,Attack,Burnley,Man Utd,0.0,1.0,797.0,17.0,,,,,,
Jaime Báez,Jaime Báez,Serie A,2023,,1400000.0,Attack,Cremonese,Frosinone,0.0,0.0,96.0,2.0,1.0,0.0,500.0,11.0,1.0,0.0
Andreas Hanche-Olsen,Andreas Hanche-Olsen,Bundesliga,2023,2500000.0,3500000.0,Defender,KAA Gent,1.FSV Mainz 05,1.0,3.0,1497.0,17.0,1.0,0.0,992.0,15.0,0.0,-3.0
Federico Ravaglia,Federico Ravaglia,Serie A,2023,0.0,450000.0,Goalkeeper,Reggina,Bologna,,,,,0.0,0.0,535.0,6.0,,
Gonzalo Villar,Gonzalo Villar,Primera Division,2023,0.0,4500000.0,Midfield,AS Roma,Getafe,0.0,0.0,457.0,16.0,1.0,3.0,1803.0,35.0,1.0,3.0
Niels Nkounkou,Niels Nkounkou,Premier League,2023,0.0,2500000.0,Defender,Cardiff,Everton,,,,,,,,,,
Dion Beljo,Dion Beljo,Bundesliga,2023,3000000.0,6500000.0,Attack,NK Osijek,FC Augsburg,,,,,,,,,,
Ameen Al-Dakhil,Ameen Al-Dakhil,Premier League,2023,5000000.0,3000000.0,Defender,Sint-Truiden,Burnley,,,,,1.0,0.0,1056.0,13.0,,
Jérôme Roussillon,Jérôme Roussillon,Bundesliga,2023,,3000000.0,Defender,VfL Wolfsburg,Union Berlin,0.0,2.0,957.0,16.0,0.0,1.0,752.0,23.0,0.0,-1.0
Adrien Thomasson,Adrien Thomasson,Ligue 1,2023,3900000.0,5000000.0,Midfield,R. Strasbourg,Lens,5.0,5.0,1278.0,20.0,1.0,2.0,1193.0,29.0,-4.0,-3.0
Wout Weghorst,Wout Weghorst,Premier League,2023,0.0,14000000.0,Attack,Besiktas,Burnley,0.0,1.0,797.0,17.0,,,,,,
Nikita Contini,Nikita Contini,Serie A,2023,0.0,700000.0,Goalkeeper,Sampdoria,Napoli,,,,,,,,,,
