,,,,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP
ESP-La Liga,2324,Alavés,Tomás Mendes,ESP,MF,18,2004,0.1,4,6,66.7,63,0,1,2,50.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2324,Alavés,Unai Ropero,ESP,MF,21,2001,0.1,4,5,80.0,46,20,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2324,Alavés,Victor Parada,ESP,"FW,MF",21,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2324,Alavés,Xeber,ESP,"FW,MF",26,1997,3.4,68,100,68.0,991,239,46,53,86.8,17,23,73.9,4,10,40.0,0,0.6,0.5,-0.6,6,3,1,0,6
ESP-La Liga,2324,Almería,Adri Embarba,ESP,"FW,MF",31,1992,27.5,609,928,65.6,9861,3039,339,396,85.6,179,263,68.1,67,173,38.7,2,4.4,3.6,-2.4,52,40,25,16,58
ESP-La Liga,2324,Almería,Alejandro Pozo Pozo,ESP,"DF,MF",24,1999,10.8,443,598,74.1,7276,2929,238,272,87.5,157,211,74.4,37,77,48.1,0,0.6,0.8,-0.6,13,36,15,8,44
ESP-La Liga,2324,Almería,Aleksandar Radovanović,SRB,DF,29,1993,6.3,181,197,91.9,3645,1019,49,51,96.1,107,110,97.3,21,30,70.0,0,0.0,0.0,0.0,1,1,0,0,5
ESP-La Liga,2324,Almería,Anthony Lozano,HON,FW,30,1993,8.6,98,136,72.1,1362,383,48,61,78.7,36,43,83.7,4,7,57.1,0,0.7,0.2,-0.7,7,12,1,0,16
ESP-La Liga,2324,Almería,Arnau Puigmal,ESP,"FW,DF",22,2001,2.8,65,93,69.9,976,349,42,46,91.3,16,22,72.7,5,17,29.4,0,0.3,0.2,-0.3,3,6,4,1,8
ESP-La Liga,2324,Almería,Bruno Langa,MOZ,DF,25,1997,9.1,307,400,76.8,5062,2470,153,176,86.9,123,153,80.4,24,51,47.1,0,0.4,0.3,-0.4,7,18,8,3,25
ESP-La Liga,2324,Almería,Chumi,ESP,DF,24,1999,27.0,1044,1208,86.4,18403,6336,425,465,91.4,537,565,95.0,70,143,49.0,1,1.4,0.6,-0.4,4,44,3,1,68
ESP-La Liga,2324,Almería,César Montes,MEX,DF,26,1997,19.9,750,973,77.1,15594,5775,224,266,84.2,430,487,88.3,86,196,43.9,0,0.2,0.4,-0.2,4,51,7,1,52
ESP-La Liga,2324,Almería,Diego Mariño,ESP,GK,33,1990,1.0,23,27,85.2,429,237,11,11,100.0,10,10,100.0,2,6,33.3,0,0.0,0.0,0.0,0,1,0,0,0
ESP-La Liga,2324,Almería,Dion Lopy,SEN,MF,21,2002,21.3,745,882,84.5,14551,3507,276,316,87.3,340,384,88.5,110,137,80.3,0,1.2,0.7,-1.2,13,81,8,1,90
ESP-La Liga,2324,Almería,Fernando,ESP,GK,33,1990,4.0,110,160,68.8,3175,2309,10,10,100.0,62,62,100.0,38,87,43.7,0,0.0,0.0,0.0,0,1,0,0,0
ESP-La Liga,2324,Almería,Gonzalo Melero,ESP,"MF,FW",29,1994,12.3,381,465,81.9,5720,1633,210,245,85.7,143,164,87.2,17,26,65.4,1,1.2,0.9,-0.2,11,44,7,0,49
ESP-La Liga,2324,Almería,Houboulang Mendes,GNB,DF,25,1998,4.4,129,177,72.9,2191,1089,62,69,89.9,54,75,72.0,10,22,45.5,0,0.0,0.0,0.0,1,12,1,1,9
ESP-La Liga,2324,Almería,Ibrahima Koné,MLI,FW,24,1999,3.1,38,56,67.9,533,141,22,30,73.3,13,18,72.2,2,3,66.7,0,0.1,0.5,-0.1,2,0,0,0,3
ESP-La Liga,2324,Almería,Iddrisu Baba,GHA,MF,27,1996,15.9,543,654,83.0,10011,2718,207,245,84.5,272,308,88.3,52,67,77.6,0,0.6,0.4,-0.6,6,51,3,2,60
ESP-La Liga,2324,Almería,Jonathan Viera,ESP,MF,33,1989,10.1,468,545,85.9,6398,1491,289,315,91.7,137,158,86.7,19,35,54.3,3,2.7,1.3,0.3,27,37,14,1,68
ESP-La Liga,2324,Almería,Kaiky,BRA,DF,19,2004,5.8,217,263,82.5,4550,1819,58,67,86.6,122,133,91.7,30,52,57.7,0,0.0,0.0,0.0,1,18,1,0,24
ESP-La Liga,2324,Almería,Largie Ramazani,BEL,"FW,MF",22,2001,17.3,203,340,59.7,3265,1275,109,150,72.7,64,108,59.3,19,43,44.2,5,5.7,2.4,-0.7,26,26,16,2,42
ESP-La Liga,2324,Almería,Lucas Robertone,ARG,MF,26,1997,26.5,1107,1363,81.2,19270,5863,537,594,90.4,423,498,84.9,122,209,58.4,5,2.5,2.2,2.5,34,115,19,9,128
ESP-La Liga,2324,Almería,Luis Javier Suárez,COL,FW,25,1997,10.2,150,202,74.3,2505,389,75,91,82.4,59,71,83.1,12,17,70.6,0,0.6,0.5,-0.6,7,14,2,1,15
ESP-La Liga,2324,Almería,Luka Romero,ARG,FW,18,2004,4.9,137,148,92.6,1744,338,93,98,94.9,37,40,92.5,1,1,100.0,0,0.1,0.1,-0.1,2,7,2,1,14
ESP-La Liga,2324,Almería,Luís Maximiano,POR,GK,24,1999,33.0,833,1266,65.8,22967,17069,144,144,100.0,424,434,97.7,265,681,38.9,0,0.0,0.0,0.0,0,11,0,0,0
ESP-La Liga,2324,Almería,Lázaro,BRA,"FW,MF",21,2002,3.2,69,100,69.0,1137,308,35,47,74.5,24,29,82.8,6,13,46.2,0,0.5,0.3,-0.5,6,4,1,0,6
ESP-La Liga,2324,Almería,Léo Baptistão,BRA,FW,30,1992,20.4,366,568,64.4,5127,1333,217,297,73.1,104,157,66.2,23,49,46.9,0,1.8,1.0,-1.8,19,21,8,2,45
ESP-La Liga,2324,Almería,Marc Pubill,ESP,DF,20,2003,20.9,686,958,71.6,10815,4008,359,416,86.3,266,361,73.7,42,119,35.3,3,1.5,1.2,1.5,21,39,11,10,36
ESP-La Liga,2324,Almería,Marciano Tchami,GNB,"FW,MF",19,2004,0.5,14,24,58.3,162,52,12,16,75.0,2,4,50.0,0,2,0.0,0,0.0,0.0,0.0,1,0,0,0,1
ESP-La Liga,2324,Almería,Marcos Peña,ESP,MF,18,2005,4.9,188,217,86.6,2977,846,96,108,88.9,78,85,91.8,10,16,62.5,0,0.0,0.0,0.0,1,8,0,0,10
ESP-La Liga,2324,Almería,Marko Milovanović,SRB,"FW,MF",19,2003,3.4,43,68,63.2,457,59,30,41,73.2,9,15,60.0,0,2,0.0,0,0.1,0.1,-0.1,2,3,1,0,3
ESP-La Liga,2324,Almería,Paco Sanz,ESP,DF,18,2004,0.3,7,10,70.0,154,79,2,3,66.7,4,5,80.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2324,Almería,Rachad Fettal,MAR,FW,18,2005,0.2,4,6,66.7,46,20,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0
ESP-La Liga,2324,Almería,Sergio Akieme,ESP,DF,25,1997,18.6,620,801,77.4,10224,3150,314,346,90.8,247,298,82.9,48,111,43.2,0,2.2,2.1,-2.2,17,30,14,12,28
ESP-La Liga,2324,Almería,Sergio Arribas,ESP,"MF,FW",21,2001,22.7,588,751,78.3,8318,2305,355,412,86.2,168,196,85.7,32,77,41.6,4,3.7,3.3,0.3,42,51,26,4,81
ESP-La Liga,2324,Almería,Srđan Babić,SRB,DF,27,1996,1.0,58,62,93.5,1267,388,13,13,100.0,37,41,90.2,8,8,100.0,0,0.0,0.0,0.0,0,2,0,0,6
ESP-La Liga,2324,Almería,Álex Centelles,ESP,DF,25,1997,10.9,400,544,73.5,6993,2843,193,214,90.2,162,199,81.4,39,96,40.6,1,1.6,1.0,-0.6,11,35,12,9,31
ESP-La Liga,2324,Almería,Édgar González,ESP,"DF,MF",26,1997,28.0,1150,1350,85.2,21329,8387,404,445,90.8,629,697,90.2,100,172,58.1,0,0.3,0.3,-0.3,7,51,3,1,72
ESP-La Liga,2324,Athletic Club,Adu Ares,ESP,FW,21,2001,2.9,79,104,76.0,1252,82,45,53,84.9,27,34,79.4,5,9,55.6,0,0.0,0.1,0.0,1,5,0,0,3
ESP-La Liga,2324,Athletic Club,Aingeru Olabarrieta,ESP,FW,17,2005,0.1,2,5,40.0,23,6,2,2,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2324,Athletic Club,Aitor Paredes,ESP,DF,23,2000,30.0,1331,1556,85.5,26700,10013,385,432,89.1,785,843,93.1,146,247,59.1,0,0.2,0.4,-0.2,4,68,6,0,107
ESP-La Liga,2324,Athletic Club,Ander Herrera,ESP,MF,33,1989,11.4,643,756,85.1,10056,2855,337,369,91.3,234,271,86.3,44,71,62.0,3,1.2,1.9,1.8,12,67,17,3,94
ESP-La Liga,2324,Athletic Club,Asier Villalibre,ESP,FW,25,1997,5.7,88,124,71.0,1078,184,61,79,77.2,17,25,68.0,3,4,75.0,1,1.0,0.7,0.0,9,7,5,0,10
ESP-La Liga,2324,Athletic Club,Beñat Prados,ESP,"MF,DF",22,2001,16.1,667,811,82.2,10307,2698,351,394,89.1,273,329,83.0,26,46,56.5,0,0.5,1.0,-0.5,10,69,10,2,87
ESP-La Liga,2324,Athletic Club,Dani García,ESP,MF,33,1990,8.3,279,331,84.3,4585,1255,136,152,89.5,110,129,85.3,22,34,64.7,0,0.2,0.2,-0.2,2,24,3,0,36
ESP-La Liga,2324,Athletic Club,Daniel Vivian,ESP,DF,24,1999,32.0,1442,1719,83.9,28805,10952,459,510,90.0,808,895,90.3,167,276,60.5,0,0.7,0.6,-0.7,6,105,5,1,123
ESP-La Liga,2324,Athletic Club,Gorka Guruzeta,ESP,FW,26,1996,24.6,422,618,68.3,5920,1140,247,324,76.2,129,179,72.1,21,38,55.3,5,2.4,1.8,2.6,27,38,14,3,55
ESP-La Liga,2324,Athletic Club,Iker Muniain,ESP,"MF,FW",30,1992,6.6,345,410,84.1,5158,1364,196,216,90.7,113,132,85.6,22,42,52.4,0,0.4,1.3,-0.4,13,37,10,0,43
ESP-La Liga,2324,Athletic Club,Imanol,ESP,DF,23,2000,5.8,280,343,81.6,4413,1312,160,178,89.9,99,115,86.1,16,30,53.3,0,0.2,0.3,-0.2,2,24,6,3,21
ESP-La Liga,2324,Athletic Club,Iñaki Williams,GHA,FW,29,1994,31.6,668,995,67.1,8942,2406,444,557,79.7,191,285,67.0,18,55,32.7,3,6.3,5.8,-3.3,44,29,53,17,78
ESP-La Liga,2324,Athletic Club,Iñigo Lekue,ESP,DF,30,1993,22.2,1012,1273,79.5,17290,6247,440,499,88.2,489,577,84.7,69,143,48.3,2,1.1,0.9,0.9,17,86,16,7,119
ESP-La Liga,2324,Athletic Club,Iñigo Ruiz de Galarreta,ESP,MF,29,1993,23.2,993,1232,80.6,17537,5134,460,527,87.3,410,474,86.5,103,171,60.2,1,2.3,2.5,-1.3,26,127,23,4,147
ESP-La Liga,2324,Athletic Club,Julen Agirrezabala,ESP,GK,22,2000,2.6,67,100,67.0,1906,1648,19,19,100.0,27,27,100.0,21,53,39.6,0,0.0,0.0,0.0,0,2,0,0,0
ESP-La Liga,2324,Athletic Club,Mikel Jauregizar,ESP,MF,19,2003,1.7,56,79,70.9,841,232,29,37,78.4,23,27,85.2,3,10,30.0,0,0.1,0.1,-0.1,2,5,1,0,5
ESP-La Liga,2324,Athletic Club,Mikel Vesga,ESP,MF,30,1993,17.0,639,829,77.1,10890,3554,321,377,85.1,245,302,81.1,64,108,59.3,1,1.2,1.2,-0.2,7,68,13,2,88
ESP-La Liga,2324,Athletic Club,Nico Williams,ESP,FW,21,2002,25.1,579,828,69.9,9035,2545,321,374,85.8,196,265,74.0,43,101,42.6,11,5.7,7.5,5.3,47,26,48,22,66
ESP-La Liga,2324,Athletic Club,Oihan Sancet,ESP,MF,23,2000,21.9,641,802,79.9,9165,2212,370,432,85.6,219,266,82.3,26,37,70.3,5,4.7,2.9,0.3,42,80,34,4,121
ESP-La Liga,2324,Athletic Club,Peru Nolaskoain,ESP,"DF,MF",24,1998,0.1,5,8,62.5,103,31,1,1,100.0,4,5,80.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0
ESP-La Liga,2324,Athletic Club,Raúl García,ESP,"FW,MF",37,1986,4.7,79,138,57.2,1102,313,45,66,68.2,19,38,50.0,6,11,54.5,0,0.0,0.6,0.0,0,12,3,0,19
ESP-La Liga,2324,Athletic Club,Unai Gómez,ESP,MF,20,2003,9.7,198,260,76.2,3259,762,100,122,82.0,70,90,77.8,21,34,61.8,0,0.7,0.7,-0.7,12,18,3,0,28
ESP-La Liga,2324,Athletic Club,Unai Simón,ESP,GK,26,1997,35.4,728,1227,59.3,23132,18785,109,111,98.2,338,344,98.3,281,765,36.7,0,0.0,0.1,0.0,1,25,0,0,0
ESP-La Liga,2324,Athletic Club,Yeray Álvarez,ESP,DF,28,1995,12.8,572,710,80.6,11772,4181,157,181,86.7,346,378,91.5,63,128,49.2,0,0.1,0.4,-0.1,3,38,3,0,55
ESP-La Liga,2324,Athletic Club,Yuri Berchiche,ESP,DF,33,1990,21.4,1078,1304,82.7,17241,6651,559,622,89.9,438,508,86.2,57,111,51.4,1,1.6,2.0,-0.6,14,103,16,9,132
ESP-La Liga,2324,Athletic Club,Álex Berenguer,ESP,FW,28,1995,17.7,373,596,62.6,5881,1712,210,258,81.4,99,156,63.5,43,124,34.7,3,3.7,4.0,-0.7,33,10,17,10,30
ESP-La Liga,2324,Athletic Club,Óscar de Marcos,ESP,DF,34,1989,25.1,1243,1566,79.4,20379,7935,634,708,89.5,477,593,80.4,103,183,56.3,5,3.1,3.4,1.9,21,131,37,26,143
ESP-La Liga,2324,Atlético Madrid,Abdellah Raihani,MAR,FW,19,2004,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2324,Atlético Madrid,Antoine Griezmann,FRA,"FW,MF",32,1991,29.4,1062,1383,76.8,16588,4212,589,671,87.8,313,414,75.6,99,178,55.6,6,5.6,5.8,0.4,43,86,34,2,118
ESP-La Liga,2324,Atlético Madrid,Arthur Vermeeren,BEL,MF,18,2005,1.8,75,91,82.4,1109,180,42,47,89.4,29,32,90.6,1,5,20.0,0,0.1,0.1,-0.1,2,3,2,0,7
ESP-La Liga,2324,Atlético Madrid,Axel Witsel,BEL,DF,34,1989,30.9,1687,1835,91.9,29499,11338,710,753,94.3,834,888,93.9,111,144,77.1,0,0.3,0.2,-0.3,3,72,0,0,89
ESP-La Liga,2324,Atlético Madrid,César Azpilicueta,ESP,DF,33,1989,15.8,867,1035,83.8,13049,5238,490,522,93.9,300,353,85.0,51,111,45.9,2,2.4,1.9,-0.4,15,74,15,2,77
ESP-La Liga,2324,Atlético Madrid,Gabriel Paulista,BRA,DF,32,1990,4.5,240,274,87.6,4592,2040,77,82,93.9,145,159,91.2,17,30,56.7,0,0.1,0.0,-0.1,2,3,0,0,7
ESP-La Liga,2324,Atlético Madrid,Jan Oblak,SVN,GK,30,1993,38.0,773,1025,75.4,20459,15035,136,136,100.0,414,419,98.8,218,463,47.1,0,0.0,0.0,0.0,0,7,0,0,0
ESP-La Liga,2324,Atlético Madrid,Javi Galán,ESP,DF,28,1994,1.0,45,60,75.0,666,154,24,28,85.7,19,24,79.2,1,5,20.0,0,0.1,0.1,-0.1,2,0,2,1,4
ESP-La Liga,2324,Atlético Madrid,José María Giménez,URU,DF,28,1995,14.7,562,653,86.1,11718,4822,169,188,89.9,308,333,92.5,80,116,69.0,0,0.1,0.1,-0.1,2,27,0,0,26
ESP-La Liga,2324,Atlético Madrid,Koke,ESP,MF,31,1992,27.7,2037,2263,90.0,33074,10659,1066,1117,95.4,724,790,91.6,174,242,71.9,4,3.6,3.0,0.4,26,196,33,1,212
ESP-La Liga,2324,Atlético Madrid,Marcos Llorente,ESP,"MF,DF",28,1995,28.5,974,1219,79.9,13597,3643,592,654,90.5,299,371,80.6,37,73,50.7,4,5.6,4.5,-1.6,26,60,36,11,106
ESP-La Liga,2324,Atlético Madrid,Mario Hermoso,ESP,DF,28,1995,28.4,1676,1947,86.1,29197,10370,828,879,94.2,659,737,89.4,156,260,60.0,1,0.8,1.1,0.2,17,162,18,6,177
ESP-La Liga,2324,Atlético Madrid,Memphis,NED,FW,29,1994,9.9,195,264,73.9,2877,727,121,149,81.2,49,60,81.7,16,25,64.0,1,1.8,1.6,-0.8,13,20,9,2,27
ESP-La Liga,2324,Atlético Madrid,Nahuel Molina,ARG,DF,25,1998,20.6,957,1304,73.4,14695,5346,571,641,89.1,292,415,70.4,66,159,41.5,3,2.9,2.2,0.1,19,48,30,12,68
ESP-La Liga,2324,Atlético Madrid,Pablo Barrios,ESP,MF,20,2003,17.3,728,873,83.4,11531,3536,381,431,88.4,286,327,87.5,46,71,64.8,1,1.9,1.0,-0.9,16,75,16,0,98
ESP-La Liga,2324,Atlético Madrid,Reinildo Mandava,MOZ,DF,29,1994,8.1,353,414,85.3,5330,2062,190,210,90.5,140,157,89.2,15,29,51.7,1,0.6,0.5,0.4,5,21,3,1,36
ESP-La Liga,2324,Atlético Madrid,Rodrigo De Paul,ARG,MF,29,1994,23.1,1291,1553,83.1,21996,6879,635,688,92.3,463,548,84.5,148,218,67.9,5,5.0,6.2,0.0,39,146,63,7,202
ESP-La Liga,2324,Atlético Madrid,Rodrigo Riquelme,ESP,"DF,MF",23,2000,17.0,501,673,74.4,6902,2141,317,367,86.4,134,179,74.9,26,59,44.1,5,3.1,3.7,1.9,28,25,30,8,53
ESP-La Liga,2324,Atlético Madrid,Salim El Jebari,MAR,MF,19,2004,0.1,3,4,75.0,30,3,3,3,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2324,Atlético Madrid,Samuel Lino,BRA,"DF,MF",23,1999,23.1,816,1015,80.4,11390,2608,516,582,88.7,230,279,82.4,39,66,59.1,5,4.7,3.5,0.3,34,36,38,3,84
ESP-La Liga,2324,Atlético Madrid,Saúl Ñíguez,ESP,MF,28,1994,15.3,549,682,80.5,7691,1721,338,383,88.3,164,199,82.4,24,48,50.0,4,3.2,2.1,0.8,14,44,9,5,34
ESP-La Liga,2324,Atlético Madrid,Stefan Savić,MNE,DF,32,1991,18.1,820,989,82.9,14666,5999,335,364,92.0,402,443,90.7,68,141,48.2,0,0.1,0.6,-0.1,1,59,7,2,66
ESP-La Liga,2324,Atlético Madrid,Thomas Lemar,FRA,MF,27,1995,1.8,71,84,84.5,1019,285,41,46,89.1,25,29,86.2,2,6,33.3,0,0.0,0.1,0.0,1,10,1,0,13
ESP-La Liga,2324,Atlético Madrid,Yannick Carrasco,BEL,DF,29,1993,2.5,65,88,73.9,1021,236,42,49,85.7,13,20,65.0,8,12,66.7,1,0.2,0.2,0.8,4,2,3,1,6
ESP-La Liga,2324,Atlético Madrid,Álvaro Morata,ESP,FW,30,1992,21.2,267,384,69.5,3734,699,163,213,76.5,67,92,72.8,19,30,63.3,3,1.7,1.6,1.3,15,17,7,2,20
ESP-La Liga,2324,Atlético Madrid,Ángel Correa,ARG,"FW,MF",28,1995,17.0,379,516,73.4,4856,1162,249,301,82.7,85,110,77.3,18,46,39.1,2,3.6,3.8,-1.6,32,29,23,2,61
ESP-La Liga,2324,Atlético Madrid,Çağlar Söyüncü,TUR,DF,27,1996,1.3,71,81,87.7,1249,407,29,31,93.5,39,43,90.7,2,5,40.0,0,0.0,0.0,0.0,0,4,1,0,6
ESP-La Liga,2324,Barcelona,Abde Ezzalzouli,MAR,"FW,MF",21,2001,0.8,23,37,62.2,289,83,18,23,78.3,4,8,50.0,1,4,25.0,0,0.1,0.0,-0.1,2,0,2,1,1
ESP-La Liga,2324,Barcelona,Alejandro Balde,ESP,DF,19,2003,15.3,694,817,84.9,9879,2231,430,473,90.9,229,264,86.7,22,42,52.4,1,1.2,1.5,-0.2,13,26,20,7,41
ESP-La Liga,2324,Barcelona,Andreas Christensen,DEN,"DF,MF",27,1996,22.0,1480,1569,94.3,25124,8496,669,699,95.7,700,724,96.7,87,108,80.6,2,1.1,0.8,0.9,7,116,1,0,117
ESP-La Liga,2324,Barcelona,Ansu Fati,ESP,"MF,FW",20,2002,0.6,24,28,85.7,322,87,15,15,100.0,7,9,77.8,1,1,100.0,0,0.0,0.1,0.0,0,2,1,0,4
ESP-La Liga,2324,Barcelona,Eric García,ESP,DF,22,2001,0.6,46,48,95.8,802,308,22,23,95.7,21,21,100.0,3,4,75.0,0,0.0,0.0,0.0,0,4,0,0,5
ESP-La Liga,2324,Barcelona,Fermin López,ESP,"MF,FW",20,2003,16.1,522,631,82.7,7613,1710,321,349,92.0,138,172,80.2,38,54,70.4,0,1.1,1.3,-1.1,18,53,16,2,76
ESP-La Liga,2324,Barcelona,Ferrán Torres,ESP,FW,23,2000,13.5,351,450,78.0,5339,1196,203,241,84.2,102,127,80.3,31,38,81.6,2,2.7,1.9,-0.7,26,26,22,5,44
ESP-La Liga,2324,Barcelona,Frenkie de Jong,NED,MF,26,1997,18.2,1542,1674,92.1,23581,7114,872,905,96.4,558,608,91.8,80,104,76.9,0,2.2,4.9,-2.2,21,187,34,7,168
ESP-La Liga,2324,Barcelona,Gavi,ESP,"MF,FW",18,2004,10.5,489,541,90.4,7119,1400,297,315,94.3,146,165,88.5,28,35,80.0,1,1.1,1.4,-0.1,11,37,8,2,39
ESP-La Liga,2324,Barcelona,Héctor Fort,ESP,DF,16,2006,3.5,200,230,87.0,3004,748,121,129,93.8,65,76,85.5,11,19,57.9,2,0.8,0.5,1.2,3,10,3,1,7
