,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
GER-Bundesliga,2223,Augsburg,Florian Niederlechner,GER,"FW,MF",31,1990,14,910,65,29.7,10.1,10,80,4,4,28,1,1.07,15,15,0,0.0,0.88,13.3,16.0,-2.7,-0.27,0.62
GER-Bundesliga,2223,Augsburg,Frederik Winther,DEN,DF,21,2001,1,90,90,2.9,1.0,1,90,1,0,,7,0.0,2,3,-1,-1.0,-0.39,0.4,1.5,-1.0,-1.04,-0.35
GER-Bundesliga,2223,Augsburg,Fredrik Jensen,FIN,"FW,MF",24,1997,20,924,46,30.2,10.3,8,78,1,12,25,3,1.2,13,17,-4,-0.39,0.33,11.6,17.7,-6.1,-0.59,0.16
GER-Bundesliga,2223,Augsburg,Iago,BRA,"DF,MF",25,1997,22,1600,73,52.3,17.8,19,80,11,3,28,0,1.09,26,30,-4,-0.23,0.82,19.8,28.8,-9.0,-0.51,0.41
GER-Bundesliga,2223,Augsburg,Irvin Cardona,MLT,"MF,FW",24,1997,10,318,32,10.4,3.5,0,,0,10,32,2,0.4,6,9,-3,-0.85,-0.26,4.8,8.4,-3.6,-1.03,-0.36
GER-Bundesliga,2223,Augsburg,Jeffrey Gouweleeuw,NED,DF,31,1991,32,2795,87,91.3,31.1,32,87,30,0,,0,1.03,39,56,-17,-0.55,0.81,31.9,54.1,-22.2,-0.71,-0.11
GER-Bundesliga,2223,Augsburg,Josué-Emanuel M'bila,ANG,MF,22,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
GER-Bundesliga,2223,Augsburg,Julian Baumgartlinger,AUT,MF,34,1988,16,554,35,18.1,6.2,3,90,3,13,22,11,0.69,11,17,-6,-0.97,-0.44,8.4,10.7,-2.4,-0.38,0.39
GER-Bundesliga,2223,Augsburg,Kelvin Yeboah,ITA,"FW,MF",22,2000,13,353,27,11.5,3.9,3,53,0,10,19,2,1.23,3,2,1,0.25,0.99,4.2,5.1,-0.9,-0.22,0.55
GER-Bundesliga,2223,Augsburg,Lukas Petkov,BUL,"MF,FW",21,2000,7,146,21,4.8,1.6,0,,0,7,21,6,0.57,0,3,-3,-1.85,-1.29,1.4,4.3,-2.8,-1.77,-1.12
GER-Bundesliga,2223,Augsburg,Mads Pedersen,DEN,"DF,MF",25,1996,28,1838,66,60.1,20.4,20,83,12,8,22,1,0.96,26,36,-10,-0.49,0.32,20.3,35.1,-14.7,-0.72,-0.04
GER-Bundesliga,2223,Augsburg,Maurice Malone,GER,"FW,MF",21,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
GER-Bundesliga,2223,Augsburg,Maximilian Bauer,GER,DF,22,2000,27,1846,68,60.3,20.5,20,84,17,7,25,6,1.11,25,41,-16,-0.78,-0.41,21.0,36.5,-15.5,-0.75,-0.12
GER-Bundesliga,2223,Augsburg,Mergim Berisha,GER,FW,24,1998,23,1679,73,54.9,18.7,20,81,9,3,19,0,1.22,24,32,-8,-0.43,0.42,22.1,27.1,-5.0,-0.27,0.97
GER-Bundesliga,2223,Augsburg,Mert Kömür,GER,MF,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2223,Augsburg,Nathanael Mbuku,COD,"MF,FW",20,2002,2,34,17,1.1,0.4,0,,0,2,17,11,0.0,1,0,1,2.65,3.3,1.1,0.3,0.8,2.15,2.89
GER-Bundesliga,2223,Augsburg,Niklas Dorsch,GER,MF,24,1998,11,483,44,15.8,5.4,5,75,3,6,18,1,1.18,4,11,-7,-1.3,-0.82,4.4,10.9,-6.5,-1.22,-0.61
GER-Bundesliga,2223,Augsburg,Noah Joel Sarenren Bazee,NGA,"MF,FW",25,1996,2,20,10,0.7,0.2,0,,0,2,10,8,1.5,0,0,0,0.0,0.62,0.2,0.1,0.0,0.16,0.87
GER-Bundesliga,2223,Augsburg,Ohis Felix Uduokhai,GER,DF,24,1997,19,1450,76,47.4,16.1,16,86,14,3,25,1,0.95,18,27,-9,-0.56,0.11,17.1,23.2,-6.2,-0.38,0.61
GER-Bundesliga,2223,Augsburg,Rafał Gikiewicz,POL,GK,34,1987,23,2070,90,67.6,23.0,23,90,23,0,,0,1.17,28,41,-13,-0.57,0.16,24.3,38.9,-14.6,-0.63,0.22
GER-Bundesliga,2223,Augsburg,Raphael Framberger,GER,"DF,FW",26,1995,3,176,59,5.8,2.0,2,80,0,1,17,8,0.33,2,6,-4,-2.05,-1.51,1.0,3.9,-2.9,-1.46,-0.8
GER-Bundesliga,2223,Augsburg,Reece Oxford,ENG,DF,23,1998,3,94,31,3.1,1.0,1,75,0,2,10,0,0.33,0,1,-1,-0.96,-0.35,2.1,1.3,0.8,0.73,1.48
GER-Bundesliga,2223,Augsburg,Renato Veiga,POR,DF,19,2003,13,639,49,20.9,7.1,7,71,3,6,24,2,1.0,5,16,-11,-1.55,-1.18,4.6,15.4,-10.9,-1.53,-1.04
GER-Bundesliga,2223,Augsburg,Ricardo Pepi,USA,FW,19,2003,4,95,24,3.1,1.1,1,55,0,3,13,0,0.75,0,3,-3,-2.84,-2.3,0.5,1.7,-1.2,-1.15,-0.46
GER-Bundesliga,2223,Augsburg,Robert Gumny,POL,DF,24,1998,29,2015,69,65.8,22.4,23,82,17,6,22,1,1.14,30,42,-12,-0.54,0.24,23.1,39.9,-16.8,-0.75,-0.13
GER-Bundesliga,2223,Augsburg,Ruben Vargas,SUI,"MF,FW",23,1998,23,1130,49,36.9,12.6,13,59,1,10,37,3,0.7,20,20,0,0.0,0.98,13.4,20.2,-6.8,-0.54,0.26
GER-Bundesliga,2223,Augsburg,Tomáš Koubek,CZE,GK,29,1992,11,990,90,32.4,11.0,11,90,11,0,,15,0.64,14,22,-8,-0.73,-0.16,10.5,19.8,-9.4,-0.85,-0.22
GER-Bundesliga,2223,Bayern Munich,Aleksandar Pavlovic,GER,MF,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
GER-Bundesliga,2223,Bayern Munich,Alphonso Davies,CAN,DF,21,2000,26,2042,79,66.7,22.7,24,82,17,2,38,0,1.92,59,25,34,1.5,-0.27,47.9,25.0,22.9,1.01,-0.3
GER-Bundesliga,2223,Bayern Munich,Arijon Ibrahimović,GER,MF,16,2005,1,14,14,0.5,0.2,0,,0,1,14,4,3.0,0,0,0,0.0,-1.6,0.9,0.0,0.9,5.71,4.62
GER-Bundesliga,2223,Bayern Munich,Benjamin Pavard,FRA,DF,26,1996,30,2431,81,79.4,27.0,27,87,24,3,23,3,2.3,76,29,47,1.74,0.74,61.6,28.4,33.2,1.23,0.57
GER-Bundesliga,2223,Bayern Munich,Bouna Sarr,SEN,FW,30,1992,1,3,3,0.1,0.0,0,,0,1,3,12,3.0,0,0,0,0.0,-1.59,0.0,0.1,-0.1,-1.62,-2.74
GER-Bundesliga,2223,Bayern Munich,Daley Blind,NED,"DF,MF",32,1990,4,134,34,4.4,1.5,1,90,1,3,15,15,2.25,3,5,-2,-1.34,-3.07,2.8,3.6,-0.8,-0.55,-1.74
GER-Bundesliga,2223,Bayern Munich,Dayot Upamecano,FRA,DF,23,1998,29,2348,81,76.7,26.1,27,87,25,2,6,0,1.93,71,29,42,1.61,0.09,56.2,27.4,28.8,1.1,-0.04
GER-Bundesliga,2223,Bayern Munich,Eric Maxim Choupo-Moting,CMR,FW,33,1989,19,1112,59,36.3,12.4,14,74,4,5,16,1,2.16,38,13,25,2.02,0.68,28.3,14.0,14.4,1.16,0.08
GER-Bundesliga,2223,Bayern Munich,Gabriel Marušić,CRO,DF,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2223,Bayern Munich,Gabriel Vidovic,CRO,FW,18,2003,1,19,19,0.6,0.2,0,,0,1,19,0,3.0,1,0,1,4.74,3.17,0.1,0.3,-0.2,-0.76,-1.89
GER-Bundesliga,2223,Bayern Munich,Jamal Musiala,GER,"MF,FW",19,2003,33,2198,67,71.8,24.4,26,77,7,7,27,0,2.06,63,29,34,1.39,-0.7,53.6,28.4,25.2,1.03,-0.29
GER-Bundesliga,2223,Bayern Munich,Johannes Schenk,GER,GK,19,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,
GER-Bundesliga,2223,Bayern Munich,Joshua Kimmich,GER,MF,27,1995,33,2809,85,91.8,31.2,32,86,27,1,45,0,2.06,85,36,49,1.57,-0.22,68.4,35.1,33.3,1.07,-0.55
GER-Bundesliga,2223,Bayern Munich,Joshua Zirkzee,NED,FW,21,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2223,Bayern Munich,Josip Stanišić,CRO,DF,22,2000,14,579,41,18.9,6.4,4,87,2,10,23,16,1.93,13,10,3,0.47,-1.38,14.3,7.3,7.1,1.1,-0.02
GER-Bundesliga,2223,Bayern Munich,João Cancelo,POR,"DF,FW",28,1994,15,1012,67,33.1,11.2,11,80,5,4,32,1,2.07,28,16,12,1.07,-0.78,23.1,15.0,8.1,0.72,-0.59
GER-Bundesliga,2223,Bayern Munich,Kingsley Coman,FRA,"FW,MF",26,1996,24,1409,59,46.0,15.7,16,71,2,8,35,3,2.17,43,11,32,2.04,0.84,34.3,12.9,21.4,1.37,0.47
GER-Bundesliga,2223,Bayern Munich,Leon Goretzka,GER,MF,27,1995,27,1728,64,56.5,19.2,22,74,7,5,18,1,2.0,48,23,25,1.3,-0.66,40.2,24.8,15.4,0.8,-0.71
GER-Bundesliga,2223,Bayern Munich,Leroy Sané,GER,"MF,FW",26,1996,32,2010,63,65.7,22.3,20,82,11,12,32,0,2.03,59,24,35,1.57,-0.06,45.5,25.3,20.2,0.91,-0.6
GER-Bundesliga,2223,Bayern Munich,Liam Morrison,SCO,DF,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2223,Bayern Munich,Lucas Hernández,FRA,DF,26,1996,7,476,68,15.6,5.3,6,75,2,1,27,2,2.71,19,3,16,3.03,1.7,16.0,4.2,11.8,2.23,1.32
GER-Bundesliga,2223,Bayern Munich,Manuel Neuer,GER,GK,36,1986,12,1080,90,35.3,12.0,12,90,12,0,,0,2.08,36,11,25,2.08,0.77,27.6,11.4,16.2,1.35,0.37
GER-Bundesliga,2223,Bayern Munich,Marcel Sabitzer,AUT,MF,28,1994,15,628,42,20.5,7.0,7,67,2,8,20,3,2.27,22,3,19,2.72,1.43,16.9,3.7,13.2,1.89,0.97
GER-Bundesliga,2223,Bayern Munich,Mathys Tel,FRA,FW,17,2005,22,417,19,13.6,4.6,1,60,0,21,17,9,2.0,16,8,8,1.73,0.16,11.5,5.2,6.3,1.36,0.28
GER-Bundesliga,2223,Bayern Munich,Matthijs de Ligt,NED,DF,22,1999,31,2403,78,78.5,26.7,27,86,22,4,19,1,2.0,67,27,40,1.5,-0.42,55.4,27.8,27.5,1.03,-0.38
GER-Bundesliga,2223,Bayern Munich,Noussair Mazraoui,MAR,DF,24,1997,19,1075,57,35.1,11.9,11,81,5,8,23,7,2.32,37,18,19,1.59,0.0,28.2,16.1,12.1,1.02,-0.15
GER-Bundesliga,2223,Bayern Munich,Paul Wanner,GER,MF,16,2005,2,25,13,0.8,0.3,0,,0,2,13,8,3.0,0,1,-1,-3.6,-5.23,0.2,0.2,0.0,0.04,-1.08
GER-Bundesliga,2223,Bayern Munich,Ryan Gravenberch,NED,MF,20,2002,24,576,24,18.8,6.4,3,59,0,21,19,8,2.21,17,10,7,1.09,-0.61,14.3,7.6,6.7,1.05,-0.08
GER-Bundesliga,2223,Bayern Munich,Sadio Mané,SEN,"FW,MF",30,1992,25,1425,57,46.6,15.8,18,72,4,7,18,1,2.2,43,19,24,1.52,-0.14,36.3,16.9,19.3,1.22,0.2
GER-Bundesliga,2223,Bayern Munich,Serge Gnabry,GER,"FW,MF",27,1995,34,1941,57,63.4,21.6,22,74,9,12,26,0,2.09,59,21,38,1.76,0.48,49.0,21.9,27.1,1.26,0.4
GER-Bundesliga,2223,Bayern Munich,Sven Ulreich,GER,GK,33,1988,3,270,90,8.8,3.0,3,90,3,0,,30,3.0,15,2,13,4.33,3.01,7.6,3.3,4.4,1.45,0.38
GER-Bundesliga,2223,Bayern Munich,Tanguy Nianzou,FRA,DF,20,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
GER-Bundesliga,2223,Bayern Munich,Thomas Müller,GER,"FW,MF",32,1989,27,1665,62,54.4,18.5,21,73,8,6,23,0,1.93,50,15,35,1.89,0.67,43.4,17.0,26.4,1.43,0.69
GER-Bundesliga,2223,Bayern Munich,Yann Sommer,SUI,GK,33,1988,19,1710,90,55.9,19.0,19,90,19,0,,0,1.95,43,25,18,0.95,-1.45,39.7,22.4,17.3,0.91,-0.46
GER-Bundesliga,2223,Bochum,Anthony Losilla,FRA,MF,36,1986,31,2720,88,88.9,30.2,31,88,26,0,,0,1.1,39,64,-25,-0.83,1.03,35.3,59.3,-24.0,-0.8,-0.35
GER-Bundesliga,2223,Bochum,Christopher Antwi-Adjei,GHA,"FW,MF",28,1994,29,1981,68,64.7,22.0,22,81,10,7,29,2,1.21,32,40,-8,-0.36,1.64,29.3,38.3,-9.0,-0.41,0.99
GER-Bundesliga,2223,Bochum,Cristian Gamboa,CRC,DF,32,1989,19,1477,78,48.3,16.4,17,82,8,2,42,3,0.79,15,37,-22,-1.34,-0.77,17.5,34.8,-17.3,-1.06,-0.58
GER-Bundesliga,2223,Bochum,Danilo Soares,BRA,DF,30,1991,23,1766,77,57.7,19.6,23,77,13,0,,4,1.17,26,40,-14,-0.71,0.54,24.9,32.5,-7.6,-0.39,0.88
GER-Bundesliga,2223,Bochum,Dominique Heintz,GER,DF,28,1993,11,795,72,26.0,8.8,8,80,3,3,51,10,1.36,10,19,-9,-1.02,-0.1,10.8,19.7,-8.9,-1.01,-0.35
GER-Bundesliga,2223,Bochum,Erhan Mašović,SRB,"DF,MF",23,1998,29,2178,75,71.2,24.2,23,89,21,6,23,1,1.0,30,46,-16,-0.66,0.97,29.7,46.2,-16.5,-0.68,0.26
GER-Bundesliga,2223,Bochum,Gerrit Holtmann,PHI,"FW,MF",27,1995,23,945,41,30.9,10.5,8,71,2,15,25,6,0.91,9,25,-16,-1.52,-0.84,10.9,24.9,-14.1,-1.34,-0.85
GER-Bundesliga,2223,Bochum,Ivan Ordets,UKR,DF,30,1992,30,2449,82,80.0,27.2,28,87,24,2,4,2,1.17,39,58,-19,-0.7,1.22,34.0,54.2,-20.2,-0.74,0.07
GER-Bundesliga,2223,Bochum,Jacek Góralski,POL,MF,29,1992,4,146,37,4.8,1.6,2,60,0,2,14,1,0.0,0,5,-5,-3.08,-2.25,1.0,5.1,-4.1,-2.51,-1.84
GER-Bundesliga,2223,Bochum,Jannes Horn,GER,"DF,FW",25,1997,2,59,30,1.9,0.7,1,45,0,1,14,8,1.5,0,2,-2,-3.05,-2.15,0.2,1.4,-1.2,-1.84,-1.1
GER-Bundesliga,2223,Bochum,Jordi Osei-Tutu,ENG,"DF,FW",23,1998,20,749,37,24.5,8.3,8,68,1,12,17,7,0.7,6,20,-14,-1.68,-0.98,8.0,14.3,-6.2,-0.75,0.01
GER-Bundesliga,2223,Bochum,Keven Schlotterbeck,GER,DF,25,1997,13,734,56,24.0,8.2,8,81,7,5,18,3,1.15,8,18,-10,-1.23,-0.37,9.6,12.8,-3.1,-0.38,0.49
GER-Bundesliga,2223,Bochum,Kevin Stöger,AUT,MF,28,1993,32,2599,81,84.9,28.9,29,85,18,3,48,0,1.0,33,62,-29,-1.0,-0.42,35.0,55.6,-20.6,-0.71,0.28
GER-Bundesliga,2223,Bochum,Kostas Stafylidis,GRE,"DF,MF",28,1993,19,1043,55,34.1,11.6,11,75,5,8,28,3,1.21,12,23,-11,-0.95,-0.01,12.7,24.0,-11.4,-0.98,-0.35
GER-Bundesliga,2223,Bochum,Lys Mousset,FRA,"FW,MF",26,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2223,Bochum,Manuel Riemann,GER,GK,33,1988,34,3060,90,100.0,34.0,34,90,34,0,,0,1.03,40,72,-32,-0.94,,40.0,65.7,-25.7,-0.76,
GER-Bundesliga,2223,Bochum,Marko Johansson,SWE,GK,23,1998,0,,,,,0,,0,0,,8,,,,,,,,,,,
GER-Bundesliga,2223,Bochum,Michael Esser,GER,GK,34,1987,0,,,,,0,,0,0,,26,,,,,,,,,,,
GER-Bundesliga,2223,Bochum,Mohammed Tolba,GER,DF,18,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,
GER-Bundesliga,2223,Bochum,Moritz Broschinski,GER,"FW,MF",21,2000,11,213,19,7.0,2.4,0,,0,11,19,3,1.09,5,4,1,0.42,1.47,4.9,6.4,-1.6,-0.66,0.1
GER-Bundesliga,2223,Bochum,Patrick Osterhage,GER,MF,22,2000,23,1029,45,33.6,11.4,11,77,4,12,15,7,1.35,8,19,-11,-0.96,-0.03,10.3,19.8,-9.5,-0.83,-0.11
GER-Bundesliga,2223,Bochum,Philipp Förster,GER,MF,27,1995,25,1309,52,42.8,14.5,15,72,2,10,23,6,1.12,23,28,-5,-0.34,1.04,18.1,23.5,-5.4,-0.37,0.68
GER-Bundesliga,2223,Bochum,Philipp Hofmann,GER,FW,29,1993,34,2631,77,86.0,29.2,31,82,16,3,29,0,1.03,34,60,-26,-0.89,0.37,34.7,51.9,-17.2,-0.59,1.18
GER-Bundesliga,2223,Bochum,Pierre Kunde,CMR,"MF,FW",27,1995,12,377,31,12.3,4.2,3,81,0,9,15,4,0.83,3,13,-10,-2.39,-1.65,4.2,12.2,-8.0,-1.92,-1.32
GER-Bundesliga,2223,Bochum,Saidy Janko,GAM,DF,26,1995,20,1134,57,37.1,12.6,12,79,7,8,23,6,1.05,19,30,-11,-0.87,0.11,15.3,24.2,-8.9,-0.71,0.07
GER-Bundesliga,2223,Bochum,Silvère Ganvoula M'Boussy,CGO,"FW,MF",26,1996,16,247,15,8.1,2.7,0,,0,16,15,4,0.75,3,10,-7,-2.55,-1.75,2.2,6.5,-4.3,-1.58,-0.89
GER-Bundesliga,2223,Bochum,Simon Zoller,GER,FW,31,1991,27,1457,54,47.6,16.2,19,72,4,8,12,2,0.96,17,39,-22,-1.36,-0.8,17.0,32.9,-15.9,-0.98,-0.43
GER-Bundesliga,2223,Bochum,Takuma Asano,JPN,"FW,MF",27,1994,25,1713,69,56.0,19.0,21,75,4,4,33,0,0.88,24,38,-14,-0.74,0.47,26.8,37.4,-10.6,-0.56,0.45
GER-Bundesliga,2223,Bochum,Tarsis Bonga,GER,"FW,MF",25,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,
GER-Bundesliga,2223,Bochum,Tim Oermann,GER,DF,18,2003,4,194,49,6.3,2.2,2,86,1,2,11,7,1.0,1,6,-5,-2.32,-1.47,0.5,5.1,-4.6,-2.14,-1.48
GER-Bundesliga,2223,Bochum,Vassilis Lambropoulos,GRE,DF,32,1990,15,627,42,20.5,7.0,7,84,6,8,5,14,1.13,4,14,-10,-1.44,-0.62,6.8,12.5,-5.7,-0.82,-0.08
GER-Bundesliga,2223,Dortmund,Abdoulaye Kamara,GUI,MF,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2223,Dortmund,Alexander Meyer,GER,GK,31,1991,7,630,90,20.6,7.0,7,90,7,0,,27,1.57,15,12,3,0.43,-0.9,12.9,9.9,3.0,0.43,-0.49
GER-Bundesliga,2223,Dortmund,Anthony Modeste,FRA,FW,34,1988,19,813,43,26.6,9.0,7,83,3,12,19,12,1.79,13,9,4,0.44,-0.96,15.0,13.3,1.6,0.18,-0.87
GER-Bundesliga,2223,Dortmund,Antonios Papadopoulos,GER,DF,22,1999,1,13,13,0.4,0.1,0,,0,1,13,9,0.0,0,0,0,0.0,-1.15,0.1,0.0,0.1,0.4,-0.42
GER-Bundesliga,2223,Dortmund,Donyell Malen,NED,FW,23,1999,26,1706,66,55.8,19.0,22,71,1,4,34,2,2.04,44,24,20,1.06,-0.21,41.7,21.3,20.4,1.08,0.58
GER-Bundesliga,2223,Dortmund,Emre Can,GER,MF,28,1994,27,1900,70,62.1,21.1,20,87,17,7,24,5,1.96,55,30,25,1.18,0.1,46.4,26.9,19.5,0.93,0.28
GER-Bundesliga,2223,Dortmund,Felix Passlack,GER,DF,24,1998,3,64,21,2.1,0.7,0,,0,3,21,20,3.0,2,0,2,2.81,1.7,2.2,1.0,1.2,1.69,0.89
GER-Bundesliga,2223,Dortmund,Gio Reyna,USA,"FW,MF",19,2002,22,625,28,20.4,6.9,4,61,0,18,21,6,1.95,21,13,8,1.15,0.01,16.4,11.8,4.6,0.66,-0.2
GER-Bundesliga,2223,Dortmund,Gregor Kobel,SUI,GK,24,1997,27,2430,90,79.4,27.0,27,90,27,0,,2,2.22,68,32,36,1.33,0.9,58.2,33.3,24.9,0.92,0.49
GER-Bundesliga,2223,Dortmund,Jamie Gittens,ENG,"FW,MF",17,2004,15,533,36,17.4,5.9,4,59,0,11,27,3,2.53,19,7,12,2.03,1.06,12.9,8.4,4.4,0.75,-0.09
GER-Bundesliga,2223,Dortmund,Jude Bellingham,ENG,MF,19,2003,31,2691,87,87.9,29.9,30,89,28,1,25,1,2.06,73,40,33,1.1,-0.36,60.1,39.0,21.0,0.7,-0.98
GER-Bundesliga,2223,Dortmund,Julian Brandt,GER,"MF,FW",26,1996,32,2397,75,78.3,26.6,29,80,12,3,27,0,2.09,67,28,39,1.46,1.46,55.8,29.0,26.8,1.01,0.86
GER-Bundesliga,2223,Dortmund,Julian Ryerson,NOR,DF,24,1997,17,1410,83,46.1,15.7,17,83,10,0,,0,2.35,47,19,28,1.79,1.19,37.2,17.3,19.9,1.27,0.83
GER-Bundesliga,2223,Dortmund,Julien Duranville,BEL,MF,16,2006,1,29,29,0.9,0.3,0,,0,1,29,1,1.0,2,0,2,6.21,5.11,1.2,1.2,0.0,0.01,-0.82
GER-Bundesliga,2223,Dortmund,Justin Njinmah,GER,FW,21,2000,1,22,22,0.7,0.2,0,,0,1,22,2,0.0,0,1,-1,-4.09,-5.28,0.0,1.1,-1.1,-4.7,-5.56
GER-Bundesliga,2223,Dortmund,Karim Adeyemi,GER,"FW,MF",20,2002,24,1386,58,45.3,15.4,20,64,2,4,27,1,2.17,41,17,24,1.56,0.75,32.6,17.4,15.2,0.99,0.31
GER-Bundesliga,2223,Dortmund,Mahmoud Dahoud,GER,MF,26,1996,9,337,37,11.0,3.7,4,65,1,5,15,6,2.11,10,3,7,1.87,0.81,7.7,4.0,3.7,0.98,0.18
GER-Bundesliga,2223,Dortmund,Marcel Lotka,POL,GK,21,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,
GER-Bundesliga,2223,Dortmund,Marco Pašalić,CRO,MF,21,2000,1,11,11,0.4,0.1,0,,0,1,11,1,0.0,0,1,-1,-8.18,-9.36,0.5,0.4,0.1,0.63,-0.19
GER-Bundesliga,2223,Dortmund,Marco Reus,GER,"MF,FW",33,1989,25,1353,54,44.2,15.0,14,77,5,11,25,0,2.28,32,19,13,0.86,-0.51,29.4,17.1,12.4,0.82,0.0
GER-Bundesliga,2223,Dortmund,Marius Wolf,GER,DF,27,1995,25,1570,63,51.3,17.4,17,82,11,8,21,2,2.32,48,20,28,1.61,0.94,37.5,20.9,16.6,0.95,0.26
GER-Bundesliga,2223,Dortmund,Mats Hummels,GER,DF,33,1988,30,2018,67,65.9,22.4,24,81,16,6,13,3,2.17,53,22,31,1.38,0.69,47.1,26.7,20.4,0.91,0.26
GER-Bundesliga,2223,Dortmund,Nico Schlotterbeck,GER,DF,22,1999,28,2252,80,73.6,25.0,27,83,23,1,1,3,2.11,57,34,23,0.92,-0.86,44.3,32.5,11.9,0.47,-1.31
GER-Bundesliga,2223,Dortmund,Niklas Süle,GER,DF,26,1995,29,2118,73,69.2,23.5,23,87,20,6,19,2,2.07,61,33,28,1.19,0.14,52.6,32.8,19.8,0.84,0.07
GER-Bundesliga,2223,Dortmund,Raphaël Guerreiro,POR,"DF,MF",28,1993,27,2290,85,74.8,25.4,26,87,19,1,32,4,1.85,58,41,17,0.67,-1.9,53.1,33.3,19.8,0.78,-0.16
GER-Bundesliga,2223,Dortmund,Salih Özcan,TUR,MF,24,1998,26,1576,61,51.5,17.5,17,80,10,9,24,5,2.15,37,22,15,0.86,-0.6,34.2,23.4,10.8,0.61,-0.42
