,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
GER-Bundesliga,2324,Augsburg,Ruben Vargas,SUI,"MF,FW",24,1998,21.8,4,49,17,34.7,2.25,0.78,0.08,0.24,17.4,3,0,0,3.9,3.9,0.08,0.1,0.1
GER-Bundesliga,2324,Augsburg,Sven Michel,GER,"FW,MF",33,1990,6.5,2,12,5,41.7,1.85,0.77,0.08,0.2,20.7,0,1,2,2.4,0.8,0.07,-0.4,0.2
GER-Bundesliga,2324,Augsburg,Tim Breithaupt,GER,MF,21,2002,7.0,0,3,0,0.0,0.43,0.0,0.0,,27.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
GER-Bundesliga,2324,Augsburg,Tomáš Koubek,CZE,GK,30,1992,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2324,Bayern Munich,Aleksandar Pavlovic,GER,MF,19,2004,13.6,2,8,2,25.0,0.59,0.15,0.25,1.0,16.0,0,0,0,1.2,1.2,0.15,0.8,0.8
GER-Bundesliga,2324,Bayern Munich,Alphonso Davies,CAN,DF,22,2000,22.9,2,13,4,30.8,0.57,0.17,0.15,0.5,22.2,0,0,0,1.0,1.0,0.08,1.0,1.0
GER-Bundesliga,2324,Bayern Munich,Bouna Sarr,SEN,DF,31,1992,1.2,0,1,1,100.0,0.85,0.85,0.0,0.0,5.0,0,0,0,0.2,0.2,0.22,-0.2,-0.2
GER-Bundesliga,2324,Bayern Munich,Bryan Zaragoza,ESP,"FW,MF",21,2001,2.0,0,7,4,57.1,3.44,1.97,0.0,0.0,15.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5
GER-Bundesliga,2324,Bayern Munich,Daniel Peretz,ISR,GK,23,2000,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2324,Bayern Munich,Dayot Upamecano,FRA,DF,24,1998,19.6,1,11,4,36.4,0.56,0.2,0.09,0.25,10.5,0,0,0,1.7,1.7,0.15,-0.7,-0.7
GER-Bundesliga,2324,Bayern Munich,Eric Dier,ENG,DF,29,1994,13.0,0,9,3,33.3,0.69,0.23,0.0,0.0,10.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7
GER-Bundesliga,2324,Bayern Munich,Eric Maxim Choupo-Moting,CMR,"MF,FW",34,1989,8.0,2,26,11,42.3,3.26,1.38,0.08,0.18,12.5,0,0,0,4.5,4.5,0.17,-2.5,-2.5
GER-Bundesliga,2324,Bayern Munich,Frans Krätzig,GER,DF,20,2003,0.6,0,2,2,100.0,3.21,3.21,0.0,0.0,19.4,0,0,0,0.3,0.3,0.13,-0.3,-0.3
GER-Bundesliga,2324,Bayern Munich,Harry Kane,ENG,FW,30,1993,31.5,36,141,61,43.3,4.47,1.93,0.22,0.51,14.4,4,5,5,30.6,26.7,0.19,5.4,4.3
GER-Bundesliga,2324,Bayern Munich,Jamal Musiala,GER,"MF,FW",20,2003,19.5,10,58,21,36.2,2.97,1.08,0.17,0.48,15.8,0,0,0,7.9,7.9,0.14,2.1,2.1
GER-Bundesliga,2324,Bayern Munich,Jonathan Asp Jensen,DEN,FW,17,2006,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2324,Bayern Munich,Joshua Kimmich,GER,"MF,DF",28,1995,24.2,1,25,7,28.0,1.03,0.29,0.04,0.14,24.6,3,0,0,1.1,1.1,0.05,-0.1,-0.1
GER-Bundesliga,2324,Bayern Munich,Kim Min-jae,KOR,DF,26,1996,21.9,1,10,3,30.0,0.46,0.14,0.1,0.33,10.4,0,0,0,0.8,0.8,0.08,0.2,0.2
GER-Bundesliga,2324,Bayern Munich,Kingsley Coman,FRA,FW,27,1996,12.4,3,34,8,23.5,2.75,0.65,0.09,0.38,17.6,0,0,0,2.8,2.8,0.08,0.2,0.2
GER-Bundesliga,2324,Bayern Munich,Konrad Laimer,AUT,"DF,MF",26,1997,19.7,0,17,5,29.4,0.86,0.25,0.0,0.0,16.7,0,0,0,1.0,1.0,0.06,-1.0,-1.0
GER-Bundesliga,2324,Bayern Munich,Leon Goretzka,GER,MF,28,1995,24.9,6,56,14,25.0,2.25,0.56,0.11,0.43,17.5,0,0,0,5.0,5.0,0.09,1.0,1.0
GER-Bundesliga,2324,Bayern Munich,Leroy Sané,GER,FW,27,1996,23.7,8,73,28,38.4,3.07,1.18,0.11,0.29,17.6,6,0,0,10.9,10.9,0.15,-2.9,-2.9
GER-Bundesliga,2324,Bayern Munich,Lovro Zvonarek,CRO,"FW,MF",18,2005,1.8,1,1,1,100.0,0.55,0.55,1.0,1.0,16.8,0,0,0,0.1,0.1,0.07,0.9,0.9
GER-Bundesliga,2324,Bayern Munich,Manuel Neuer,GER,GK,37,1986,22.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2324,Bayern Munich,Mathys Tel,FRA,"FW,MF",18,2005,11.7,7,43,18,41.9,3.69,1.54,0.16,0.39,15.9,0,0,0,3.7,3.7,0.09,3.3,3.3
GER-Bundesliga,2324,Bayern Munich,Matteo Perez Vinlöf,SWE,FW,17,2005,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2324,Bayern Munich,Matthijs de Ligt,NED,DF,23,1999,15.4,2,14,6,42.9,0.91,0.39,0.14,0.33,9.7,0,0,0,1.7,1.7,0.12,0.3,0.3
GER-Bundesliga,2324,Bayern Munich,Noussair Mazraoui,MAR,DF,25,1997,13.3,0,12,3,25.0,0.9,0.23,0.0,0.0,19.0,0,0,0,0.9,0.9,0.07,-0.9,-0.9
GER-Bundesliga,2324,Bayern Munich,Raphaël Guerreiro,POR,"DF,MF",29,1993,13.2,3,18,6,33.3,1.36,0.45,0.17,0.5,19.1,0,0,0,2.4,2.4,0.14,0.6,0.6
GER-Bundesliga,2324,Bayern Munich,Ryan Gravenberch,NED,FW,21,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2324,Bayern Munich,Sacha Boey,FRA,DF,22,2000,1.2,0,1,0,0.0,0.83,0.0,0.0,,8.4,0,0,0,0.2,0.2,0.24,-0.2,-0.2
GER-Bundesliga,2324,Bayern Munich,Serge Gnabry,GER,"FW,MF",28,1995,4.8,3,17,6,35.3,3.54,1.25,0.18,0.5,12.9,0,0,0,2.4,2.4,0.15,0.6,0.6
GER-Bundesliga,2324,Bayern Munich,Sven Ulreich,GER,GK,34,1988,11.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2324,Bayern Munich,Thomas Müller,GER,"MF,FW",33,1989,18.4,5,36,11,30.6,1.96,0.6,0.14,0.45,11.9,0,0,0,5.7,5.7,0.17,-0.7,-0.7
GER-Bundesliga,2324,Bochum,Andreas Luthe,GER,GK,36,1987,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2324,Bochum,Anthony Losilla,FRA,MF,37,1986,28.6,1,28,6,21.4,0.98,0.21,0.04,0.17,18.0,0,0,0,2.3,2.3,0.08,-1.3,-1.3
GER-Bundesliga,2324,Bochum,Bernardo,BRA,DF,28,1995,32.5,1,29,8,27.6,0.89,0.25,0.03,0.13,12.4,0,0,0,1.9,1.9,0.07,-0.9,-0.9
GER-Bundesliga,2324,Bochum,Christopher Antwi-Adjei,GHA,"FW,MF",29,1994,13.5,2,29,9,31.0,2.15,0.67,0.07,0.22,18.2,0,0,0,2.2,2.2,0.08,-0.2,-0.2
GER-Bundesliga,2324,Bochum,Cristian Gamboa,CRC,DF,33,1989,13.2,0,6,1,16.7,0.45,0.08,0.0,0.0,31.2,0,0,0,0.1,0.1,0.01,-0.1,-0.1
GER-Bundesliga,2324,Bochum,Danilo Soares,BRA,DF,31,1991,3.9,0,3,0,0.0,0.77,0.0,0.0,,28.4,0,0,0,0.0,0.0,0.01,0.0,0.0
GER-Bundesliga,2324,Bochum,Erhan Mašović,SRB,"DF,MF",24,1998,24.7,0,17,3,17.6,0.69,0.12,0.0,0.0,21.2,0,0,0,1.1,1.1,0.06,-1.1,-1.1
GER-Bundesliga,2324,Bochum,Felix Passlack,GER,DF,25,1998,10.7,2,14,3,21.4,1.31,0.28,0.14,0.67,21.0,0,0,0,0.9,0.9,0.06,1.1,1.1
GER-Bundesliga,2324,Bochum,Gonçalo Paciência,POR,"FW,MF",28,1994,7.2,3,38,12,31.6,5.26,1.66,0.08,0.25,17.9,1,0,0,3.0,3.0,0.08,0.0,0.0
GER-Bundesliga,2324,Bochum,Ivan Ordets,UKR,DF,31,1992,20.9,1,16,6,37.5,0.77,0.29,0.06,0.17,10.7,0,0,0,1.3,1.3,0.08,-0.3,-0.3
GER-Bundesliga,2324,Bochum,Keven Schlotterbeck,GER,DF,26,1997,24.3,5,27,12,44.4,1.11,0.49,0.19,0.42,12.9,0,0,0,2.0,2.0,0.08,3.0,3.0
GER-Bundesliga,2324,Bochum,Kevin Stöger,AUT,MF,29,1993,29.6,7,71,14,19.7,2.4,0.47,0.04,0.21,25.7,13,4,4,6.2,3.1,0.04,0.8,-0.1
GER-Bundesliga,2324,Bochum,Lukas Daschner,GER,"MF,FW",24,1998,6.0,1,13,5,38.5,2.18,0.84,0.08,0.2,16.7,0,0,0,2.3,2.3,0.18,-1.3,-1.3
GER-Bundesliga,2324,Bochum,Manuel Riemann,GER,GK,34,1988,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2324,Bochum,Matúš Bero,SVK,"MF,FW",27,1995,18.5,1,30,6,20.0,1.63,0.33,0.03,0.17,19.9,0,0,0,2.9,2.9,0.1,-1.9,-1.9
GER-Bundesliga,2324,Bochum,Maximilian Wittek,GER,"DF,FW",27,1995,11.9,3,26,8,30.8,2.19,0.67,0.12,0.38,25.5,3,0,0,1.3,1.3,0.05,1.7,1.7
GER-Bundesliga,2324,Bochum,Moritz Broschinski,GER,FW,22,2000,13.9,2,26,7,26.9,1.88,0.51,0.08,0.29,15.4,0,0,0,2.4,2.4,0.09,-0.4,-0.4
GER-Bundesliga,2324,Bochum,Moritz-Broni Kwarteng,GHA,FW,25,1998,3.1,0,14,3,21.4,4.48,0.96,0.0,0.0,17.5,1,0,0,1.0,1.0,0.07,-1.0,-1.0
GER-Bundesliga,2324,Bochum,Noah Loosli,SUI,DF,26,1997,3.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2324,Bochum,Patrick Osterhage,GER,MF,23,2000,20.7,2,22,3,13.6,1.06,0.15,0.09,0.67,19.5,0,0,0,1.4,1.4,0.06,0.6,0.6
GER-Bundesliga,2324,Bochum,Philipp Förster,GER,"MF,FW",28,1995,4.3,0,6,1,16.7,1.4,0.23,0.0,0.0,19.8,0,0,0,0.5,0.5,0.08,-0.5,-0.5
GER-Bundesliga,2324,Bochum,Philipp Hofmann,GER,FW,30,1993,17.5,4,39,15,38.5,2.23,0.86,0.1,0.27,11.7,0,0,0,4.8,4.8,0.12,-0.8,-0.8
GER-Bundesliga,2324,Bochum,Simon Zoller,GER,"FW,MF",32,1991,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2324,Bochum,Takuma Asano,JPN,"FW,MF",28,1994,22.1,6,65,23,35.4,2.95,1.04,0.09,0.26,14.9,0,0,0,7.9,7.9,0.12,-1.9,-1.9
GER-Bundesliga,2324,Bochum,Tim Oermann,GER,DF,19,2003,7.9,0,5,0,0.0,0.63,0.0,0.0,,27.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
GER-Bundesliga,2324,Darmstadt 98,Aaron Seydel,GER,FW,27,1996,6.9,1,14,6,42.9,2.04,0.87,0.07,0.17,16.8,0,0,0,1.0,1.0,0.07,0.0,0.0
GER-Bundesliga,2324,Darmstadt 98,Alexander Brunst,GER,GK,28,1995,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2324,Darmstadt 98,Andreas Müller,GER,MF,23,2000,3.9,0,3,1,33.3,0.77,0.26,0.0,0.0,30.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
GER-Bundesliga,2324,Darmstadt 98,Asaf Arania,ISR,MF,17,2005,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2324,Darmstadt 98,Bartol Franjić,CRO,MF,23,2000,13.7,0,4,0,0.0,0.29,0.0,0.0,,18.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3
GER-Bundesliga,2324,Darmstadt 98,Braydon Manu,GHA,MF,26,1997,1.9,0,5,1,20.0,2.63,0.53,0.0,0.0,14.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4
GER-Bundesliga,2324,Darmstadt 98,Christoph Klarer,AUT,DF,23,2000,26.2,2,9,2,22.2,0.34,0.08,0.22,1.0,9.3,0,0,0,1.2,1.2,0.13,0.8,0.8
GER-Bundesliga,2324,Darmstadt 98,Christoph Zimmermann,GER,DF,30,1993,13.6,0,4,1,25.0,0.3,0.07,0.0,0.0,13.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3
GER-Bundesliga,2324,Darmstadt 98,Clemens Riedel,GER,DF,20,2003,8.4,0,8,3,37.5,0.95,0.36,0.0,0.0,21.6,1,0,0,0.3,0.3,0.03,-0.3,-0.3
GER-Bundesliga,2324,Darmstadt 98,Emir Karic,AUT,DF,26,1997,19.8,0,12,3,25.0,0.61,0.15,0.0,0.0,23.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4
GER-Bundesliga,2324,Darmstadt 98,Fabian Holland,GER,"MF,DF",33,1990,20.4,0,11,3,27.3,0.54,0.15,0.0,0.0,24.7,1,0,0,0.6,0.6,0.06,-0.6,-0.6
GER-Bundesliga,2324,Darmstadt 98,Fabian Nürnberger,BUL,"DF,MF",24,1999,16.8,1,19,6,31.6,1.13,0.36,0.05,0.17,22.0,4,0,0,0.9,0.9,0.05,0.1,0.1
GER-Bundesliga,2324,Darmstadt 98,Fabian Schnellhardt,GER,MF,29,1994,2.6,0,5,2,40.0,1.91,0.77,0.0,0.0,27.1,1,0,0,0.2,0.2,0.04,-0.2,-0.2
GER-Bundesliga,2324,Darmstadt 98,Fabio Torsiello,ITA,"FW,DF",18,2005,1.7,0,4,0,0.0,2.31,0.0,0.0,,16.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3
GER-Bundesliga,2324,Darmstadt 98,Filip Stojilković,SUI,"FW,MF",23,2000,1.7,0,4,1,25.0,2.34,0.58,0.0,0.0,20.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
GER-Bundesliga,2324,Darmstadt 98,Frank Ronstadt,GER,"DF,MF",26,1997,0.8,0,3,0,0.0,3.55,0.0,0.0,,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
GER-Bundesliga,2324,Darmstadt 98,Fraser Hornby,SCO,"FW,MF",23,1999,2.4,0,10,2,20.0,4.15,0.83,0.0,0.0,13.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7
GER-Bundesliga,2324,Darmstadt 98,Gerrit Holtmann,PHI,"MF,FW",28,1995,4.4,0,14,5,35.7,3.21,1.15,0.0,0.0,23.6,0,0,0,0.6,0.6,0.04,-0.6,-0.6
GER-Bundesliga,2324,Darmstadt 98,Jannik Müller,GER,"DF,MF",29,1994,12.6,0,3,0,0.0,0.24,0.0,0.0,,13.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2
GER-Bundesliga,2324,Darmstadt 98,Julian Justvan,GER,"MF,FW",25,1998,11.4,2,17,4,23.5,1.5,0.35,0.12,0.5,21.4,0,0,0,0.9,0.9,0.05,1.1,1.1
GER-Bundesliga,2324,Darmstadt 98,Klaus Gjasula,ALB,"DF,MF",33,1989,15.1,0,9,1,11.1,0.59,0.07,0.0,0.0,14.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5
GER-Bundesliga,2324,Darmstadt 98,Luca Pfeiffer,GER,"FW,MF",26,1996,18.0,1,48,18,37.5,2.67,1.0,0.02,0.06,15.7,0,0,0,4.6,4.6,0.1,-3.6,-3.6
GER-Bundesliga,2324,Darmstadt 98,Marcel Schuhen,GER,GK,30,1993,31.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2324,Darmstadt 98,Marvin Mehlem,GER,MF,25,1997,16.5,3,23,8,34.8,1.4,0.49,0.13,0.38,17.5,0,0,0,3.8,3.8,0.17,-0.8,-0.8
GER-Bundesliga,2324,Darmstadt 98,Matej Maglica,CRO,DF,24,1998,18.9,1,10,2,20.0,0.53,0.11,0.1,0.5,20.8,1,0,0,0.6,0.6,0.06,0.4,0.4
GER-Bundesliga,2324,Darmstadt 98,Mathias Honsak,AUT,"FW,MF",26,1996,11.3,1,23,6,26.1,2.03,0.53,0.04,0.17,17.4,0,0,0,1.8,1.8,0.08,-0.8,-0.8
GER-Bundesliga,2324,Darmstadt 98,Matthias Bader,GER,"DF,MF",26,1997,20.0,1,17,1,5.9,0.85,0.05,0.06,1.0,22.3,0,0,0,0.7,0.7,0.04,0.3,0.3
GER-Bundesliga,2324,Darmstadt 98,Oscar Vilhelmsson,SWE,"FW,MF",19,2003,15.3,4,28,10,35.7,1.83,0.66,0.14,0.4,14.7,0,0,0,4.1,4.1,0.15,-0.1,-0.1
GER-Bundesliga,2324,Darmstadt 98,Sebastian Polter,GER,FW,32,1991,5.0,0,10,3,30.0,2.02,0.61,0.0,0.0,11.9,0,0,0,1.0,1.0,0.1,-1.0,-1.0
GER-Bundesliga,2324,Darmstadt 98,Thomas Isherwood,SWE,DF,25,1998,7.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2324,Darmstadt 98,Tim Skarke,GER,"FW,DF",26,1996,26.7,8,69,20,29.0,2.58,0.75,0.12,0.4,21.9,1,0,0,3.6,3.6,0.05,4.4,4.4
GER-Bundesliga,2324,Darmstadt 98,Tobias Kempe,GER,MF,34,1989,15.0,3,18,1,5.6,1.2,0.07,0.0,0.0,23.0,3,3,3,3.6,1.2,0.07,-0.6,-1.2
GER-Bundesliga,2324,Dortmund,Alexander Meyer,GER,GK,32,1991,7.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2324,Dortmund,Antonios Papadopoulos,GER,DF,23,1999,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2324,Dortmund,Donyell Malen,NED,"FW,MF",24,1999,19.8,13,72,36,50.0,3.64,1.82,0.18,0.36,16.5,2,0,0,9.5,9.5,0.14,3.5,3.5
GER-Bundesliga,2324,Dortmund,Emre Can,GER,"MF,DF",29,1994,21.7,2,15,1,6.7,0.69,0.05,0.0,0.0,27.4,0,2,2,2.2,0.6,0.04,-0.2,-0.6
GER-Bundesliga,2324,Dortmund,Felix Nmecha,GER,MF,22,2000,11.3,1,23,3,13.0,2.03,0.26,0.04,0.33,17.8,0,0,0,1.7,1.7,0.07,-0.7,-0.7
GER-Bundesliga,2324,Dortmund,Gio Reyna,USA,"MF,FW",20,2002,3.1,0,8,2,25.0,2.57,0.64,0.0,0.0,17.4,0,0,0,0.8,0.8,0.1,-0.8,-0.8
GER-Bundesliga,2324,Dortmund,Gregor Kobel,SUI,GK,25,1997,26.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2324,Dortmund,Hendry Blank,GER,DF,18,2004,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2324,Dortmund,Ian Maatsen,NED,DF,21,2002,14.0,2,11,4,36.4,0.78,0.28,0.18,0.5,19.5,0,0,0,0.9,0.9,0.08,1.1,1.1
GER-Bundesliga,2324,Dortmund,Jadon Sancho,ENG,"FW,MF",23,2000,10.5,2,9,4,44.4,0.86,0.38,0.22,0.5,13.3,0,0,0,0.7,0.7,0.08,1.3,1.3
GER-Bundesliga,2324,Dortmund,Jamie Gittens,ENG,"FW,MF",18,2004,11.8,1,43,11,25.6,3.66,0.94,0.02,0.09,19.3,0,0,0,2.2,2.2,0.05,-1.2,-1.2
GER-Bundesliga,2324,Dortmund,Julian Brandt,GER,"MF,FW",27,1996,24.7,7,33,16,48.5,1.34,0.65,0.21,0.44,19.1,2,0,0,4.4,4.4,0.13,2.6,2.6
GER-Bundesliga,2324,Dortmund,Julian Ryerson,NOR,DF,25,1997,19.6,4,18,8,44.4,0.92,0.41,0.22,0.5,19.5,0,0,0,1.8,1.8,0.1,2.2,2.2
GER-Bundesliga,2324,Dortmund,Julien Duranville,BEL,"FW,MF",17,2006,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2324,Dortmund,Karim Adeyemi,GER,"FW,MF",21,2002,10.1,3,23,10,43.5,2.27,0.99,0.13,0.3,14.6,0,0,0,3.5,3.5,0.15,-0.5,-0.5
GER-Bundesliga,2324,Dortmund,Kjell-Arik Wätjen,GER,"MF,FW",17,2006,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2324,Dortmund,Marcel Sabitzer,AUT,MF,29,1994,21.8,4,46,19,41.3,2.11,0.87,0.07,0.16,22.6,5,1,1,3.6,2.8,0.06,0.4,0.2
GER-Bundesliga,2324,Dortmund,Marco Reus,GER,"MF,FW",34,1989,17.8,6,42,20,47.6,2.36,1.12,0.14,0.3,14.2,8,0,0,6.5,6.5,0.16,-0.5,-0.5
GER-Bundesliga,2324,Dortmund,Marius Wolf,GER,DF,28,1995,13.0,0,9,1,11.1,0.69,0.08,0.0,0.0,17.4,0,0,0,0.6,0.6,0.06,-0.6,-0.6
GER-Bundesliga,2324,Dortmund,Mateu Morey,ESP,DF,23,2000,1.2,0,1,1,100.0,0.82,0.82,0.0,0.0,26.2,0,0,0,0.0,0.0,0.03,0.0,0.0
