,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
GER-Bundesliga,2122,Arminia,Gonzalo Castro,GER,"MF,FW",34,1987,12,436,36,14.2,4.8,4,78,1,8,15,3,0.83,3,9,-6,-1.24,-0.55,2.9,9.1,-6.2,-1.29,-0.25
GER-Bundesliga,2122,Arminia,Guilherme Ramos,POR,DF,23,1997,13,906,70,29.6,10.1,9,90,9,4,24,19,0.62,9,16,-7,-0.7,0.1,7.9,18.4,-10.5,-1.04,0.04
GER-Bundesliga,2122,Arminia,Jacob Barrett Laursen,DEN,DF,26,1994,24,1632,68,53.3,18.1,20,76,8,4,27,4,0.83,12,27,-15,-0.83,-0.13,15.6,33.1,-17.5,-0.97,0.23
GER-Bundesliga,2122,Arminia,Janni Serra,GER,FW,23,1998,26,1117,43,36.5,12.4,15,63,1,11,16,4,0.96,12,21,-9,-0.73,0.06,10.2,23.0,-12.8,-1.03,0.07
GER-Bundesliga,2122,Arminia,Joakim Nilsson,SWE,DF,27,1994,31,2735,88,89.4,30.4,31,88,27,0,,2,0.9,25,45,-20,-0.66,1.0,23.4,53.2,-29.8,-0.98,0.9
GER-Bundesliga,2122,Arminia,Julian Frommann,GER,MF,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2122,Arminia,Lennart-Marten Czyborra,GER,DF,22,1999,4,131,33,4.3,1.5,1,76,0,3,18,6,0.5,2,3,-1,-0.69,0.08,1.8,2.5,-0.7,-0.51,0.59
GER-Bundesliga,2122,Arminia,Manuel Prietl,AUT,MF,29,1991,26,2123,82,69.4,23.6,23,89,22,3,26,2,0.69,17,41,-24,-1.02,-0.83,19.0,46.1,-27.2,-1.15,-0.25
GER-Bundesliga,2122,Arminia,Masaya Okugawa,JPN,"MF,FW",25,1996,33,2531,77,82.7,28.1,30,82,13,3,23,1,0.85,23,37,-14,-0.5,1.54,21.6,48.5,-26.9,-0.96,0.69
GER-Bundesliga,2122,Arminia,Mike van der Hoorn,NED,DF,28,1992,1,14,14,0.5,0.2,0,,0,1,14,0,1.0,0,0,0,0.0,0.77,0.0,0.3,-0.3,-1.86,-0.79
GER-Bundesliga,2122,Arminia,Nathan de Medina,BEL,DF,23,1997,19,775,41,25.3,8.6,7,81,5,12,18,10,0.79,5,20,-15,-1.74,-1.31,5.4,20.1,-14.7,-1.7,-0.84
GER-Bundesliga,2122,Arminia,Patrick Wimmer,AUT,"FW,MF",20,2001,31,2052,66,67.1,22.8,27,72,7,4,28,2,0.84,20,37,-17,-0.75,0.06,17.6,40.9,-23.3,-1.02,0.16
GER-Bundesliga,2122,Arminia,Robin Hack,GER,"FW,MF",22,1998,30,1364,45,44.6,15.2,13,84,6,17,16,1,0.6,9,30,-21,-1.39,-1.12,11.5,31.2,-19.7,-1.3,-0.41
GER-Bundesliga,2122,Arminia,Sebastian Vasiliadis,GRE,MF,23,1997,19,1193,63,39.0,13.3,16,69,4,3,28,2,0.89,11,18,-7,-0.53,0.39,9.6,21.5,-12.0,-0.9,0.28
GER-Bundesliga,2122,Arminia,Stefan Ortega,GER,GK,28,1992,33,2970,90,97.1,33.0,33,90,33,0,,0,0.76,25,53,-28,-0.85,-2.85,25.5,61.3,-35.7,-1.08,-0.27
GER-Bundesliga,2122,Arminia,Stefanos Kapino,GRE,GK,27,1994,1,90,90,2.9,1.0,1,90,1,0,,29,3.0,2,0,2,2.0,2.85,0.8,1.6,-0.8,-0.81,0.27
GER-Bundesliga,2122,Arminia,Vladislav Cherny,GER,MF,18,2003,0,,,,,0,,0,0,,9,,,,,,,,,,,
GER-Bundesliga,2122,Augsburg,Alfreð Finnbogason,ISL,FW,32,1989,10,292,29,9.5,3.2,3,63,1,7,15,8,1.1,6,3,3,0.92,1.57,5.4,5.0,0.5,0.14,0.85
GER-Bundesliga,2122,Augsburg,Andi Zeqiri,SUI,"FW,MF",22,1999,22,1016,46,33.2,11.3,11,67,1,11,26,2,0.91,13,18,-5,-0.44,0.09,11.0,18.9,-7.9,-0.69,-0.1
GER-Bundesliga,2122,Augsburg,André Hahn,GER,"MF,FW",30,1990,32,2101,66,68.7,23.3,25,78,6,7,23,0,1.16,25,37,-12,-0.51,-0.04,24.0,35.7,-11.8,-0.5,0.39
GER-Bundesliga,2122,Augsburg,Arne Maier,GER,MF,22,1999,29,1864,64,60.9,20.7,21,79,8,8,26,0,1.17,24,35,-11,-0.53,-0.08,22.2,34.0,-11.8,-0.57,0.13
GER-Bundesliga,2122,Augsburg,Carlos Gruezo,ECU,MF,26,1995,17,970,57,31.7,10.8,9,74,2,8,38,6,1.35,16,17,-1,-0.09,0.6,11.5,17.3,-5.8,-0.54,0.13
GER-Bundesliga,2122,Augsburg,Daniel Caligiuri,ITA,"DF,MF",33,1988,28,2004,72,65.5,22.3,24,80,8,4,20,4,1.21,26,38,-12,-0.54,-0.11,24.7,36.5,-11.8,-0.53,0.28
GER-Bundesliga,2122,Augsburg,Daniel Klein,GER,GK,20,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
GER-Bundesliga,2122,Augsburg,Dikeni-Rafid Salifou,TOG,MF,18,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,
GER-Bundesliga,2122,Augsburg,Dominic Schmidt,GER,DF,20,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
GER-Bundesliga,2122,Augsburg,Florian Niederlechner,GER,FW,30,1990,26,1165,45,38.1,12.9,13,64,1,13,25,1,1.0,19,27,-8,-0.62,-0.19,16.9,24.4,-7.5,-0.58,0.06
GER-Bundesliga,2122,Augsburg,Frederik Winther,DEN,DF,20,2001,4,328,82,10.7,3.6,3,90,3,1,58,22,1.0,6,7,-1,-0.27,0.25,5.5,6.0,-0.6,-0.15,0.53
GER-Bundesliga,2122,Augsburg,Fredrik Jensen,FIN,"MF,FW",23,1997,12,418,35,13.7,4.6,2,64,0,10,29,2,1.08,5,6,-1,-0.22,0.33,5.0,9.1,-4.1,-0.89,-0.31
GER-Bundesliga,2122,Augsburg,Iago,BRA,DF,24,1997,28,2174,78,71.0,24.2,26,82,19,2,16,0,1.25,30,34,-4,-0.17,1.15,27.9,37.3,-9.4,-0.39,0.81
GER-Bundesliga,2122,Augsburg,Jan Morávek,CZE,MF,31,1989,17,471,28,15.4,5.2,5,54,0,12,17,4,1.41,3,7,-4,-0.76,-0.31,5.8,10.1,-4.3,-0.83,-0.24
GER-Bundesliga,2122,Augsburg,Jeffrey Gouweleeuw,NED,DF,30,1991,29,2576,89,84.2,28.6,29,89,27,0,,0,1.21,34,44,-10,-0.35,0.95,29.2,46.5,-17.4,-0.61,0.11
GER-Bundesliga,2122,Augsburg,Lasse Günther,GER,DF,18,2003,5,161,32,5.3,1.8,1,90,1,4,18,12,0.2,1,7,-6,-3.35,-3.01,2.0,5.1,-3.1,-1.74,-1.18
GER-Bundesliga,2122,Augsburg,Mads Pedersen,DEN,"MF,DF",24,1996,29,1391,48,45.5,15.5,15,69,2,14,26,2,1.31,18,26,-8,-0.52,-0.03,15.1,26.8,-11.7,-0.76,-0.24
GER-Bundesliga,2122,Augsburg,Michael Gregoritsch,AUT,"FW,MF",27,1994,25,1392,56,45.5,15.5,15,77,6,10,24,6,0.84,18,29,-11,-0.71,-0.39,17.0,29.3,-12.3,-0.79,-0.31
GER-Bundesliga,2122,Augsburg,Niklas Dorsch,GER,MF,23,1998,30,2324,77,75.9,25.8,27,83,20,3,26,0,1.13,27,44,-17,-0.66,-0.66,29.0,45.8,-16.8,-0.65,-0.11
GER-Bundesliga,2122,Augsburg,Noah Joel Sarenren Bazee,NGA,"MF,FW",24,1996,14,241,17,7.9,2.7,1,67,0,13,13,3,0.93,5,3,2,0.75,1.35,4.0,5.3,-1.3,-0.5,0.14
GER-Bundesliga,2122,Augsburg,Ohis Felix Uduokhai,GER,DF,23,1997,13,787,61,25.7,8.7,8,83,7,5,25,3,0.92,5,25,-20,-2.29,-2.41,7.9,21.0,-13.2,-1.51,-1.19
GER-Bundesliga,2122,Augsburg,Rafał Gikiewicz,POL,GK,33,1987,34,3060,90,100.0,34.0,34,90,34,0,,0,1.12,39,56,-17,-0.5,,36.7,57.9,-21.2,-0.62,
GER-Bundesliga,2122,Augsburg,Raphael Framberger,GER,DF,25,1995,23,848,37,27.7,9.4,9,73,5,14,13,10,1.35,8,12,-4,-0.42,0.1,8.5,18.5,-9.9,-1.05,-0.59
GER-Bundesliga,2122,Augsburg,Reece Oxford,ENG,DF,22,1998,30,2693,90,88.0,29.9,30,90,29,0,,0,1.23,35,45,-10,-0.33,1.38,31.0,48.2,-17.2,-0.57,0.42
GER-Bundesliga,2122,Augsburg,Ricardo Pepi,USA,"FW,MF",18,2003,11,477,43,15.6,5.3,4,71,0,7,27,5,0.73,5,8,-3,-0.57,-0.08,4.6,9.6,-5.0,-0.94,-0.38
GER-Bundesliga,2122,Augsburg,Robert Gumny,POL,DF,23,1998,28,2272,81,74.2,25.2,27,84,20,1,12,2,1.11,28,40,-12,-0.48,0.1,27.7,41.6,-13.9,-0.55,0.29
GER-Bundesliga,2122,Augsburg,Ruben Vargas,SUI,"MF,FW",22,1998,29,1984,68,64.8,22.0,26,72,3,3,39,0,1.0,22,36,-14,-0.64,-0.38,22.2,34.3,-12.1,-0.55,0.21
GER-Bundesliga,2122,Augsburg,Sergio Córdova,VEN,"FW,MF",23,1997,13,328,25,10.7,3.6,2,54,0,11,20,1,1.08,6,6,0,0.0,0.56,5.1,7.2,-2.1,-0.57,0.06
GER-Bundesliga,2122,Augsburg,Tim Civeja,ALB,MF,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2122,Augsburg,Tobias Strobl,GER,"MF,DF",31,1990,5,323,65,10.6,3.6,4,70,2,1,45,2,0.8,5,6,-1,-0.28,0.25,4.0,5.7,-1.8,-0.49,0.15
GER-Bundesliga,2122,Augsburg,Tomáš Koubek,CZE,GK,28,1992,0,,,,,0,,0,0,,32,,,,,,,,,,,
GER-Bundesliga,2122,Bayern Munich,Alphonso Davies,CAN,DF,20,2000,22,1740,79,56.9,19.3,20,83,14,2,37,0,2.32,59,21,38,1.97,0.47,49.9,20.3,29.6,1.53,-0.05
GER-Bundesliga,2122,Bayern Munich,Arijon Ibrahimović,GER,FW,15,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2122,Bayern Munich,Benjamin Pavard,FRA,DF,25,1996,25,2076,83,67.8,23.1,24,86,18,1,22,3,2.28,57,25,32,1.39,-1.17,56.1,25.2,30.9,1.34,-0.65
GER-Bundesliga,2122,Bayern Munich,Bouna Sarr,SEN,DF,29,1992,5,64,13,2.1,0.7,0,,0,5,13,11,2.2,4,0,4,5.63,3.94,3.6,0.8,2.8,3.96,2.46
GER-Bundesliga,2122,Bayern Munich,Bright Arrey-Mbi,GER,DF,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2122,Bayern Munich,Chris Richards,USA,DF,21,2000,1,3,3,0.1,0.0,0,,0,1,3,2,3.0,0,0,0,0.0,-1.77,0.0,0.0,0.0,0.0,-1.55
GER-Bundesliga,2122,Bayern Munich,Christian Früchtl,GER,GK,21,2000,1,10,10,0.3,0.1,0,,0,1,10,16,1.0,0,0,0,0.0,-1.77,0.8,0.1,0.7,6.11,4.58
GER-Bundesliga,2122,Bayern Munich,Corentin Tolisso,FRA,MF,26,1994,15,703,47,23.0,7.8,8,68,2,7,23,4,2.67,25,9,16,2.05,0.37,24.5,8.2,16.3,2.09,0.7
GER-Bundesliga,2122,Bayern Munich,Dayot Upamecano,FRA,DF,22,1998,28,2211,79,72.3,24.6,25,86,23,3,17,4,2.39,63,27,36,1.47,-1.08,56.2,23.9,32.3,1.32,-0.84
GER-Bundesliga,2122,Bayern Munich,Eric Maxim Choupo-Moting,CMR,"FW,MF",32,1989,20,377,19,12.3,4.2,1,66,0,19,16,2,1.9,11,5,6,1.43,-0.38,11.0,5.5,5.5,1.32,-0.26
GER-Bundesliga,2122,Bayern Munich,Gabriel Vidovic,CRO,"FW,MF",17,2003,3,36,12,1.2,0.4,0,,0,3,12,0,1.33,0,0,0,0.0,-1.79,0.9,0.2,0.7,1.69,0.15
GER-Bundesliga,2122,Bayern Munich,Jamal Musiala,GER,"MF,FW",18,2003,30,1465,49,47.9,16.3,12,78,5,18,29,2,2.33,44,17,27,1.66,-0.2,42.1,18.8,23.3,1.43,-0.23
GER-Bundesliga,2122,Bayern Munich,Jamie Lawrence,GER,DF,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2122,Bayern Munich,Joshua Kimmich,GER,MF,26,1995,28,2474,88,80.8,27.5,28,88,24,0,,0,2.21,80,32,48,1.75,-0.1,71.4,30.9,40.5,1.47,-0.4
GER-Bundesliga,2122,Bayern Munich,Josip Stanišić,CRO,DF,21,2000,13,644,50,21.0,7.2,6,78,2,7,25,10,2.46,25,9,16,2.24,0.6,20.2,8.2,11.9,1.66,0.15
GER-Bundesliga,2122,Bayern Munich,Kingsley Coman,FRA,"FW,DF",25,1996,21,1359,65,44.4,15.1,16,78,3,5,23,0,2.48,38,17,21,1.39,-0.67,39.7,18.5,21.2,1.4,-0.27
GER-Bundesliga,2122,Bayern Munich,Leon Goretzka,GER,MF,26,1995,19,1396,73,45.6,15.5,19,73,8,0,,1,2.21,43,17,26,1.68,-0.16,38.1,15.1,23.0,1.48,-0.13
GER-Bundesliga,2122,Bayern Munich,Leroy Sané,GER,"FW,MF",25,1996,32,1976,62,64.6,22.0,22,76,8,10,30,0,2.38,68,21,47,2.14,1.06,63.0,19.3,43.6,1.99,1.24
GER-Bundesliga,2122,Bayern Munich,Lucas Copado,GER,FW,17,2004,1,16,16,0.5,0.2,0,,0,1,16,1,0.0,0,0,0,0.0,-1.77,0.3,0.2,0.0,0.1,-1.46
GER-Bundesliga,2122,Bayern Munich,Lucas Hernández,FRA,DF,25,1996,25,2030,81,66.3,22.6,25,81,14,0,,1,2.36,67,27,40,1.77,0.03,62.3,24.0,38.3,1.7,0.44
GER-Bundesliga,2122,Bayern Munich,Malik Tillman,USA,"FW,MF",19,2002,4,104,26,3.4,1.2,1,74,0,3,10,13,2.25,2,2,0,0.0,-1.83,3.1,0.9,2.2,1.91,0.37
GER-Bundesliga,2122,Bayern Munich,Manuel Neuer,GER,GK,35,1986,28,2510,90,82.0,27.9,28,90,27,0,,1,2.5,87,26,61,2.19,2.35,77.2,26.7,50.5,1.81,1.45
GER-Bundesliga,2122,Bayern Munich,Marc Roca,ESP,MF,24,1996,9,379,42,12.4,4.2,4,76,0,5,15,15,2.44,15,2,13,3.09,1.51,11.1,4.0,7.1,1.69,0.16
GER-Bundesliga,2122,Bayern Munich,Marcel Sabitzer,AUT,"MF,DF",27,1994,25,905,36,29.6,10.1,8,68,1,17,21,0,2.16,25,11,14,1.39,-0.53,23.9,9.5,14.4,1.43,-0.17
GER-Bundesliga,2122,Bayern Munich,Mickaël Cuisance,FRA,MF,21,1999,1,13,13,0.4,0.1,0,,0,1,13,5,3.0,0,0,0,0.0,-1.77,0.7,0.0,0.7,4.99,3.46
GER-Bundesliga,2122,Bayern Munich,Nemanja Motika,SRB,FW,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2122,Bayern Munich,Nicolas Feldhahn,GER,"DF,MF",34,1986,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2122,Bayern Munich,Niklas Süle,GER,DF,25,1995,28,1837,66,60.0,20.4,19,87,15,9,20,0,2.29,64,22,42,2.06,0.73,58.6,25.1,33.5,1.64,0.23
GER-Bundesliga,2122,Bayern Munich,Omar Richards,ENG,DF,23,1998,12,438,37,14.3,4.9,5,60,1,7,19,19,2.42,12,5,7,1.44,-0.38,12.1,4.6,7.5,1.53,-0.02
GER-Bundesliga,2122,Bayern Munich,Paul Wanner,GER,"FW,MF",15,2005,4,39,10,1.3,0.4,0,,0,4,10,5,2.25,1,1,0,0.0,-1.79,0.7,0.4,0.3,0.62,-0.94
GER-Bundesliga,2122,Bayern Munich,Robert Lewandowski,POL,FW,32,1988,34,2946,87,96.3,32.7,34,87,28,0,,0,2.26,92,36,56,1.71,-1.45,84.8,35.3,49.4,1.51,-1.06
GER-Bundesliga,2122,Bayern Munich,Serge Gnabry,GER,"FW,DF",26,1995,34,2185,64,71.4,24.3,25,78,10,9,26,0,2.26,69,28,41,1.69,-0.27,63.8,28.2,35.6,1.47,-0.29
GER-Bundesliga,2122,Bayern Munich,Sven Ulreich,GER,GK,32,1988,6,540,90,17.6,6.0,6,90,6,0,,18,1.17,10,11,-1,-0.17,-2.35,11.0,9.5,1.5,0.25,-1.58
GER-Bundesliga,2122,Bayern Munich,Tanguy Nianzou,FRA,DF,19,2002,17,582,34,19.0,6.5,6,70,3,11,15,14,2.53,18,4,14,2.16,0.49,16.7,5.2,11.5,1.78,0.28
GER-Bundesliga,2122,Bayern Munich,Thomas Müller,GER,MF,31,1989,32,2558,80,83.6,28.4,32,80,12,0,,0,2.31,87,31,56,1.97,1.25,74.9,29.8,45.1,1.59,0.23
GER-Bundesliga,2122,Bayern Munich,Timo Kern,GER,MF,31,1990,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2122,Bochum,Anthony Losilla,FRA,MF,35,1986,33,2935,89,95.9,32.6,33,89,31,0,,0,1.24,37,50,-13,-0.4,0.32,39.4,55.2,-15.8,-0.5,-0.78
GER-Bundesliga,2122,Bochum,Armel Bella Kotchap,GER,DF,19,2001,22,1768,80,57.8,19.6,20,88,18,2,2,9,0.95,18,35,-17,-0.87,-1.07,20.5,30.3,-9.8,-0.52,-0.18
GER-Bundesliga,2122,Bochum,Christopher Antwi-Adjei,GHA,"FW,MF",27,1994,25,1130,45,36.9,12.6,12,77,3,13,16,4,1.04,13,18,-5,-0.4,0.02,15.4,20.3,-4.9,-0.42,0.04
GER-Bundesliga,2122,Bochum,Cristian Gamboa,CRC,DF,31,1989,23,1722,75,56.3,19.1,20,84,13,3,17,4,1.52,25,25,0,0.0,0.94,24.4,28.6,-4.1,-0.22,0.52
GER-Bundesliga,2122,Bochum,Danilo Soares,BRA,DF,29,1991,30,2564,85,83.8,28.5,30,85,26,0,,1,1.3,32,41,-9,-0.32,0.59,34.4,45.5,-11.2,-0.39,0.33
GER-Bundesliga,2122,Bochum,Danny Blum,GER,FW,30,1991,13,346,27,11.3,3.8,2,52,0,11,22,4,1.31,4,2,2,0.52,1.05,6.0,5.7,0.3,0.07,0.58
GER-Bundesliga,2122,Bochum,Eduard Löwen,GER,MF,24,1997,26,1416,54,46.3,15.7,15,80,4,11,20,1,1.19,19,25,-6,-0.38,0.06,22.5,23.9,-1.3,-0.09,0.63
GER-Bundesliga,2122,Bochum,Elvis Rexhbeçaj,KVX,MF,23,1997,32,2542,79,83.1,28.2,30,82,13,2,37,0,1.28,31,41,-10,-0.35,0.34,29.9,44.2,-14.3,-0.53,-0.41
GER-Bundesliga,2122,Bochum,Erhan Mašović,SRB,DF,22,1998,20,1552,78,50.7,17.2,17,90,17,3,7,11,1.75,21,22,-1,-0.06,0.72,23.6,27.8,-4.2,-0.26,0.36
GER-Bundesliga,2122,Bochum,Gerrit Holtmann,PHI,"FW,MF",26,1995,29,1840,63,60.1,20.4,23,72,4,6,30,0,1.45,25,36,-11,-0.54,-0.32,24.2,34.9,-10.7,-0.55,-0.24
GER-Bundesliga,2122,Bochum,Herbert Bockhorn,UGA,DF,26,1995,18,850,47,27.8,9.4,7,89,6,11,21,9,0.61,7,19,-12,-1.27,-1.19,7.5,19.8,-12.3,-1.45,-1.34
GER-Bundesliga,2122,Bochum,Jürgen Locadia,CUW,"FW,MF",27,1993,11,444,40,14.5,4.9,4,71,0,7,23,1,1.09,9,7,2,0.41,0.96,8.0,5.7,2.3,0.46,1.05
GER-Bundesliga,2122,Bochum,Kostas Stafylidis,GRE,"DF,MF",27,1993,24,1388,58,45.4,15.4,15,80,7,9,22,3,1.33,15,27,-12,-0.78,-0.67,18.6,25.2,-6.5,-0.45,-0.01
GER-Bundesliga,2122,Bochum,Luis Hartwig,GER,FW,18,2002,1,2,2,0.1,0.0,0,,0,1,2,2,0.0,0,0,0,0.0,0.41,0.0,0.1,0.0,-2.01,-1.56
GER-Bundesliga,2122,Bochum,Manuel Riemann,GER,GK,32,1988,31,2790,90,91.2,31.0,31,90,31,0,,0,1.16,29,45,-16,-0.52,-1.18,36.9,48.4,-11.5,-0.38,0.52
GER-Bundesliga,2122,Bochum,Maxim Leitsch,GER,DF,23,1998,19,1538,81,50.3,17.1,17,90,17,2,4,1,1.53,20,22,-2,-0.12,0.59,22.1,26.0,-3.9,-0.23,0.44
GER-Bundesliga,2122,Bochum,Michael Esser,GER,GK,33,1987,3,270,90,8.8,3.0,3,90,3,0,,30,2.0,9,7,2,0.67,1.18,3.8,7.4,-3.6,-1.21,-0.84
GER-Bundesliga,2122,Bochum,Miloš Pantović,SRB,"MF,FW",25,1996,28,1533,55,50.1,17.0,18,72,3,10,24,4,1.36,18,23,-5,-0.29,0.24,21.9,26.6,-4.7,-0.27,0.34
GER-Bundesliga,2122,Bochum,Patrick Osterhage,GER,MF,21,2000,13,599,46,19.6,6.7,6,77,3,7,20,16,0.69,9,11,-2,-0.3,0.14,8.7,11.0,-2.3,-0.36,0.1
GER-Bundesliga,2122,Bochum,Paul Grave,GER,GK,20,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
GER-Bundesliga,2122,Bochum,Raman Chibsah,GHA,MF,28,1993,0,,,,,0,,0,0,,7,,,,,,,,,,,
GER-Bundesliga,2122,Bochum,Robert Tesche,GER,MF,34,1987,11,349,32,11.4,3.9,5,53,1,6,14,13,1.09,1,16,-15,-3.87,-3.9,2.4,12.5,-10.1,-2.58,-2.42
GER-Bundesliga,2122,Bochum,Saulo Decarli,SUI,DF,29,1992,1,9,9,0.3,0.1,0,,0,1,9,4,0.0,0,0,0,0.0,0.41,0.1,0.0,0.1,0.72,1.17
GER-Bundesliga,2122,Bochum,Sebastian Polter,GER,FW,30,1991,33,2341,71,76.5,26.0,27,80,13,6,29,0,1.27,26,34,-8,-0.31,0.44,28.7,38.1,-9.4,-0.38,0.26
GER-Bundesliga,2122,Bochum,Silvère Ganvoula M'Boussy,CGO,FW,25,1996,9,153,17,5.0,1.7,0,,0,9,17,3,0.78,2,7,-5,-2.94,-2.66,2.4,6.0,-3.6,-2.15,-1.79
GER-Bundesliga,2122,Bochum,Simon Zoller,GER,FW,30,1991,10,596,60,19.5,6.6,6,84,4,4,23,0,1.0,9,12,-3,-0.45,-0.05,5.8,12.6,-6.9,-1.04,-0.74
GER-Bundesliga,2122,Bochum,Soma Novothny,HUN,"FW,MF",27,1994,6,80,13,2.6,0.9,0,,0,6,13,6,1.0,3,0,3,3.38,3.89,3.2,0.7,2.6,2.92,3.45
GER-Bundesliga,2122,Bochum,Takuma Asano,JPN,"FW,MF",26,1994,27,1608,60,52.5,17.9,20,72,3,7,23,1,1.52,21,24,-3,-0.17,0.51,20.1,29.9,-9.8,-0.55,-0.22
GER-Bundesliga,2122,Bochum,Tarsis Bonga,GER,"MF,FW",24,1997,3,17,6,0.6,0.2,0,,0,3,6,4,1.33,0,1,-1,-5.29,-4.91,0.2,0.9,-0.6,-3.26,-2.83
GER-Bundesliga,2122,Bochum,Tjark Ernst,GER,GK,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2122,Bochum,Vassilis Lambropoulos,GRE,DF,31,1990,13,1168,90,38.2,13.0,13,90,12,0,,13,1.38,15,21,-6,-0.46,-0.08,15.7,24.1,-8.4,-0.65,-0.33
GER-Bundesliga,2122,Dortmund,Ansgar Knauff,GER,"FW,MF",19,2002,5,114,23,3.7,1.3,0,,0,5,23,10,1.8,2,1,1,0.79,-0.19,2.1,2.6,-0.5,-0.38,-0.94
GER-Bundesliga,2122,Dortmund,Antonios Papadopoulos,GER,"DF,MF",21,1999,2,17,9,0.6,0.2,0,,0,2,9,9,1.5,0,1,-1,-5.29,-6.3,0.1,0.6,-0.5,-2.41,-2.95
GER-Bundesliga,2122,Dortmund,Axel Witsel,BEL,"MF,DF",32,1989,29,1941,67,63.4,21.6,22,83,12,7,17,4,2.24,50,32,18,0.83,-0.37,37.8,29.0,8.7,0.4,-0.32
