,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
ITA-Serie A,2122,Atalanta,Moustapha Cissé,GUI,FW,17,2003,3,0,38,0.4,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.6,2,1,4,2.37,0.0,2.37,2.37,2.37,1.45,0.0,1.45,1.45,1.45
ITA-Serie A,2122,Atalanta,Rafael Tolói,ITA,DF,30,1990,20,16,1438,16.0,1,1,2,1,0,0,6,0,1.1,1.1,0.5,1.6,12,90,14,0.06,0.06,0.13,0.06,0.13,0.07,0.03,0.1,0.07,0.1
ITA-Serie A,2122,Atalanta,Remo Freuler,SUI,MF,29,1992,29,28,2369,26.3,1,3,4,1,0,0,10,0,1.4,1.4,1.3,2.8,52,208,59,0.04,0.11,0.15,0.04,0.15,0.05,0.05,0.1,0.05,0.1
ITA-Serie A,2122,Atalanta,Roberto Piccoli,ITA,FW,20,2001,12,1,196,2.2,1,0,1,1,0,0,0,0,0.8,0.8,0.3,1.1,2,1,15,0.46,0.0,0.46,0.46,0.46,0.39,0.12,0.5,0.39,0.5
ITA-Serie A,2122,Atalanta,Robin Gosens,GER,DF,27,1994,6,5,460,5.1,1,0,1,1,0,0,2,0,1.7,1.7,0.4,2.0,8,28,24,0.2,0.0,0.2,0.2,0.2,0.33,0.07,0.4,0.33,0.4
ITA-Serie A,2122,Atalanta,Ruslan Malinovskyi,UKR,"MF,FW",28,1993,30,19,1592,17.7,6,5,11,6,0,0,10,0,3.3,3.3,5.9,9.2,59,111,141,0.34,0.28,0.62,0.34,0.62,0.19,0.33,0.52,0.19,0.52
ITA-Serie A,2122,Atalanta,Sam Lammers,NED,"FW,MF",24,1997,2,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Atalanta,Teun Koopmeiners,NED,MF,23,1998,30,23,2126,23.6,4,1,5,4,0,0,4,0,1.7,1.7,5.3,6.9,38,162,81,0.17,0.04,0.21,0.17,0.21,0.07,0.22,0.29,0.07,0.29
ITA-Serie A,2122,Atalanta,Tommaso De Nipoti,ITA,FW,18,2003,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Atalanta,Valentin Mihaila,ROU,"MF,FW",21,2000,5,0,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,8,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
ITA-Serie A,2122,Bologna,Aaron Hickey,SCO,DF,19,2002,36,34,2820,31.3,5,1,6,5,0,0,7,0,0.9,0.9,1.8,2.6,57,52,156,0.16,0.03,0.19,0.16,0.19,0.03,0.06,0.08,0.03,0.08
ITA-Serie A,2122,Bologna,Adama Soumaoro,FRA,DF,29,1992,28,26,2266,25.2,0,0,0,0,0,0,6,2,0.9,0.9,0.0,0.9,16,61,10,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.04
ITA-Serie A,2122,Bologna,Andreas Skov Olsen,DEN,"FW,DF",21,1999,18,6,747,8.3,0,2,2,0,0,0,0,0,0.9,0.9,0.4,1.2,29,19,52,0.0,0.24,0.24,0.0,0.24,0.11,0.05,0.15,0.11,0.15
ITA-Serie A,2122,Bologna,Antonio Raimondo,ITA,FW,17,2004,1,1,74,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13
ITA-Serie A,2122,Bologna,Arthur Theate,BEL,DF,21,2000,31,28,2424,26.9,2,1,3,2,0,0,6,0,1.5,1.5,0.6,2.1,37,107,17,0.07,0.04,0.11,0.07,0.11,0.05,0.02,0.08,0.05,0.08
ITA-Serie A,2122,Bologna,Denso Kasius,NED,"DF,FW",18,2002,7,1,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,6,3,20,0.0,0.0,0.0,0.0,0.0,0.07,0.25,0.32,0.07,0.32
ITA-Serie A,2122,Bologna,Diego Falcinelli,ITA,FW,30,1991,6,0,66,0.7,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,1,2,9,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.78,0.78,0.78
ITA-Serie A,2122,Bologna,Ebenezer Annan,GHA,DF,18,2002,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Bologna,Emanuel Vignato,ITA,"MF,DF",20,2000,24,3,594,6.6,0,1,1,0,0,0,2,0,0.3,0.3,2.2,2.4,22,55,37,0.0,0.15,0.15,0.0,0.15,0.04,0.33,0.36,0.04,0.36
ITA-Serie A,2122,Bologna,Federico Santander,PAR,"FW,DF",30,1991,7,0,67,0.7,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,0,3,7,1.34,0.0,1.34,1.34,1.34,0.83,0.1,0.94,0.83,0.94
ITA-Serie A,2122,Bologna,Francesco Bardi,ITA,GK,29,1992,2,2,177,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Bologna,Gary Medel,CHI,DF,33,1987,33,32,2823,31.4,0,1,1,0,0,0,10,1,0.3,0.3,0.3,0.6,12,73,5,0.0,0.03,0.03,0.0,0.03,0.01,0.01,0.02,0.01,0.02
ITA-Serie A,2122,Bologna,Ibrahima Mbaye,SEN,DF,26,1994,6,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Bologna,Jerdy Schouten,NED,MF,24,1997,17,16,1392,15.5,1,1,2,1,0,0,4,1,0.2,0.2,0.7,0.9,9,82,13,0.06,0.06,0.13,0.06,0.13,0.01,0.05,0.06,0.01,0.06
ITA-Serie A,2122,Bologna,Kacper Urbanski,POL,MF,16,2004,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Bologna,Kevin Bonifazi,ITA,DF,25,1996,22,14,1210,13.4,0,0,0,0,0,0,4,1,0.7,0.7,0.8,1.5,18,51,4,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11
ITA-Serie A,2122,Bologna,Kingsley Michael,NGA,MF,21,1999,2,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
ITA-Serie A,2122,Bologna,Lorenzo De Silvestri,ITA,DF,33,1988,31,27,2294,25.5,3,2,5,3,0,0,7,0,1.8,1.8,2.4,4.2,47,121,75,0.12,0.08,0.2,0.12,0.2,0.07,0.09,0.17,0.07,0.17
ITA-Serie A,2122,Bologna,Luis Binks,ENG,DF,19,2001,15,7,646,7.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.1,1,17,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
ITA-Serie A,2122,Bologna,Marko Arnautović,AUT,FW,32,1989,33,32,2694,29.9,14,1,15,12,2,3,6,0,14.7,12.5,3.8,16.3,34,68,221,0.47,0.03,0.5,0.4,0.43,0.49,0.13,0.62,0.42,0.54
ITA-Serie A,2122,Bologna,Mattias Svanberg,SWE,MF,22,1999,36,31,2564,28.5,3,3,6,3,0,0,7,0,2.1,2.1,2.8,4.9,39,103,57,0.11,0.11,0.21,0.11,0.21,0.07,0.1,0.17,0.07,0.17
ITA-Serie A,2122,Bologna,Michel Aebischer,SUI,MF,24,1997,12,4,443,4.9,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,2,19,9,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1
ITA-Serie A,2122,Bologna,Mitchell Dijks,NED,"DF,FW",28,1993,16,7,694,7.7,0,2,2,0,0,0,2,0,0.7,0.7,1.1,1.8,21,15,24,0.0,0.26,0.26,0.0,0.26,0.09,0.15,0.23,0.09,0.23
ITA-Serie A,2122,Bologna,Musa Barrow,GAM,"FW,MF",22,1998,34,25,2134,23.7,6,6,12,6,0,0,0,0,5.9,5.9,4.4,10.3,61,82,158,0.25,0.25,0.51,0.25,0.51,0.25,0.18,0.43,0.25,0.43
ITA-Serie A,2122,Bologna,Nicola Bagnolini,ITA,GK,17,2004,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Bologna,Nicola Sansone,ITA,"FW,MF",29,1991,27,6,896,10.0,2,3,5,2,0,0,6,0,3.5,3.5,2.0,5.5,21,22,64,0.2,0.3,0.5,0.2,0.5,0.35,0.21,0.55,0.35,0.55
ITA-Serie A,2122,Bologna,Nicolas Viola,ITA,MF,31,1989,6,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2122,Bologna,Nicolás Domínguez,ARG,MF,23,1998,28,23,2015,22.4,0,3,3,0,0,0,8,0,1.2,1.2,2.4,3.6,18,113,44,0.0,0.13,0.13,0.0,0.13,0.05,0.11,0.16,0.05,0.16
ITA-Serie A,2122,Bologna,Niklas Pyyhtiä,FIN,MF,17,2003,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Bologna,Riccardo Orsolini,ITA,"FW,MF",24,1997,29,21,1785,19.8,6,3,9,4,2,2,2,0,6.4,4.8,2.1,6.9,38,60,125,0.3,0.15,0.45,0.2,0.35,0.32,0.11,0.43,0.24,0.35
ITA-Serie A,2122,Bologna,Riccardo Stivanello,ITA,DF,17,2004,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Bologna,Roberto Soriano,ITA,MF,30,1991,35,32,2622,29.1,0,4,4,0,0,0,6,2,2.1,2.1,4.8,6.9,48,134,145,0.0,0.14,0.14,0.0,0.14,0.07,0.16,0.24,0.07,0.24
ITA-Serie A,2122,Bologna,Sydney van Hooijdonk,NED,"FW,MF",21,2000,4,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Bologna,Takehiro Tomiyasu,JPN,DF,22,1998,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.73,0.0,0.73
ITA-Serie A,2122,Bologna,Wisdom Amey,ITA,DF,15,2005,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Bologna,Łukasz Skorupski,POL,GK,30,1991,36,36,3240,36.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Cagliari,Adam Obert,SVK,"DF,MF",18,2002,6,3,274,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Cagliari,Alberto Grassi,ITA,MF,26,1995,30,26,2174,24.2,0,1,1,0,0,0,6,1,1.1,1.1,2.0,3.1,13,76,25,0.0,0.04,0.04,0.0,0.04,0.05,0.08,0.13,0.05,0.13
ITA-Serie A,2122,Cagliari,Alessandro Deiola,ITA,MF,25,1995,33,28,2129,23.7,4,1,5,4,0,0,5,0,2.5,2.5,1.4,3.9,12,70,51,0.17,0.04,0.21,0.17,0.21,0.11,0.06,0.17,0.11,0.17
ITA-Serie A,2122,Cagliari,Alessio Cragno,ITA,GK,27,1994,35,35,3150,35.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Cagliari,Andrea Carboni,ITA,DF,20,2001,30,25,2215,24.6,0,0,0,0,0,0,6,0,0.7,0.7,0.1,0.8,29,97,18,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2122,Cagliari,Boris Radunović,SRB,GK,25,1996,3,3,270,3.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Cagliari,Charalampos Lykogiannis,GRE,"DF,FW",27,1993,28,21,1817,20.2,1,0,1,1,0,0,2,0,1.1,1.1,1.1,2.1,28,34,57,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.11,0.05,0.11
ITA-Serie A,2122,Cagliari,Christian Oliva,URU,MF,25,1996,4,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Cagliari,Christos Kourfalidis,GRE,"MF,FW",18,2002,2,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44
ITA-Serie A,2122,Cagliari,Dalbert Henrique,BRA,"DF,MF",27,1993,28,27,2081,23.1,0,2,2,0,0,0,9,0,1.5,1.5,2.0,3.5,33,53,96,0.0,0.09,0.09,0.0,0.09,0.07,0.09,0.15,0.07,0.15
ITA-Serie A,2122,Cagliari,Damir Ceter,COL,FW,23,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Cagliari,Daniele Baselli,ITA,MF,29,1992,9,2,290,3.2,0,1,1,0,0,0,1,0,0.5,0.5,0.7,1.2,4,14,5,0.0,0.31,0.31,0.0,0.31,0.16,0.21,0.37,0.16,0.37
ITA-Serie A,2122,Cagliari,Diego Farias,BRA,"MF,FW",31,1990,4,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,7,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
ITA-Serie A,2122,Cagliari,Diego Godín,URU,DF,35,1986,11,9,818,9.1,0,1,1,0,0,0,3,0,0.4,0.4,0.1,0.5,4,22,1,0.0,0.11,0.11,0.0,0.11,0.04,0.02,0.06,0.04,0.06
ITA-Serie A,2122,Cagliari,Edoardo Goldaniga,ITA,DF,27,1993,11,11,934,10.4,0,0,0,0,0,0,3,0,0.3,0.3,0.2,0.5,3,35,12,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
ITA-Serie A,2122,Cagliari,Gabriele Zappa,ITA,DF,21,1999,25,11,1144,12.7,0,0,0,0,0,0,4,1,0.6,0.6,0.7,1.3,22,41,37,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1
ITA-Serie A,2122,Cagliari,Gastón Pereiro,URU,"FW,MF",26,1995,29,9,975,10.8,4,2,6,4,0,0,1,0,1.3,1.3,1.9,3.3,32,42,46,0.37,0.18,0.55,0.37,0.55,0.12,0.18,0.3,0.12,0.3
ITA-Serie A,2122,Cagliari,Giorgio Altare,ITA,DF,22,1998,19,17,1466,16.3,1,0,1,1,0,0,5,0,1.0,1.0,0.6,1.6,13,71,10,0.06,0.0,0.06,0.06,0.06,0.06,0.04,0.1,0.06,0.1
ITA-Serie A,2122,Cagliari,Giovanni Simeone,ARG,FW,26,1995,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Cagliari,João Pedro,ITA,FW,29,1992,37,37,3323,36.9,13,4,17,10,3,4,9,0,12.3,9.3,3.1,12.4,38,66,198,0.35,0.11,0.46,0.27,0.38,0.33,0.08,0.42,0.25,0.34
ITA-Serie A,2122,Cagliari,Keita Baldé,SEN,FW,26,1995,26,14,1229,13.7,3,1,4,3,0,0,2,0,3.5,3.5,0.6,4.1,14,22,73,0.22,0.07,0.29,0.22,0.29,0.26,0.04,0.3,0.26,0.3
ITA-Serie A,2122,Cagliari,Kevin Strootman,NED,MF,31,1990,10,7,640,7.1,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,6,38,6,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
ITA-Serie A,2122,Cagliari,Leonardo Pavoletti,ITA,FW,32,1988,33,14,1518,16.9,5,1,6,5,0,0,9,0,6.6,6.6,1.1,7.8,2,25,82,0.3,0.06,0.36,0.3,0.36,0.39,0.07,0.46,0.39,0.46
ITA-Serie A,2122,Cagliari,Luca Ceppitelli,ITA,DF,31,1989,24,16,1445,16.1,1,1,2,1,0,0,3,0,0.4,0.4,0.3,0.7,3,35,5,0.06,0.06,0.12,0.06,0.12,0.02,0.02,0.04,0.02,0.04
ITA-Serie A,2122,Cagliari,Luca Gagliano,ITA,"FW,DF",21,2000,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Cagliari,Marko Rog,CRO,MF,26,1995,8,2,311,3.5,0,1,1,0,0,0,0,0,0.3,0.3,0.1,0.4,7,14,10,0.0,0.29,0.29,0.0,0.29,0.08,0.04,0.12,0.08,0.12
ITA-Serie A,2122,Cagliari,Martín Cáceres,URU,DF,34,1987,14,9,832,9.2,1,1,2,1,0,0,3,1,0.2,0.2,0.7,0.9,8,34,7,0.11,0.11,0.22,0.11,0.22,0.03,0.07,0.1,0.03,0.1
ITA-Serie A,2122,Cagliari,Matteo Lovato,ITA,DF,21,2000,16,14,1238,13.8,0,0,0,0,0,0,4,0,0.5,0.5,0.3,0.7,3,21,2,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
ITA-Serie A,2122,Cagliari,Nahitan Nández,URU,"MF,DF",25,1995,21,16,1523,16.9,0,2,2,0,0,0,4,0,0.8,0.8,2.7,3.5,60,64,104,0.0,0.12,0.12,0.0,0.12,0.05,0.16,0.21,0.05,0.21
ITA-Serie A,2122,Cagliari,Paolo Faragò,ITA,MF,28,1993,1,0,16,0.2,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,1,2,0.0,0.0,0.0,0.0,0.0,2.44,0.0,2.44,2.44,2.44
ITA-Serie A,2122,Cagliari,Raoul Bellanova,ITA,"DF,FW",21,2000,31,27,2496,27.7,1,2,3,1,0,0,3,0,1.7,1.7,3.5,5.3,81,46,146,0.04,0.07,0.11,0.04,0.11,0.06,0.13,0.19,0.06,0.19
ITA-Serie A,2122,Cagliari,Răzvan Marin,ROU,MF,25,1996,36,31,2816,31.3,0,5,5,0,0,0,6,1,1.8,1.8,6.4,8.2,49,142,68,0.0,0.16,0.16,0.0,0.16,0.06,0.2,0.26,0.06,0.26
ITA-Serie A,2122,Cagliari,Sebastian Walukiewicz,POL,DF,21,2000,7,4,302,3.4,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.5,4,13,2,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.14,0.13,0.14
ITA-Serie A,2122,Empoli,Andrea La Mantia,ITA,"FW,MF",30,1991,18,3,488,5.4,2,0,2,2,0,0,0,0,1.8,1.8,0.5,2.4,3,7,30,0.37,0.0,0.37,0.37,0.37,0.34,0.1,0.44,0.34,0.44
ITA-Serie A,2122,Empoli,Andrea Pinamonti,ITA,FW,22,1999,36,32,2869,31.9,13,2,15,9,4,4,4,0,12.7,9.5,2.9,12.4,36,51,233,0.41,0.06,0.47,0.28,0.35,0.4,0.09,0.49,0.3,0.39
ITA-Serie A,2122,Empoli,Ardian Ismajli,ALB,DF,24,1996,20,13,1272,14.1,0,0,0,0,0,0,7,0,0.3,0.3,0.1,0.4,18,51,3,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
