,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
FRA-Ligue 1,2223,Ajaccio,Ismael Diallo,CIV,DF,25,1997,28,2176,78,63.6,24.2,25,83,17,3,31,1,0.86,18,43,-25,-1.03,0.85,28.1,32.8,-4.6,-0.19,0.76
FRA-Ligue 1,2223,Ajaccio,Ivane Chegra,FRA,"MF,FW",18,2004,6,193,32,5.6,2.1,1,45,0,5,30,1,0.67,1,5,-4,-1.87,-0.55,1.1,2.5,-1.3,-0.61,-0.15
FRA-Ligue 1,2223,Ajaccio,Kevin Spadanuda,SUI,"MF,FW",25,1997,22,1063,48,31.1,11.8,13,66,2,9,23,7,0.32,3,25,-22,-1.86,-0.76,7.4,16.8,-9.5,-0.8,-0.48
FRA-Ligue 1,2223,Ajaccio,Kouamé Botué,BFA,"FW,MF",19,2002,8,229,29,6.7,2.5,2,59,0,6,19,6,0.38,1,5,-4,-1.57,-0.25,3.0,5.1,-2.1,-0.81,-0.37
FRA-Ligue 1,2223,Ajaccio,Mathieu Coutadeur,FRA,MF,36,1986,27,1947,72,56.9,21.6,22,85,14,5,14,3,0.78,14,36,-22,-1.02,0.75,22.4,30.1,-7.7,-0.36,0.26
FRA-Ligue 1,2223,Ajaccio,Mehdi Puch-Herrantz,FRA,MF,18,2004,4,47,12,1.4,0.5,0,,0,4,12,1,0.75,1,1,0,0.0,1.36,0.3,0.8,-0.5,-0.9,-0.43
FRA-Ligue 1,2223,Ajaccio,Mickaël Alphonse,GLP,DF,33,1989,26,1361,52,39.8,15.1,14,81,9,12,19,6,0.73,7,30,-23,-1.52,-0.3,12.0,20.9,-8.8,-0.58,-0.19
FRA-Ligue 1,2223,Ajaccio,Mickaël Barreto,FRA,MF,31,1991,20,1325,66,38.7,14.7,15,79,8,5,27,2,0.6,6,34,-28,-1.9,-0.91,8.3,20.7,-12.4,-0.84,-0.61
FRA-Ligue 1,2223,Ajaccio,Mohamed Youssouf,COM,DF,34,1988,30,2459,82,71.9,27.3,27,89,25,3,20,4,0.6,15,57,-42,-1.54,-0.69,23.9,40.7,-16.8,-0.61,-0.52
FRA-Ligue 1,2223,Ajaccio,Mounaim El Idrissy,FRA,FW,23,1999,32,2497,78,73.0,27.7,30,80,14,2,47,1,0.69,19,46,-27,-0.97,1.37,30.5,33.7,-3.2,-0.11,1.31
FRA-Ligue 1,2223,Ajaccio,Moussa Djitte,SEN,FW,22,1999,6,136,23,4.0,1.5,1,53,0,5,17,1,0.5,0,3,-3,-1.99,-0.67,0.6,2.4,-1.8,-1.15,-0.71
FRA-Ligue 1,2223,Ajaccio,Moussa Soumano,FRA,FW,17,2005,14,495,35,14.5,5.5,5,62,0,9,20,5,0.5,4,14,-10,-1.82,-0.56,4.1,7.9,-3.7,-0.67,-0.24
FRA-Ligue 1,2223,Ajaccio,Oumar Gonzalez,CMR,DF,24,1998,30,2578,86,75.4,28.6,29,88,26,1,12,2,0.67,15,58,-43,-1.5,-0.65,26.1,40.3,-14.2,-0.49,-0.11
FRA-Ligue 1,2223,Ajaccio,Paolo Lebas,FRA,MF,19,2003,1,55,55,1.6,0.6,0,,0,1,55,7,0.0,0,1,-1,-1.64,-0.3,0.1,0.3,-0.2,-0.34,0.13
FRA-Ligue 1,2223,Ajaccio,Qazim Laçi,ALB,MF,26,1996,9,212,24,6.2,2.4,2,80,1,7,8,3,0.56,1,4,-3,-1.27,0.07,2.6,3.9,-1.2,-0.53,-0.07
FRA-Ligue 1,2223,Ajaccio,Riad Nouri,FRA,"MF,FW",37,1985,33,1693,51,49.5,18.8,16,75,2,17,29,3,0.76,17,38,-21,-1.12,0.45,19.9,28.8,-8.9,-0.47,-0.01
FRA-Ligue 1,2223,Ajaccio,Romain Hamouma,FRA,"FW,MF",35,1987,19,1079,57,31.5,12.0,14,69,1,5,24,1,0.63,12,25,-13,-1.08,0.38,17.0,16.2,0.7,0.06,0.78
FRA-Ligue 1,2223,Ajaccio,Ruan Levine,BRA,"MF,FW",23,1999,3,24,8,0.7,0.3,0,,0,3,8,6,0.0,0,2,-2,-7.5,-6.2,0.3,1.3,-1.0,-3.77,-3.32
FRA-Ligue 1,2223,Ajaccio,Thomas Mangani,FRA,MF,35,1987,26,1332,51,38.9,14.8,14,83,6,12,14,3,0.77,8,36,-28,-1.89,-0.9,12.1,24.2,-12.1,-0.82,-0.57
FRA-Ligue 1,2223,Ajaccio,Tony Strata,ROU,"MF,DF",17,2004,3,138,46,4.0,1.5,1,90,1,2,24,1,1.0,1,4,-3,-1.96,-0.64,0.3,2.9,-2.6,-1.7,-1.29
FRA-Ligue 1,2223,Ajaccio,Victor Lebas,POR,DF,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
FRA-Ligue 1,2223,Ajaccio,Vincent Marchetti,FRA,MF,25,1997,31,2452,79,71.7,27.2,29,83,17,2,23,0,0.84,18,46,-28,-1.03,1.11,29.7,36.6,-6.9,-0.25,0.76
FRA-Ligue 1,2223,Ajaccio,Yanis Cimignani,FRA,"MF,DF",20,2002,8,279,35,8.2,3.1,3,68,1,5,15,4,0.63,3,2,1,0.32,1.81,4.4,2.6,1.8,0.58,1.14
FRA-Ligue 1,2223,Ajaccio,Yoann Touzghar,TUN,FW,35,1986,11,447,41,13.1,5.0,5,68,0,6,18,0,0.91,2,7,-5,-1.01,0.39,4.0,6.1,-2.1,-0.43,0.05
FRA-Ligue 1,2223,Ajaccio,Youcef Belaïli,ALG,"MF,FW",30,1992,17,1150,68,33.6,12.8,15,74,2,2,21,0,0.88,12,23,-11,-0.86,0.73,17.3,17.0,0.3,0.02,0.74
FRA-Ligue 1,2223,Ajaccio,Youssouf Koné,MLI,DF,27,1995,13,916,70,26.8,10.2,12,76,6,1,1,4,0.77,10,15,-5,-0.49,1.16,11.0,12.7,-1.7,-0.16,0.42
FRA-Ligue 1,2223,Angers,Abdallah Sima,SEN,FW,21,2001,34,1836,54,53.7,20.4,19,79,9,15,23,0,0.47,20,44,-24,-1.18,0.19,21.9,32.3,-10.4,-0.51,0.08
FRA-Ligue 1,2223,Angers,Abdoulaye Bamba,CIV,DF,32,1990,21,1364,65,39.9,15.2,12,90,12,9,32,14,0.52,17,36,-19,-1.25,0.02,16.9,23.5,-6.6,-0.44,0.19
FRA-Ligue 1,2223,Angers,Adrien Hunou,FRA,"MF,FW",28,1994,34,2234,66,65.3,24.8,28,75,7,6,23,4,0.5,22,53,-31,-1.25,0.04,27.3,40.1,-12.8,-0.52,0.09
FRA-Ligue 1,2223,Angers,Amine Salama,FRA,"FW,MF",22,2000,25,1249,50,36.5,13.9,12,78,4,13,24,2,0.16,10,28,-18,-1.3,-0.05,17.5,20.7,-3.2,-0.23,0.5
FRA-Ligue 1,2223,Angers,Antonin Bobichon,FRA,MF,26,1995,3,18,6,0.5,0.2,0,,0,3,6,3,0.33,0,0,0,0.0,1.27,0.4,0.3,0.1,0.57,1.12
FRA-Ligue 1,2223,Angers,Azzedine Ounahi,MAR,"MF,FW",22,2000,15,1129,75,33.0,12.5,13,83,6,2,27,0,0.53,13,29,-16,-1.28,-0.02,14.2,20.5,-6.3,-0.5,0.07
FRA-Ligue 1,2223,Angers,Batista Mendy,FRA,"MF,DF",22,2000,35,2859,82,83.6,31.8,35,82,22,0,,0,0.51,25,71,-46,-1.45,-1.13,32.9,51.5,-18.6,-0.59,-0.24
FRA-Ligue 1,2223,Angers,Cédric Hountondji,BEN,DF,28,1994,36,3095,86,90.5,34.4,35,87,32,1,35,0,0.5,31,73,-42,-1.22,0.44,39.1,55.9,-16.8,-0.49,0.61
FRA-Ligue 1,2223,Angers,Demba N'Diaye,FRA,DF,16,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
FRA-Ligue 1,2223,Angers,Faouzi Ghoulam,ALG,DF,31,1991,7,479,68,14.0,5.3,6,76,1,1,25,0,0.86,4,7,-3,-0.56,0.81,4.3,8.7,-4.5,-0.84,-0.34
FRA-Ligue 1,2223,Angers,Farid El Melali,ALG,"DF,FW",25,1997,17,806,47,23.6,9.0,9,72,1,8,20,3,0.41,5,15,-10,-1.12,0.19,7.8,12.9,-5.1,-0.57,-0.03
FRA-Ligue 1,2223,Angers,Guédé Nadje,FRA,FW,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
FRA-Ligue 1,2223,Angers,Halid Šabanović,BIH,DF,22,1999,15,638,43,18.7,7.1,8,63,2,7,20,8,0.67,8,14,-6,-0.85,0.51,7.0,9.8,-2.8,-0.4,0.18
FRA-Ligue 1,2223,Angers,Himad Abdelli,ALG,"MF,FW",22,1999,30,2137,71,62.5,23.7,24,83,14,6,23,6,0.33,21,49,-28,-1.18,0.22,23.8,40.7,-17.0,-0.72,-0.45
FRA-Ligue 1,2223,Angers,Ibrahim Amadou,FRA,"DF,MF",29,1993,7,424,61,12.4,4.7,4,90,4,3,21,4,0.14,5,9,-4,-0.85,0.47,5.9,9.8,-3.9,-0.83,-0.32
FRA-Ligue 1,2223,Angers,Ibrahima Niane,SEN,FW,23,1999,16,1136,71,33.2,12.6,15,74,4,1,27,0,0.63,11,26,-15,-1.19,0.11,11.4,22.0,-10.6,-0.84,-0.43
FRA-Ligue 1,2223,Angers,Ilyes Cheti,ALG,DF,27,1995,6,207,35,6.1,2.3,2,55,0,4,24,13,0.5,1,7,-6,-2.61,-1.43,3.2,5.3,-2.2,-0.94,-0.42
FRA-Ligue 1,2223,Angers,Jason Mbock,FRA,"MF,FW",22,1999,2,25,13,0.7,0.3,0,,0,2,13,4,0.0,0,2,-2,-7.2,-5.98,0.3,0.6,-0.3,-1.11,-0.56
FRA-Ligue 1,2223,Angers,Jean Mattéo Bahoya,FRA,"FW,MF",17,2005,10,270,27,7.9,3.0,2,66,0,8,17,10,0.4,3,5,-2,-0.67,0.65,5.0,4.6,0.5,0.16,0.76
FRA-Ligue 1,2223,Angers,Justin-Noël Kalumba,FRA,DF,17,2004,7,546,78,16.0,6.1,7,78,3,0,,0,0.57,8,14,-6,-0.99,0.33,5.7,12.2,-6.5,-1.07,-0.62
FRA-Ligue 1,2223,Angers,Lilian Raolisoa,FRA,"DF,MF",22,2000,7,173,25,5.1,1.9,0,,0,7,25,4,0.57,2,4,-2,-1.04,0.23,1.9,3.0,-1.1,-0.57,-0.02
FRA-Ligue 1,2223,Angers,Lois Diony,FRA,FW,29,1992,11,506,46,14.8,5.6,5,74,2,6,23,0,1.09,5,12,-7,-1.25,0.02,7.0,7.6,-0.5,-0.09,0.53
FRA-Ligue 1,2223,Angers,Marin Jakoliš,CRO,FW,25,1996,1,28,28,0.8,0.3,0,,0,1,28,1,1.0,0,0,0,0.0,1.27,0.7,0.4,0.3,1.02,1.58
FRA-Ligue 1,2223,Angers,Miha Blažič,SVN,DF,29,1993,24,1979,82,57.9,22.0,22,87,20,2,36,9,0.54,15,40,-25,-1.14,0.3,23.3,32.5,-9.3,-0.42,0.3
FRA-Ligue 1,2223,Angers,Nabil Bentaleb,ALG,MF,27,1994,30,2489,83,72.8,27.7,29,85,23,1,15,0,0.43,24,64,-40,-1.45,-0.67,26.8,47.4,-20.5,-0.74,-0.72
FRA-Ligue 1,2223,Angers,Ousmane Camara,MLI,DF,19,2003,9,521,58,15.2,5.8,6,73,3,3,28,15,0.0,5,20,-15,-2.59,-1.57,7.5,11.7,-4.2,-0.73,-0.22
FRA-Ligue 1,2223,Angers,Paul Bernardoni,FRA,GK,25,1997,27,2430,90,71.1,27.0,27,90,27,0,,11,0.3,21,62,-41,-1.52,-0.88,28.1,46.3,-18.2,-0.67,-0.44
FRA-Ligue 1,2223,Angers,Pierrick Capelle,FRA,"MF,DF",35,1987,26,1428,55,41.8,15.9,15,79,8,11,22,3,0.58,8,26,-18,-1.13,0.22,14.6,24.0,-9.4,-0.59,-0.08
FRA-Ligue 1,2223,Angers,Sada Thioub,SEN,"DF,FW",27,1995,27,1060,39,31.0,11.8,11,73,2,16,16,10,0.48,15,27,-12,-1.02,0.35,13.3,20.1,-6.8,-0.57,-0.04
FRA-Ligue 1,2223,Angers,Salim Akkal,FRA,MF,22,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
FRA-Ligue 1,2223,Angers,Sofiane Boufal,MAR,"FW,MF",28,1993,13,834,64,24.4,9.3,9,79,2,4,31,0,0.54,12,23,-11,-1.19,0.1,13.5,15.6,-2.1,-0.23,0.42
FRA-Ligue 1,2223,Angers,Souleyman Doumbia,CIV,"DF,FW",25,1996,24,1790,75,52.3,19.9,21,82,15,3,25,0,0.38,14,42,-28,-1.41,-0.3,22.6,29.4,-6.7,-0.34,0.44
FRA-Ligue 1,2223,Angers,Théo Borne,FRA,GK,20,2002,0,,,,,0,,0,0,,11,,,,,,,,,,,
FRA-Ligue 1,2223,Angers,Waniss Taibi,FRA,MF,20,2002,11,189,17,5.5,2.1,1,45,0,10,14,16,0.09,2,5,-3,-1.43,-0.18,2.3,3.3,-1.0,-0.46,0.09
FRA-Ligue 1,2223,Angers,Yacine Gaya,ALG,DF,17,2004,0,,,,,0,,0,0,,6,,,,,,,,,,,
FRA-Ligue 1,2223,Angers,Yahia Fofana,CIV,GK,21,2000,11,990,90,28.9,11.0,11,90,11,0,,16,0.91,12,19,-7,-0.64,0.88,12.8,15.4,-2.6,-0.23,0.44
FRA-Ligue 1,2223,Angers,Yan Valery,TUN,DF,23,1999,30,2497,83,73.0,27.7,30,83,22,0,,0,0.53,22,57,-35,-1.26,0.01,29.2,45.1,-15.9,-0.57,-0.1
FRA-Ligue 1,2223,Angers,Yassin Belkhdim,FRA,MF,20,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
FRA-Ligue 1,2223,Angers,Zinédine Ould Khaled,FRA,"MF,FW",22,2000,4,51,13,1.5,0.6,0,,0,4,13,5,0.5,0,2,-2,-3.53,-2.3,0.9,0.9,0.1,0.16,0.72
FRA-Ligue 1,2223,Auxerre,Akim Zedadka,ALG,DF,27,1995,20,1599,80,46.8,17.8,19,84,15,1,6,1,0.95,18,24,-6,-0.34,0.75,18.4,26.4,-8.0,-0.45,-0.06
FRA-Ligue 1,2223,Auxerre,Alexandre Coeff,FRA,DF,30,1992,7,586,84,17.1,6.5,6,90,6,1,46,6,0.86,6,14,-8,-1.23,-0.59,6.9,11.2,-4.4,-0.67,-0.31
FRA-Ligue 1,2223,Auxerre,Benoît Costil,FRA,GK,35,1987,19,1710,90,50.0,19.0,19,90,19,0,,0,0.68,16,41,-25,-1.32,-1.16,18.4,30.9,-12.5,-0.66,-0.48
FRA-Ligue 1,2223,Auxerre,Birama Touré,MLI,MF,30,1992,38,3400,89,99.4,37.8,38,89,34,0,,0,0.92,34,61,-27,-0.71,3.79,42.1,58.2,-16.1,-0.43,-1.65
FRA-Ligue 1,2223,Auxerre,Brayann Pereira,FRA,DF,19,2003,2,180,90,5.3,2.0,2,90,2,0,,7,0.0,2,6,-4,-2.0,-1.33,1.4,5.0,-3.6,-1.81,-1.47
FRA-Ligue 1,2223,Auxerre,Donovan Léon,GUF,GK,29,1992,2,180,90,5.3,2.0,2,90,2,0,,34,2.0,3,2,1,0.5,1.31,4.1,3.2,0.9,0.45,0.91
FRA-Ligue 1,2223,Auxerre,Dénys Bain,FRA,DF,29,1993,2,126,63,3.7,1.4,1,90,1,1,36,14,0.5,2,3,-1,-0.71,0.02,1.8,1.5,0.3,0.2,0.64
FRA-Ligue 1,2223,Auxerre,Gauthier Hein,FRA,"MF,FW",25,1996,35,1874,54,54.8,20.8,23,72,1,12,19,0,0.97,18,35,-17,-0.82,-0.18,21.0,32.1,-11.1,-0.53,-0.25
FRA-Ligue 1,2223,Auxerre,Gaëtan Charbonnier,FRA,"FW,MF",33,1988,6,254,42,7.4,2.8,3,72,1,3,13,0,0.83,3,9,-6,-2.13,-1.5,2.8,5.8,-3.0,-1.06,-0.7
FRA-Ligue 1,2223,Auxerre,Gaëtan Perrin,FRA,"MF,FW",26,1996,37,1391,38,40.7,15.5,15,60,0,22,22,0,0.92,15,25,-10,-0.65,0.15,17.1,26.2,-9.0,-0.59,-0.28
FRA-Ligue 1,2223,Auxerre,Gideon Mensah,GHA,DF,24,1998,26,2262,87,66.1,25.1,26,87,24,0,,2,0.77,18,45,-27,-1.07,-1.0,30.1,38.5,-8.4,-0.33,0.25
FRA-Ligue 1,2223,Auxerre,Hamza Sakhi,FRA,MF,26,1996,27,1658,61,48.5,18.4,18,83,8,9,19,7,0.63,16,40,-24,-1.3,-1.1,21.5,25.7,-4.1,-0.22,0.38
FRA-Ligue 1,2223,Auxerre,Han-Noah Massengo,FRA,MF,21,2001,14,1116,80,32.6,12.4,13,84,8,1,22,0,1.07,11,13,-2,-0.16,0.85,14.5,18.5,-4.0,-0.32,0.14
FRA-Ligue 1,2223,Auxerre,Ionuț Radu,ROU,GK,25,1997,17,1530,90,44.7,17.0,17,90,17,0,,0,1.06,16,20,-4,-0.24,0.91,20.3,24.6,-4.3,-0.25,0.3
FRA-Ligue 1,2223,Auxerre,Jubal,BRA,DF,28,1993,37,3217,87,94.1,35.7,35,90,35,2,34,1,0.95,35,58,-23,-0.64,1.57,40.3,55.0,-14.7,-0.41,0.11
FRA-Ligue 1,2223,Auxerre,Julian Jeanvier,GUI,DF,30,1992,22,1760,80,51.5,19.6,20,84,16,2,42,7,0.95,18,35,-17,-0.87,-0.27,20.2,30.6,-10.4,-0.53,-0.23
FRA-Ligue 1,2223,Auxerre,Kays Ruiz,FRA,MF,19,2002,1,62,62,1.8,0.7,1,62,0,0,,8,0.0,0,1,-1,-1.45,-0.73,0.1,2.2,-2.1,-2.98,-2.61
FRA-Ligue 1,2223,Auxerre,Kenji-Van Boto,MAD,DF,26,1996,2,180,90,5.3,2.0,2,90,2,0,,14,3.0,5,1,4,2.0,2.89,2.1,2.1,-0.1,-0.03,0.41
FRA-Ligue 1,2223,Auxerre,Kévin Danois,FRA,MF,18,2004,1,2,2,0.1,0.0,0,,0,1,2,12,3.0,0,0,0,0.0,0.74,0.0,0.0,0.0,0.0,0.42
FRA-Ligue 1,2223,Auxerre,Lassine Sinayoko,MLI,"MF,FW",22,1999,33,1570,48,45.9,17.4,16,75,3,17,21,4,0.67,15,30,-15,-0.86,-0.23,20.1,26.0,-5.9,-0.34,0.14
FRA-Ligue 1,2223,Auxerre,M'Baye Niang,SEN,FW,27,1994,30,1482,49,43.3,16.5,17,74,2,13,17,0,0.93,11,31,-20,-1.21,-0.84,19.2,27.6,-8.4,-0.51,-0.16
FRA-Ligue 1,2223,Auxerre,Mathias Autret,FRA,"MF,FW",31,1991,23,1290,56,37.7,14.3,16,72,0,7,19,12,0.83,15,26,-11,-0.77,-0.05,15.0,20.3,-5.3,-0.37,0.08
FRA-Ligue 1,2223,Auxerre,Matthis Abline,FRA,"FW,MF",19,2003,19,806,42,23.6,9.0,8,73,1,11,20,1,1.11,7,14,-7,-0.78,-0.06,11.7,13.3,-1.6,-0.18,0.31
FRA-Ligue 1,2223,Auxerre,Nuno da Costa,CPV,"FW,MF",31,1991,33,2003,61,58.6,22.3,23,73,1,10,33,0,0.85,23,32,-9,-0.4,0.8,24.2,29.0,-4.7,-0.21,0.49
FRA-Ligue 1,2223,Auxerre,Ousmane Camara,GUI,"FW,MF",20,2001,3,24,8,0.7,0.3,0,,0,3,8,1,0.0,0,0,0,0.0,0.74,1.2,0.0,1.1,4.09,4.54
FRA-Ligue 1,2223,Auxerre,Ousoumane Camara,FRA,MF,23,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,
FRA-Ligue 1,2223,Auxerre,Paul Joly,FRA,DF,22,2000,10,867,87,25.4,9.6,10,87,9,0,,6,0.9,9,20,-11,-1.14,-0.54,9.6,15.1,-5.5,-0.57,-0.21
FRA-Ligue 1,2223,Auxerre,Quentin Bernard,FRA,DF,33,1989,7,630,90,18.4,7.0,7,90,7,0,,10,0.86,8,12,-4,-0.57,0.2,6.0,10.7,-4.7,-0.67,-0.31
FRA-Ligue 1,2223,Auxerre,Raphaël Lipinski,FRA,MF,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
FRA-Ligue 1,2223,Auxerre,Rayan Raveloson,MAD,"DF,MF",25,1997,34,2431,72,71.1,27.0,27,88,23,7,10,2,1.0,22,40,-18,-0.67,0.24,30.7,44.4,-13.7,-0.51,-0.31
FRA-Ligue 1,2223,Auxerre,Rémy Dugimont,FRA,"FW,MF",36,1986,11,113,10,3.3,1.3,0,,0,11,10,11,0.82,5,2,3,2.39,3.23,3.8,2.8,1.0,0.76,1.22
FRA-Ligue 1,2223,Auxerre,Siriki Dembélé,CIV,"MF,FW",25,1996,12,372,31,10.9,4.1,4,59,0,8,17,3,1.33,3,4,-1,-0.24,0.56,6.0,7.5,-1.5,-0.36,0.07
FRA-Ligue 1,2223,Auxerre,Souleymane Touré,FRA,DF,19,2003,19,1588,84,46.4,17.6,18,88,15,1,13,0,1.0,15,22,-7,-0.4,0.63,23.5,26.3,-2.8,-0.16,0.48
FRA-Ligue 1,2223,Auxerre,Théo De Percin,MTQ,GK,21,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
FRA-Ligue 1,2223,Auxerre,Théo Pellenard,FRA,DF,28,1994,2,99,50,2.9,1.1,1,85,0,1,14,4,1.5,1,2,-1,-0.91,-0.18,0.6,2.8,-2.2,-1.96,-1.59
FRA-Ligue 1,2223,Auxerre,Vincenzo Cozzella,ITA,GK,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
FRA-Ligue 1,2223,Auxerre,Youssouf M'Changama,COM,MF,31,1990,26,1081,42,31.6,12.0,11,74,3,15,18,8,0.77,12,23,-11,-0.92,-0.26,13.3,20.2,-6.8,-0.57,-0.22
FRA-Ligue 1,2223,Brest,Achraf Dari,MAR,DF,23,1999,18,1317,73,38.5,14.6,15,83,12,3,24,15,0.72,20,30,-10,-0.68,-0.68,15.9,22.7,-6.8,-0.46,-0.21
FRA-Ligue 1,2223,Brest,Alberth Elis,HON,"MF,FW",26,1996,10,257,26,7.5,2.9,2,62,0,8,17,6,1.3,1,6,-5,-1.75,-1.61,3.6,6.1,-2.4,-0.85,-0.56
FRA-Ligue 1,2223,Brest,Axel Camblan,FRA,"FW,MF",18,2003,7,68,10,2.0,0.8,0,,0,7,10,9,0.86,1,0,1,1.32,1.62,0.7,1.0,-0.3,-0.4,-0.06
FRA-Ligue 1,2223,Brest,Bradley Locko,FRA,DF,20,2002,7,270,39,7.9,3.0,2,86,0,5,20,10,1.0,2,3,-1,-0.33,-0.08,2.8,5.2,-2.4,-0.79,-0.49
FRA-Ligue 1,2223,Brest,Brendan Chardonnet,FRA,DF,27,1994,30,2491,83,72.8,27.7,27,90,27,3,20,2,1.3,31,37,-6,-0.22,0.17,33.7,36.1,-2.4,-0.09,0.9
FRA-Ligue 1,2223,Brest,Christophe Hérelle,MTQ,DF,29,1992,16,1060,66,31.0,11.8,12,84,9,4,13,17,0.94,10,14,-4,-0.34,-0.11,10.8,21.5,-10.7,-0.91,-0.83
FRA-Ligue 1,2223,Brest,Franck Honorat,FRA,"FW,MF",25,1996,33,2535,77,74.1,28.2,29,84,16,4,28,0,1.24,33,34,-1,-0.04,0.88,32.5,41.9,-9.4,-0.33,0.0
FRA-Ligue 1,2223,Brest,Félix Lemaréchal,FRA,MF,18,2003,13,288,22,8.4,3.2,2,64,0,11,15,3,1.38,3,5,-2,-0.62,-0.4,3.2,4.2,-0.9,-0.29,0.05
FRA-Ligue 1,2223,Brest,Grégoire Coudert,FRA,GK,23,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,
FRA-Ligue 1,2223,Brest,Haris Belkebla,ALG,MF,28,1994,38,2656,70,77.7,29.5,30,84,20,8,18,0,1.16,31,43,-12,-0.41,-0.64,30.3,45.1,-14.8,-0.5,-0.75
FRA-Ligue 1,2223,Brest,Hianga Mananga Mbock,FRA,MF,22,1999,2,15,8,0.4,0.2,0,,0,2,8,2,2.0,0,0,0,0.0,0.26,0.3,0.1,0.2,1.03,1.37
FRA-Ligue 1,2223,Brest,Hugo Magnetti,FRA,MF,24,1998,32,1688,53,49.4,18.8,19,76,6,13,18,5,1.03,20,31,-11,-0.59,-0.64,19.5,28.6,-9.1,-0.48,-0.3
