,,,,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP
FRA-Ligue 1,2122,Angers,Stéphane Bahoken,CMR,FW,29,1992,12.2,157,218,72.0,2051,397,82,105,78.1,41,54,75.9,10,16,62.5,1,1.3,0.5,-0.3,8,10,4,1,15
FRA-Ligue 1,2122,Angers,Thomas Mangani,FRA,MF,34,1987,24.4,1165,1491,78.1,20956,6681,538,618,87.1,423,520,81.3,155,256,60.5,2,1.3,2.3,0.7,28,126,14,4,165
FRA-Ligue 1,2122,Angers,Vincent Manceau,FRA,DF,32,1989,26.2,1412,1607,87.9,28048,11724,490,521,94.0,727,789,92.1,190,265,71.7,0,0.3,0.3,-0.3,2,111,2,0,113
FRA-Ligue 1,2122,Angers,Waniss Taibi,FRA,"MF,FW",19,2002,1.5,55,72,76.4,734,132,36,44,81.8,15,20,75.0,1,3,33.3,0,0.0,0.0,0.0,0,2,0,0,1
FRA-Ligue 1,2122,Bordeaux,Abdel Jalil Medioub,ALG,DF,23,1997,6.9,231,287,80.5,4258,1609,82,96,85.4,121,137,88.3,22,47,46.8,0,0.0,0.0,0.0,0,11,0,0,12
FRA-Ligue 1,2122,Bordeaux,Alberth Elis,HON,"FW,MF",25,1996,15.7,185,309,59.9,2474,795,115,162,71.0,47,75,62.7,10,20,50.0,1,1.3,1.3,-0.3,15,16,7,3,27
FRA-Ligue 1,2122,Bordeaux,Amadou Traore,FRA,FW,19,2002,0.2,2,4,50.0,22,0,0,2,0.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
FRA-Ligue 1,2122,Bordeaux,Anel Ahmedhodžić,BIH,DF,22,1999,15.0,766,858,89.3,14146,4562,310,333,93.1,353,381,92.7,89,120,74.2,1,0.9,0.4,0.1,11,39,5,1,63
FRA-Ligue 1,2122,Bordeaux,Benoît Costil,FRA,GK,34,1987,25.0,632,905,69.8,19839,14847,79,79,100.0,259,264,98.1,290,556,52.2,0,0.0,0.0,0.0,1,8,1,0,2
FRA-Ligue 1,2122,Bordeaux,Danylo Ihnatenko,UKR,MF,24,1997,7.7,303,375,80.8,5880,1404,127,154,82.5,127,154,82.5,42,53,79.2,3,1.2,1.5,1.8,13,36,8,1,48
FRA-Ligue 1,2122,Bordeaux,Dilane Bakwa,FRA,"FW,MF",18,2002,0.5,7,14,50.0,107,23,2,5,40.0,2,4,50.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2122,Bordeaux,Enock Kwateng,FRA,DF,24,1997,22.2,995,1223,81.4,15874,6753,543,615,88.3,348,424,82.1,77,127,60.6,0,1.8,1.5,-1.8,17,85,22,13,106
FRA-Ligue 1,2122,Bordeaux,Fransérgio,BRA,MF,30,1990,14.0,379,533,71.1,7089,1936,157,208,75.5,146,185,78.9,59,96,61.5,1,0.4,0.2,0.6,8,46,2,0,46
FRA-Ligue 1,2122,Bordeaux,Gaëtan Poussin,FRA,GK,22,1999,13.0,346,484,71.5,9602,7196,67,71,94.4,153,154,99.4,124,257,48.2,0,0.0,0.0,0.0,0,1,0,0,0
FRA-Ligue 1,2122,Bordeaux,Gideon Mensah,GHA,DF,23,1998,13.4,638,790,80.8,10150,3259,322,356,90.4,266,328,81.1,32,59,54.2,2,1.8,1.9,0.2,16,39,15,10,62
FRA-Ligue 1,2122,Bordeaux,Hwang Ui-jo,KOR,FW,28,1992,27.9,321,426,75.4,4763,658,183,217,84.3,109,132,82.6,16,37,43.2,2,1.4,1.0,0.6,13,7,8,5,20
FRA-Ligue 1,2122,Bordeaux,Issouf Sissokho,MLI,MF,19,2002,4.8,183,217,84.3,3088,552,85,92,92.4,81,92,88.0,16,20,80.0,0,0.3,0.5,-0.3,8,13,4,1,15
FRA-Ligue 1,2122,Bordeaux,Javairô Dilrosun,NED,"MF,FW",23,1998,19.2,445,602,73.9,7039,2176,231,276,83.7,139,186,74.7,46,80,57.5,6,3.2,2.9,2.8,31,43,18,4,76
FRA-Ligue 1,2122,Bordeaux,Jean Onana,CMR,MF,21,2000,20.4,863,1079,80.0,15507,3895,397,456,87.1,309,369,83.7,120,182,65.9,2,1.6,1.3,0.4,15,88,13,1,90
FRA-Ligue 1,2122,Bordeaux,Jimmy Briand,FRA,"FW,MF",35,1985,2.5,64,77,83.1,816,207,43,48,89.6,16,21,76.2,1,1,100.0,1,1.0,0.7,0.0,11,3,4,0,7
FRA-Ligue 1,2122,Bordeaux,Johaneko Louisjean,FRA,DF,17,2004,0.1,5,6,83.3,87,28,1,1,100.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0
FRA-Ligue 1,2122,Bordeaux,Josh Maja,NGA,FW,22,1998,0.1,4,5,80.0,51,12,3,3,100.0,1,2,50.0,0,0,,0,0.1,0.0,-0.1,1,0,1,0,1
FRA-Ligue 1,2122,Bordeaux,Josuha Guilavogui,FRA,"MF,DF",30,1990,14.8,676,827,81.7,13135,5141,261,298,87.6,301,352,85.5,100,147,68.0,1,0.8,0.8,0.2,13,80,8,2,76
FRA-Ligue 1,2122,Bordeaux,Junior Mwanga,FRA,DF,18,2003,1.0,44,54,81.5,807,233,11,15,73.3,30,31,96.8,2,5,40.0,0,0.0,0.0,0.0,0,2,0,0,4
FRA-Ligue 1,2122,Bordeaux,Laurent Koscielny,FRA,DF,35,1985,10.4,494,552,89.5,10681,4527,133,140,95.0,276,288,95.8,81,112,72.3,1,0.2,0.4,0.8,2,24,1,0,31
FRA-Ligue 1,2122,Bordeaux,Loris Benito,SUI,DF,29,1992,0.7,42,52,80.8,781,289,11,14,78.6,30,33,90.9,1,5,20.0,0,0.0,0.0,0.0,0,1,0,0,5
FRA-Ligue 1,2122,Bordeaux,M'Baye Niang,SEN,FW,26,1994,8.6,106,179,59.2,1643,208,62,88,70.5,33,57,57.9,8,12,66.7,1,1.7,1.0,-0.7,8,4,3,0,12
FRA-Ligue 1,2122,Bordeaux,Marcelo,BRA,DF,34,1987,10.0,560,674,83.1,12388,4281,145,169,85.8,306,336,91.1,105,158,66.5,0,0.2,0.4,-0.2,3,23,0,0,28
FRA-Ligue 1,2122,Bordeaux,Mehdi Zerkane,ALG,"MF,DF",22,1999,0.9,41,45,91.1,515,230,26,28,92.9,13,14,92.9,0,0,,0,0.1,0.0,-0.1,1,3,1,0,4
FRA-Ligue 1,2122,Bordeaux,Mexer,MOZ,DF,32,1988,13.6,579,692,83.7,12148,4418,172,191,90.1,322,352,91.5,81,134,60.4,0,0.0,0.1,0.0,0,21,1,0,22
FRA-Ligue 1,2122,Bordeaux,Otávio,BRA,MF,27,1994,12.7,635,718,88.4,11187,3083,285,305,93.4,258,289,89.3,72,90,80.0,0,0.1,0.5,-0.1,6,44,4,2,49
FRA-Ligue 1,2122,Bordeaux,Paul Baysse,FRA,"MF,DF",33,1988,0.1,2,4,50.0,47,12,0,1,0.0,1,1,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2122,Bordeaux,Remi Oudin,FRA,"MF,FW",24,1996,19.3,446,694,64.3,8161,2403,208,256,81.3,169,244,69.3,58,132,43.9,5,3.8,2.8,1.2,21,39,19,4,53
FRA-Ligue 1,2122,Bordeaux,Ricardo Mangas,POR,DF,23,1998,26.1,808,1057,76.4,13923,5183,358,424,84.4,350,443,79.0,74,120,61.7,1,0.6,1.5,0.4,16,47,14,1,89
FRA-Ligue 1,2122,Bordeaux,Rubén Pardo,ESP,MF,28,1992,0.1,1,1,100.0,11,9,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
FRA-Ligue 1,2122,Bordeaux,Samuel Kalu,NGA,"FW,MF",23,1997,3.6,90,120,75.0,1464,335,48,54,88.9,32,41,78.0,9,16,56.3,1,0.2,0.5,0.8,2,7,3,1,10
FRA-Ligue 1,2122,Bordeaux,Sekou Mara,FRA,"FW,MF",19,2002,10.1,129,193,66.8,1844,427,74,105,70.5,37,51,72.5,8,12,66.7,0,0.7,0.5,-0.7,7,11,5,1,15
FRA-Ligue 1,2122,Bordeaux,Stian Rode Gregersen,NOR,DF,26,1995,21.7,772,914,84.5,13659,5174,330,363,90.9,366,411,89.1,59,107,55.1,1,0.4,0.7,0.6,2,37,4,1,53
FRA-Ligue 1,2122,Bordeaux,Thibault Klidje,TOG,"MF,FW",20,2001,1.0,25,36,69.4,399,66,11,12,91.7,10,17,58.8,2,5,40.0,0,0.7,0.2,-0.7,4,1,3,0,4
FRA-Ligue 1,2122,Bordeaux,Timothee Pembele,FRA,DF,18,2002,15.7,434,609,71.3,6017,1964,267,327,81.7,142,202,70.3,12,26,46.2,1,3.1,1.5,-2.1,14,27,10,3,40
FRA-Ligue 1,2122,Bordeaux,Tom Lacoux,FRA,"DF,MF",19,2002,10.1,326,424,76.9,5320,1775,151,179,84.4,132,161,82.0,28,48,58.3,0,0.3,0.2,-0.3,3,16,0,0,27
FRA-Ligue 1,2122,Bordeaux,Toma Bašić,CRO,MF,24,1996,2.3,67,95,70.5,1318,354,27,30,90.0,29,40,72.5,11,23,47.8,1,0.4,0.4,0.6,5,6,1,1,9
FRA-Ligue 1,2122,Bordeaux,Yacine Adli,FRA,"MF,FW",21,2000,25.1,906,1251,72.4,17505,6047,410,480,85.4,310,407,76.2,157,279,56.3,7,5.7,4.3,1.3,59,122,36,4,164
FRA-Ligue 1,2122,Brest,Brendan Chardonnet,FRA,DF,26,1994,29.8,1044,1287,81.1,23958,10114,250,277,90.3,549,600,91.5,232,374,62.0,0,0.4,0.6,-0.4,9,97,3,0,83
FRA-Ligue 1,2122,Brest,Christophe Hérelle,MTQ,DF,28,1992,21.5,702,821,85.5,15661,5130,158,184,85.9,402,438,91.8,139,186,74.7,0,0.1,0.3,-0.1,3,51,2,1,59
FRA-Ligue 1,2122,Brest,Dénys Bain,FRA,DF,28,1993,2.0,79,84,94.0,1670,707,16,17,94.1,49,51,96.1,13,14,92.9,0,0.0,0.0,0.0,0,3,0,0,8
FRA-Ligue 1,2122,Brest,Franck Honorat,FRA,"FW,MF",24,1996,32.2,829,1225,67.7,13982,4061,437,544,80.3,258,383,67.4,95,204,46.6,4,6.6,5.8,-2.6,59,49,48,22,84
FRA-Ligue 1,2122,Brest,Haris Belkebla,ALG,MF,27,1994,25.7,826,986,83.8,14445,4109,381,430,88.6,337,396,85.1,89,117,76.1,0,0.8,1.3,-0.8,15,71,11,4,98
FRA-Ligue 1,2122,Brest,Hianga Mananga Mbock,FRA,MF,21,1999,8.9,245,275,89.1,4207,987,109,122,89.3,112,120,93.3,18,23,78.3,0,0.0,0.2,0.0,1,30,4,0,35
FRA-Ligue 1,2122,Brest,Hugo Magnetti,FRA,MF,23,1998,16.3,574,684,83.9,10444,2437,228,256,89.1,247,273,90.5,73,105,69.5,1,0.8,0.7,0.2,7,60,8,1,68
FRA-Ligue 1,2122,Brest,Irvin Cardona,MLT,"FW,MF",23,1997,14.8,209,324,64.5,2936,715,129,167,77.2,52,72,72.2,14,45,31.1,2,1.7,1.6,0.3,15,10,6,2,18
FRA-Ligue 1,2122,Brest,Jean-Kevin Duverne,HAI,DF,24,1997,33.4,1326,1782,74.4,24090,10768,624,743,84.0,504,661,76.2,171,306,55.9,3,2.2,1.9,0.8,25,151,27,17,169
FRA-Ligue 1,2122,Brest,Jere Uronen,FIN,DF,27,1994,9.8,355,458,77.5,5890,2204,183,204,89.7,136,176,77.3,28,55,50.9,0,0.1,0.4,-0.1,2,32,8,3,30
FRA-Ligue 1,2122,Brest,Julien Faussurier,FRA,"MF,DF",34,1987,5.4,197,275,71.6,3563,1269,104,123,84.6,60,85,70.6,29,50,58.0,1,0.8,1.2,0.2,13,11,12,9,22
FRA-Ligue 1,2122,Brest,Jérémy Le Douaron,FRA,"FW,MF",23,1998,16.1,194,300,64.7,2411,470,134,165,81.2,40,80,50.0,5,15,33.3,3,2.6,0.9,0.4,15,9,8,4,18
FRA-Ligue 1,2122,Brest,Lilian Brassier,FRA,DF,21,1999,25.1,1012,1273,79.5,21613,8622,296,343,86.3,534,607,88.0,169,287,58.9,0,0.6,0.4,-0.6,8,91,9,1,86
FRA-Ligue 1,2122,Brest,Lucien Agoume,FRA,MF,19,2002,20.8,836,996,83.9,15009,4513,371,417,89.0,328,377,87.0,112,141,79.4,0,0.7,0.6,-0.7,13,86,8,0,116
FRA-Ligue 1,2122,Brest,Marco Bizot,NED,GK,30,1991,38.0,851,1207,70.5,29158,23011,86,86,100.0,371,376,98.7,393,742,53.0,1,0.1,0.1,0.9,2,22,0,0,0
FRA-Ligue 1,2122,Brest,Martin Satriano,URU,FW,20,2001,10.4,124,177,70.1,1835,340,68,91,74.7,37,50,74.0,9,15,60.0,0,0.1,0.1,-0.1,2,5,1,0,7
FRA-Ligue 1,2122,Brest,Paul Lasne,FRA,MF,32,1989,9.4,345,416,82.9,6011,1702,162,184,88.0,135,155,87.1,38,54,70.4,1,1.1,0.8,-0.1,8,26,6,2,34
FRA-Ligue 1,2122,Brest,Rafiki Said,COM,"MF,FW",21,2000,1.4,42,57,73.7,650,173,27,35,77.1,10,12,83.3,3,5,60.0,0,0.1,0.2,-0.1,2,3,2,1,4
FRA-Ligue 1,2122,Brest,Romain Del Castillo,FRA,"MF,FW",25,1996,10.8,312,434,71.9,4633,1377,186,219,84.9,92,129,71.3,24,54,44.4,6,1.3,1.8,4.7,15,30,11,4,45
FRA-Ligue 1,2122,Brest,Romain Faivre,FRA,MF,23,1998,19.9,656,862,76.1,10545,3564,333,395,84.3,218,272,80.1,69,126,54.8,5,2.8,3.5,2.2,38,68,26,5,118
FRA-Ligue 1,2122,Brest,Romain Philippoteaux,FRA,MF,33,1988,0.3,6,7,85.7,88,19,4,4,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,2
FRA-Ligue 1,2122,Brest,Ronaël Pierre-Gabriel,FRA,DF,23,1998,28.3,1198,1428,83.9,18255,7192,633,706,89.7,443,508,87.2,69,113,61.1,1,1.7,2.3,-0.7,15,102,21,9,138
FRA-Ligue 1,2122,Brest,Steve Mounié,BEN,FW,26,1994,25.7,429,723,59.3,5739,1547,265,402,65.9,121,221,54.8,14,25,56.0,2,1.2,1.2,0.8,18,47,14,1,65
FRA-Ligue 1,2122,Brest,Youcef Belaïli,ALG,"MF,FW",29,1992,9.2,271,390,69.5,5100,1639,123,148,83.1,88,119,73.9,46,85,54.1,2,2.8,2.3,-0.8,18,31,17,2,42
FRA-Ligue 1,2122,Brest,Youssouph Badji,SEN,"FW,MF",19,2001,1.5,22,35,62.9,210,44,18,28,64.3,1,3,33.3,0,0,,0,0.1,0.2,-0.1,2,2,0,0,0
FRA-Ligue 1,2122,Clermont Foot,Aboubakar Sidibé,FRA,DF,25,1996,0.1,4,5,80.0,36,5,4,4,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2122,Clermont Foot,Akim Zedadka,ALG,DF,26,1995,37.1,1688,2101,80.3,25232,8942,967,1091,88.6,556,687,80.9,104,176,59.1,3,3.6,5.0,-0.6,45,91,55,37,142
FRA-Ligue 1,2122,Clermont Foot,Alidu Seidu,GHA,DF,21,2000,15.7,560,648,86.4,9565,2717,259,286,90.6,233,258,90.3,47,72,65.3,0,0.2,0.2,-0.2,6,20,1,0,30
FRA-Ligue 1,2122,Clermont Foot,Arial Mendy,SEN,"DF,FW",26,1994,8.8,315,404,78.0,4937,1506,170,189,89.9,108,137,78.8,26,45,57.8,0,1.7,1.5,-1.7,9,20,7,5,26
FRA-Ligue 1,2122,Clermont Foot,Arthur Desmas,FRA,GK,27,1994,14.5,299,414,72.2,6524,4557,109,109,100.0,122,128,95.3,63,172,36.6,0,0.0,0.0,0.0,0,5,0,0,1
FRA-Ligue 1,2122,Clermont Foot,Cédric Hountondji,BEN,DF,27,1994,22.6,836,988,84.6,13868,5156,414,459,90.2,347,393,88.3,55,100,55.0,0,0.0,0.1,0.0,1,24,1,0,43
FRA-Ligue 1,2122,Clermont Foot,Elba Rashani,KVX,"FW,MF",28,1993,19.5,428,583,73.4,5640,1266,255,317,80.4,136,177,76.8,12,25,48.0,3,2.2,2.5,0.8,15,25,10,5,46
FRA-Ligue 1,2122,Clermont Foot,Florent Ogier,FRA,DF,32,1989,27.0,1264,1516,83.4,24045,11081,487,543,89.7,589,674,87.4,166,264,62.9,0,0.2,0.4,-0.2,2,72,2,0,80
FRA-Ligue 1,2122,Clermont Foot,Grejohn Kyei,FRA,FW,25,1995,4.4,65,94,69.1,893,218,42,57,73.7,14,18,77.8,5,10,50.0,1,1.1,0.5,-0.1,11,5,2,0,7
FRA-Ligue 1,2122,Clermont Foot,Jason Berthomier,FRA,MF,31,1990,19.2,1158,1427,81.1,18350,4969,642,700,91.7,368,436,84.4,104,214,48.6,5,3.9,4.7,1.1,46,103,20,6,134
FRA-Ligue 1,2122,Clermont Foot,Jean-Claude Billong,CMR,DF,27,1993,10.9,417,490,85.1,8059,2765,131,146,89.7,233,251,92.8,42,70,60.0,0,0.1,0.1,-0.1,1,12,1,1,21
FRA-Ligue 1,2122,Clermont Foot,Jim Allevinah,GAB,FW,26,1995,16.5,416,545,76.3,6103,1306,245,287,85.4,123,164,75.0,29,44,65.9,2,1.9,1.4,0.1,15,44,10,2,56
FRA-Ligue 1,2122,Clermont Foot,Jodel Dossou,BEN,FW,29,1992,22.3,401,576,69.6,5416,1594,252,301,83.7,101,158,63.9,19,34,55.9,1,2.2,2.8,-1.2,22,45,25,10,75
FRA-Ligue 1,2122,Clermont Foot,Johan Gastien,FRA,MF,33,1988,30.5,2160,2635,82.0,44870,16624,780,895,87.2,919,1032,89.1,413,598,69.1,1,1.8,2.6,-0.8,25,233,22,5,227
FRA-Ligue 1,2122,Clermont Foot,Jonathan Iglesias,URU,MF,32,1988,6.4,320,362,88.4,4724,1218,188,206,91.3,106,113,93.8,16,25,64.0,0,0.3,0.3,-0.3,4,11,2,0,12
FRA-Ligue 1,2122,Clermont Foot,Jordan Tell,GLP,FW,24,1997,3.2,75,89,84.3,1121,183,43,48,89.6,27,30,90.0,4,4,100.0,1,1.3,0.1,-0.3,5,6,1,0,4
FRA-Ligue 1,2122,Clermont Foot,Josué Albert,GUF,DF,29,1992,0.2,5,6,83.3,62,35,3,3,100.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2122,Clermont Foot,Jérôme Phojo,FRA,DF,28,1993,0.1,3,4,75.0,31,21,3,4,75.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2122,Clermont Foot,Lucas Da Cunha,FRA,"FW,MF",20,2001,9.3,267,330,80.9,4200,1132,142,166,85.5,76,92,82.6,27,42,64.3,0,0.8,1.4,-0.8,13,26,7,3,30
FRA-Ligue 1,2122,Clermont Foot,Mohamed Lamine Bayo,GUI,FW,23,1998,26.8,388,542,71.6,5427,1020,219,291,75.3,124,159,78.0,17,24,70.8,5,4.1,2.5,0.9,31,31,14,1,55
FRA-Ligue 1,2122,Clermont Foot,Oriol Busquets,ESP,MF,22,1999,2.2,110,124,88.7,1860,580,61,68,89.7,30,35,85.7,15,17,88.2,0,0.0,0.0,0.0,0,10,0,0,10
FRA-Ligue 1,2122,Clermont Foot,Ouparine Djoco,GNB,GK,23,1998,23.5,498,738,67.5,13010,9504,113,113,100.0,216,225,96.0,148,378,39.2,0,0.0,0.0,0.0,0,3,0,0,0
FRA-Ligue 1,2122,Clermont Foot,Pierre-Yves Hamel,FRA,FW,27,1994,5.8,71,99,71.7,907,122,51,63,81.0,18,25,72.0,1,2,50.0,0,0.2,0.2,-0.2,3,5,2,0,10
FRA-Ligue 1,2122,Clermont Foot,Salis Abdul Samed,GHA,MF,21,2000,27.4,1535,1701,90.2,25518,5456,748,805,92.9,655,699,93.7,108,129,83.7,0,0.9,0.8,-0.9,17,87,13,1,108
FRA-Ligue 1,2122,Clermont Foot,Saîf-Eddine Khaoui,TUN,"MF,FW",26,1995,10.3,276,381,72.4,4070,1319,152,177,85.9,77,109,70.6,25,56,44.6,0,0.9,1.1,-0.9,14,22,4,1,31
FRA-Ligue 1,2122,Clermont Foot,Vital N'Simba,COD,DF,28,1993,31.0,1415,1836,77.1,22439,10344,775,875,88.6,513,662,77.5,93,199,46.7,3,4.6,4.0,-1.6,33,100,49,23,142
FRA-Ligue 1,2122,Clermont Foot,Yadaly Diaby,GUI,"FW,MF",20,2000,0.7,12,18,66.7,132,18,9,13,69.2,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
FRA-Ligue 1,2122,Clermont Foot,Yohann Magnin,FRA,"MF,DF",24,1997,19.1,727,904,80.4,11703,3387,374,429,87.2,265,305,86.9,59,104,56.7,0,0.6,0.9,-0.6,8,65,15,2,79
FRA-Ligue 1,2122,Lens,Arnaud Kalimuendo,FRA,FW,19,2002,23.9,404,483,83.6,5378,606,233,264,88.3,129,148,87.2,11,17,64.7,0,1.6,1.3,-1.6,21,11,16,2,30
FRA-Ligue 1,2122,Lens,Brayann Pereira,FRA,"DF,MF",18,2003,0.2,14,17,82.4,229,34,6,6,100.0,8,9,88.9,0,0,,0,0.1,0.0,-0.1,1,1,1,1,0
FRA-Ligue 1,2122,Lens,Charles Boli,FRA,"MF,DF",22,1998,0.4,16,20,80.0,254,40,9,10,90.0,6,6,100.0,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,2
FRA-Ligue 1,2122,Lens,Cheick Doucouré,MLI,MF,21,2000,32.7,1656,1904,87.0,27773,8109,750,832,90.1,719,803,89.5,127,162,78.4,4,3.6,2.9,0.4,41,212,23,0,266
