,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
ESP-La Liga,2324,Alavés,Gaizka García,ESP,GK,18,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,
ESP-La Liga,2324,Alavés,George Gagua,GEO,FW,21,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
ESP-La Liga,2324,Alavés,Giuliano Simeone,ARG,FW,20,2002,14,630,45,18.4,7.0,6,84,1,8,16,6,1.5,9,5,4,0.57,1.02,10.9,6.0,4.9,0.7,0.81
ESP-La Liga,2324,Alavés,Ianis Hagi,ROU,"MF,FW",24,1998,22,804,37,23.5,8.9,8,69,1,14,18,13,0.82,4,13,-9,-1.01,-0.97,11.9,11.0,0.9,0.11,0.09
ESP-La Liga,2324,Alavés,Javi López,ESP,DF,21,2002,32,2386,75,69.8,26.5,25,88,20,7,28,5,1.31,29,28,1,0.04,1.0,34.4,29.1,5.3,0.2,0.53
ESP-La Liga,2324,Alavés,Jesús Owono,EQG,GK,22,2001,4,360,90,10.5,4.0,4,90,4,0,,31,1.25,4,8,-4,-1.0,-0.82,6.6,5.6,1.1,0.27,0.25
ESP-La Liga,2324,Alavés,Joaquín Panichelli,ARG,"FW,MF",20,2002,8,226,28,6.6,2.5,2,73,0,6,13,8,1.0,3,4,-1,-0.4,-0.14,4.0,3.4,0.6,0.25,0.23
ESP-La Liga,2324,Alavés,Jon Guridi,ESP,MF,28,1995,36,2678,74,78.3,29.8,34,77,10,2,36,1,1.28,30,32,-2,-0.07,0.9,37.0,32.2,4.8,0.16,0.57
ESP-La Liga,2324,Alavés,Jon Karrikaburu,ESP,"MF,FW",20,2002,2,16,8,0.5,0.2,0,,0,2,8,13,0.0,0,1,-1,-5.63,-5.39,0.0,1.2,-1.1,-6.26,-6.33
ESP-La Liga,2324,Alavés,Joseda,ESP,DF,22,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,
ESP-La Liga,2324,Alavés,Kiké,ESP,"FW,MF",33,1989,33,1423,43,41.6,15.8,15,71,1,18,20,4,1.24,19,15,4,0.25,0.88,23.6,17.3,6.4,0.4,0.62
ESP-La Liga,2324,Alavés,Luis Rioja,ESP,"FW,MF",29,1993,37,2498,68,73.0,27.8,31,78,5,6,11,1,1.22,25,36,-11,-0.4,-0.49,31.7,32.4,-0.7,-0.02,-0.24
ESP-La Liga,2324,Alavés,Mamadou Sylla,SEN,"FW,MF",29,1994,2,18,9,0.5,0.2,0,,0,2,9,0,1.5,0,1,-1,-5.0,-4.76,0.1,0.1,0.0,0.08,0.04
ESP-La Liga,2324,Alavés,Miguel,ESP,"FW,MF",23,1999,3,65,22,1.9,0.7,1,56,0,2,5,0,1.0,0,2,-2,-2.77,-2.55,0.3,1.0,-0.7,-0.94,-1.0
ESP-La Liga,2324,Alavés,Nahuel Tenaglia,ARG,DF,27,1996,25,1141,46,33.4,12.7,11,85,9,14,14,9,1.48,15,19,-4,-0.32,-0.08,16.1,16.8,-0.7,-0.05,-0.14
ESP-La Liga,2324,Alavés,Nikola Maraš,SRB,DF,27,1995,0,,,,,0,,0,0,,20,,,,,,,,,,,
ESP-La Liga,2324,Alavés,Rafa Marín,ESP,DF,21,2002,33,2443,74,71.4,27.1,27,87,26,6,15,3,1.18,23,36,-13,-0.48,-0.76,30.5,33.8,-3.3,-0.12,-0.56
ESP-La Liga,2324,Alavés,Rubén Duarte,ESP,DF,27,1995,28,1878,67,54.9,20.9,21,83,15,7,19,6,1.07,20,30,-10,-0.48,-0.48,25.9,25.8,0.1,0.01,-0.07
ESP-La Liga,2324,Alavés,Rubén Montero,ESP,GK,17,2005,0,,,,,0,,0,0,,5,,,,,,,,,,,
ESP-La Liga,2324,Alavés,Samu Omorodion,ESP,FW,19,2004,34,1918,56,56.1,21.3,21,78,3,13,21,1,1.15,15,28,-13,-0.61,-0.79,23.1,27.0,-3.9,-0.18,-0.51
ESP-La Liga,2324,Alavés,Selu Diallo,ESP,MF,19,2003,0,,,,,0,,0,0,,9,,,,,,,,,,,
ESP-La Liga,2324,Alavés,Tomás Mendes,ESP,MF,18,2004,1,6,6,0.2,0.1,0,,0,1,6,8,0.0,0,0,0,0.0,0.26,0.1,0.0,0.1,0.88,0.85
ESP-La Liga,2324,Alavés,Unai Ropero,ESP,MF,21,2001,1,5,5,0.1,0.1,0,,0,1,5,1,0.0,0,0,0,0.0,0.26,0.6,0.0,0.6,9.45,9.43
ESP-La Liga,2324,Alavés,Victor Parada,ESP,"FW,MF",21,2002,2,3,2,0.1,0.0,0,,0,2,2,8,3.0,0,0,0,0.0,0.26,0.0,0.1,-0.1,-3.6,-3.64
ESP-La Liga,2324,Alavés,Xeber,ESP,"FW,MF",26,1997,10,302,30,8.8,3.4,3,72,0,7,12,28,1.0,6,7,-1,-0.3,-0.04,6.4,5.8,0.6,0.19,0.16
ESP-La Liga,2324,Alavés,Álvaro García,ESP,DF,18,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
ESP-La Liga,2324,Almería,Adri Embarba,ESP,"FW,MF",31,1992,36,2476,69,72.4,27.5,29,79,12,7,28,2,0.58,25,52,-27,-0.98,-0.5,31.8,42.8,-10.9,-0.4,-0.21
ESP-La Liga,2324,Almería,Alejandro Pozo Pozo,ESP,"DF,MF",24,1999,21,976,46,28.5,10.8,9,82,4,12,20,15,0.43,8,24,-16,-1.48,-0.89,11.0,21.8,-10.8,-1.0,-0.92
ESP-La Liga,2324,Almería,Aleksandar Radovanović,SRB,DF,29,1993,9,569,63,16.6,6.3,8,70,4,1,9,3,1.22,10,10,0,0.0,1.01,7.4,9.3,-1.9,-0.29,0.05
ESP-La Liga,2324,Almería,Anthony Lozano,HON,FW,30,1993,13,772,59,22.6,8.6,10,70,1,3,26,2,0.69,10,11,-1,-0.12,0.94,9.9,11.6,-1.7,-0.19,0.19
ESP-La Liga,2324,Almería,Arnau Puigmal,ESP,"FW,DF",22,2001,11,255,23,7.5,2.8,3,58,0,8,10,8,0.27,4,4,0,0.0,0.91,4.3,6.4,-2.1,-0.76,-0.46
ESP-La Liga,2324,Almería,Arvin Appiah,ENG,MF,22,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
ESP-La Liga,2324,Almería,Bruno Iribarne,ESP,GK,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
ESP-La Liga,2324,Almería,Bruno Langa,MOZ,DF,25,1997,11,820,75,24.0,9.1,9,87,8,2,18,4,1.0,15,15,0,0.0,1.11,12.5,14.5,-2.0,-0.22,0.16
ESP-La Liga,2324,Almería,Chumi,ESP,DF,24,1999,31,2434,79,71.2,27.0,26,88,24,5,30,6,0.58,34,55,-21,-0.78,0.23,36.5,44.5,-8.0,-0.3,0.14
ESP-La Liga,2324,Almería,César Montes,MEX,DF,26,1997,21,1788,85,52.3,19.9,21,85,17,0,,7,0.57,17,40,-23,-1.16,-0.66,24.7,31.8,-7.1,-0.36,-0.04
ESP-La Liga,2324,Almería,Diego Mariño,ESP,GK,33,1990,1,90,90,2.6,1.0,1,90,1,0,,37,0.0,0,2,-2,-2.0,-1.19,1.4,2.1,-0.7,-0.68,-0.35
ESP-La Liga,2324,Almería,Dion Lopy,SEN,MF,21,2002,30,1916,64,56.0,21.3,23,78,12,7,17,5,0.37,20,44,-24,-1.13,-0.65,28.6,37.9,-9.3,-0.44,-0.22
ESP-La Liga,2324,Almería,Fernando,ESP,GK,33,1990,4,360,90,10.5,4.0,4,90,4,0,,34,1.0,11,10,1,0.25,1.22,4.6,6.3,-1.7,-0.42,-0.09
ESP-La Liga,2324,Almería,Gonzalo Melero,ESP,"MF,FW",29,1994,28,1103,39,32.3,12.3,10,70,3,18,22,3,0.64,17,27,-10,-0.82,0.04,20.5,20.3,0.2,0.02,0.52
ESP-La Liga,2324,Almería,Gui Guedes,POR,MF,21,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
ESP-La Liga,2324,Almería,Houboulang Mendes,GNB,DF,25,1998,7,396,57,11.6,4.4,4,79,2,3,27,6,0.0,4,11,-7,-1.59,-0.85,3.8,9.1,-5.3,-1.19,-0.97
ESP-La Liga,2324,Almería,Ibrahima Koné,MLI,FW,24,1999,9,277,31,8.1,3.1,2,65,0,7,21,6,0.67,5,11,-6,-1.95,-1.2,4.4,6.4,-2.1,-0.67,-0.36
ESP-La Liga,2324,Almería,Iddrisu Baba,GHA,MF,27,1996,25,1430,57,41.8,15.9,14,83,8,11,25,7,0.56,17,38,-21,-1.32,-0.82,18.0,29.5,-11.5,-0.72,-0.66
ESP-La Liga,2324,Almería,Jonathan Viera,ESP,MF,33,1989,12,912,76,26.7,10.1,12,76,2,0,,2,0.83,16,18,-2,-0.2,0.88,14.4,12.8,1.6,0.16,0.68
ESP-La Liga,2324,Almería,Kaiky,BRA,DF,19,2004,8,523,65,15.3,5.8,5,90,5,3,24,14,0.38,11,19,-8,-1.38,-0.63,9.5,11.8,-2.3,-0.39,-0.06
ESP-La Liga,2324,Almería,Largie Ramazani,BEL,"FW,MF",22,2001,29,1555,54,45.5,17.3,16,75,4,13,28,2,0.41,21,34,-13,-0.75,0.16,24.8,25.9,-1.1,-0.06,0.5
ESP-La Liga,2324,Almería,Lucas Robertone,ARG,MF,26,1997,33,2381,72,69.6,26.5,29,79,12,4,21,0,0.52,32,47,-15,-0.57,0.91,35.1,36.1,-1.0,-0.04,0.98
ESP-La Liga,2324,Almería,Luis Javier Suárez,COL,FW,25,1997,15,917,61,26.8,10.2,10,83,3,5,18,0,0.73,16,23,-7,-0.69,0.21,18.0,18.3,-0.3,-0.03,0.42
ESP-La Liga,2324,Almería,Luka Romero,ARG,FW,18,2004,13,438,34,12.8,4.9,5,57,0,8,19,4,0.54,7,7,0,0.0,0.97,4.8,8.8,-4.0,-0.82,-0.55
ESP-La Liga,2324,Almería,Luís Maximiano,POR,GK,24,1999,33,2970,90,86.8,33.0,33,90,33,0,,4,0.52,32,63,-31,-0.94,-0.74,42.7,53.2,-10.5,-0.32,0.15
ESP-La Liga,2324,Almería,Lázaro,BRA,"FW,MF",21,2002,14,285,20,8.3,3.2,2,54,0,12,15,9,0.21,1,10,-9,-2.84,-2.18,3.5,8.8,-5.3,-1.68,-1.46
ESP-La Liga,2324,Almería,Léo Baptistão,BRA,FW,30,1992,32,1837,57,53.7,20.4,22,75,8,10,19,1,0.59,22,39,-17,-0.83,0.02,25.2,30.3,-5.1,-0.24,0.21
ESP-La Liga,2324,Almería,Marc Pubill,ESP,DF,20,2003,23,1883,82,55.1,20.9,22,84,15,1,25,1,0.7,26,36,-10,-0.48,0.81,27.2,28.7,-1.5,-0.07,0.59
ESP-La Liga,2324,Almería,Marciano Tchami,GNB,"FW,MF",19,2004,6,43,7,1.3,0.5,0,,0,6,7,6,0.0,0,3,-3,-6.28,-5.51,0.2,1.4,-1.2,-2.5,-2.19
ESP-La Liga,2324,Almería,Marcos Peña,ESP,MF,18,2005,7,441,63,12.9,4.9,4,82,3,3,38,5,0.86,4,7,-3,-0.61,0.26,4.8,5.0,-0.3,-0.06,0.32
ESP-La Liga,2324,Almería,Marko Milovanović,SRB,"FW,MF",19,2003,11,308,28,9.0,3.4,2,57,0,9,22,14,0.55,3,7,-4,-1.17,-0.36,3.7,5.0,-1.3,-0.39,-0.05
ESP-La Liga,2324,Almería,Martin Šviderský,SVK,MF,20,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
ESP-La Liga,2324,Almería,Paco Sanz,ESP,DF,18,2004,1,24,24,0.7,0.3,0,,0,1,24,7,3.0,2,0,2,7.5,8.4,0.7,0.2,0.4,1.67,2.02
ESP-La Liga,2324,Almería,Rachad Fettal,MAR,FW,18,2005,1,17,17,0.5,0.2,0,,0,1,17,6,1.0,0,0,0,0.0,0.85,0.9,0.0,0.9,4.52,4.88
ESP-La Liga,2324,Almería,Sergio Akieme,ESP,DF,25,1997,19,1675,88,49.0,18.6,19,88,18,0,,1,0.32,17,36,-19,-1.02,-0.35,24.7,33.0,-8.3,-0.45,-0.22
ESP-La Liga,2324,Almería,Sergio Arribas,ESP,"MF,FW",21,2001,34,2047,60,59.9,22.7,22,76,4,12,31,4,0.5,28,41,-13,-0.57,0.67,29.8,35.9,-6.1,-0.27,0.18
ESP-La Liga,2324,Almería,Srđan Babić,SRB,DF,27,1996,1,90,90,2.6,1.0,1,90,1,0,,0,0.0,0,2,-2,-2.0,-1.19,1.4,2.1,-0.7,-0.68,-0.35
ESP-La Liga,2324,Almería,Álex Centelles,ESP,DF,25,1997,14,980,70,28.7,10.9,11,83,8,3,23,22,0.64,12,24,-12,-1.1,-0.36,11.8,16.7,-4.9,-0.45,-0.16
ESP-La Liga,2324,Almería,Édgar González,ESP,"DF,MF",26,1997,31,2522,81,73.7,28.0,30,83,23,1,45,1,0.58,25,52,-27,-0.96,-0.46,32.3,45.9,-13.6,-0.49,-0.56
ESP-La Liga,2324,Athletic Club,Adu Ares,ESP,FW,21,2001,12,265,22,7.7,2.9,2,61,0,10,14,24,1.17,3,3,0,0.0,-0.68,1.9,3.2,-1.3,-0.44,-0.8
ESP-La Liga,2324,Athletic Club,Aingeru Olabarrieta,ESP,FW,17,2005,1,9,9,0.3,0.1,0,,0,1,9,3,3.0,0,0,0,0.0,-0.63,0.1,0.2,-0.1,-1.33,-1.64
ESP-La Liga,2324,Athletic Club,Aitor Paredes,ESP,DF,23,2000,34,2704,80,79.1,30.0,31,84,24,3,35,2,1.76,47,27,20,0.67,0.16,41.5,29.8,11.7,0.39,0.42
ESP-La Liga,2324,Athletic Club,Alex Padilla,ESP,GK,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
ESP-La Liga,2324,Athletic Club,Ander Herrera,ESP,MF,33,1989,23,1030,45,30.1,11.4,10,75,3,13,22,6,1.78,17,10,7,0.61,-0.03,13.7,11.2,2.5,0.22,-0.11
ESP-La Liga,2324,Athletic Club,Asier Villalibre,ESP,FW,25,1997,18,513,29,15.0,5.7,4,55,0,14,21,20,1.72,9,7,2,0.35,-0.33,7.6,6.7,1.0,0.17,-0.15
ESP-La Liga,2324,Athletic Club,Beñat Prados,ESP,"MF,DF",22,2001,26,1449,56,42.4,16.1,16,79,5,10,19,12,1.65,26,15,11,0.68,0.09,21.5,19.2,2.3,0.14,-0.28
ESP-La Liga,2324,Athletic Club,Dani García,ESP,MF,33,1990,17,745,44,21.8,8.3,7,81,3,10,18,11,1.71,7,11,-4,-0.48,-1.43,8.0,13.1,-5.1,-0.62,-1.18
ESP-La Liga,2324,Athletic Club,Daniel Vivian,ESP,DF,24,1999,33,2878,87,84.2,32.0,31,89,29,2,56,2,1.82,54,34,20,0.63,-0.04,48.5,33.3,15.2,0.48,1.11
ESP-La Liga,2324,Athletic Club,Gorka Guruzeta,ESP,FW,26,1996,32,2217,69,64.8,24.6,30,72,4,2,33,1,1.78,43,20,23,0.93,0.86,36.6,22.0,14.6,0.59,0.83
ESP-La Liga,2324,Athletic Club,Hugo Rincón,ESP,"DF,MF",20,2003,0,,,,,0,,0,0,,11,,,,,,,,,,,
ESP-La Liga,2324,Athletic Club,Iker Muniain,ESP,"MF,FW",30,1992,20,594,30,17.4,6.6,5,61,0,15,19,15,1.8,12,14,-2,-0.3,-1.13,10.7,8.7,2.0,0.31,0.01
ESP-La Liga,2324,Athletic Club,Imanol,ESP,DF,23,2000,9,525,58,15.4,5.8,5,84,3,4,27,26,1.56,10,7,3,0.51,-0.14,7.5,7.6,-0.1,-0.02,-0.38
ESP-La Liga,2324,Athletic Club,Iñaki Williams,GHA,FW,29,1994,34,2844,84,83.2,31.6,32,87,19,2,37,0,1.74,52,31,21,0.66,0.2,45.7,32.7,13.0,0.41,0.65
ESP-La Liga,2324,Athletic Club,Iñigo Lekue,ESP,DF,30,1993,27,2002,74,58.5,22.2,22,83,18,5,35,9,1.89,34,23,11,0.49,-0.33,31.5,25.8,5.6,0.25,-0.11
ESP-La Liga,2324,Athletic Club,Iñigo Ruiz de Galarreta,ESP,MF,29,1993,29,2091,72,61.1,23.2,25,79,9,4,27,0,1.79,44,19,25,1.08,1.14,36.3,22.9,13.4,0.58,0.71
ESP-La Liga,2324,Athletic Club,Javi Martón,ESP,FW,24,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,
ESP-La Liga,2324,Athletic Club,Julen Agirrezabala,ESP,GK,22,2000,4,238,60,7.0,2.6,2,90,2,2,29,34,1.5,3,4,-1,-0.38,-1.09,2.6,2.8,-0.2,-0.08,-0.41
ESP-La Liga,2324,Athletic Club,Mikel Jauregizar,ESP,MF,19,2003,7,151,22,4.4,1.7,1,45,0,6,18,8,2.71,2,0,2,1.19,0.59,1.0,4.1,-3.1,-1.86,-2.26
ESP-La Liga,2324,Athletic Club,Mikel Vesga,ESP,MF,30,1993,27,1534,57,44.9,17.0,18,75,8,9,20,6,1.78,26,18,8,0.47,-0.29,25.0,21.5,3.6,0.21,-0.16
ESP-La Liga,2324,Athletic Club,Nico Williams,ESP,FW,21,2002,31,2263,73,66.2,25.1,29,76,7,2,23,0,1.9,44,23,21,0.84,0.6,38.6,25.9,12.8,0.51,0.61
ESP-La Liga,2324,Athletic Club,Oihan Sancet,ESP,MF,23,2000,30,1975,66,57.7,21.9,25,73,3,5,31,1,1.73,36,17,19,0.87,0.55,32.1,21.7,10.4,0.47,0.41
ESP-La Liga,2324,Athletic Club,Peru Nolaskoain,ESP,"DF,MF",24,1998,2,10,5,0.3,0.1,0,,0,2,5,12,2.0,0,0,0,0.0,-0.63,0.0,0.1,-0.1,-0.98,-1.28
ESP-La Liga,2324,Athletic Club,Raúl García,ESP,"FW,MF",37,1986,20,420,21,12.3,4.7,1,81,0,19,18,17,1.8,8,3,5,1.07,0.5,7.0,6.7,0.3,0.06,-0.27
ESP-La Liga,2324,Athletic Club,Unai Eguíluz,ESP,DF,21,2002,0,,,,,0,,0,0,,9,,,,,,,,,,,
ESP-La Liga,2324,Athletic Club,Unai Gómez,ESP,MF,20,2003,25,875,35,25.6,9.7,9,64,1,16,19,12,1.92,17,11,6,0.62,-0.02,12.2,9.4,2.8,0.28,-0.02
ESP-La Liga,2324,Athletic Club,Unai Simón,ESP,GK,26,1997,36,3182,88,93.0,35.4,36,88,34,0,,1,1.81,58,33,25,0.71,1.09,50.1,38.4,11.6,0.33,0.41
ESP-La Liga,2324,Athletic Club,Yeray Álvarez,ESP,DF,28,1995,19,1152,61,33.7,12.8,14,72,8,5,30,3,1.84,19,12,7,0.55,-0.13,13.8,12.5,1.2,0.1,-0.31
ESP-La Liga,2324,Athletic Club,Yuri Berchiche,ESP,DF,33,1990,27,1930,71,56.4,21.4,22,81,16,5,28,0,1.85,33,16,17,0.79,0.37,30.4,18.5,11.9,0.55,0.58
ESP-La Liga,2324,Athletic Club,Álex Berenguer,ESP,FW,28,1995,35,1592,45,46.5,17.7,15,79,8,20,20,1,1.74,19,19,0,0.0,-1.18,19.2,17.1,2.1,0.12,-0.34
ESP-La Liga,2324,Athletic Club,Óscar de Marcos,ESP,DF,34,1989,28,2258,81,66.0,25.1,26,84,21,2,36,4,1.75,46,27,19,0.76,0.37,35.9,31.1,4.8,0.19,-0.32
ESP-La Liga,2324,Atlético Madrid,Abdellah Raihani,MAR,FW,19,2004,1,10,10,0.3,0.1,0,,0,1,10,0,0.0,0,1,-1,-9.0,-9.74,0.1,0.0,0.1,0.61,0.01
ESP-La Liga,2324,Atlético Madrid,Adrian Niño,ESP,FW,19,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
ESP-La Liga,2324,Atlético Madrid,Aitor Gismera,ESP,MF,19,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
ESP-La Liga,2324,Atlético Madrid,Antoine Griezmann,FRA,"FW,MF",32,1991,33,2644,80,77.3,29.4,31,83,19,2,39,1,2.0,52,33,19,0.65,-0.28,48.2,33.6,14.6,0.5,-0.47
ESP-La Liga,2324,Atlético Madrid,Antonio Gomis,ESP,GK,20,2003,0,,,,,0,,0,0,,38,,,,,,,,,,,
ESP-La Liga,2324,Atlético Madrid,Arthur Vermeeren,BEL,MF,18,2005,5,162,32,4.7,1.8,2,51,0,3,20,13,1.8,3,2,1,0.56,-0.16,2.8,1.3,1.5,0.83,0.23
ESP-La Liga,2324,Atlético Madrid,Axel Witsel,BEL,DF,34,1989,35,2783,80,81.4,30.9,30,87,27,5,32,1,2.09,52,31,21,0.68,-0.17,47.6,34.0,13.6,0.44,-0.89
ESP-La Liga,2324,Atlético Madrid,César Azpilicueta,ESP,DF,33,1989,25,1423,57,41.6,15.8,14,81,6,11,26,4,2.12,24,16,8,0.51,-0.35,24.3,15.1,9.2,0.58,-0.04
ESP-La Liga,2324,Atlético Madrid,Gabriel Paulista,BRA,DF,32,1990,5,405,81,11.8,4.5,5,81,4,0,,9,0.8,4,7,-3,-0.67,-1.56,7.9,3.6,4.2,0.94,0.38
ESP-La Liga,2324,Atlético Madrid,Horaţiu Moldovan,ROU,GK,25,1998,0,,,,,0,,0,0,,18,,,,,,,,,,,
ESP-La Liga,2324,Atlético Madrid,Ilias Kostis,GRE,DF,20,2003,0,,,,,0,,0,0,,7,,,,,,,,,,,
ESP-La Liga,2324,Atlético Madrid,Ivo Grbić,CRO,GK,27,1996,0,,,,,0,,0,0,,18,,,,,,,,,,,
ESP-La Liga,2324,Atlético Madrid,Jan Oblak,SVN,GK,30,1993,38,3420,90,100.0,38.0,38,90,38,0,,0,2.0,70,43,27,0.71,,62.4,39.5,23.0,0.6,
ESP-La Liga,2324,Atlético Madrid,Javi Galán,ESP,DF,28,1994,5,88,18,2.6,1.0,0,,0,5,18,15,1.8,2,1,1,1.02,0.32,2.3,0.3,1.9,1.94,1.37
ESP-La Liga,2324,Atlético Madrid,José María Giménez,URU,DF,28,1995,22,1326,60,38.8,14.7,14,82,10,8,22,2,2.18,31,15,16,1.09,0.61,25.4,13.9,11.5,0.78,0.29
ESP-La Liga,2324,Atlético Madrid,João Félix,POR,"FW,MF",23,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
ESP-La Liga,2324,Atlético Madrid,Koke,ESP,MF,31,1992,35,2493,71,72.9,27.7,32,76,18,3,23,0,2.06,51,33,18,0.65,-0.22,48.0,30.3,17.7,0.64,0.13
ESP-La Liga,2324,Atlético Madrid,Marco Moreno,ESP,DF,22,2001,0,,,,,0,,0,0,,6,,,,,,,,,,,
ESP-La Liga,2324,Atlético Madrid,Marcos Llorente,ESP,"MF,DF",28,1995,37,2565,69,75.0,28.5,29,79,17,8,34,0,2.05,50,33,17,0.6,-0.46,43.3,30.3,13.1,0.46,-0.59
ESP-La Liga,2324,Atlético Madrid,Mario Hermoso,ESP,DF,28,1995,31,2557,82,74.8,28.4,29,87,26,2,16,4,1.94,55,34,21,0.74,0.11,47.4,32.5,14.9,0.52,-0.32
ESP-La Liga,2324,Atlético Madrid,Memphis,NED,FW,29,1994,23,893,39,26.1,9.9,9,61,1,14,25,3,1.74,16,14,2,0.2,-0.69,15.7,9.6,6.1,0.61,0.01
ESP-La Liga,2324,Atlético Madrid,Nahuel Molina,ARG,DF,25,1998,30,1852,62,54.2,20.6,19,76,8,11,38,2,1.9,39,21,18,0.87,0.36,34.4,21.0,13.4,0.65,0.11
ESP-La Liga,2324,Atlético Madrid,Pablo Barrios,ESP,MF,20,2003,24,1555,65,45.5,17.3,17,77,8,7,35,0,2.13,32,17,15,0.87,0.29,29.0,12.7,16.3,0.95,0.62
ESP-La Liga,2324,Atlético Madrid,Rayane Belaid,ESP,DF,18,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
ESP-La Liga,2324,Atlético Madrid,Reinildo Mandava,MOZ,DF,29,1994,16,731,46,21.4,8.1,7,84,6,9,16,8,2.13,17,11,6,0.74,0.04,14.4,6.3,8.1,1.0,0.5
ESP-La Liga,2324,Atlético Madrid,Rodrigo De Paul,ARG,MF,29,1994,34,2075,61,60.7,23.1,25,71,5,9,32,0,1.97,41,26,15,0.65,-0.15,37.0,25.0,12.0,0.52,-0.21
ESP-La Liga,2324,Atlético Madrid,Rodrigo Riquelme,ESP,"DF,MF",23,2000,34,1528,45,44.7,17.0,17,64,4,17,26,4,1.97,27,26,1,0.06,-1.18,26.1,19.6,6.4,0.38,-0.41
