,,,,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP
ITA-Serie A,2324,Atalanta,Sead Kolašinac,BIH,DF,30,1993,24.2,1077,1278,84.3,16702,6039,583,638,91.4,433,494,87.7,41,86,47.7,0,1.1,0.6,-1.1,8,79,7,2,94
ITA-Serie A,2324,Atalanta,Teun Koopmeiners,NED,MF,25,1998,29.2,1092,1419,77.0,18824,6491,505,590,85.6,442,531,83.2,107,201,53.2,5,5.9,5.4,-0.9,60,126,45,17,169
ITA-Serie A,2324,Atalanta,Éderson,BRA,MF,24,1999,31.9,1390,1662,83.6,25167,8622,549,632,86.9,685,756,90.6,130,191,68.1,1,1.4,2.3,-0.4,18,180,40,5,214
ITA-Serie A,2324,Bologna,Alexis Saelemaekers,BEL,"FW,MF",24,1999,21.0,786,1008,78.0,12039,3234,431,487,88.5,233,288,80.9,77,133,57.9,2,2.8,3.5,-0.8,44,39,35,5,77
ITA-Serie A,2324,Bologna,Charalampos Lykogiannis,GRE,DF,29,1993,10.0,451,594,75.9,7235,2374,240,272,88.2,182,225,80.9,25,71,35.2,1,1.6,0.9,-0.6,9,29,10,9,35
ITA-Serie A,2324,Bologna,Dan Ndoye,SUI,"FW,MF",22,2000,19.7,467,602,77.6,6997,1298,268,307,87.3,138,172,80.2,34,57,59.6,1,1.8,1.2,-0.8,22,25,13,5,36
ITA-Serie A,2324,Bologna,Federico Ravaglia,ITA,GK,23,1999,5.9,166,206,80.6,3557,2149,58,58,100.0,82,83,98.8,25,64,39.1,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Bologna,Giovanni Fabbian,ITA,"MF,FW",20,2003,11.7,225,287,78.4,2793,580,149,174,85.6,55,67,82.1,5,11,45.5,2,1.9,0.8,0.1,16,14,3,1,17
ITA-Serie A,2324,Bologna,Jens Odgaard,DEN,"FW,MF",24,1999,4.8,94,135,69.6,1306,181,54,63,85.7,34,46,73.9,2,7,28.6,0,0.1,0.1,-0.1,2,4,2,0,9
ITA-Serie A,2324,Bologna,Jesper Karlsson,SWE,FW,25,1998,3.8,103,152,67.8,1738,429,49,61,80.3,38,52,73.1,11,25,44.0,0,0.3,0.4,-0.3,5,8,7,1,16
ITA-Serie A,2324,Bologna,Jhon Lucumí,COL,DF,25,1998,24.6,1734,1857,93.4,31124,9471,711,748,95.1,845,865,97.7,152,196,77.6,0,0.3,0.4,-0.3,4,105,5,0,93
ITA-Serie A,2324,Bologna,Joshua Zirkzee,NED,FW,22,2001,30.7,710,917,77.4,9106,1752,446,539,82.7,166,213,77.9,32,46,69.6,4,5.2,2.5,-1.2,43,40,28,0,86
ITA-Serie A,2324,Bologna,Kacper Urbanski,POL,"MF,FW",18,2004,10.3,313,387,80.9,4813,1017,171,193,88.6,103,125,82.4,22,33,66.7,1,0.8,0.8,0.2,16,25,8,2,31
ITA-Serie A,2324,Bologna,Kevin Bonifazi,ITA,DF,27,1996,1.0,72,82,87.8,1259,518,36,37,97.3,28,31,90.3,7,11,63.6,0,0.0,0.0,0.0,0,3,0,0,1
ITA-Serie A,2324,Bologna,Lewis Ferguson,SCO,MF,23,1999,30.1,1571,1778,88.4,22609,4517,931,1007,92.5,518,565,91.7,61,85,71.8,3,2.3,2.7,0.7,32,145,25,3,142
ITA-Serie A,2324,Bologna,Lorenzo De Silvestri,ITA,DF,35,1988,7.5,373,432,86.3,5791,1916,181,195,92.8,168,189,88.9,14,29,48.3,0,0.0,0.1,0.0,0,20,1,1,27
ITA-Serie A,2324,Bologna,Michel Aebischer,SUI,MF,26,1997,24.8,1370,1503,91.2,21535,5798,729,773,94.3,525,562,93.4,79,103,76.7,1,1.5,1.0,-0.5,17,117,9,1,125
ITA-Serie A,2324,Bologna,Nicola Bagnolini,ITA,GK,19,2004,0.1,2,3,66.7,106,82,1,1,100.0,0,0,,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Bologna,Nicolás Domínguez,ARG,MF,25,1998,1.1,83,92,90.2,1276,370,45,49,91.8,36,40,90.0,2,2,100.0,0,0.0,0.1,0.0,1,5,1,0,9
ITA-Serie A,2324,Bologna,Nikola Moro,CRO,MF,25,1998,9.3,469,572,82.0,8059,1920,227,258,88.0,182,211,86.3,47,66,71.2,0,0.4,0.8,-0.4,11,59,10,3,58
ITA-Serie A,2324,Bologna,Oussama El Azzouzi,MAR,MF,22,2001,6.1,352,390,90.3,6100,1161,159,174,91.4,138,147,93.9,42,50,84.0,2,0.6,0.2,1.4,6,21,0,0,19
ITA-Serie A,2324,Bologna,Remo Freuler,SUI,MF,31,1992,29.2,1710,1890,90.5,25295,6603,949,1009,94.1,653,696,93.8,50,86,58.1,1,1.1,1.3,-0.1,19,133,15,0,165
ITA-Serie A,2324,Bologna,Riccardo Calafiori,ITA,DF,21,2002,26.1,1622,1810,89.6,28565,8660,684,737,92.8,792,844,93.8,123,172,71.5,5,1.2,0.9,3.8,17,94,10,3,96
ITA-Serie A,2324,Bologna,Riccardo Orsolini,ITA,"FW,MF",26,1997,19.9,490,731,67.0,8021,2233,269,312,86.2,142,219,64.8,59,121,48.8,2,4.4,3.9,-2.4,36,22,22,4,71
ITA-Serie A,2324,Bologna,Sam Beukema,NED,DF,24,1998,28.3,1842,2055,89.6,34323,11648,683,727,93.9,975,1036,94.1,157,238,66.0,1,0.8,0.7,0.2,7,87,5,0,76
ITA-Serie A,2324,Bologna,Santiago Castro,ARG,FW,18,2004,2.7,43,52,82.7,675,64,30,35,85.7,7,8,87.5,5,6,83.3,1,0.5,0.0,0.5,1,2,0,0,1
ITA-Serie A,2324,Bologna,Stefan Posch,AUT,DF,26,1997,26.8,1712,2082,82.2,28051,10439,845,909,93.0,725,807,89.8,110,261,42.1,2,2.1,1.9,-0.1,22,144,21,7,123
ITA-Serie A,2324,Bologna,Sydney van Hooijdonk,NED,FW,23,2000,2.4,28,36,77.8,299,73,16,19,84.2,7,7,100.0,0,0,,0,0.1,0.0,-0.1,2,2,0,0,2
ITA-Serie A,2324,Bologna,Tommaso Corazza,ITA,DF,19,2004,2.2,119,145,82.1,1781,648,68,74,91.9,38,41,92.7,8,17,47.1,0,0.1,0.2,-0.1,1,7,4,3,14
ITA-Serie A,2324,Bologna,Victor Bernth Kristiansen,DEN,DF,20,2002,25.6,1422,1688,84.2,21913,8191,776,838,92.6,548,643,85.2,60,130,46.2,3,2.4,1.3,0.6,23,111,22,7,123
ITA-Serie A,2324,Bologna,Łukasz Skorupski,POL,GK,32,1991,32.0,796,1018,78.2,19534,13495,202,204,99.0,386,391,98.7,205,419,48.9,0,0.0,0.0,0.0,0,6,0,0,1
ITA-Serie A,2324,Cagliari,Adam Obert,SVK,DF,20,2002,10.5,372,474,78.5,7539,2700,144,162,88.9,169,197,85.8,57,100,57.0,0,0.9,0.7,-0.9,6,40,10,6,37
ITA-Serie A,2324,Cagliari,Alberto Dossena,ITA,DF,24,1998,33.1,1042,1305,79.8,22274,7809,279,324,86.1,597,680,87.8,158,271,58.3,4,2.1,1.3,1.9,12,71,4,0,89
ITA-Serie A,2324,Cagliari,Alessandro Deiola,ITA,MF,27,1995,17.9,364,524,69.5,6842,2077,171,216,79.2,142,194,73.2,47,90,52.2,0,0.9,0.5,-0.9,10,45,7,2,64
ITA-Serie A,2324,Cagliari,Alessandro Di Pardo,ITA,"DF,MF",24,1999,4.0,115,175,65.7,1822,700,65,82,79.3,41,57,71.9,6,24,25.0,0,0.2,0.2,-0.2,5,5,7,4,11
ITA-Serie A,2324,Cagliari,Andrea Petagna,ITA,FW,28,1995,11.1,170,239,71.1,2451,422,95,123,77.2,51,72,70.8,13,18,72.2,1,1.0,1.1,0.0,18,10,5,0,14
ITA-Serie A,2324,Cagliari,Antoine Makoumbou,CGO,MF,25,1998,30.0,1065,1210,88.0,18657,4715,513,557,92.1,417,449,92.9,116,157,73.9,0,0.9,0.9,-0.9,14,111,15,3,137
ITA-Serie A,2324,Cagliari,Boris Radunović,SRB,GK,27,1996,7.0,169,222,76.1,5495,3933,24,24,100.0,68,70,97.1,77,128,60.2,0,0.0,0.0,0.0,0,9,0,0,0
ITA-Serie A,2324,Cagliari,Edoardo Goldaniga,ITA,DF,29,1993,11.2,438,553,79.2,9533,3744,116,132,87.9,251,284,88.4,68,130,52.3,0,0.1,0.4,-0.1,4,37,6,3,50
ITA-Serie A,2324,Cagliari,Eldor Shomurodov,UZB,"FW,MF",28,1995,10.4,153,230,66.5,2048,487,97,131,74.0,44,59,74.6,6,14,42.9,3,1.7,1.1,1.3,10,10,5,2,18
ITA-Serie A,2324,Cagliari,Gabriele Zappa,ITA,DF,23,1999,28.5,1024,1397,73.3,17247,8288,513,586,87.5,394,508,77.6,94,220,42.7,3,3.3,2.2,-0.3,24,83,28,19,99
ITA-Serie A,2324,Cagliari,Gaetano Oristanio,ITA,"FW,MF",20,2002,12.3,164,242,67.8,2772,783,90,110,81.8,47,69,68.1,20,39,51.3,1,1.1,1.0,-0.1,15,15,11,7,26
ITA-Serie A,2324,Cagliari,Gianluca Gaetano,ITA,"FW,MF",23,2000,8.3,171,236,72.5,2666,927,86,103,83.5,67,91,73.6,12,24,50.0,1,1.3,0.6,-0.3,16,30,10,1,41
ITA-Serie A,2324,Cagliari,Gianluca Lapadula,PER,FW,33,1990,13.4,120,171,70.2,1645,217,72,91,79.1,34,42,81.0,6,11,54.5,1,1.1,0.7,-0.1,19,2,3,2,4
ITA-Serie A,2324,Cagliari,Ibrahim Sulemana,GHA,MF,20,2003,14.9,361,452,79.9,6464,1260,163,184,88.6,151,172,87.8,42,72,58.3,0,0.1,0.2,-0.1,4,30,2,2,27
ITA-Serie A,2324,Cagliari,Jakub Jankto,CZE,"MF,FW",27,1996,9.7,161,253,63.6,2654,805,79,91,86.8,61,101,60.4,15,44,34.1,2,0.5,0.4,1.5,6,18,4,0,26
ITA-Serie A,2324,Cagliari,Kingstone Mutandwa,ZAM,"FW,MF",20,2003,0.4,3,9,33.3,48,0,2,4,50.0,1,4,25.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Cagliari,Leonardo Pavoletti,ITA,FW,34,1988,7.0,87,157,55.4,1272,351,53,81,65.4,27,50,54.0,4,9,44.4,1,0.3,0.3,0.7,7,12,4,0,16
ITA-Serie A,2324,Cagliari,Marco Mancosu,ITA,"MF,FW",34,1988,1.7,39,62,62.9,615,177,21,25,84.0,11,20,55.0,5,12,41.7,0,0.2,0.4,-0.2,2,4,4,1,8
ITA-Serie A,2324,Cagliari,Mateusz Wieteska,POL,DF,26,1997,10.7,374,462,81.0,7391,3331,121,134,90.3,214,241,88.8,38,78,48.7,1,0.6,0.3,0.4,5,28,5,1,33
ITA-Serie A,2324,Cagliari,Matteo Prati,ITA,MF,19,2003,21.9,560,755,74.2,9877,2794,231,275,84.0,273,338,80.8,47,98,48.0,1,0.8,1.2,0.2,14,59,14,4,66
ITA-Serie A,2324,Cagliari,Nahitan Nández,URU,"MF,DF",27,1995,26.0,544,916,59.4,9670,3591,265,341,77.7,189,301,62.8,72,205,35.1,3,2.5,2.5,0.5,43,47,31,15,76
ITA-Serie A,2324,Cagliari,Nicolas Viola,ITA,"MF,FW",33,1989,13.4,358,565,63.4,6767,2560,169,217,77.9,102,150,68.0,68,151,45.0,2,3.9,3.2,-1.9,33,34,15,6,57
ITA-Serie A,2324,Cagliari,Pantelis Hatzidiakos,GRE,DF,26,1997,9.5,328,405,81.0,6195,2526,125,129,96.9,159,190,83.7,40,68,58.8,0,0.0,0.2,0.0,1,31,3,1,34
ITA-Serie A,2324,Cagliari,Paulo Azzi,BRA,"DF,MF",29,1994,10.6,322,487,66.1,5033,2123,175,216,81.0,119,181,65.7,19,59,32.2,0,0.7,0.4,-0.7,9,24,10,6,35
ITA-Serie A,2324,Cagliari,Simone Aresti,ITA,GK,37,1986,0.0,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Cagliari,Simone Scuffet,ITA,GK,27,1996,31.0,614,928,66.2,18771,14157,91,92,98.9,275,278,98.9,246,555,44.3,0,0.0,0.1,0.0,0,14,1,0,1
ITA-Serie A,2324,Cagliari,Tommaso Augello,ITA,DF,28,1994,26.9,919,1329,69.1,16120,7212,418,481,86.9,403,550,73.3,90,233,38.6,1,2.0,2.4,-1.0,27,68,31,20,96
ITA-Serie A,2324,Cagliari,Yerry Mina,COL,DF,28,1994,13.5,448,562,79.7,9321,3323,127,144,88.2,257,291,88.3,61,114,53.5,0,0.0,0.2,0.0,0,15,4,1,23
ITA-Serie A,2324,Cagliari,Zito Luvumbo,ANG,"FW,MF",21,2002,21.6,246,388,63.4,3858,869,122,151,80.8,98,147,66.7,14,41,34.1,5,3.1,2.7,1.9,26,11,21,19,21
ITA-Serie A,2324,Empoli,Alberto Cerri,ITA,FW,27,1996,6.1,68,136,50.0,877,149,50,82,61.0,16,33,48.5,2,4,50.0,0,0.2,0.3,-0.2,4,2,1,0,9
ITA-Serie A,2324,Empoli,Alberto Grassi,ITA,MF,28,1995,20.1,696,861,80.8,11955,4165,326,370,88.1,289,339,85.3,59,104,56.7,1,0.6,1.3,0.4,6,89,6,0,75
ITA-Serie A,2324,Empoli,Andrea Sodero,ITA,MF,18,2004,0.1,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Ardian Ismajli,ALB,DF,26,1996,22.7,864,1042,82.9,17451,6136,246,274,89.8,511,568,90.0,100,167,59.9,0,0.1,0.3,-0.1,4,46,5,1,49
ITA-Serie A,2324,Empoli,Bartosz Bereszyński,POL,DF,31,1992,19.6,673,867,77.6,11383,5041,352,394,89.3,255,322,79.2,56,106,52.8,1,0.3,0.4,0.7,8,60,7,3,69
ITA-Serie A,2324,Empoli,Daniel Maldini,ITA,"FW,MF",21,2001,2.9,61,80,76.3,965,212,30,33,90.9,22,27,81.5,5,8,62.5,0,0.0,0.2,0.0,1,5,3,0,10
ITA-Serie A,2324,Empoli,Elia Caprile,ITA,GK,21,2001,23.0,555,820,67.7,16234,12618,69,71,97.2,296,304,97.4,190,441,43.1,0,0.3,0.0,-0.3,2,13,0,0,0
ITA-Serie A,2324,Empoli,Emmanuel Ekong,SWE,FW,21,2002,0.1,1,1,100.0,12,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,1,0,0,0,0
ITA-Serie A,2324,Empoli,Emmanuel Gyasi,GHA,"DF,FW",29,1994,20.9,412,550,74.9,5864,1972,244,292,83.6,138,177,78.0,12,29,41.4,2,1.5,1.0,0.5,10,22,14,3,41
ITA-Serie A,2324,Empoli,Etrit Berisha,ALB,GK,34,1989,14.0,339,494,68.6,8491,5766,73,73,100.0,184,188,97.9,81,228,35.5,0,0.0,0.0,0.0,0,6,0,0,0
ITA-Serie A,2324,Empoli,Filippo Ranocchia,ITA,"MF,DF",22,2001,5.3,152,216,70.4,2895,1062,61,73,83.6,66,80,82.5,21,51,41.2,0,0.5,1.0,-0.5,4,17,4,0,21
ITA-Serie A,2324,Empoli,Francesco Caputo,ITA,FW,35,1987,14.1,164,216,75.9,2140,396,93,118,78.8,42,47,89.4,9,14,64.3,0,0.7,0.8,-0.7,10,9,3,0,18
ITA-Serie A,2324,Empoli,Giacomo Corona,ITA,FW,19,2004,0.1,2,2,100.0,41,0,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Giuseppe Pezzella,ITA,DF,25,1997,12.1,434,585,74.2,6940,2645,237,271,87.5,160,197,81.2,29,77,37.7,0,0.5,1.2,-0.5,8,33,15,11,44
ITA-Serie A,2324,Empoli,Jacopo Fazzini,ITA,MF,20,2003,13.7,343,499,68.7,5521,1816,167,205,81.5,134,180,74.4,27,72,37.5,1,2.3,1.7,-1.3,24,32,9,3,47
ITA-Serie A,2324,Empoli,Liam Henderson,SCO,MF,27,1996,0.1,2,5,40.0,40,0,1,2,50.0,1,1,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Liberato Cacace,NZL,DF,22,2000,21.2,832,1110,75.0,14084,5589,427,475,89.9,321,403,79.7,75,186,40.3,1,1.7,1.4,-0.7,21,67,13,5,84
ITA-Serie A,2324,Empoli,M'Baye Niang,SEN,FW,28,1994,7.9,90,140,64.3,1379,305,50,72,69.4,28,39,71.8,8,18,44.4,1,0.9,0.2,0.1,9,8,3,2,11
ITA-Serie A,2324,Empoli,Matteo Cancellieri,ITA,"FW,MF",21,2002,19.9,222,379,58.6,3245,789,128,172,74.4,72,117,61.5,12,42,28.6,3,2.9,2.1,0.1,17,13,9,3,26
ITA-Serie A,2324,Empoli,Mattia Destro,ITA,"FW,MF",32,1991,4.1,41,63,65.1,567,71,22,32,68.8,17,25,68.0,1,1,100.0,0,0.3,0.0,-0.3,3,2,0,0,4
ITA-Serie A,2324,Empoli,Nicolas Haas,SUI,MF,27,1996,1.0,46,51,90.2,865,312,20,21,95.2,21,21,100.0,5,6,83.3,0,0.0,0.0,0.0,0,7,1,0,6
ITA-Serie A,2324,Empoli,Nicolò Cambiaghi,ITA,"FW,MF",22,2000,28.4,483,694,69.6,7640,1560,255,301,84.7,173,240,72.1,34,78,43.6,1,2.8,2.7,-1.8,31,22,25,15,63
ITA-Serie A,2324,Empoli,Roberto Piccoli,ITA,FW,22,2001,0.4,4,6,66.7,47,16,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2324,Empoli,Răzvan Marin,ROU,MF,27,1996,20.2,671,907,74.0,12562,4126,289,338,85.5,265,315,84.1,99,212,46.7,3,3.0,2.9,0.0,33,62,13,6,72
ITA-Serie A,2324,Empoli,Samuele Perisan,ITA,GK,25,1997,1.0,27,34,79.4,551,340,10,10,100.0,11,11,100.0,5,12,41.7,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Sebastian Walukiewicz,POL,DF,23,2000,22.8,842,1018,82.7,17714,6732,214,252,84.9,509,567,89.8,115,185,62.2,0,0.1,0.2,-0.1,3,50,2,0,45
ITA-Serie A,2324,Empoli,Sebastiano Luperto,ITA,DF,26,1996,37.8,1455,1785,81.5,28218,10204,480,537,89.4,821,916,89.6,142,295,48.1,1,1.0,0.9,0.0,11,89,4,1,100
ITA-Serie A,2324,Empoli,Simone Bastoni,ITA,"MF,DF",26,1996,8.3,246,360,68.3,4104,1653,116,141,82.3,93,121,76.9,28,69,40.6,0,0.5,1.0,-0.5,12,25,6,2,31
ITA-Serie A,2324,Empoli,Steven Shpendi,ALB,"FW,MF",20,2003,4.6,57,76,75.0,717,101,36,44,81.8,16,19,84.2,0,0,,1,0.5,0.2,0.5,5,3,3,0,6
ITA-Serie A,2324,Empoli,Szymon Żurkowski,POL,MF,25,1997,9.6,193,245,78.8,2886,649,107,129,82.9,74,91,81.3,7,12,58.3,0,0.1,0.2,-0.1,4,19,5,1,20
ITA-Serie A,2324,Empoli,Tommaso Baldanzi,ITA,"MF,FW",20,2003,8.3,201,257,78.2,3075,751,102,119,85.7,70,86,81.4,15,22,68.2,0,1.0,0.8,-1.0,13,12,11,3,30
ITA-Serie A,2324,Empoli,Tyronne Ebuehi,NGA,DF,27,1995,12.2,426,570,74.7,6790,2586,233,260,89.6,152,205,74.1,29,66,43.9,1,0.9,0.6,0.1,11,22,9,4,37
ITA-Serie A,2324,Empoli,Viktor Kovalenko,UKR,MF,27,1996,6.8,179,250,71.6,2662,743,100,122,82.0,63,87,72.4,11,27,40.7,1,0.8,0.6,0.2,8,15,5,2,20
ITA-Serie A,2324,Empoli,Youssef Maleh,MAR,MF,24,1998,28.9,790,1028,76.8,12512,4095,418,470,88.9,273,332,82.2,62,145,42.8,1,2.4,2.0,-1.4,34,77,30,9,117
ITA-Serie A,2324,Fiorentina,Alfred Duncan,GHA,MF,30,1993,21.0,800,1030,77.7,15638,4534,309,362,85.4,363,415,87.5,120,202,59.4,5,2.0,2.8,3.0,36,101,26,11,133
ITA-Serie A,2324,Fiorentina,Andrea Belotti,ITA,FW,29,1993,10.5,133,201,66.2,1754,337,82,114,71.9,37,53,69.8,3,8,37.5,0,0.7,0.6,-0.7,5,7,4,1,15
ITA-Serie A,2324,Fiorentina,Antonín Barák,CZE,"MF,FW",28,1994,9.0,338,392,86.2,5238,1035,191,208,91.8,115,133,86.5,22,25,88.0,3,2.2,1.5,0.8,14,30,9,3,33
ITA-Serie A,2324,Fiorentina,Arthur Melo,BRA,MF,26,1996,22.1,1372,1502,91.3,26644,6117,466,504,92.5,724,763,94.9,168,202,83.2,3,1.7,2.3,1.3,34,143,16,4,133
ITA-Serie A,2324,Fiorentina,Christian Kouamé,CIV,FW,25,1997,12.1,325,448,72.5,4901,1038,171,216,79.2,120,155,77.4,20,35,57.1,1,1.8,1.2,-0.8,12,15,18,1,41
ITA-Serie A,2324,Fiorentina,Cristiano Biraghi,ITA,DF,30,1992,26.2,1388,1842,75.4,25646,9082,573,624,91.8,639,813,78.6,156,340,45.9,5,3.6,4.3,1.4,46,118,31,20,129
ITA-Serie A,2324,Fiorentina,Davide Faraoni,ITA,DF,31,1991,4.4,190,248,76.6,3451,1097,70,79,88.6,94,117,80.3,21,37,56.8,1,0.4,0.6,0.6,4,15,5,4,17
ITA-Serie A,2324,Fiorentina,Dodô,BRA,DF,24,1998,5.8,278,347,80.1,5196,1670,105,120,87.5,141,168,83.9,29,42,69.0,0,0.8,0.6,-0.8,10,25,9,3,39
