,,,,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP
FRA-Ligue 1,2324,Clermont Foot,Alan Virginius,FRA,FW,20,2003,10.4,136,209,65.1,1961,554,71,92,77.2,46,74,62.2,6,14,42.9,2,1.5,2.7,0.5,11,9,5,2,21
FRA-Ligue 1,2324,Clermont Foot,Alidu Seidu,GHA,DF,23,2000,12.6,623,756,82.4,11437,3446,247,269,91.8,295,350,84.3,62,110,56.4,1,0.7,0.2,0.3,5,43,0,0,33
FRA-Ligue 1,2324,Clermont Foot,Andy Pelmard,MAD,DF,23,2000,33.2,1412,1666,84.8,23653,7665,624,678,92.0,656,720,91.1,82,195,42.1,0,0.6,0.9,-0.6,6,86,8,1,120
FRA-Ligue 1,2324,Clermont Foot,Aïman Maurer,MAR,"MF,FW",18,2004,0.6,21,29,72.4,304,40,14,17,82.4,7,11,63.6,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,2
FRA-Ligue 1,2324,Clermont Foot,Bilal Boutobba,FRA,"FW,MF",24,1998,10.3,273,395,69.1,4089,1266,157,191,82.2,81,115,70.4,22,55,40.0,1,1.7,1.5,-0.7,12,26,17,9,43
FRA-Ligue 1,2324,Clermont Foot,Cheick Konaté,MLI,DF,19,2004,11.9,319,484,65.9,5214,1779,162,210,77.1,125,175,71.4,24,70,34.3,1,1.6,1.3,-0.6,16,27,13,6,37
FRA-Ligue 1,2324,Clermont Foot,Chrislain Matsima,FRA,DF,21,2002,13.1,569,655,86.9,9651,3929,238,262,90.8,287,312,92.0,27,56,48.2,0,0.0,0.1,0.0,0,34,1,0,45
FRA-Ligue 1,2324,Clermont Foot,Elba Rashani,KVX,"MF,FW",30,1993,13.1,294,392,75.0,3753,849,191,225,84.9,75,106,70.8,6,17,35.3,0,1.2,0.8,-1.2,12,16,5,3,22
FRA-Ligue 1,2324,Clermont Foot,Florent Ogier,FRA,DF,34,1989,10.5,425,512,83.0,7821,3241,160,172,93.0,206,231,89.2,44,90,48.9,1,0.5,0.5,0.5,1,13,0,0,17
FRA-Ligue 1,2324,Clermont Foot,Grejohn Kyei,FRA,FW,27,1995,11.4,198,265,74.7,2891,584,98,122,80.3,47,65,72.3,22,27,81.5,1,1.2,1.1,-0.2,12,19,12,1,30
FRA-Ligue 1,2324,Clermont Foot,Habib Keita,MLI,MF,21,2002,14.2,591,675,87.6,11080,2447,253,287,88.2,253,278,91.0,74,89,83.1,0,0.6,0.6,-0.6,10,45,7,0,53
FRA-Ligue 1,2324,Clermont Foot,Ilhan Fakili,FRA,"MF,FW",17,2006,1.0,18,23,78.3,287,90,5,7,71.4,7,9,77.8,2,3,66.7,0,0.0,0.0,0.0,1,4,0,0,4
FRA-Ligue 1,2324,Clermont Foot,Jim Allevinah,GAB,"MF,DF",28,1995,20.7,589,743,79.3,8314,2195,321,375,85.6,206,264,78.0,20,42,47.6,1,1.2,1.4,-0.2,20,36,20,8,52
FRA-Ligue 1,2324,Clermont Foot,Johan Gastien,FRA,MF,35,1988,25.1,1408,1706,82.5,26816,8592,537,607,88.5,645,734,87.9,191,302,63.2,0,2.4,2.7,-2.4,32,156,29,2,168
FRA-Ligue 1,2324,Clermont Foot,Joshua M'Bahia,CIV,MF,18,2005,0.2,12,15,80.0,165,39,5,6,83.3,6,8,75.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,1
FRA-Ligue 1,2324,Clermont Foot,Jérémie Bela,ANG,"MF,FW",30,1993,2.3,70,100,70.0,1031,311,37,46,80.4,26,38,68.4,4,8,50.0,0,0.1,0.2,-0.1,3,7,3,1,10
FRA-Ligue 1,2324,Clermont Foot,Jérémy Jacquet,FRA,DF,18,2005,2.8,94,123,76.4,1555,644,40,53,75.5,45,52,86.5,4,8,50.0,1,0.3,0.5,0.7,2,8,2,1,15
FRA-Ligue 1,2324,Clermont Foot,Komnen Andrić,SRB,FW,28,1995,1.9,45,59,76.3,600,72,26,33,78.8,15,18,83.3,1,2,50.0,0,0.2,0.1,-0.2,4,4,1,0,5
FRA-Ligue 1,2324,Clermont Foot,Massamba Ndiaye,SEN,GK,21,2001,4.0,129,174,74.1,3283,2090,31,31,100.0,52,52,100.0,45,87,51.7,0,0.0,0.0,0.0,0,1,0,0,1
FRA-Ligue 1,2324,Clermont Foot,Mateusz Wieteska,POL,DF,26,1997,1.9,89,114,78.1,1763,785,23,30,76.7,56,60,93.3,8,21,38.1,0,0.0,0.0,0.0,0,11,0,0,6
FRA-Ligue 1,2324,Clermont Foot,Maxime Gonalons,FRA,MF,34,1989,14.4,666,772,86.3,12023,3551,277,315,87.9,286,309,92.6,75,108,69.4,0,0.2,0.4,-0.2,7,67,4,0,81
FRA-Ligue 1,2324,Clermont Foot,Maximiliano Caufriez,BEL,DF,26,1997,18.4,780,892,87.4,13811,4348,328,360,91.1,347,384,90.4,82,109,75.2,1,0.2,0.3,0.8,9,48,5,2,61
FRA-Ligue 1,2324,Clermont Foot,Mehdi Zeffane,ALG,"DF,MF",31,1992,13.7,500,666,75.1,8521,3237,239,283,84.5,206,268,76.9,47,93,50.5,0,0.4,0.8,-0.4,9,43,5,3,53
FRA-Ligue 1,2324,Clermont Foot,Mohamed Bouchenna,FRA,"MF,FW",17,2006,0.3,8,8,100.0,122,49,3,3,100.0,3,3,100.0,1,1,100.0,0,0.2,0.0,-0.2,1,1,0,0,1
FRA-Ligue 1,2324,Clermont Foot,Mory Diaw,SEN,GK,30,1993,30.0,848,1245,68.1,25299,18226,125,125,100.0,388,401,96.8,325,704,46.2,0,0.1,0.1,-0.1,2,35,1,0,1
FRA-Ligue 1,2324,Clermont Foot,Muhammed Cham,AUT,"MF,FW",22,2000,28.4,1055,1327,79.5,17640,4627,491,544,90.3,409,498,82.1,107,192,55.7,4,3.1,4.0,0.9,49,99,34,1,161
FRA-Ligue 1,2324,Clermont Foot,Neto Borges,BRA,DF,26,1996,28.0,1148,1422,80.7,18050,6542,570,644,88.5,472,572,82.5,60,126,47.6,1,2.8,2.5,-1.8,25,62,17,10,88
FRA-Ligue 1,2324,Clermont Foot,Shamar Nicholson,JAM,FW,26,1997,16.5,272,386,70.5,4088,711,143,200,71.5,87,126,69.0,20,25,80.0,3,1.1,1.0,1.9,18,25,6,0,33
FRA-Ligue 1,2324,Clermont Foot,Yohann Magnin,FRA,MF,26,1997,18.7,698,836,83.5,12081,2932,313,368,85.1,290,333,87.1,72,95,75.8,0,0.7,1.1,-0.7,9,59,7,4,71
FRA-Ligue 1,2324,Clermont Foot,Yoël Armougom,FRA,"DF,MF",25,1998,2.6,97,131,74.0,1282,363,61,70,87.1,29,39,74.4,2,15,13.3,0,0.3,0.2,-0.3,5,5,6,3,12
FRA-Ligue 1,2324,Le Havre,Abdoulaye Touré,GUI,MF,29,1994,25.4,1031,1238,83.3,18110,5195,413,483,85.5,475,546,87.0,92,122,75.4,0,0.9,0.9,-0.9,12,119,7,0,148
FRA-Ligue 1,2324,Le Havre,Alois Confais,FRA,"MF,FW",26,1996,0.1,7,9,77.8,74,5,7,8,87.5,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2324,Le Havre,André Ayew,GHA,FW,33,1989,12.3,197,266,74.1,2678,655,127,157,80.9,55,72,76.4,5,9,55.6,0,0.8,0.5,-0.8,8,26,4,1,23
FRA-Ligue 1,2324,Le Havre,Antoine Joujou,FRA,"FW,MF",20,2003,8.7,184,260,70.8,2751,659,106,137,77.4,68,87,78.2,6,11,54.5,2,0.6,0.9,1.4,9,10,11,2,22
FRA-Ligue 1,2324,Le Havre,Arouna Sangante,SEN,DF,21,2002,29.9,1233,1521,81.1,24085,9176,453,525,86.3,586,667,87.9,166,270,61.5,0,1.2,0.9,-1.2,17,93,9,2,107
FRA-Ligue 1,2324,Le Havre,Arthur Desmas,FRA,GK,29,1994,33.0,611,945,64.7,17763,13674,112,112,100.0,258,261,98.9,230,555,41.4,0,0.4,0.1,-0.4,1,15,1,0,0
FRA-Ligue 1,2324,Le Havre,Christopher Operi,CIV,DF,26,1997,27.2,1147,1570,73.1,19725,7747,558,658,84.8,443,572,77.4,115,265,43.4,4,4.0,4.8,0.0,46,70,26,16,82
FRA-Ligue 1,2324,Le Havre,Daler Kuzyaev,RUS,MF,30,1993,23.2,824,1050,78.5,12347,3407,422,511,82.6,305,360,84.7,42,77,54.5,2,1.3,1.3,0.7,29,87,21,1,119
FRA-Ligue 1,2324,Le Havre,Elysée Logbo,FRA,FW,19,2004,2.8,31,40,77.5,349,37,18,23,78.3,7,10,70.0,1,2,50.0,0,0.1,0.2,-0.1,3,2,0,0,2
FRA-Ligue 1,2324,Le Havre,Emmanuel Sabbi,USA,"FW,MF",25,1997,17.6,258,368,70.1,3538,1097,147,190,77.4,82,112,73.2,10,20,50.0,1,1.4,1.1,-0.4,10,21,9,3,36
FRA-Ligue 1,2324,Le Havre,Etienne Youte Kinkoue,FRA,DF,21,2002,21.6,833,962,86.6,16457,5709,257,277,92.8,465,489,95.1,94,175,53.7,0,0.1,0.2,-0.1,3,41,0,0,31
FRA-Ligue 1,2324,Le Havre,Gautier Lloris,FRA,DF,28,1995,30.9,1194,1398,85.4,21169,7934,461,517,89.2,623,676,92.2,80,161,49.7,0,0.2,0.4,-0.2,3,80,3,0,105
FRA-Ligue 1,2324,Le Havre,Issa Soumaré,SEN,"FW,MF",22,2000,2.6,33,62,53.2,428,98,20,32,62.5,10,19,52.6,0,2,0.0,0,0.6,0.1,-0.6,3,1,0,0,4
FRA-Ligue 1,2324,Le Havre,Josué Casimir,HAI,"FW,DF",21,2001,22.4,572,781,73.2,8814,2672,287,363,79.1,224,290,77.2,33,75,44.0,5,4.3,3.0,0.7,31,34,19,5,62
FRA-Ligue 1,2324,Le Havre,Loïc Nego,HUN,"DF,MF",32,1991,17.3,481,639,75.3,7463,3221,256,309,82.8,186,252,73.8,25,44,56.8,3,1.0,1.6,2.0,13,30,19,11,64
FRA-Ligue 1,2324,Le Havre,Mathieu Gorgelin,FRA,GK,32,1990,1.0,12,19,63.2,298,208,4,4,100.0,5,5,100.0,3,10,30.0,0,0.0,0.0,0.0,0,1,0,0,0
FRA-Ligue 1,2324,Le Havre,Mohamed Lamine Bayo,GUI,FW,25,1998,15.4,201,310,64.8,2723,559,115,163,70.6,62,94,66.0,6,13,46.2,1,0.6,0.6,0.4,13,17,11,1,20
FRA-Ligue 1,2324,Le Havre,Nabil Alioui,FRA,"MF,FW",24,1999,11.2,228,358,63.7,3856,1464,118,151,78.1,64,92,69.6,35,83,42.2,1,2.2,2.5,-1.2,24,35,15,3,43
FRA-Ligue 1,2324,Le Havre,Nolan Mbemba,CGO,MF,28,1995,0.2,28,34,82.4,514,105,8,11,72.7,15,15,100.0,3,6,50.0,0,0.0,0.0,0.0,0,3,0,0,5
FRA-Ligue 1,2324,Le Havre,Oualid El Hajjam,MAR,"DF,MF",32,1991,4.4,176,234,75.2,2859,1034,97,111,87.4,56,70,80.0,17,38,44.7,0,0.9,0.3,-0.9,7,12,4,2,16
FRA-Ligue 1,2324,Le Havre,Oussama Targhalline,MAR,MF,21,2002,11.4,600,704,85.2,9591,3081,301,337,89.3,229,257,89.1,45,67,67.2,0,0.4,0.5,-0.4,8,67,10,3,70
FRA-Ligue 1,2324,Le Havre,Rassoul Ndiaye,SEN,"MF,FW",21,2001,5.8,209,263,79.5,3458,852,84,104,80.8,100,115,87.0,13,22,59.1,0,0.3,0.6,-0.3,2,30,4,2,25
FRA-Ligue 1,2324,Le Havre,Samuel Grandsir,FRA,"MF,FW",26,1996,6.7,209,292,71.6,3118,845,109,130,83.8,72,99,72.7,13,26,50.0,1,1.2,1.4,-0.2,14,14,16,4,35
FRA-Ligue 1,2324,Le Havre,Simon Ebonog,CMR,MF,18,2004,0.2,17,21,81.0,301,60,10,12,83.3,6,7,85.7,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,1
FRA-Ligue 1,2324,Le Havre,Steve Ngoura,FRA,"FW,MF",18,2005,2.5,33,50,66.0,569,200,15,22,68.2,16,24,66.7,2,3,66.7,1,0.1,0.2,0.9,1,5,2,0,9
FRA-Ligue 1,2324,Le Havre,Yassine Kechta,MAR,MF,21,2002,20.5,778,960,81.0,13063,3630,347,393,88.3,333,387,86.0,63,116,54.3,1,2.2,1.4,-1.2,27,87,11,0,122
FRA-Ligue 1,2324,Le Havre,Yoann Salmier,GUF,DF,30,1992,17.4,612,767,79.8,10586,4640,271,302,89.7,274,322,85.1,50,117,42.7,1,0.7,1.0,0.3,6,43,7,1,48
FRA-Ligue 1,2324,Lens,Abdukodir Khusanov,UZB,DF,19,2004,9.0,383,439,87.2,7213,2415,140,152,92.1,203,219,92.7,36,59,61.0,0,0.1,0.2,-0.1,1,28,1,0,23
FRA-Ligue 1,2324,Lens,Adrien Thomasson,FRA,MF,29,1993,13.3,506,679,74.5,7672,1909,261,319,81.8,192,248,77.4,27,52,51.9,2,3.9,3.8,-1.9,30,44,15,3,68
FRA-Ligue 1,2324,Lens,Andy Diouf,FRA,MF,20,2003,14.6,591,737,80.2,8535,2144,316,369,85.6,216,251,86.1,25,50,50.0,0,1.1,1.7,-1.1,21,46,14,0,80
FRA-Ligue 1,2324,Lens,Angelo Fulgini,FRA,MF,26,1996,15.3,569,789,72.1,9396,2835,278,335,83.0,189,248,76.2,67,133,50.4,2,3.2,4.0,-1.2,38,46,20,6,74
FRA-Ligue 1,2324,Lens,Ayanda Sishuba,BEL,"MF,FW",18,2005,0.7,12,14,85.7,192,39,6,8,75.0,6,6,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,1
FRA-Ligue 1,2324,Lens,Brice Samba,FRA,GK,29,1994,33.0,880,1122,78.4,23308,15854,172,172,100.0,404,411,98.3,289,519,55.7,0,0.2,0.2,-0.2,2,18,2,0,4
FRA-Ligue 1,2324,Lens,David Costa,POR,MF,22,2001,16.6,570,726,78.5,9004,2375,277,318,87.1,216,266,81.2,41,74,55.4,2,3.5,3.1,-1.5,26,51,26,7,73
FRA-Ligue 1,2324,Lens,Deiver Machado,COL,DF,29,1993,12.5,383,488,78.5,5645,1674,218,247,88.3,138,170,81.2,13,37,35.1,0,1.3,1.1,-1.3,13,27,11,5,26
FRA-Ligue 1,2324,Lens,Elye Wahi,FRA,FW,20,2003,18.8,214,295,72.5,2542,322,125,160,78.1,55,79,69.6,7,11,63.6,3,2.6,1.0,0.4,16,8,4,0,15
FRA-Ligue 1,2324,Lens,Facundo Medina,ARG,DF,24,1999,30.2,1823,2112,86.3,32296,11954,738,813,90.8,885,958,92.4,149,256,58.2,3,1.8,2.6,1.2,25,205,31,7,219
FRA-Ligue 1,2324,Lens,Faitout Maouassa,FRA,"MF,DF",25,1998,0.8,20,29,69.0,313,129,12,17,70.6,6,7,85.7,1,3,33.3,0,0.1,0.1,-0.1,2,0,1,1,0
FRA-Ligue 1,2324,Lens,Florian Sotoca,FRA,"MF,FW",32,1990,28.9,1071,1445,74.1,16456,4982,544,665,81.8,380,491,77.4,74,138,53.6,6,6.5,6.3,-0.5,52,102,57,20,156
FRA-Ligue 1,2324,Lens,Jean-Louis Leca,FRA,GK,37,1985,1.0,16,26,61.5,315,199,4,5,80.0,10,10,100.0,2,11,18.2,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2324,Lens,Jhoanner Chávez,ECU,DF,21,2002,5.3,173,222,77.9,2816,1043,91,109,83.5,60,72,83.3,15,26,57.7,0,0.5,0.6,-0.5,4,13,6,2,15
FRA-Ligue 1,2324,Lens,Jonathan Gradit,FRA,DF,30,1992,23.5,1181,1383,85.4,21422,9125,457,507,90.1,598,664,90.1,100,167,59.9,0,0.1,0.8,-0.1,5,167,10,3,177
FRA-Ligue 1,2324,Lens,Julien Le Cardinal,FRA,DF,25,1997,0.6,23,32,71.9,435,201,6,8,75.0,12,15,80.0,4,7,57.1,0,0.0,0.0,0.0,0,2,0,0,4
FRA-Ligue 1,2324,Lens,Kevin Danso,AUT,DF,24,1998,29.5,1508,1719,87.7,27659,10926,573,622,92.1,779,856,91.0,128,196,65.3,0,0.4,0.7,-0.4,8,122,6,0,133
FRA-Ligue 1,2324,Lens,Massadio Haïdara,MLI,DF,30,1992,8.2,358,431,83.1,5791,2060,169,194,87.1,149,169,88.2,24,42,57.1,1,0.2,0.4,0.8,1,19,8,4,40
FRA-Ligue 1,2324,Lens,Morgan Guilavogui,GUI,"FW,MF",25,1998,6.3,166,222,74.8,2570,791,80,104,76.9,63,79,79.7,11,13,84.6,0,1.2,1.0,-1.2,14,18,12,0,36
FRA-Ligue 1,2324,Lens,Nampalys Mendy,SEN,MF,31,1992,11.7,577,653,88.4,9505,2648,271,292,92.8,248,273,90.8,43,64,67.2,1,1.1,1.7,-0.1,9,68,12,2,84
FRA-Ligue 1,2324,Lens,Neil El Aynaoui,MAR,MF,22,2001,17.4,576,670,86.0,8486,2193,302,344,87.8,209,230,90.9,25,43,58.1,2,0.8,0.9,1.2,16,66,10,1,59
FRA-Ligue 1,2324,Lens,Oscar Cortés,COL,"FW,MF",19,2003,0.5,18,26,69.2,217,36,13,19,68.4,3,4,75.0,0,1,0.0,1,0.7,0.1,0.3,1,1,1,1,2
FRA-Ligue 1,2324,Lens,Przemysław Frankowski,POL,DF,28,1995,24.4,1008,1320,76.4,16279,5614,503,580,86.7,406,525,77.3,70,137,51.1,2,3.8,5.0,-1.8,39,75,43,15,112
FRA-Ligue 1,2324,Lens,Ruben Aguilar,FRA,DF,30,1993,21.4,1044,1282,81.4,15383,5987,594,666,89.2,369,443,83.3,44,93,47.3,3,2.9,4.0,0.1,26,73,42,14,110
FRA-Ligue 1,2324,Lens,Salis Abdul Samed,GHA,MF,23,2000,16.9,796,895,88.9,12470,3008,393,433,90.8,330,360,91.7,41,54,75.9,0,0.5,1.1,-0.5,6,87,5,2,78
FRA-Ligue 1,2324,Lens,Stijn Spierings,NED,MF,27,1996,1.3,50,59,84.7,889,305,22,27,81.5,22,24,91.7,4,5,80.0,0,0.0,0.0,0.0,0,6,0,0,9
FRA-Ligue 1,2324,Lens,Wesley Saïd,FRA,"FW,MF",28,1995,11.3,193,268,72.0,2835,706,101,132,76.5,55,79,69.6,15,26,57.7,1,0.9,1.2,0.1,12,20,12,2,26
FRA-Ligue 1,2324,Lille,Aaron Malouda,FRA,FW,17,2005,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2324,Lille,Adam Ounas,ALG,FW,26,1996,4.6,138,194,71.1,2338,766,70,84,83.3,47,64,73.4,16,29,55.2,0,1.9,1.8,-1.9,13,7,11,5,20
FRA-Ligue 1,2324,Lille,Alan Virginius,FRA,FW,20,2003,0.8,14,17,82.4,183,45,7,8,87.5,5,7,71.4,0,0,,0,0.0,0.0,0.0,1,2,0,0,2
FRA-Ligue 1,2324,Lille,Alexsandro Ribeiro,BRA,DF,23,1999,24.7,1615,1804,89.5,29871,10802,584,618,94.5,868,934,92.9,128,201,63.7,0,0.5,0.7,-0.5,5,83,5,0,82
FRA-Ligue 1,2324,Lille,Andrej Ilic,SRB,FW,23,2000,0.1,1,1,100.0,12,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2324,Lille,Angel Gomes,ENG,MF,22,2000,28.6,1566,1751,89.4,27874,7062,727,779,93.3,632,680,92.9,170,220,77.3,8,6.2,6.0,1.8,48,164,45,1,204
FRA-Ligue 1,2324,Lille,Ayyoub Bouaddi,FRA,MF,15,2007,1.5,103,115,89.6,1783,594,46,51,90.2,44,46,95.7,11,14,78.6,0,0.0,0.0,0.0,1,10,1,1,12
FRA-Ligue 1,2324,Lille,Bafodé Diakité,FRA,DF,22,2001,18.8,1206,1311,92.0,20793,7113,503,545,92.3,596,633,94.2,77,92,83.7,2,1.4,0.7,0.6,13,91,1,0,95
FRA-Ligue 1,2324,Lille,Benjamin André,FRA,MF,32,1990,28.6,1598,1919,83.3,26448,7329,751,860,87.3,648,733,88.4,123,199,61.8,0,1.3,2.2,-1.3,19,173,9,2,180
FRA-Ligue 1,2324,Lille,Carlos Baleba,CMR,MF,19,2004,0.7,39,45,86.7,627,100,20,22,90.9,12,13,92.3,4,6,66.7,0,0.0,0.0,0.0,0,5,0,0,3
FRA-Ligue 1,2324,Lille,Edon Zhegrova,KVX,FW,24,1999,25.4,764,1043,73.3,12061,3392,408,473,86.3,296,394,75.1,42,115,36.5,6,6.2,7.8,-0.2,46,43,53,13,90
FRA-Ligue 1,2324,Lille,Gabriel Gudmundsson,SWE,"DF,FW",24,1999,14.1,437,560,78.0,6983,1602,209,249,83.9,187,233,80.3,26,41,63.4,0,1.2,1.6,-1.2,13,20,10,5,37
FRA-Ligue 1,2324,Lille,Hákon Arnar Haraldsson,ISL,"FW,MF",20,2003,14.3,451,549,82.1,6644,1432,227,272,83.5,165,195,84.6,26,33,78.8,0,1.5,1.6,-1.5,15,38,11,1,48
FRA-Ligue 1,2324,Lille,Ichem Ferrah,FRA,FW,17,2005,0.0,1,1,100.0,8,6,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
FRA-Ligue 1,2324,Lille,Ignacio Miramon,ARG,MF,20,2003,0.4,28,32,87.5,492,135,11,12,91.7,13,14,92.9,3,4,75.0,0,0.0,0.0,0.0,0,2,0,0,3
FRA-Ligue 1,2324,Lille,Ismaily,BRA,DF,33,1990,27.4,1262,1505,83.9,18690,6452,714,810,88.1,470,540,87.0,43,83,51.8,1,1.2,1.5,-0.2,10,90,23,7,114
