league,season,game,week,day,date,time,home_team,home_xg,score,away_xg,away_team,attendance,venue,referee,match_report,notes,game_id
ITA-Serie A,2122,2021-12-12 Sassuolo-Lazio,17,Sun,2021-12-12,18:00,Sassuolo,1.0,2–1,0.4,Lazio,5100,Mapei Stadium - Città del Tricolore,Simone Sozza,/en/matches/11d49a69/Sassuolo-Lazio-December-12-2021-Serie-A,,11d49a69
ITA-Serie A,2122,2021-12-12 Torino-Bologna,17,Sun,2021-12-12,12:30,Torino,1.8,2–1,1.0,Bologna,6562,Stadio Olimpico di Torino,Federico Dionisi,/en/matches/1420ca0a/Torino-Bologna-December-12-2021-Serie-A,,1420ca0a
ITA-Serie A,2122,2021-12-13 Roma-Spezia,17,Mon,2021-12-13,20:45,Roma,2.2,2–0,0.6,Spezia,44844,Stadio Olimpico,Alessandro Prontera,/en/matches/33360771/Roma-Spezia-December-13-2021-Serie-A,,33360771
ITA-Serie A,2122,2021-12-17 Lazio-Genoa,18,Fri,2021-12-17,18:30,Lazio,1.5,3–1,0.2,Genoa,6000,Stadio Olimpico,Luca Pairetto,/en/matches/64553f59/Lazio-Genoa-December-17-2021-Serie-A,,64553f59
ITA-Serie A,2122,2021-12-17 Salernitana-Inter,18,Fri,2021-12-17,20:45,Salernitana,0.7,0–5,3.0,Inter,18000,Stadio Arechi,Maurizio Mariani,/en/matches/41f59620/Salernitana-Internazionale-December-17-2021-Serie-A,,41f59620
ITA-Serie A,2122,2021-12-18 Atalanta-Roma,18,Sat,2021-12-18,15:00,Atalanta,1.2,1–4,1.7,Roma,14469,Stadio Atleti Azzurri d'Italia,Massimiliano Irrati,/en/matches/5eeacbbe/Atalanta-Roma-December-18-2021-Serie-A,,5eeacbbe
ITA-Serie A,2122,2021-12-18 Bologna-Juventus,18,Sat,2021-12-18,18:00,Bologna,0.5,0–2,0.9,Juventus,22394,Stadio Renato Dall'Ara,Daniele Orsato,/en/matches/b6bfc338/Bologna-Juventus-December-18-2021-Serie-A,,b6bfc338
ITA-Serie A,2122,2021-12-18 Cagliari-Udinese,18,Sat,2021-12-18,20:45,Cagliari,0.2,0–4,0.6,Udinese,7864,Unipol Domus,Fabio Maresca,/en/matches/eb7370d9/Cagliari-Udinese-December-18-2021-Serie-A,,eb7370d9
ITA-Serie A,2122,2021-12-19 Fiorentina-Sassuolo,18,Sun,2021-12-19,12:30,Fiorentina,3.5,2–2,1.1,Sassuolo,21514,Stadio Artemio Franchi,Marco Serra,/en/matches/d5838c4d/Fiorentina-Sassuolo-December-19-2021-Serie-A,,d5838c4d
ITA-Serie A,2122,2021-12-19 Milan-Napoli,18,Sun,2021-12-19,20:45,Milan,0.4,0–1,0.8,Napoli,54647,Stadio Giuseppe Meazza,Davide Massa,/en/matches/e3029ebd/Milan-Napoli-December-19-2021-Serie-A,,e3029ebd
ITA-Serie A,2122,2021-12-19 Sampdoria-Venezia,18,Sun,2021-12-19,18:00,Sampdoria,1.5,1–1,1.0,Venezia,5735,Stadio Comunale Luigi Ferraris,Rosario Abisso,/en/matches/3c52cd53/Sampdoria-Venezia-December-19-2021-Serie-A,,3c52cd53
ITA-Serie A,2122,2021-12-19 Spezia-Empoli,18,Sun,2021-12-19,15:00,Spezia,0.9,1–1,1.5,Empoli,5414,Stadio Alberto Picco,Manuel Volpi,/en/matches/dd2c9a9e/Spezia-Empoli-December-19-2021-Serie-A,,dd2c9a9e
ITA-Serie A,2122,2021-12-19 Torino-Hellas Verona,18,Sun,2021-12-19,18:00,Torino,0.7,1–0,0.3,Hellas Verona,6202,Stadio Olimpico di Torino,Michael Fabbri,/en/matches/94913299/Torino-Hellas-Verona-December-19-2021-Serie-A,,94913299
ITA-Serie A,2122,2021-12-21 Genoa-Atalanta,19,Tue,2021-12-21,20:45,Genoa,0.0,0–0,1.1,Atalanta,6000,Stadio Comunale Luigi Ferraris,Paolo Valeri,/en/matches/2c2fe99f/Genoa-Atalanta-December-21-2021-Serie-A,,2c2fe99f
ITA-Serie A,2122,2021-12-21 Juventus-Cagliari,19,Tue,2021-12-21,20:45,Juventus,1.2,2–0,1.1,Cagliari,11197,Allianz Stadium,Federico Dionisi,/en/matches/8c84bd7d/Juventus-Cagliari-December-21-2021-Serie-A,,8c84bd7d
ITA-Serie A,2122,2021-12-22 Empoli-Milan,19,Wed,2021-12-22,20:45,Empoli,1.6,2–4,1.2,Milan,10596,Stadio Carlo Castellani,Marco Di Bello,/en/matches/396205f0/Empoli-Milan-December-22-2021-Serie-A,,396205f0
ITA-Serie A,2122,2021-12-22 Hellas Verona-Fiorentina,19,Wed,2021-12-22,18:30,Hellas Verona,0.5,1–1,0.9,Fiorentina,14001,Stadio Marc'Antonio Bentegodi,Daniele Doveri,/en/matches/efd40d81/Hellas-Verona-Fiorentina-December-22-2021-Serie-A,,efd40d81
ITA-Serie A,2122,2021-12-22 Inter-Torino,19,Wed,2021-12-22,18:30,Inter,1.2,1–0,0.5,Torino,41413,Stadio Giuseppe Meazza,Marco Guida,/en/matches/716547fc/Internazionale-Torino-December-22-2021-Serie-A,,716547fc
ITA-Serie A,2122,2021-12-22 Napoli-Spezia,19,Wed,2021-12-22,20:45,Napoli,1.9,0–1,0.6,Spezia,25000,Stadio Diego Armando Maradona,Luca Massimi,/en/matches/c573f9e2/Napoli-Spezia-December-22-2021-Serie-A,,c573f9e2
ITA-Serie A,2122,2021-12-22 Roma-Sampdoria,19,Wed,2021-12-22,18:30,Roma,1.3,1–1,1.4,Sampdoria,49400,Stadio Olimpico,Piero Giacomelli,/en/matches/2d4b42c3/Roma-Sampdoria-December-22-2021-Serie-A,,2d4b42c3
ITA-Serie A,2122,2021-12-22 Sassuolo-Bologna,19,Wed,2021-12-22,16:30,Sassuolo,0.6,0–3,1.8,Bologna,4763,Mapei Stadium - Città del Tricolore,Michael Fabbri,/en/matches/8e398e07/Sassuolo-Bologna-December-22-2021-Serie-A,,8e398e07
ITA-Serie A,2122,2021-12-22 Venezia-Lazio,19,Wed,2021-12-22,16:30,Venezia,0.8,1–3,1.4,Lazio,7894,Stadio Pierluigi Penzo,Fabio Maresca,/en/matches/2f439e5e/Venezia-Lazio-December-22-2021-Serie-A,,2f439e5e
ITA-Serie A,2122,2022-01-06 Juventus-Napoli,20,Thu,2022-01-06,20:45,Juventus,1.5,1–1,0.9,Napoli,19301,Allianz Stadium,Simone Sozza,/en/matches/0061f883/Juventus-Napoli-January-6-2022-Serie-A,,0061f883
ITA-Serie A,2122,2022-01-06 Lazio-Empoli,20,Thu,2022-01-06,14:30,Lazio,2.8,3–3,1.9,Empoli,23000,Stadio Olimpico,Antonio Giua,/en/matches/1008974d/Lazio-Empoli-January-6-2022-Serie-A,,1008974d
ITA-Serie A,2122,2022-01-06 Milan-Roma,20,Thu,2022-01-06,18:30,Milan,2.9,3–1,0.6,Roma,35870,Stadio Giuseppe Meazza,Daniele Chiffi,/en/matches/8e60ec01/Milan-Roma-January-6-2022-Serie-A,,8e60ec01
ITA-Serie A,2122,2022-01-06 Sampdoria-Cagliari,20,Thu,2022-01-06,12:30,Sampdoria,0.4,1–2,2.3,Cagliari,3188,Stadio Comunale Luigi Ferraris,Giacomo Camplone,/en/matches/760a25c6/Sampdoria-Cagliari-January-6-2022-Serie-A,,760a25c6
ITA-Serie A,2122,2022-01-06 Sassuolo-Genoa,20,Thu,2022-01-06,16:30,Sassuolo,2.0,1–1,0.3,Genoa,4696,Mapei Stadium - Città del Tricolore,Gianluca Manganiello,/en/matches/7d553ee0/Sassuolo-Genoa-January-6-2022-Serie-A,,7d553ee0
ITA-Serie A,2122,2022-01-06 Spezia-Hellas Verona,20,Thu,2022-01-06,14:30,Spezia,1.4,1–2,1.4,Hellas Verona,3250,Stadio Alberto Picco,Maurizio Mariani,/en/matches/d0ae4713/Spezia-Hellas-Verona-January-6-2022-Serie-A,,d0ae4713
ITA-Serie A,2122,2022-01-09 Empoli-Sassuolo,21,Sun,2022-01-09,14:30,Empoli,1.2,1–5,4.2,Sassuolo,4081,Stadio Carlo Castellani,Manuel Volpi,/en/matches/3f8dcf2f/Empoli-Sassuolo-January-9-2022-Serie-A,,3f8dcf2f
ITA-Serie A,2122,2022-01-09 Genoa-Spezia,21,Sun,2022-01-09,18:30,Genoa,1.0,0–1,1.5,Spezia,8000,Stadio Comunale Luigi Ferraris,Marco Guida,/en/matches/cb8d8313/Genoa-Spezia-January-9-2022-Serie-A,,cb8d8313
ITA-Serie A,2122,2022-01-09 Hellas Verona-Salernitana,21,Sun,2022-01-09,20:45,Hellas Verona,1.2,1–2,1.1,Salernitana,3106,Stadio Marc'Antonio Bentegodi,Federico Dionisi,/en/matches/a080cb59/Hellas-Verona-Salernitana-January-9-2022-Serie-A,,a080cb59
ITA-Serie A,2122,2022-01-09 Inter-Lazio,21,Sun,2022-01-09,20:45,Inter,2.0,2–1,1.6,Lazio,29471,Stadio Giuseppe Meazza,Luca Pairetto,/en/matches/a0ba3ca6/Internazionale-Lazio-January-9-2022-Serie-A,,a0ba3ca6
ITA-Serie A,2122,2022-01-09 Napoli-Sampdoria,21,Sun,2022-01-09,16:30,Napoli,1.2,1–0,0.4,Sampdoria,9000,Stadio Diego Armando Maradona,Marco Di Bello,/en/matches/b1cc0886/Napoli-Sampdoria-January-9-2022-Serie-A,,b1cc0886
ITA-Serie A,2122,2022-01-09 Roma-Juventus,21,Sun,2022-01-09,18:30,Roma,2.1,3–4,1.0,Juventus,33178,Stadio Olimpico,Davide Massa,/en/matches/ed084613/Roma-Juventus-January-9-2022-Serie-A,,ed084613
ITA-Serie A,2122,2022-01-09 Udinese-Atalanta,21,Sun,2022-01-09,16:30,Udinese,1.0,2–6,3.2,Atalanta,8679,Dacia Arena,Michael Fabbri,/en/matches/e72244f8/Udinese-Atalanta-January-9-2022-Serie-A,,e72244f8
ITA-Serie A,2122,2022-01-09 Venezia-Milan,21,Sun,2022-01-09,12:30,Venezia,0.5,0–3,2.9,Milan,5000,Stadio Pierluigi Penzo,Massimiliano Irrati,/en/matches/18ac0a53/Venezia-Milan-January-9-2022-Serie-A,,18ac0a53
ITA-Serie A,2122,2022-01-10 Torino-Fiorentina,21,Mon,2022-01-10,17:00,Torino,1.9,4–0,0.5,Fiorentina,3545,Stadio Olimpico di Torino,Livio Marinelli,/en/matches/f108b2eb/Torino-Fiorentina-January-10-2022-Serie-A,,f108b2eb
ITA-Serie A,2122,2022-01-11 Cagliari-Bologna,21,Tue,2022-01-11,20:45,Cagliari,1.8,2–1,0.6,Bologna,5583,Unipol Domus,Davide Ghersini,/en/matches/f58006fb/Cagliari-Bologna-January-11-2022-Serie-A,,f58006fb
ITA-Serie A,2122,2022-01-15 Juventus-Udinese,22,Sat,2022-01-15,20:45,Juventus,1.2,2–0,0.6,Udinese,5000,Allianz Stadium,Antonio Giua,/en/matches/b876929a/Juventus-Udinese-January-15-2022-Serie-A,,b876929a
ITA-Serie A,2122,2022-01-15 Salernitana-Lazio,22,Sat,2022-01-15,18:00,Salernitana,0.3,0–3,1.9,Lazio,2559,Stadio Arechi,Rosario Abisso,/en/matches/58f7c81f/Salernitana-Lazio-January-15-2022-Serie-A,,58f7c81f
ITA-Serie A,2122,2022-01-15 Sampdoria-Torino,22,Sat,2022-01-15,15:00,Sampdoria,1.3,1–2,1.3,Torino,2549,Stadio Comunale Luigi Ferraris,Luca Massimi,/en/matches/5a61b72f/Sampdoria-Torino-January-15-2022-Serie-A,,5a61b72f
ITA-Serie A,2122,2022-01-16 Atalanta-Inter,22,Sun,2022-01-16,20:45,Atalanta,1.6,0–0,1.8,Inter,5000,Stadio Atleti Azzurri d'Italia,Davide Massa,/en/matches/b6107d5e/Atalanta-Internazionale-January-16-2022-Serie-A,,b6107d5e
ITA-Serie A,2122,2022-01-16 Roma-Cagliari,22,Sun,2022-01-16,18:00,Roma,1.8,1–0,0.4,Cagliari,5000,Stadio Olimpico,Lorenzo Maggioni,/en/matches/8feacd2a/Roma-Cagliari-January-16-2022-Serie-A,,8feacd2a
ITA-Serie A,2122,2022-01-16 Sassuolo-Hellas Verona,22,Sun,2022-01-16,12:30,Sassuolo,0.9,2–4,3.1,Hellas Verona,3843,Mapei Stadium - Città del Tricolore,Alessandro Prontera,/en/matches/4e9bc574/Sassuolo-Hellas-Verona-January-16-2022-Serie-A,,4e9bc574
ITA-Serie A,2122,2022-01-16 Venezia-Empoli,22,Sun,2022-01-16,15:00,Venezia,1.3,1–1,1.6,Empoli,3805,Stadio Pierluigi Penzo,Piero Giacomelli,/en/matches/e3e227d2/Venezia-Empoli-January-16-2022-Serie-A,,e3e227d2
ITA-Serie A,2122,2022-01-17 Bologna-Napoli,22,Mon,2022-01-17,18:30,Bologna,0.9,0–2,2.3,Napoli,5000,Stadio Renato Dall'Ara,Livio Marinelli,/en/matches/7fa4a885/Bologna-Napoli-January-17-2022-Serie-A,,7fa4a885
ITA-Serie A,2122,2022-01-17 Fiorentina-Genoa,22,Mon,2022-01-17,20:45,Fiorentina,3.4,6–0,0.1,Genoa,5000,Stadio Artemio Franchi,Fabio Maresca,/en/matches/a6f1d693/Fiorentina-Genoa-January-17-2022-Serie-A,,a6f1d693
ITA-Serie A,2122,2022-01-17 Milan-Spezia,22,Mon,2022-01-17,18:30,Milan,2.2,1–2,1.5,Spezia,5000,Stadio Giuseppe Meazza,Marco Serra,/en/matches/3a49d3a9/Milan-Spezia-January-17-2022-Serie-A,,3a49d3a9
ITA-Serie A,2122,2022-01-21 Hellas Verona-Bologna,23,Fri,2022-01-21,20:45,Hellas Verona,1.8,2–1,0.6,Bologna,4286,Stadio Marc'Antonio Bentegodi,Matteo Gariglio,/en/matches/f5671990/Hellas-Verona-Bologna-January-21-2022-Serie-A,,f5671990
ITA-Serie A,2122,2022-01-22 Genoa-Udinese,23,Sat,2022-01-22,15:00,Genoa,1.0,0–0,0.1,Udinese,5000,Stadio Comunale Luigi Ferraris,Daniele Doveri,/en/matches/096c86d2/Genoa-Udinese-January-22-2022-Serie-A,,096c86d2
ITA-Serie A,2122,2022-01-22 Inter-Venezia,23,Sat,2022-01-22,18:00,Inter,2.9,2–1,0.2,Venezia,5000,Stadio Giuseppe Meazza,Matteo Marchetti,/en/matches/5fe182f1/Internazionale-Venezia-January-22-2022-Serie-A,,5fe182f1
ITA-Serie A,2122,2022-01-22 Lazio-Atalanta,23,Sat,2022-01-22,20:45,Lazio,0.4,0–0,0.4,Atalanta,4000,Stadio Olimpico,Simone Sozza,/en/matches/a5ee61d2/Lazio-Atalanta-January-22-2022-Serie-A,,a5ee61d2
ITA-Serie A,2122,2022-01-23 Cagliari-Fiorentina,23,Sun,2022-01-23,12:30,Cagliari,1.3,1–1,2.3,Fiorentina,5000,Unipol Domus,Gianluca Aureliano,/en/matches/19a449e0/Cagliari-Fiorentina-January-23-2022-Serie-A,,19a449e0
ITA-Serie A,2122,2022-01-23 Empoli-Roma,23,Sun,2022-01-23,18:00,Empoli,0.9,2–4,2.5,Roma,4920,Stadio Carlo Castellani,Michael Fabbri,/en/matches/917843fa/Empoli-Roma-January-23-2022-Serie-A,,917843fa
ITA-Serie A,2122,2022-01-23 Milan-Juventus,23,Sun,2022-01-23,20:45,Milan,0.6,0–0,0.4,Juventus,5000,Stadio Giuseppe Meazza,Marco Di Bello,/en/matches/c439f074/Milan-Juventus-January-23-2022-Serie-A,,c439f074
ITA-Serie A,2122,2022-01-23 Napoli-Salernitana,23,Sun,2022-01-23,15:00,Napoli,4.3,4–1,0.2,Salernitana,3000,Stadio Diego Armando Maradona,Luca Pairetto,/en/matches/861d5029/Napoli-Salernitana-January-23-2022-Serie-A,,861d5029
ITA-Serie A,2122,2022-01-23 Spezia-Sampdoria,23,Sun,2022-01-23,15:00,Spezia,0.4,1–0,0.3,Sampdoria,5000,Stadio Alberto Picco,Gianluca Manganiello,/en/matches/f12f62b3/Spezia-Sampdoria-January-23-2022-Serie-A,,f12f62b3
ITA-Serie A,2122,2022-01-23 Torino-Sassuolo,23,Sun,2022-01-23,15:00,Torino,2.7,1–1,0.6,Sassuolo,5000,Stadio Olimpico di Torino,Francesco Fourneau,/en/matches/0dbee5b7/Torino-Sassuolo-January-23-2022-Serie-A,,0dbee5b7
ITA-Serie A,2122,2022-02-05 Fiorentina-Lazio,24,Sat,2022-02-05,20:45,Fiorentina,0.7,0–3,2.5,Lazio,17181,Stadio Artemio Franchi,Daniele Orsato,/en/matches/7ecdc5b7/Fiorentina-Lazio-February-5-2022-Serie-A,,7ecdc5b7
ITA-Serie A,2122,2022-02-05 Inter-Milan,24,Sat,2022-02-05,18:00,Inter,1.0,1–2,1.4,Milan,37918,Stadio Giuseppe Meazza,Marco Guida,/en/matches/85e329ed/Derby-della-Madonnina-Internazionale-Milan-February-5-2022-Serie-A,,85e329ed
ITA-Serie A,2122,2022-02-05 Roma-Genoa,24,Sat,2022-02-05,15:00,Roma,1.5,0–0,0.6,Genoa,29863,Stadio Olimpico,Rosario Abisso,/en/matches/d864a7c7/Roma-Genoa-February-5-2022-Serie-A,,d864a7c7
ITA-Serie A,2122,2022-02-06 Atalanta-Cagliari,24,Sun,2022-02-06,12:30,Atalanta,0.8,1–2,1.0,Cagliari,7868,Stadio Atleti Azzurri d'Italia,Alessandro Prontera,/en/matches/81a8232f/Atalanta-Cagliari-February-6-2022-Serie-A,,81a8232f
ITA-Serie A,2122,2022-02-06 Bologna-Empoli,24,Sun,2022-02-06,15:00,Bologna,0.6,0–0,1.7,Empoli,10349,Stadio Renato Dall'Ara,Cosso Cosso,/en/matches/6ad52ce3/Bologna-Empoli-February-6-2022-Serie-A,,6ad52ce3
ITA-Serie A,2122,2022-02-06 Juventus-Hellas Verona,24,Sun,2022-02-06,20:45,Juventus,1.6,2–0,0.6,Hellas Verona,17016,Allianz Stadium,Luca Massimi,/en/matches/702fbbeb/Juventus-Hellas-Verona-February-6-2022-Serie-A,,702fbbeb
ITA-Serie A,2122,2022-02-06 Sampdoria-Sassuolo,24,Sun,2022-02-06,15:00,Sampdoria,2.1,4–0,1.3,Sassuolo,6232,Stadio Comunale Luigi Ferraris,Fabio Maresca,/en/matches/f33fb856/Sampdoria-Sassuolo-February-6-2022-Serie-A,,f33fb856
ITA-Serie A,2122,2022-02-06 Udinese-Torino,24,Sun,2022-02-06,18:00,Udinese,1.2,2–0,0.4,Torino,9837,Dacia Arena,Antonio Rapuano,/en/matches/94b5ad10/Udinese-Torino-February-6-2022-Serie-A,,94b5ad10
ITA-Serie A,2122,2022-02-06 Venezia-Napoli,24,Sun,2022-02-06,15:00,Venezia,0.4,0–2,1.5,Napoli,5554,Stadio Pierluigi Penzo,Maurizio Mariani,/en/matches/3c6f1dc5/Venezia-Napoli-February-6-2022-Serie-A,,3c6f1dc5
ITA-Serie A,2122,2022-02-07 Salernitana-Spezia,24,Mon,2022-02-07,20:45,Salernitana,0.4,2–2,1.9,Spezia,10668,Stadio Arechi,Paolo Valeri,/en/matches/106a8f38/Salernitana-Spezia-February-7-2022-Serie-A,,106a8f38
ITA-Serie A,2122,2022-02-12 Lazio-Bologna,25,Sat,2022-02-12,15:00,Lazio,1.9,3–0,0.7,Bologna,22000,Stadio Olimpico,Marco Piccinini,/en/matches/0ae1530e/Lazio-Bologna-February-12-2022-Serie-A,,0ae1530e
ITA-Serie A,2122,2022-02-12 Napoli-Inter,25,Sat,2022-02-12,18:00,Napoli,1.5,1–1,0.6,Inter,27000,Stadio Diego Armando Maradona,Daniele Doveri,/en/matches/139f09ad/Napoli-Internazionale-February-12-2022-Serie-A,,139f09ad
ITA-Serie A,2122,2022-02-12 Torino-Venezia,25,Sat,2022-02-12,20:45,Torino,0.9,1–2,0.3,Venezia,6681,Stadio Olimpico di Torino,Antonio Giua,/en/matches/37d97150/Torino-Venezia-February-12-2022-Serie-A,,37d97150
ITA-Serie A,2122,2022-02-13 Atalanta-Juventus,25,Sun,2022-02-13,20:45,Atalanta,2.4,1–1,0.7,Juventus,9731,Stadio Atleti Azzurri d'Italia,Maurizio Mariani,/en/matches/0b0f2610/Atalanta-Juventus-February-13-2022-Serie-A,,0b0f2610
ITA-Serie A,2122,2022-02-13 Empoli-Cagliari,25,Sun,2022-02-13,15:00,Empoli,0.9,1–1,1.1,Cagliari,4787,Stadio Carlo Castellani,Federico Dionisi,/en/matches/0fa89a9d/Empoli-Cagliari-February-13-2022-Serie-A,,0fa89a9d
ITA-Serie A,2122,2022-02-13 Genoa-Salernitana,25,Sun,2022-02-13,15:00,Genoa,1.9,1–1,0.8,Salernitana,13742,Stadio Comunale Luigi Ferraris,Marco Di Bello,/en/matches/e3b8fb0d/Genoa-Salernitana-February-13-2022-Serie-A,,e3b8fb0d
ITA-Serie A,2122,2022-02-13 Hellas Verona-Udinese,25,Sun,2022-02-13,15:00,Hellas Verona,0.7,4–0,1.1,Udinese,11713,Stadio Marc'Antonio Bentegodi,Andrea Colombo,/en/matches/6e7906d8/Hellas-Verona-Udinese-February-13-2022-Serie-A,,6e7906d8
ITA-Serie A,2122,2022-02-13 Milan-Sampdoria,25,Sun,2022-02-13,12:30,Milan,1.2,1–0,0.2,Sampdoria,35710,Stadio Giuseppe Meazza,Daniele Chiffi,/en/matches/a731be6f/Milan-Sampdoria-February-13-2022-Serie-A,,a731be6f
ITA-Serie A,2122,2022-02-13 Sassuolo-Roma,25,Sun,2022-02-13,18:00,Sassuolo,1.2,2–2,2.3,Roma,9282,Mapei Stadium - Città del Tricolore,Marco Guida,/en/matches/8add55f1/Sassuolo-Roma-February-13-2022-Serie-A,,8add55f1
ITA-Serie A,2122,2022-02-14 Spezia-Fiorentina,25,Mon,2022-02-14,20:45,Spezia,0.7,1–2,2.1,Fiorentina,5400,Stadio Alberto Picco,Matteo Marchetti,/en/matches/dbd86099/Spezia-Fiorentina-February-14-2022-Serie-A,,dbd86099
ITA-Serie A,2122,2022-02-18 Juventus-Torino,26,Fri,2022-02-18,20:45,Juventus,0.6,1–1,0.7,Torino,20132,Allianz Stadium,Davide Massa,/en/matches/6641b37b/Juventus-Torino-February-18-2022-Serie-A,,6641b37b
ITA-Serie A,2122,2022-02-19 Roma-Hellas Verona,26,Sat,2022-02-19,18:00,Roma,0.4,2–2,0.5,Hellas Verona,34777,Stadio Olimpico,Luca Pairetto,/en/matches/32622c0e/Roma-Hellas-Verona-February-19-2022-Serie-A,,32622c0e
ITA-Serie A,2122,2022-02-19 Salernitana-Milan,26,Sat,2022-02-19,20:45,Salernitana,1.0,2–2,1.3,Milan,18449,Stadio Arechi,Michael Fabbri,/en/matches/2952f038/Salernitana-Milan-February-19-2022-Serie-A,,2952f038
ITA-Serie A,2122,2022-02-19 Sampdoria-Empoli,26,Sat,2022-02-19,15:00,Sampdoria,0.6,2–0,0.6,Empoli,9069,Stadio Comunale Luigi Ferraris,Antonio Rapuano,/en/matches/38d8729f/Sampdoria-Empoli-February-19-2022-Serie-A,,38d8729f
ITA-Serie A,2122,2022-02-20 Fiorentina-Atalanta,26,Sun,2022-02-20,12:30,Fiorentina,0.8,1–0,0.3,Atalanta,18056,Stadio Artemio Franchi,Daniele Doveri,/en/matches/151fc44e/Fiorentina-Atalanta-February-20-2022-Serie-A,,151fc44e
ITA-Serie A,2122,2022-02-20 Inter-Sassuolo,26,Sun,2022-02-20,18:00,Inter,2.9,0–2,1.6,Sassuolo,28324,Stadio Giuseppe Meazza,Francesco Fourneau,/en/matches/83fbf802/Internazionale-Sassuolo-February-20-2022-Serie-A,,83fbf802
ITA-Serie A,2122,2022-02-20 Udinese-Lazio,26,Sun,2022-02-20,20:45,Udinese,1.9,1–1,1.4,Lazio,10799,Dacia Arena,Luca Massimi,/en/matches/3f1bbbcd/Udinese-Lazio-February-20-2022-Serie-A,,3f1bbbcd
ITA-Serie A,2122,2022-02-20 Venezia-Genoa,26,Sun,2022-02-20,15:00,Venezia,1.1,1–1,1.7,Genoa,7566,Stadio Pierluigi Penzo,Daniele Orsato,/en/matches/7eca1f3f/Venezia-Genoa-February-20-2022-Serie-A,,7eca1f3f
ITA-Serie A,2122,2022-02-21 Bologna-Spezia,26,Mon,2022-02-21,21:00,Bologna,2.0,2–1,0.3,Spezia,12050,Stadio Renato Dall'Ara,Livio Marinelli,/en/matches/210df948/Bologna-Spezia-February-21-2022-Serie-A,,210df948
ITA-Serie A,2122,2022-02-21 Cagliari-Napoli,26,Mon,2022-02-21,19:00,Cagliari,1.7,1–1,1.3,Napoli,12063,Unipol Domus,Maurizio Mariani,/en/matches/fd939a24/Cagliari-Napoli-February-21-2022-Serie-A,,fd939a24
ITA-Serie A,2122,2022-02-25 Genoa-Inter,27,Fri,2022-02-25,21:00,Genoa,0.8,0–0,1.4,Inter,14314,Stadio Comunale Luigi Ferraris,Daniele Chiffi,/en/matches/02de48da/Genoa-Internazionale-February-25-2022-Serie-A,,02de48da
ITA-Serie A,2122,2022-02-25 Milan-Udinese,27,Fri,2022-02-25,18:45,Milan,1.0,1–1,1.3,Udinese,44588,Stadio Giuseppe Meazza,Matteo Marchetti,/en/matches/cac946ce/Milan-Udinese-February-25-2022-Serie-A,,cac946ce
ITA-Serie A,2122,2022-02-26 Empoli-Juventus,27,Sat,2022-02-26,18:00,Empoli,1.2,2–3,2.2,Juventus,11890,Stadio Carlo Castellani,Fabio Maresca,/en/matches/e52f3cd7/Empoli-Juventus-February-26-2022-Serie-A,,e52f3cd7
ITA-Serie A,2122,2022-02-26 Salernitana-Bologna,27,Sat,2022-02-26,15:00,Salernitana,1.1,1–1,0.5,Bologna,13289,Stadio Arechi,Giovanni Ayroldi,/en/matches/4821b14f/Salernitana-Bologna-February-26-2022-Serie-A,,4821b14f
ITA-Serie A,2122,2022-02-26 Sassuolo-Fiorentina,27,Sat,2022-02-26,20:45,Sassuolo,1.5,2–1,2.5,Fiorentina,8952,Mapei Stadium - Città del Tricolore,Alessandro Prontera,/en/matches/52954201/Sassuolo-Fiorentina-February-26-2022-Serie-A,,52954201
ITA-Serie A,2122,2022-02-27 Hellas Verona-Venezia,27,Sun,2022-02-27,15:05,Hellas Verona,2.5,3–1,0.9,Venezia,14298,Stadio Marc'Antonio Bentegodi,Juan Sacchi,/en/matches/6cd80c1a/Hellas-Verona-Venezia-February-27-2022-Serie-A,,6cd80c1a
ITA-Serie A,2122,2022-02-27 Lazio-Napoli,27,Sun,2022-02-27,20:50,Lazio,1.2,1–2,1.0,Napoli,25000,Stadio Olimpico,Marco Di Bello,/en/matches/c90dd7ce/Lazio-Napoli-February-27-2022-Serie-A,,c90dd7ce
ITA-Serie A,2122,2022-02-27 Spezia-Roma,27,Sun,2022-02-27,18:05,Spezia,0.4,0–1,3.8,Roma,8107,Stadio Alberto Picco,Michael Fabbri,/en/matches/507d50ce/Spezia-Roma-February-27-2022-Serie-A,,507d50ce
ITA-Serie A,2122,2022-02-27 Torino-Cagliari,27,Sun,2022-02-27,12:35,Torino,1.0,1–2,1.2,Cagliari,10231,Stadio Olimpico di Torino,Manuel Volpi,/en/matches/7bfedf81/Torino-Cagliari-February-27-2022-Serie-A,,7bfedf81
ITA-Serie A,2122,2022-02-28 Atalanta-Sampdoria,27,Mon,2022-02-28,20:50,Atalanta,2.1,4–0,0.4,Sampdoria,10245,Stadio Atleti Azzurri d'Italia,Simone Sozza,/en/matches/65258886/Atalanta-Sampdoria-February-28-2022-Serie-A,,65258886
ITA-Serie A,2122,2022-03-04 Inter-Salernitana,28,Fri,2022-03-04,20:45,Inter,3.9,5–0,0.7,Salernitana,46287,Stadio Giuseppe Meazza,Livio Marinelli,/en/matches/22a2c2cf/Internazionale-Salernitana-March-4-2022-Serie-A,,22a2c2cf
