league,season,game,week,day,date,time,home_team,home_xg,score,away_xg,away_team,attendance,venue,referee,match_report,notes,game_id
ITA-Serie A,2122,2022-03-05 Cagliari-Lazio,28,Sat,2022-03-05,20:45,Cagliari,0.6,0–3,2.7,Lazio,10873,Unipol Domus,Fabio Maresca,/en/matches/1f5ef7e6/Cagliari-Lazio-March-5-2022-Serie-A,,1f5ef7e6
ITA-Serie A,2122,2022-03-05 Roma-Atalanta,28,Sat,2022-03-05,18:00,Roma,1.6,1–0,0.6,Atalanta,42303,Stadio Olimpico,Davide Massa,/en/matches/51617b56/Roma-Atalanta-March-5-2022-Serie-A,,51617b56
ITA-Serie A,2122,2022-03-05 Udinese-Sampdoria,28,Sat,2022-03-05,15:00,Udinese,1.8,2–1,1.4,Sampdoria,12405,Dacia Arena,Massimiliano Irrati,/en/matches/3f122955/Udinese-Sampdoria-March-5-2022-Serie-A,,3f122955
ITA-Serie A,2122,2022-03-06 Bologna-Torino,28,Sun,2022-03-06,15:00,Bologna,0.3,0–0,1.0,Torino,17575,Stadio Renato Dall'Ara,Luca Massimi,/en/matches/b68aceb0/Bologna-Torino-March-6-2022-Serie-A,,b68aceb0
ITA-Serie A,2122,2022-03-06 Fiorentina-Hellas Verona,28,Sun,2022-03-06,15:00,Fiorentina,1.4,1–1,1.0,Hellas Verona,23491,Stadio Artemio Franchi,Gianluca Manganiello,/en/matches/0808a81d/Fiorentina-Hellas-Verona-March-6-2022-Serie-A,,0808a81d
ITA-Serie A,2122,2022-03-06 Genoa-Empoli,28,Sun,2022-03-06,12:30,Genoa,1.1,0–0,0.3,Empoli,14935,Stadio Comunale Luigi Ferraris,Gianluca Aureliano,/en/matches/bafe5081/Genoa-Empoli-March-6-2022-Serie-A,,bafe5081
ITA-Serie A,2122,2022-03-06 Juventus-Spezia,28,Sun,2022-03-06,18:00,Juventus,1.3,1–0,0.7,Spezia,26475,Allianz Stadium,Francesco Fourneau,/en/matches/e9c66007/Juventus-Spezia-March-6-2022-Serie-A,,e9c66007
ITA-Serie A,2122,2022-03-06 Napoli-Milan,28,Sun,2022-03-06,20:45,Napoli,0.4,0–1,1.2,Milan,42000,Stadio Diego Armando Maradona,Daniele Orsato,/en/matches/c07431bd/Napoli-Milan-March-6-2022-Serie-A,,c07431bd
ITA-Serie A,2122,2022-03-06 Venezia-Sassuolo,28,Sun,2022-03-06,15:00,Venezia,2.8,1–4,3.5,Sassuolo,5732,Stadio Pierluigi Penzo,Luca Pairetto,/en/matches/d0180b27/Venezia-Sassuolo-March-6-2022-Serie-A,,d0180b27
ITA-Serie A,2122,2022-03-12 Milan-Empoli,29,Sat,2022-03-12,20:45,Milan,0.7,1–0,0.3,Empoli,48801,Stadio Giuseppe Meazza,Daniele Chiffi,/en/matches/31f2171d/Milan-Empoli-March-12-2022-Serie-A,,31f2171d
ITA-Serie A,2122,2022-03-12 Salernitana-Sassuolo,29,Sat,2022-03-12,15:00,Salernitana,1.3,2–2,1.5,Sassuolo,10249,Stadio Arechi,Luca Massimi,/en/matches/4b1ad5f6/Salernitana-Sassuolo-March-12-2022-Serie-A,,4b1ad5f6
ITA-Serie A,2122,2022-03-12 Sampdoria-Juventus,29,Sat,2022-03-12,18:00,Sampdoria,1.5,1–3,1.3,Juventus,16644,Stadio Comunale Luigi Ferraris,Paolo Valeri,/en/matches/b44e2bfb/Sampdoria-Juventus-March-12-2022-Serie-A,,b44e2bfb
ITA-Serie A,2122,2022-03-12 Spezia-Cagliari,29,Sat,2022-03-12,15:00,Spezia,2.3,2–0,0.4,Cagliari,7180,Stadio Alberto Picco,Daniele Orsato,/en/matches/1a4c166c/Spezia-Cagliari-March-12-2022-Serie-A,,1a4c166c
ITA-Serie A,2122,2022-03-13 Atalanta-Genoa,29,Sun,2022-03-13,18:00,Atalanta,1.1,0–0,1.0,Genoa,9140,Stadio Atleti Azzurri d'Italia,Rosario Abisso,/en/matches/b5dfd0c4/Atalanta-Genoa-March-13-2022-Serie-A,,b5dfd0c4
ITA-Serie A,2122,2022-03-13 Fiorentina-Bologna,29,Sun,2022-03-13,12:30,Fiorentina,1.8,1–0,1.1,Bologna,22635,Stadio Artemio Franchi,Juan Sacchi,/en/matches/dedaf43b/Derby-dellAppennino-Fiorentina-Bologna-March-13-2022-Serie-A,,dedaf43b
ITA-Serie A,2122,2022-03-13 Hellas Verona-Napoli,29,Sun,2022-03-13,15:00,Hellas Verona,0.6,1–2,1.4,Napoli,18782,Stadio Marc'Antonio Bentegodi,Daniele Doveri,/en/matches/eb75d1da/Hellas-Verona-Napoli-March-13-2022-Serie-A,,eb75d1da
ITA-Serie A,2122,2022-03-13 Torino-Inter,29,Sun,2022-03-13,20:45,Torino,1.6,1–1,2.5,Inter,15363,Stadio Olimpico di Torino,Marco Guida,/en/matches/a52a3753/Torino-Internazionale-March-13-2022-Serie-A,,a52a3753
ITA-Serie A,2122,2022-03-13 Udinese-Roma,29,Sun,2022-03-13,18:00,Udinese,0.6,1–1,1.2,Roma,15114,Dacia Arena,Marco Di Bello,/en/matches/0d7c78dc/Udinese-Roma-March-13-2022-Serie-A,,0d7c78dc
ITA-Serie A,2122,2022-03-14 Lazio-Venezia,29,Mon,2022-03-14,20:45,Lazio,1.4,1–0,0.5,Venezia,18000,Stadio Olimpico,Gianluca Manganiello,/en/matches/f8f6cfc7/Lazio-Venezia-March-14-2022-Serie-A,,f8f6cfc7
ITA-Serie A,2122,2022-03-18 Genoa-Torino,30,Fri,2022-03-18,21:00,Genoa,0.4,1–0,0.9,Torino,14961,Stadio Comunale Luigi Ferraris,Maurizio Mariani,/en/matches/86c00ab0/Genoa-Torino-March-18-2022-Serie-A,,86c00ab0
ITA-Serie A,2122,2022-03-18 Sassuolo-Spezia,30,Fri,2022-03-18,18:45,Sassuolo,1.9,4–1,0.3,Spezia,6130,Mapei Stadium - Città del Tricolore,Manuel Volpi,/en/matches/523574c0/Sassuolo-Spezia-March-18-2022-Serie-A,,523574c0
ITA-Serie A,2122,2022-03-19 Cagliari-Milan,30,Sat,2022-03-19,20:45,Cagliari,1.4,0–1,2.0,Milan,12309,Unipol Domus,Marco Di Bello,/en/matches/19e9c5b1/Cagliari-Milan-March-19-2022-Serie-A,,19e9c5b1
ITA-Serie A,2122,2022-03-19 Inter-Fiorentina,30,Sat,2022-03-19,18:00,Inter,1.0,1–1,1.3,Fiorentina,54988,Stadio Giuseppe Meazza,Daniele Chiffi,/en/matches/a65d88f9/Internazionale-Fiorentina-March-19-2022-Serie-A,,a65d88f9
ITA-Serie A,2122,2022-03-19 Napoli-Udinese,30,Sat,2022-03-19,15:00,Napoli,1.0,2–1,0.6,Udinese,37363,Stadio Diego Armando Maradona,Francesco Fourneau,/en/matches/c6500034/Napoli-Udinese-March-19-2022-Serie-A,,c6500034
ITA-Serie A,2122,2022-03-20 Bologna-Atalanta,30,Sun,2022-03-20,20:45,Bologna,1.5,0–1,1.4,Atalanta,1323,Stadio Renato Dall'Ara,Fabio Maresca,/en/matches/97aab84b/Bologna-Atalanta-March-20-2022-Serie-A,,97aab84b
ITA-Serie A,2122,2022-03-20 Empoli-Hellas Verona,30,Sun,2022-03-20,15:00,Empoli,0.8,1–1,1.3,Hellas Verona,5445,Stadio Carlo Castellani,Matteo Marcenaro,/en/matches/d326539c/Empoli-Hellas-Verona-March-20-2022-Serie-A,,d326539c
ITA-Serie A,2122,2022-03-20 Juventus-Salernitana,30,Sun,2022-03-20,15:00,Juventus,1.7,2–0,0.6,Salernitana,29186,Allianz Stadium,Giovanni Ayroldi,/en/matches/36a1b8e6/Juventus-Salernitana-March-20-2022-Serie-A,,36a1b8e6
ITA-Serie A,2122,2022-03-20 Roma-Lazio,30,Sun,2022-03-20,18:00,Roma,2.7,3–0,0.5,Lazio,51932,Stadio Olimpico,Massimiliano Irrati,/en/matches/30b1b409/Roma-Lazio-March-20-2022-Serie-A,,30b1b409
ITA-Serie A,2122,2022-03-20 Venezia-Sampdoria,30,Sun,2022-03-20,12:30,Venezia,1.3,0–2,1.4,Sampdoria,7591,Stadio Pierluigi Penzo,Daniele Orsato,/en/matches/4fecf501/Venezia-Sampdoria-March-20-2022-Serie-A,,4fecf501
ITA-Serie A,2122,2022-04-02 Lazio-Sassuolo,31,Sat,2022-04-02,18:00,Lazio,2.1,2–1,1.9,Sassuolo,15000,Stadio Olimpico,Antonio Rapuano,/en/matches/de9bfd98/Lazio-Sassuolo-April-2-2022-Serie-A,,de9bfd98
ITA-Serie A,2122,2022-04-02 Salernitana-Torino,31,Sat,2022-04-02,20:45,Salernitana,1.1,0–1,1.6,Torino,8650,Stadio Arechi,Marco Piccinini,/en/matches/732f70df/Salernitana-Torino-April-2-2022-Serie-A,,732f70df
ITA-Serie A,2122,2022-04-02 Spezia-Venezia,31,Sat,2022-04-02,15:00,Spezia,1.1,1–0,0.7,Venezia,7993,Stadio Alberto Picco,Daniele Doveri,/en/matches/84e7dc8c/Spezia-Venezia-April-2-2022-Serie-A,,84e7dc8c
ITA-Serie A,2122,2022-04-03 Atalanta-Napoli,31,Sun,2022-04-03,15:00,Atalanta,1.4,1–3,1.5,Napoli,17709,Stadio Atleti Azzurri d'Italia,Marco Di Bello,/en/matches/3a3f1bd9/Atalanta-Napoli-April-3-2022-Serie-A,,3a3f1bd9
ITA-Serie A,2122,2022-04-03 Fiorentina-Empoli,31,Sun,2022-04-03,12:30,Fiorentina,1.7,1–0,0.1,Empoli,22407,Stadio Artemio Franchi,Luca Massimi,/en/matches/5562ffe2/Fiorentina-Empoli-April-3-2022-Serie-A,,5562ffe2
ITA-Serie A,2122,2022-04-03 Juventus-Inter,31,Sun,2022-04-03,20:45,Juventus,1.8,0–1,1.0,Inter,40093,Allianz Stadium,Massimiliano Irrati,/en/matches/adf797f9/Derby-dItalia-Juventus-Internazionale-April-3-2022-Serie-A,,adf797f9
ITA-Serie A,2122,2022-04-03 Sampdoria-Roma,31,Sun,2022-04-03,18:00,Sampdoria,0.5,0–1,1.0,Roma,16465,Stadio Comunale Luigi Ferraris,Gianluca Manganiello,/en/matches/e5297e88/Sampdoria-Roma-April-3-2022-Serie-A,,e5297e88
ITA-Serie A,2122,2022-04-03 Udinese-Cagliari,31,Sun,2022-04-03,15:00,Udinese,4.5,5–1,0.4,Cagliari,12215,Dacia Arena,Rosario Abisso,/en/matches/69046b90/Udinese-Cagliari-April-3-2022-Serie-A,,69046b90
ITA-Serie A,2122,2022-04-04 Hellas Verona-Genoa,31,Mon,2022-04-04,18:30,Hellas Verona,0.8,1–0,0.4,Genoa,14993,Stadio Marc'Antonio Bentegodi,Francesco Fourneau,/en/matches/403c4086/Hellas-Verona-Genoa-April-4-2022-Serie-A,,403c4086
ITA-Serie A,2122,2022-04-04 Milan-Bologna,31,Mon,2022-04-04,20:45,Milan,2.0,0–0,0.8,Bologna,68136,Stadio Giuseppe Meazza,Livio Marinelli,/en/matches/e817596c/Milan-Bologna-April-4-2022-Serie-A,,e817596c
ITA-Serie A,2122,2022-04-09 Cagliari-Juventus,32,Sat,2022-04-09,20:45,Cagliari,0.2,1–2,1.1,Juventus,13437,Unipol Domus,Daniele Chiffi,/en/matches/e794445c/Cagliari-Juventus-April-9-2022-Serie-A,,e794445c
ITA-Serie A,2122,2022-04-09 Empoli-Spezia,32,Sat,2022-04-09,15:00,Empoli,1.1,0–0,0.8,Spezia,5265,Stadio Carlo Castellani,Giovanni Ayroldi,/en/matches/f2137d55/Empoli-Spezia-April-9-2022-Serie-A,,f2137d55
ITA-Serie A,2122,2022-04-09 Inter-Hellas Verona,32,Sat,2022-04-09,18:00,Inter,2.4,2–0,0.9,Hellas Verona,61325,Stadio Giuseppe Meazza,Livio Marinelli,/en/matches/99bae774/Internazionale-Hellas-Verona-April-9-2022-Serie-A,,99bae774
ITA-Serie A,2122,2022-04-10 Genoa-Lazio,32,Sun,2022-04-10,12:30,Genoa,0.7,1–4,1.5,Lazio,16756,Stadio Comunale Luigi Ferraris,Gianluca Manganiello,/en/matches/c4e5b725/Genoa-Lazio-April-10-2022-Serie-A,,c4e5b725
ITA-Serie A,2122,2022-04-10 Napoli-Fiorentina,32,Sun,2022-04-10,15:00,Napoli,0.9,2–3,0.8,Fiorentina,50000,Stadio Diego Armando Maradona,Maurizio Mariani,/en/matches/613f15a6/Napoli-Fiorentina-April-10-2022-Serie-A,,613f15a6
ITA-Serie A,2122,2022-04-10 Roma-Salernitana,32,Sun,2022-04-10,18:00,Roma,2.0,2–1,0.4,Salernitana,64266,Stadio Olimpico,Manuel Volpi,/en/matches/22c2439a/Roma-Salernitana-April-10-2022-Serie-A,,22c2439a
ITA-Serie A,2122,2022-04-10 Sassuolo-Atalanta,32,Sun,2022-04-10,15:00,Sassuolo,1.3,2–1,1.6,Atalanta,7842,Mapei Stadium - Città del Tricolore,Juan Sacchi,/en/matches/1fb759b0/Sassuolo-Atalanta-April-10-2022-Serie-A,,1fb759b0
ITA-Serie A,2122,2022-04-10 Torino-Milan,32,Sun,2022-04-10,20:45,Torino,0.7,0–0,0.6,Milan,23472,Stadio Olimpico di Torino,Daniele Doveri,/en/matches/34d0e8e3/Torino-Milan-April-10-2022-Serie-A,,34d0e8e3
ITA-Serie A,2122,2022-04-10 Venezia-Udinese,32,Sun,2022-04-10,15:00,Venezia,1.2,1–2,2.1,Udinese,10459,Stadio Pierluigi Penzo,Marco Guida,/en/matches/d7b947c1/Venezia-Udinese-April-10-2022-Serie-A,,d7b947c1
ITA-Serie A,2122,2022-04-11 Bologna-Sampdoria,32,Mon,2022-04-11,20:45,Bologna,2.5,2–0,0.8,Sampdoria,15783,Stadio Renato Dall'Ara,Luca Pairetto,/en/matches/bf707612/Bologna-Sampdoria-April-11-2022-Serie-A,,bf707612
ITA-Serie A,2122,2022-04-15 Milan-Genoa,33,Fri,2022-04-15,21:00,Milan,1.4,2–0,0.3,Genoa,70259,Stadio Giuseppe Meazza,Daniele Chiffi,/en/matches/622f6ab0/Milan-Genoa-April-15-2022-Serie-A,,622f6ab0
ITA-Serie A,2122,2022-04-15 Spezia-Inter,33,Fri,2022-04-15,19:00,Spezia,0.5,1–3,2.4,Inter,11382,Stadio Alberto Picco,Fabio Maresca,/en/matches/c65e0b0b/Spezia-Internazionale-April-15-2022-Serie-A,,c65e0b0b
ITA-Serie A,2122,2022-04-16 Cagliari-Sassuolo,33,Sat,2022-04-16,12:30,Cagliari,2.0,1–0,0.4,Sassuolo,14689,Unipol Domus,Davide Massa,/en/matches/8d16a88e/Cagliari-Sassuolo-April-16-2022-Serie-A,,8d16a88e
ITA-Serie A,2122,2022-04-16 Fiorentina-Venezia,33,Sat,2022-04-16,16:30,Fiorentina,3.0,1–0,0.1,Venezia,31627,Stadio Artemio Franchi,Rosario Abisso,/en/matches/19610e31/Fiorentina-Venezia-April-16-2022-Serie-A,,19610e31
ITA-Serie A,2122,2022-04-16 Juventus-Bologna,33,Sat,2022-04-16,18:30,Juventus,2.4,1–1,1.1,Bologna,36107,Allianz Stadium,Juan Sacchi,/en/matches/d0b62a15/Juventus-Bologna-April-16-2022-Serie-A,,d0b62a15
ITA-Serie A,2122,2022-04-16 Lazio-Torino,33,Sat,2022-04-16,20:45,Lazio,0.6,1–1,1.1,Torino,25000,Stadio Olimpico,Alessandro Prontera,/en/matches/8bdb6007/Lazio-Torino-April-16-2022-Serie-A,,8bdb6007
ITA-Serie A,2122,2022-04-16 Sampdoria-Salernitana,33,Sat,2022-04-16,14:30,Sampdoria,0.6,1–2,0.4,Salernitana,14908,Stadio Comunale Luigi Ferraris,Paolo Valeri,/en/matches/27f9b418/Sampdoria-Salernitana-April-16-2022-Serie-A,,27f9b418
ITA-Serie A,2122,2022-04-16 Udinese-Empoli,33,Sat,2022-04-16,14:30,Udinese,1.1,4–1,2.2,Empoli,15226,Dacia Arena,Matteo Marchetti,/en/matches/0bc900a1/Udinese-Empoli-April-16-2022-Serie-A,,0bc900a1
ITA-Serie A,2122,2022-04-18 Atalanta-Hellas Verona,33,Mon,2022-04-18,21:00,Atalanta,1.4,1–2,3.4,Hellas Verona,14537,Stadio Atleti Azzurri d'Italia,Marco Piccinini,/en/matches/c383e25c/Atalanta-Hellas-Verona-April-18-2022-Serie-A,,c383e25c
ITA-Serie A,2122,2022-04-18 Napoli-Roma,33,Mon,2022-04-18,19:00,Napoli,1.2,1–1,0.9,Roma,41822,Stadio Diego Armando Maradona,Marco Di Bello,/en/matches/3c421631/Derby-del-Sole-Napoli-Roma-April-18-2022-Serie-A,,3c421631
ITA-Serie A,2122,2022-04-20 Udinese-Salernitana,19,Wed,2022-04-20,18:45,Udinese,0.4,0–1,1.2,Salernitana,12362,Dacia Arena,Simone Sozza,/en/matches/daac9099/Udinese-Salernitana-April-20-2022-Serie-A,,daac9099
ITA-Serie A,2122,2022-04-23 Hellas Verona-Sampdoria,34,Sat,2022-04-23,20:45,Hellas Verona,1.6,1–1,1.0,Sampdoria,16188,Stadio Marc'Antonio Bentegodi,Giovanni Ayroldi,/en/matches/3d743c39/Hellas-Verona-Sampdoria-April-23-2022-Serie-A,,3d743c39
ITA-Serie A,2122,2022-04-23 Inter-Roma,34,Sat,2022-04-23,18:00,Inter,1.6,3–1,0.8,Roma,74947,Stadio Giuseppe Meazza,Simone Sozza,/en/matches/f986adc0/Internazionale-Roma-April-23-2022-Serie-A,,f986adc0
ITA-Serie A,2122,2022-04-23 Torino-Spezia,34,Sat,2022-04-23,15:00,Torino,2.4,2–1,1.0,Spezia,8333,Stadio Olimpico di Torino,Davide Ghersini,/en/matches/12ecb77a/Torino-Spezia-April-23-2022-Serie-A,,12ecb77a
ITA-Serie A,2122,2022-04-23 Venezia-Atalanta,34,Sat,2022-04-23,15:00,Venezia,0.9,1–3,3.7,Atalanta,6132,Stadio Pierluigi Penzo,Francesco Fourneau,/en/matches/ff3311b9/Venezia-Atalanta-April-23-2022-Serie-A,,ff3311b9
ITA-Serie A,2122,2022-04-24 Bologna-Udinese,34,Sun,2022-04-24,15:00,Bologna,1.2,2–2,1.7,Udinese,15922,Stadio Renato Dall'Ara,Alberto Santoro,/en/matches/d4c5ee27/Bologna-Udinese-April-24-2022-Serie-A,,d4c5ee27
ITA-Serie A,2122,2022-04-24 Empoli-Napoli,34,Sun,2022-04-24,15:00,Empoli,1.9,3–2,1.2,Napoli,10245,Stadio Carlo Castellani,Livio Marinelli,/en/matches/b790b304/Empoli-Napoli-April-24-2022-Serie-A,,b790b304
ITA-Serie A,2122,2022-04-24 Genoa-Cagliari,34,Sun,2022-04-24,18:00,Genoa,0.8,1–0,0.8,Cagliari,17257,Stadio Comunale Luigi Ferraris,Paolo Valeri,/en/matches/048c4283/Genoa-Cagliari-April-24-2022-Serie-A,,048c4283
ITA-Serie A,2122,2022-04-24 Lazio-Milan,34,Sun,2022-04-24,20:45,Lazio,0.5,1–2,2.1,Milan,25000,Stadio Olimpico,Marco Guida,/en/matches/cac707b0/Lazio-Milan-April-24-2022-Serie-A,,cac707b0
ITA-Serie A,2122,2022-04-24 Salernitana-Fiorentina,34,Sun,2022-04-24,12:30,Salernitana,0.7,2–1,1.0,Fiorentina,20920,Stadio Arechi,Davide Massa,/en/matches/4eda5b2a/Salernitana-Fiorentina-April-24-2022-Serie-A,,4eda5b2a
ITA-Serie A,2122,2022-04-25 Sassuolo-Juventus,34,Mon,2022-04-25,20:45,Sassuolo,1.4,1–2,0.7,Juventus,20000,Mapei Stadium - Città del Tricolore,Fabio Maresca,/en/matches/ba21320e/Sassuolo-Juventus-April-25-2022-Serie-A,,ba21320e
ITA-Serie A,2122,2022-04-27 Atalanta-Torino,20,Wed,2022-04-27,20:15,Atalanta,2.5,4–4,2.2,Torino,,Stadio Atleti Azzurri d'Italia,Rosario Abisso,/en/matches/839241f2/Atalanta-Torino-April-27-2022-Serie-A,,839241f2
ITA-Serie A,2122,2022-04-27 Bologna-Inter,20,Wed,2022-04-27,20:15,Bologna,1.2,2–1,2.1,Inter,26034,Stadio Renato Dall'Ara,Daniele Doveri,/en/matches/a44bfac1/Bologna-Internazionale-April-27-2022-Serie-A,,a44bfac1
ITA-Serie A,2122,2022-04-27 Fiorentina-Udinese,20,Wed,2022-04-27,18:00,Fiorentina,2.7,0–4,2.8,Udinese,22067,Stadio Artemio Franchi,Ivan Pezzuto,/en/matches/49dea116/Fiorentina-Udinese-April-27-2022-Serie-A,,49dea116
ITA-Serie A,2122,2022-04-30 Cagliari-Hellas Verona,35,Sat,2022-04-30,15:00,Cagliari,0.8,1–2,1.1,Hellas Verona,16267,Unipol Domus,Daniele Orsato,/en/matches/ed6f9a39/Cagliari-Hellas-Verona-April-30-2022-Serie-A,,ed6f9a39
ITA-Serie A,2122,2022-04-30 Napoli-Sassuolo,35,Sat,2022-04-30,15:00,Napoli,2.2,6–1,1.0,Sassuolo,20000,Stadio Diego Armando Maradona,Antonio Rapuano,/en/matches/bfc3f469/Napoli-Sassuolo-April-30-2022-Serie-A,,bfc3f469
ITA-Serie A,2122,2022-04-30 Sampdoria-Genoa,35,Sat,2022-04-30,18:00,Sampdoria,1.4,1–0,1.4,Genoa,30136,Stadio Comunale Luigi Ferraris,Fabio Maresca,/en/matches/91663813/Sampdoria-Genoa-April-30-2022-Serie-A,,91663813
ITA-Serie A,2122,2022-04-30 Spezia-Lazio,35,Sat,2022-04-30,20:45,Spezia,1.3,3–4,2.9,Lazio,8750,Stadio Alberto Picco,Luca Pairetto,/en/matches/f547dea4/Spezia-Lazio-April-30-2022-Serie-A,,f547dea4
ITA-Serie A,2122,2022-05-01 Empoli-Torino,35,Sun,2022-05-01,15:00,Empoli,0.8,1–3,2.5,Torino,8416,Stadio Carlo Castellani,Cosso Cosso,/en/matches/de9a190e/Empoli-Torino-May-1-2022-Serie-A,,de9a190e
ITA-Serie A,2122,2022-05-01 Juventus-Venezia,35,Sun,2022-05-01,12:30,Juventus,1.6,2–1,0.6,Venezia,39203,Allianz Stadium,Alessandro Prontera,/en/matches/79817286/Juventus-Venezia-May-1-2022-Serie-A,,79817286
ITA-Serie A,2122,2022-05-01 Milan-Fiorentina,35,Sun,2022-05-01,15:00,Milan,1.2,1–0,0.7,Fiorentina,71542,Stadio Giuseppe Meazza,Paolo Valeri,/en/matches/0c434253/Milan-Fiorentina-May-1-2022-Serie-A,,0c434253
ITA-Serie A,2122,2022-05-01 Roma-Bologna,35,Sun,2022-05-01,20:45,Roma,0.8,0–0,1.3,Bologna,62988,Stadio Olimpico,Michael Fabbri,/en/matches/9efec77e/Roma-Bologna-May-1-2022-Serie-A,,9efec77e
ITA-Serie A,2122,2022-05-01 Udinese-Inter,35,Sun,2022-05-01,18:00,Udinese,0.9,1–2,1.9,Inter,20910,Dacia Arena,Daniele Chiffi,/en/matches/a22046da/Udinese-Internazionale-May-1-2022-Serie-A,,a22046da
ITA-Serie A,2122,2022-05-02 Atalanta-Salernitana,35,Mon,2022-05-02,20:45,Atalanta,1.9,1–1,1.2,Salernitana,17011,Stadio Atleti Azzurri d'Italia,Marco Guida,/en/matches/1b8faf73/Atalanta-Salernitana-May-2-2022-Serie-A,,1b8faf73
ITA-Serie A,2122,2022-05-05 Salernitana-Venezia,20,Thu,2022-05-05,18:00,Salernitana,2.1,2–1,1.1,Venezia,22200,Stadio Arechi,Maurizio Mariani,/en/matches/894f8336/Salernitana-Venezia-May-5-2022-Serie-A,,894f8336
ITA-Serie A,2122,2022-05-06 Genoa-Juventus,36,Fri,2022-05-06,21:00,Genoa,3.2,2–1,1.5,Juventus,18762,Stadio Comunale Luigi Ferraris,Simone Sozza,/en/matches/56c431f9/Genoa-Juventus-May-6-2022-Serie-A,,56c431f9
ITA-Serie A,2122,2022-05-06 Inter-Empoli,36,Fri,2022-05-06,18:45,Inter,3.5,4–2,0.8,Empoli,69959,Stadio Giuseppe Meazza,Gianluca Manganiello,/en/matches/2a943f30/Internazionale-Empoli-May-6-2022-Serie-A,,2a943f30
ITA-Serie A,2122,2022-05-07 Lazio-Sampdoria,36,Sat,2022-05-07,20:45,Lazio,1.6,2–0,1.0,Sampdoria,31000,Stadio Olimpico,Davide Massa,/en/matches/fe9148fe/Lazio-Sampdoria-May-7-2022-Serie-A,,fe9148fe
ITA-Serie A,2122,2022-05-07 Sassuolo-Udinese,36,Sat,2022-05-07,18:00,Sassuolo,2.0,1–1,2.3,Udinese,7460,Mapei Stadium - Città del Tricolore,Matteo Marcenaro,/en/matches/1f829de9/Sassuolo-Udinese-May-7-2022-Serie-A,,1f829de9
ITA-Serie A,2122,2022-05-07 Torino-Napoli,36,Sat,2022-05-07,15:00,Torino,0.7,0–1,1.3,Napoli,14619,Stadio Olimpico di Torino,Alessandro Prontera,/en/matches/081edfb9/Torino-Napoli-May-7-2022-Serie-A,,081edfb9
ITA-Serie A,2122,2022-05-08 Hellas Verona-Milan,36,Sun,2022-05-08,20:45,Hellas Verona,1.0,1–3,3.2,Milan,30154,Stadio Marc'Antonio Bentegodi,Daniele Doveri,/en/matches/02bf675c/Hellas-Verona-Milan-May-8-2022-Serie-A,,02bf675c
ITA-Serie A,2122,2022-05-08 Salernitana-Cagliari,36,Sun,2022-05-08,18:00,Salernitana,1.3,1–1,0.5,Cagliari,28048,Stadio Arechi,Marco Di Bello,/en/matches/3a835f66/Salernitana-Cagliari-May-8-2022-Serie-A,,3a835f66
ITA-Serie A,2122,2022-05-08 Spezia-Atalanta,36,Sun,2022-05-08,12:30,Spezia,0.9,1–3,1.8,Atalanta,9000,Stadio Alberto Picco,Fabio Maresca,/en/matches/88752781/Spezia-Atalanta-May-8-2022-Serie-A,,88752781
ITA-Serie A,2122,2022-05-08 Venezia-Bologna,36,Sun,2022-05-08,15:00,Venezia,2.8,4–3,2.6,Bologna,6674,Stadio Pierluigi Penzo,Livio Marinelli,/en/matches/cdfe49cb/Venezia-Bologna-May-8-2022-Serie-A,,cdfe49cb
ITA-Serie A,2122,2022-05-09 Fiorentina-Roma,36,Mon,2022-05-09,20:45,Fiorentina,1.5,2–0,0.5,Roma,29580,Stadio Artemio Franchi,Marco Guida,/en/matches/a721e634/Fiorentina-Roma-May-9-2022-Serie-A,,a721e634
ITA-Serie A,2122,2022-05-14 Empoli-Salernitana,37,Sat,2022-05-14,15:00,Empoli,1.5,1–1,3.4,Salernitana,7000,Stadio Carlo Castellani,Davide Massa,/en/matches/291b2c32/Empoli-Salernitana-May-14-2022-Serie-A,,291b2c32
ITA-Serie A,2122,2022-05-14 Hellas Verona-Torino,37,Sat,2022-05-14,18:00,Hellas Verona,0.8,0–1,0.8,Torino,24001,Stadio Marc'Antonio Bentegodi,Giacomo Camplone,/en/matches/e0a112c3/Hellas-Verona-Torino-May-14-2022-Serie-A,,e0a112c3
ITA-Serie A,2122,2022-05-14 Roma-Venezia,37,Sat,2022-05-14,20:45,Roma,2.7,1–1,0.3,Venezia,63243,Stadio Olimpico,Simone Sozza,/en/matches/304a0600/Roma-Venezia-May-14-2022-Serie-A,,304a0600
ITA-Serie A,2122,2022-05-14 Udinese-Spezia,37,Sat,2022-05-14,18:00,Udinese,1.3,2–3,2.4,Spezia,20950,Dacia Arena,Gianluca Aureliano,/en/matches/af925232/Udinese-Spezia-May-14-2022-Serie-A,,af925232
ITA-Serie A,2122,2022-05-15 Bologna-Sassuolo,37,Sun,2022-05-15,12:30,Bologna,1.5,1–3,1.6,Sassuolo,19794,Stadio Renato Dall'Ara,Davide Ghersini,/en/matches/f2860c11/Bologna-Sassuolo-May-15-2022-Serie-A,,f2860c11
ITA-Serie A,2122,2022-05-15 Cagliari-Inter,37,Sun,2022-05-15,20:45,Cagliari,0.6,1–3,2.8,Inter,15443,Unipol Domus,Daniele Doveri,/en/matches/1fe1118e/Cagliari-Internazionale-May-15-2022-Serie-A,,1fe1118e
