,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
,,,,,,,,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-Ligue 1,2122,Bordeaux,Mehdi Zerkane,ALG,"MF,DF",22,1999,6,83,14,2.4,0.9,0,,0,6,14,4,0.67,2,5,-3,-3.25,-2.28,1.7,3.7,-2.1,-2.24,-1.71
FRA-Ligue 1,2122,Bordeaux,Mexer,MOZ,DF,32,1988,16,1227,77,35.9,13.6,14,87,13,2,6,2,0.94,20,37,-17,-1.25,-0.34,15.9,28.8,-12.9,-0.95,-0.58
FRA-Ligue 1,2122,Bordeaux,Otávio,BRA,MF,27,1994,16,1147,72,33.5,12.7,13,80,8,3,34,2,0.81,16,30,-14,-1.1,-0.11,11.8,22.3,-10.5,-0.83,-0.38
FRA-Ligue 1,2122,Bordeaux,Paul Baysse,FRA,"MF,DF",33,1988,2,11,6,0.3,0.1,0,,0,2,6,7,2.0,0,0,0,0.0,1.03,0.0,0.4,-0.4,-2.99,-2.42
FRA-Ligue 1,2122,Bordeaux,Raoul Bellanova,ITA,"DF,MF",21,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
FRA-Ligue 1,2122,Bordeaux,Remi Oudin,FRA,"MF,FW",24,1996,33,1737,53,50.8,19.3,20,71,2,13,24,2,0.82,26,53,-27,-1.4,-0.76,21.1,40.0,-18.9,-0.98,-0.82
FRA-Ligue 1,2122,Bordeaux,Ricardo Mangas,POR,DF,23,1998,29,2353,81,68.8,26.1,27,86,20,2,9,3,1.0,44,64,-20,-0.76,0.84,33.7,44.8,-11.1,-0.42,0.49
FRA-Ligue 1,2122,Bordeaux,Rubén Pardo,ESP,MF,28,1992,1,6,6,0.2,0.1,0,,0,1,6,1,1.0,0,0,0,0.0,1.03,0.0,0.0,0.0,0.0,0.58
FRA-Ligue 1,2122,Bordeaux,Samuel Kalu,NGA,"FW,MF",23,1997,11,328,30,9.6,3.6,3,46,0,8,24,3,0.82,5,6,-1,-0.27,0.83,4.2,4.2,0.0,0.0,0.63
FRA-Ligue 1,2122,Bordeaux,Sekou Mara,FRA,"FW,MF",19,2002,26,905,35,26.5,10.1,8,71,1,18,19,7,0.85,17,22,-5,-0.5,0.72,15.3,17.2,-1.9,-0.19,0.52
FRA-Ligue 1,2122,Bordeaux,Stian Rode Gregersen,NOR,DF,26,1995,24,1953,81,57.1,21.7,22,87,18,2,25,1,1.0,28,47,-19,-0.88,0.35,25.7,37.1,-11.3,-0.52,0.12
FRA-Ligue 1,2122,Bordeaux,Thibault Klidje,TOG,"MF,FW",20,2001,5,86,17,2.5,1.0,0,,0,5,17,5,0.4,0,2,-2,-2.09,-1.09,3.6,1.7,1.9,1.97,2.61
FRA-Ligue 1,2122,Bordeaux,Tidiane Malbec,FRA,GK,19,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
FRA-Ligue 1,2122,Bordeaux,Timothee Pembele,FRA,DF,18,2002,26,1414,54,41.3,15.7,17,74,5,9,18,2,0.96,18,35,-17,-1.08,-0.09,15.7,27.6,-11.9,-0.76,-0.31
FRA-Ligue 1,2122,Bordeaux,Tom Lacoux,FRA,"DF,MF",19,2002,13,907,70,26.5,10.1,11,76,2,2,38,10,1.31,16,19,-3,-0.3,0.99,9.3,16.2,-6.8,-0.68,-0.14
FRA-Ligue 1,2122,Bordeaux,Toma Bašić,CRO,MF,24,1996,3,209,70,6.1,2.3,3,70,0,0,,0,0.67,3,3,0,0.0,1.09,1.3,3.5,-2.3,-0.98,-0.43
FRA-Ligue 1,2122,Bordeaux,Yacine Adli,FRA,"MF,FW",21,2000,36,2260,63,66.1,25.1,25,78,10,11,28,1,0.75,33,59,-26,-1.04,-0.03,26.6,43.4,-16.8,-0.67,-0.27
FRA-Ligue 1,2122,Brest,Axel Camblan,FRA,FW,17,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
