,,,,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP
,,,,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA-Serie A,2223,Spezia,Jacopo Sala,ITA,MF,30,1991,1.2,36,46,78.3,589,199,20,21,95.2,13,15,86.7,3,5,60.0,0,0.0,0.1,0.0,1,4,2,0,6
ITA-Serie A,2223,Spezia,Jakub Kiwior,POL,DF,22,2000,16.0,653,775,84.3,13165,4165,209,238,87.8,343,371,92.5,93,147,63.3,0,0.2,0.6,-0.2,4,25,5,0,37
ITA-Serie A,2223,Spezia,Jeroen Zoet,NED,GK,31,1991,3.7,75,133,56.4,2316,1996,18,18,100.0,30,32,93.8,26,82,31.7,0,0.0,0.0,0.0,0,6,0,0,0
ITA-Serie A,2223,Spezia,João Moutinho,POR,"DF,FW",24,1998,0.6,30,42,71.4,405,162,18,20,90.0,9,12,75.0,1,6,16.7,0,0.0,0.0,0.0,1,4,0,0,1
ITA-Serie A,2223,Spezia,Julius Beck,DEN,MF,17,2005,0.1,5,5,100.0,116,29,0,0,,4,4,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,2
ITA-Serie A,2223,Spezia,Kelvin Amian,FRA,DF,24,1998,26.4,830,1110,74.8,13341,5833,414,481,86.1,324,419,77.3,59,131,45.0,1,2.3,2.2,-1.3,18,80,19,10,102
ITA-Serie A,2223,Spezia,Kevin Agudelo,COL,"MF,FW",23,1998,23.7,531,735,72.2,7885,2631,295,349,84.5,173,226,76.5,30,54,55.6,1,3.0,2.6,-2.0,28,58,31,2,110
ITA-Serie A,2223,Spezia,Leandro Sanca,GNB,"FW,MF",22,2000,0.4,9,12,75.0,171,27,4,5,80.0,2,4,50.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2223,Spezia,M'Bala Nzola,ANG,FW,25,1996,29.5,471,593,79.4,5580,916,309,363,85.1,108,138,78.3,8,10,80.0,2,2.5,2.7,-0.5,28,23,18,2,50
ITA-Serie A,2223,Spezia,Mattia Caldara,ITA,DF,28,1994,13.9,461,600,76.8,8308,3214,183,220,83.2,223,270,82.6,45,93,48.4,0,0.0,0.1,0.0,1,23,1,0,35
ITA-Serie A,2223,Spezia,Mehdi Bourabia,MAR,MF,30,1991,30.8,981,1282,76.5,15009,4832,509,595,85.5,365,446,81.8,64,133,48.1,3,4.4,3.4,-1.4,37,94,32,10,113
ITA-Serie A,2223,Spezia,Mikael Ellertsson,ISL,"MF,DF",20,2002,1.9,24,40,60.0,322,82,16,18,88.9,7,14,50.0,0,5,0.0,0,0.0,0.0,0.0,1,3,0,0,3
ITA-Serie A,2223,Spezia,Petar Zovko,BIH,GK,20,2002,0.8,22,36,61.1,683,458,4,4,100.0,9,9,100.0,9,23,39.1,0,0.0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2223,Spezia,Petko Hristov,BUL,DF,23,1999,4.1,160,207,77.3,2653,997,82,90,91.1,64,79,81.0,11,29,37.9,0,0.0,0.1,0.0,0,11,2,1,8
ITA-Serie A,2223,Spezia,Przemysław Wiśniewski,POL,DF,24,1998,11.1,417,502,83.1,8258,2784,127,144,88.2,234,251,93.2,51,91,56.0,0,0.7,0.3,-0.7,3,22,3,0,24
ITA-Serie A,2223,Spezia,Raimonds Krollis,LVA,"FW,DF",20,2001,0.4,5,7,71.4,57,23,4,5,80.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,2
ITA-Serie A,2223,Spezia,Salvador Ferrer,ESP,DF,24,1998,1.5,73,95,76.8,1365,482,29,33,87.9,32,41,78.0,10,16,62.5,0,0.0,0.0,0.0,1,3,0,0,1
ITA-Serie A,2223,Spezia,Salvatore Esposito,ITA,MF,21,2000,10.8,500,653,76.6,8468,2456,254,281,90.4,187,225,83.1,44,108,40.7,0,1.5,1.3,-1.5,12,49,6,1,51
ITA-Serie A,2223,Spezia,Simone Bastoni,ITA,"MF,DF",25,1996,13.2,367,596,61.6,6147,2336,188,222,84.7,124,203,61.1,41,108,38.0,4,1.7,1.3,2.3,18,35,11,8,32
ITA-Serie A,2223,Spezia,Szymon Żurkowski,POL,MF,24,1997,4.7,70,101,69.3,984,273,37,48,77.1,25,30,83.3,2,8,25.0,0,0.0,0.1,0.0,0,9,1,0,10
ITA-Serie A,2223,Spezia,Tio Cipot,SVN,"FW,MF",19,2003,1.5,40,59,67.8,522,155,25,27,92.6,13,18,72.2,1,6,16.7,0,0.1,0.1,-0.1,3,2,2,1,5
ITA-Serie A,2223,Spezia,Viktor Kovalenko,UKR,MF,26,1996,6.1,189,241,78.4,2975,643,102,113,90.3,72,88,81.8,13,25,52.0,0,0.6,0.5,-0.6,6,7,4,1,22
ITA-Serie A,2223,Torino,Aleksei Miranchuk,RUS,MF,26,1995,23.2,653,821,79.5,10323,2484,345,398,86.7,219,263,83.3,54,100,54.0,5,4.2,3.3,0.8,43,73,32,7,99
ITA-Serie A,2223,Torino,Alessandro Buongiorno,ITA,DF,23,1999,30.2,1332,1573,84.7,22243,6857,578,643,89.9,671,750,89.5,57,113,50.4,2,1.3,1.0,0.7,8,70,5,3,81
ITA-Serie A,2223,Torino,Andrew Gravillon,GLP,DF,24,1998,3.5,131,163,80.4,2543,762,46,51,90.2,75,85,88.2,10,21,47.6,0,0.0,0.0,0.0,0,5,0,0,9
ITA-Serie A,2223,Torino,Antonio Sanabria,PAR,FW,26,1996,27.0,524,691,75.8,7116,910,335,405,82.7,132,177,74.6,23,31,74.2,4,3.0,1.4,1.0,25,34,15,0,46
ITA-Serie A,2223,Torino,Brian Bayeye,COD,DF,22,2000,0.7,30,50,60.0,509,284,14,16,87.5,11,17,64.7,4,6,66.7,0,0.0,0.0,0.0,1,2,1,1,3
ITA-Serie A,2223,Torino,David Zima,CZE,DF,21,2000,4.5,154,197,78.2,2708,743,60,77,77.9,73,86,84.9,12,20,60.0,0,0.1,0.0,-0.1,2,6,3,0,12
ITA-Serie A,2223,Torino,Demba Seck,SEN,"MF,FW",21,2001,5.8,127,166,76.5,1746,354,79,88,89.8,41,52,78.8,3,6,50.0,0,0.6,0.3,-0.6,6,8,5,0,17
ITA-Serie A,2223,Torino,Emirhan İlkhan,TUR,MF,18,2004,1.0,36,43,83.7,671,140,16,19,84.2,12,13,92.3,7,9,77.8,0,0.1,0.0,-0.1,1,6,2,0,8
ITA-Serie A,2223,Torino,Gvidas Gineitis,LTU,MF,18,2004,1.5,75,90,83.3,1268,262,36,43,83.7,31,35,88.6,6,7,85.7,0,0.0,0.0,0.0,0,6,0,0,6
ITA-Serie A,2223,Torino,Ivan Ilić,SRB,MF,21,2001,13.1,713,824,86.5,11609,2711,338,367,92.1,311,348,89.4,41,69,59.4,2,1.1,1.4,0.9,13,66,12,4,66
ITA-Serie A,2223,Torino,Jacopo Segre,ITA,DF,25,1997,0.2,8,9,88.9,103,22,6,7,85.7,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2223,Torino,Karol Linetty,POL,MF,27,1995,21.0,832,966,86.1,13835,3130,391,439,89.1,366,395,92.7,55,84,65.5,0,0.9,0.8,-0.9,20,77,5,1,73
ITA-Serie A,2223,Torino,Koffi Djidji,CIV,DF,29,1992,26.9,1249,1441,86.7,22239,6388,504,543,92.8,617,672,91.8,101,171,59.1,0,0.1,0.3,-0.1,2,81,5,2,83
ITA-Serie A,2223,Torino,Michel Ndary Adopo,FRA,"MF,DF",22,2000,2.9,122,141,86.5,1816,492,66,75,88.0,49,55,89.1,5,6,83.3,0,0.0,0.1,0.0,1,8,0,0,10
ITA-Serie A,2223,Torino,Mërgim Vojvoda,KVX,DF,27,1995,19.1,887,1143,77.6,15034,6134,436,503,86.7,363,450,80.7,71,131,54.2,5,3.7,2.6,1.3,23,97,27,5,125
ITA-Serie A,2223,Torino,Nemanja Radonjić,SRB,"MF,FW",26,1996,16.2,298,473,63.0,4373,1199,181,231,78.4,77,124,62.1,25,62,40.3,2,1.7,2.4,0.3,18,20,19,8,42
ITA-Serie A,2223,Torino,Nikola Vlašić,CRO,"MF,FW",24,1997,30.3,775,981,79.0,10928,2475,448,510,87.8,234,286,81.8,42,62,67.7,6,4.1,3.3,1.9,63,70,26,8,106
ITA-Serie A,2223,Torino,Ola Aina,NGA,DF,25,1996,9.7,402,544,73.9,6725,2554,210,232,90.5,130,173,75.1,48,93,51.6,1,2.1,1.9,-1.1,12,35,14,9,43
ITA-Serie A,2223,Torino,Perr Schuurs,NED,DF,22,1999,25.8,1058,1201,88.1,20819,6259,320,358,89.4,622,671,92.7,108,142,76.1,2,0.9,0.8,1.1,7,35,3,0,56
ITA-Serie A,2223,Torino,Pietro Pellegri,ITA,FW,21,2001,5.2,61,80,76.3,785,70,39,49,79.6,18,19,94.7,1,3,33.3,0,0.5,0.5,-0.5,5,3,3,0,8
ITA-Serie A,2223,Torino,Ricardo Rodríguez,SUI,DF,29,1992,29.7,1439,1757,81.9,25311,8461,664,726,91.5,625,718,87.0,128,242,52.9,0,1.9,2.2,-1.9,29,114,26,12,133
ITA-Serie A,2223,Torino,Ronaldo Vieira,GNB,MF,24,1998,0.2,6,7,85.7,93,34,2,2,100.0,2,3,66.7,1,1,100.0,0,0.0,0.1,0.0,0,0,1,1,1
ITA-Serie A,2223,Torino,Samuele Ricci,ITA,MF,20,2001,23.0,1034,1181,87.6,17604,4043,464,508,91.3,451,492,91.7,83,114,72.8,1,1.8,1.4,-0.8,16,96,12,2,104
ITA-Serie A,2223,Torino,Saša Lukić,SRB,MF,25,1996,13.3,627,732,85.7,11788,2410,232,265,87.5,307,339,90.6,78,102,76.5,0,1.4,1.3,-1.4,16,54,8,3,44
ITA-Serie A,2223,Torino,Valentino Lazaro,AUT,DF,26,1996,15.3,674,902,74.7,11347,4278,329,374,88.0,260,336,77.4,65,139,46.8,3,2.7,2.5,0.3,29,48,19,10,74
ITA-Serie A,2223,Torino,Vanja Milinković-Savić,SRB,GK,25,1997,38.0,1113,1806,61.6,35389,25444,158,160,98.8,551,558,98.7,401,1070,37.5,0,0.5,0.2,-0.5,1,94,2,0,0
ITA-Serie A,2223,Torino,Wilfried Singo,CIV,DF,21,2000,22.7,853,1138,75.0,14659,4321,393,458,85.8,376,492,76.4,67,131,51.1,1,1.9,1.7,-0.9,23,46,24,10,67
ITA-Serie A,2223,Torino,Yann Karamoh,FRA,"MF,FW",24,1998,8.0,163,216,75.5,2385,407,98,112,87.5,55,69,79.7,6,13,46.2,0,0.7,0.4,-0.7,11,5,5,3,12
ITA-Serie A,2223,Udinese,Adam Masina,MAR,DF,28,1994,8.8,332,428,77.6,7007,2817,110,125,88.0,164,195,84.1,56,99,56.6,0,0.2,0.3,-0.2,2,26,5,3,24
ITA-Serie A,2223,Udinese,Axel Guessand,FRA,DF,17,2004,0.9,17,22,77.3,291,107,8,9,88.9,7,8,87.5,2,4,50.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2223,Udinese,Beto,GNB,FW,24,1998,23.7,190,299,63.5,2421,295,128,179,71.5,40,67,59.7,7,13,53.8,1,2.6,1.9,-1.6,23,9,4,0,13
ITA-Serie A,2223,Udinese,Bram Nuytinck,NED,DF,32,1990,4.3,113,139,81.3,2516,1038,24,27,88.9,67,75,89.3,20,32,62.5,0,0.0,0.0,0.0,0,4,1,0,4
ITA-Serie A,2223,Udinese,Brandon Soppy,FRA,DF,20,2002,1.0,22,32,68.8,322,140,13,14,92.9,7,10,70.0,1,6,16.7,0,0.2,0.0,-0.2,2,2,1,0,4
ITA-Serie A,2223,Udinese,Destiny Udogie,ITA,DF,19,2002,30.0,931,1127,82.6,13917,4753,523,589,88.8,348,410,84.9,37,51,72.5,4,4.2,2.2,-0.2,34,67,30,4,106
ITA-Serie A,2223,Udinese,Enzo Ebosse,CMR,DF,23,1999,10.3,453,557,81.3,8801,3202,179,201,89.1,203,240,84.6,65,102,63.7,0,0.0,0.1,0.0,1,43,4,1,51
ITA-Serie A,2223,Udinese,Festy Ebosele,IRL,DF,19,2002,4.6,101,151,66.9,1691,748,52,64,81.3,39,56,69.6,9,17,52.9,1,0.9,0.5,0.1,5,9,9,5,17
ITA-Serie A,2223,Udinese,Florian Thauvin,FRA,"FW,MF",29,1993,6.1,144,216,66.7,2489,708,71,88,80.7,51,71,71.8,17,42,40.5,0,1.1,1.3,-1.1,10,9,10,2,24
ITA-Serie A,2223,Udinese,Gerard Deulofeu,ESP,FW,28,1994,13.5,443,588,75.3,6574,2331,260,294,88.4,139,181,76.8,27,64,42.2,6,4.4,4.0,1.6,48,40,42,2,82
ITA-Serie A,2223,Udinese,Ilija Nestorovski,MKD,"FW,MF",32,1990,7.1,116,163,71.2,1638,309,70,92,76.1,34,44,77.3,7,11,63.6,1,0.5,0.4,0.5,2,7,2,0,19
ITA-Serie A,2223,Udinese,Isaac Success,NGA,FW,26,1996,20.2,372,570,65.3,5429,1119,207,288,71.9,99,144,68.8,32,51,62.7,6,4.0,3.3,2.0,31,22,19,1,53
ITA-Serie A,2223,Udinese,Jaka Bijol,SVN,DF,23,1999,30.3,1170,1381,84.7,24657,10028,322,367,87.7,681,730,93.3,155,253,61.3,2,1.6,1.7,0.4,9,54,5,1,66
ITA-Serie A,2223,Udinese,James Abankwah,IRL,DF,18,2004,0.7,23,29,79.3,375,79,14,15,93.3,6,8,75.0,2,5,40.0,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2223,Udinese,Jean-Victor Makengo,FRA,MF,24,1998,8.9,264,316,83.5,3718,884,167,180,92.8,79,96,82.3,9,13,69.2,1,0.5,0.4,0.5,5,19,6,1,36
ITA-Serie A,2223,Udinese,Kingsley Ehizibue,NED,DF,27,1995,17.1,412,565,72.9,6819,2543,191,230,83.0,169,216,78.2,38,68,55.9,0,0.9,1.1,-0.9,8,32,12,7,40
ITA-Serie A,2223,Udinese,Lazar Samardzic,SRB,MF,20,2002,20.5,715,893,80.1,13984,4303,295,332,88.9,266,308,86.4,130,206,63.1,4,3.7,2.9,0.3,48,82,21,6,100
ITA-Serie A,2223,Udinese,Leonardo Buta,POR,DF,20,2002,0.2,10,13,76.9,166,54,6,6,100.0,3,5,60.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2223,Udinese,Marco Silvestri,ITA,GK,31,1991,38.0,916,1177,77.8,23603,17093,190,190,100.0,486,492,98.8,236,488,48.4,0,0.0,0.0,0.0,0,9,0,0,0
ITA-Serie A,2223,Udinese,Marvin Zeegelaar,NED,DF,31,1990,3.9,153,187,81.8,2535,860,74,87,85.1,67,75,89.3,9,18,50.0,0,0.2,0.1,-0.2,4,6,3,1,9
ITA-Serie A,2223,Udinese,Mato Jajalo,BIH,MF,34,1988,0.7,23,29,79.3,401,166,10,13,76.9,9,9,100.0,3,4,75.0,0,0.0,0.1,0.0,1,1,1,0,4
ITA-Serie A,2223,Udinese,Nehuén Pérez,ARG,DF,22,2000,31.3,1538,1807,85.1,30754,10954,557,598,93.1,730,810,90.1,224,352,63.6,0,0.5,0.5,-0.5,10,107,8,3,101
ITA-Serie A,2223,Udinese,Nicolò Cocetta,ITA,DF,18,2003,0.4,11,12,91.7,170,57,4,4,100.0,7,8,87.5,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2223,Udinese,Roberto Pereyra,ARG,"DF,MF",31,1991,31.3,1038,1277,81.3,15942,5060,561,611,91.8,377,460,82.0,61,104,58.7,7,5.5,5.7,1.5,49,86,49,14,143
ITA-Serie A,2223,Udinese,Rodrigo Becão,BRA,DF,26,1996,27.6,1089,1400,77.8,20616,8692,425,477,89.1,524,626,83.7,128,239,53.6,1,0.6,0.9,0.4,10,77,5,2,98
ITA-Serie A,2223,Udinese,Sandi Lovrić,SVN,MF,24,1998,25.9,767,963,79.6,12855,3831,378,432,87.5,266,320,83.1,83,142,58.5,6,3.2,3.0,2.8,47,86,24,10,105
ITA-Serie A,2223,Udinese,Simone Pafundi,ITA,"MF,FW",16,2006,0.9,55,66,83.3,801,186,31,36,86.1,14,17,82.4,5,8,62.5,0,0.1,0.1,-0.1,3,7,2,0,6
ITA-Serie A,2223,Udinese,Tolgay Arslan,GER,MF,31,1990,13.5,485,605,80.2,8750,2629,228,261,87.4,169,200,84.5,71,101,70.3,0,1.6,1.6,-1.6,15,51,19,4,77
ITA-Serie A,2223,Udinese,Vivaldo Semedo,POR,"FW,MF",17,2005,0.4,6,7,85.7,66,22,5,6,83.3,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,1,0,1
ITA-Serie A,2223,Udinese,Walace,BRA,MF,27,1995,35.4,1482,1771,83.7,27539,8344,586,670,87.5,667,745,89.5,189,257,73.5,1,1.7,1.0,-0.7,17,153,12,3,170
