league,season,game,round,week,day,date,time,home_team,home_xg,score,away_xg,away_team,attendance,venue,referee,match_report,notes,game_id
GER-Bundesliga,2223,2022-08-13 Hertha BSC-Eint Frankfurt,Bundesliga,2,Sat,2022-08-13,15:30,Hertha BSC,1.7,1–1,1.6,Eint Frankfurt,45000,Olympiastadion Berlin,Frank Willenborg,/en/matches/ce54d618/Hertha-BSC-Eintracht-Frankfurt-August-13-2022-Bundesliga,,ce54d618
GER-Bundesliga,2223,2022-08-13 Hoffenheim-Bochum,Bundesliga,2,Sat,2022-08-13,15:30,Hoffenheim,2.6,3–2,1.5,Bochum,17005,PreZero Arena,Patrick Ittrich,/en/matches/25d41fa1/Hoffenheim-Bochum-August-13-2022-Bundesliga,,25d41fa1
GER-Bundesliga,2223,2022-08-13 Leverkusen-Augsburg,Bundesliga,2,Sat,2022-08-13,15:30,Leverkusen,2.5,1–2,0.4,Augsburg,22903,BayArena,Benjamin Cortus,/en/matches/593a6bbe/Bayer-Leverkusen-Augsburg-August-13-2022-Bundesliga,,593a6bbe
GER-Bundesliga,2223,2022-08-13 RB Leipzig-Köln,Bundesliga,2,Sat,2022-08-13,15:30,RB Leipzig,1.0,2–2,1.5,Köln,49579,Red Bull Arena,Benjamin Brand,/en/matches/9db4ecbc/RB-Leipzig-Koln-August-13-2022-Bundesliga,,9db4ecbc
GER-Bundesliga,2223,2022-08-13 Schalke 04-Gladbach,Bundesliga,2,Sat,2022-08-13,18:30,Schalke 04,1.4,2–2,1.3,Gladbach,62271,Veltins-Arena,Sven Jablonski,/en/matches/b799281f/Schalke-04-Monchengladbach-August-13-2022-Bundesliga,,b799281f
GER-Bundesliga,2223,2022-08-13 Werder Bremen-Stuttgart,Bundesliga,2,Sat,2022-08-13,15:30,Werder Bremen,0.5,2–2,1.4,Stuttgart,41000,Wohninvest Weserstadion,Robert Hartmann,/en/matches/46fbabbf/Werder-Bremen-Stuttgart-August-13-2022-Bundesliga,,46fbabbf
GER-Bundesliga,2223,2022-08-14 Bayern Munich-Wolfsburg,Bundesliga,2,Sun,2022-08-14,17:30,Bayern Munich,2.0,2–0,0.5,Wolfsburg,75000,Allianz Arena,Harm Osmers,/en/matches/1a9bb65b/Bayern-Munich-Wolfsburg-August-14-2022-Bundesliga,,1a9bb65b
GER-Bundesliga,2223,2022-08-14 Mainz 05-Union Berlin,Bundesliga,2,Sun,2022-08-14,15:30,Mainz 05,0.7,0–0,0.4,Union Berlin,25009,Mewa Arena,Daniel Schlager,/en/matches/ff6b65cd/Mainz-05-Union-Berlin-August-14-2022-Bundesliga,,ff6b65cd
GER-Bundesliga,2223,2022-08-19 Gladbach-Hertha BSC,Bundesliga,3,Fri,2022-08-19,20:30,Gladbach,2.7,1–0,1.0,Hertha BSC,48411,Stadion im Borussia-Park,Matthias Jöllenbeck,/en/matches/e0d55038/Monchengladbach-Hertha-BSC-August-19-2022-Bundesliga,,e0d55038
GER-Bundesliga,2223,2022-08-20 Augsburg-Mainz 05,Bundesliga,3,Sat,2022-08-20,15:30,Augsburg,0.5,1–2,2.1,Mainz 05,23755,WWK Arena,Sascha Stegemann,/en/matches/5c135cd8/Augsburg-Mainz-05-August-20-2022-Bundesliga,,5c135cd8
GER-Bundesliga,2223,2022-08-20 Dortmund-Werder Bremen,Bundesliga,3,Sat,2022-08-20,15:30,Dortmund,0.5,2–3,1.3,Werder Bremen,81365,Signal Iduna Park,Florian Badstübner,/en/matches/7c429f46/Dortmund-Werder-Bremen-August-20-2022-Bundesliga,,7c429f46
GER-Bundesliga,2223,2022-08-20 Leverkusen-Hoffenheim,Bundesliga,3,Sat,2022-08-20,15:30,Leverkusen,1.2,0–3,1.5,Hoffenheim,26300,BayArena,Tobias Reichel,/en/matches/10b88c11/Bayer-Leverkusen-Hoffenheim-August-20-2022-Bundesliga,,10b88c11
GER-Bundesliga,2223,2022-08-20 Stuttgart-Freiburg,Bundesliga,3,Sat,2022-08-20,15:30,Stuttgart,0.9,0–1,0.6,Freiburg,47500,Mercedes-Benz Arena,Felix Brych,/en/matches/6600ea4e/Stuttgart-Freiburg-August-20-2022-Bundesliga,,6600ea4e
GER-Bundesliga,2223,2022-08-20 Union Berlin-RB Leipzig,Bundesliga,3,Sat,2022-08-20,18:30,Union Berlin,0.7,2–1,0.9,RB Leipzig,21056,Stadion An der Alten Försterei,Deniz Aytekin,/en/matches/5a91233f/Union-Berlin-RB-Leipzig-August-20-2022-Bundesliga,,5a91233f
GER-Bundesliga,2223,2022-08-20 Wolfsburg-Schalke 04,Bundesliga,3,Sat,2022-08-20,15:30,Wolfsburg,1.3,0–0,1.1,Schalke 04,26959,Volkswagen Arena,Felix Zwayer,/en/matches/8bced063/Wolfsburg-Schalke-04-August-20-2022-Bundesliga,,8bced063
GER-Bundesliga,2223,2022-08-21 Bochum-Bayern Munich,Bundesliga,3,Sun,2022-08-21,17:30,Bochum,0.7,0–7,2.9,Bayern Munich,26000,Vonovia Ruhrstadion,Daniel Siebert,/en/matches/0df447e7/Bochum-Bayern-Munich-August-21-2022-Bundesliga,,0df447e7
GER-Bundesliga,2223,2022-08-21 Eint Frankfurt-Köln,Bundesliga,3,Sun,2022-08-21,15:30,Eint Frankfurt,0.9,1–1,0.3,Köln,50800,Deutsche Bank Park,Martin Petersen,/en/matches/ede68248/Eintracht-Frankfurt-Koln-August-21-2022-Bundesliga,,ede68248
GER-Bundesliga,2223,2022-08-26 Freiburg-Bochum,Bundesliga,4,Fri,2022-08-26,20:30,Freiburg,3.9,1–0,1.2,Bochum,32800,Europa-Park Stadion,Marco Fritz,/en/matches/c55b2bad/Freiburg-Bochum-August-26-2022-Bundesliga,,c55b2bad
GER-Bundesliga,2223,2022-08-27 Bayern Munich-Gladbach,Bundesliga,4,Sat,2022-08-27,18:30,Bayern Munich,2.8,1–1,0.5,Gladbach,75000,Allianz Arena,Daniel Schlager,/en/matches/18734157/Bayern-Munich-Monchengladbach-August-27-2022-Bundesliga,,18734157
GER-Bundesliga,2223,2022-08-27 Hertha BSC-Dortmund,Bundesliga,4,Sat,2022-08-27,15:30,Hertha BSC,0.5,0–1,2.7,Dortmund,62142,Olympiastadion Berlin,Tobias Stieler,/en/matches/a41a2361/Hertha-BSC-Dortmund-August-27-2022-Bundesliga,,a41a2361
GER-Bundesliga,2223,2022-08-27 Hoffenheim-Augsburg,Bundesliga,4,Sat,2022-08-27,15:30,Hoffenheim,1.9,1–0,0.6,Augsburg,17206,PreZero Arena,Tobias Welz,/en/matches/7e4f3822/Hoffenheim-Augsburg-August-27-2022-Bundesliga,,7e4f3822
GER-Bundesliga,2223,2022-08-27 Mainz 05-Leverkusen,Bundesliga,4,Sat,2022-08-27,15:30,Mainz 05,1.4,0–3,1.9,Leverkusen,28500,Mewa Arena,Christian Dingert,/en/matches/81e2a8be/Mainz-05-Bayer-Leverkusen-August-27-2022-Bundesliga,,81e2a8be
GER-Bundesliga,2223,2022-08-27 RB Leipzig-Wolfsburg,Bundesliga,4,Sat,2022-08-27,15:30,RB Leipzig,3.5,2–0,0.5,Wolfsburg,41243,Red Bull Arena,Bastian Dankert,/en/matches/945d99b8/RB-Leipzig-Wolfsburg-August-27-2022-Bundesliga,,945d99b8
GER-Bundesliga,2223,2022-08-27 Schalke 04-Union Berlin,Bundesliga,4,Sat,2022-08-27,15:30,Schalke 04,1.9,1–6,1.1,Union Berlin,62271,Veltins-Arena,Robert Hartmann,/en/matches/97ce3356/Schalke-04-Union-Berlin-August-27-2022-Bundesliga,,97ce3356
GER-Bundesliga,2223,2022-08-28 Köln-Stuttgart,Bundesliga,4,Sun,2022-08-28,15:30,Köln,0.6,0–0,2.1,Stuttgart,50000,RheinEnergieSTADION,Harm Osmers,/en/matches/6cf9a0a8/Koln-Stuttgart-August-28-2022-Bundesliga,,6cf9a0a8
GER-Bundesliga,2223,2022-08-28 Werder Bremen-Eint Frankfurt,Bundesliga,4,Sun,2022-08-28,17:30,Werder Bremen,1.8,3–4,1.8,Eint Frankfurt,41000,Wohninvest Weserstadion,Patrick Ittrich,/en/matches/2202b810/Werder-Bremen-Eintracht-Frankfurt-August-28-2022-Bundesliga,,2202b810
GER-Bundesliga,2223,2022-09-02 Dortmund-Hoffenheim,Bundesliga,5,Fri,2022-09-02,20:30,Dortmund,2.0,1–0,0.5,Hoffenheim,79300,Signal Iduna Park,Daniel Siebert,/en/matches/0d4e976a/Dortmund-Hoffenheim-September-2-2022-Bundesliga,,0d4e976a
GER-Bundesliga,2223,2022-09-03 Bochum-Werder Bremen,Bundesliga,5,Sat,2022-09-03,15:30,Bochum,0.8,0–2,2.0,Werder Bremen,25800,Vonovia Ruhrstadion,Robert Schröder,/en/matches/18504732/Bochum-Werder-Bremen-September-3-2022-Bundesliga,,18504732
GER-Bundesliga,2223,2022-09-03 Eint Frankfurt-RB Leipzig,Bundesliga,5,Sat,2022-09-03,18:30,Eint Frankfurt,3.1,4–0,0.2,RB Leipzig,49700,Deutsche Bank Park,Felix Brych,/en/matches/5662d607/Eintracht-Frankfurt-RB-Leipzig-September-3-2022-Bundesliga,,5662d607
GER-Bundesliga,2223,2022-09-03 Leverkusen-Freiburg,Bundesliga,5,Sat,2022-09-03,15:30,Leverkusen,1.8,2–3,1.9,Freiburg,26853,BayArena,Sascha Stegemann,/en/matches/857c6eda/Bayer-Leverkusen-Freiburg-September-3-2022-Bundesliga,,857c6eda
GER-Bundesliga,2223,2022-09-03 Stuttgart-Schalke 04,Bundesliga,5,Sat,2022-09-03,15:30,Stuttgart,0.6,1–1,2.3,Schalke 04,47500,Mercedes-Benz Arena,Florian Badstübner,/en/matches/0d221ece/Stuttgart-Schalke-04-September-3-2022-Bundesliga,,0d221ece
GER-Bundesliga,2223,2022-09-03 Union Berlin-Bayern Munich,Bundesliga,5,Sat,2022-09-03,15:30,Union Berlin,0.3,1–1,1.5,Bayern Munich,22012,Stadion An der Alten Försterei,Frank Willenborg,/en/matches/434ccae6/Union-Berlin-Bayern-Munich-September-3-2022-Bundesliga,,434ccae6
GER-Bundesliga,2223,2022-09-03 Wolfsburg-Köln,Bundesliga,5,Sat,2022-09-03,15:30,Wolfsburg,1.0,2–4,2.7,Köln,25654,Volkswagen Arena,Matthias Jöllenbeck,/en/matches/e01323cb/Wolfsburg-Koln-September-3-2022-Bundesliga,,e01323cb
GER-Bundesliga,2223,2022-09-04 Augsburg-Hertha BSC,Bundesliga,5,Sun,2022-09-04,15:30,Augsburg,0.4,0–2,2.1,Hertha BSC,25789,WWK Arena,Harm Osmers,/en/matches/276383fe/Augsburg-Hertha-BSC-September-4-2022-Bundesliga,,276383fe
GER-Bundesliga,2223,2022-09-04 Gladbach-Mainz 05,Bundesliga,5,Sun,2022-09-04,17:30,Gladbach,1.2,0–1,0.6,Mainz 05,51210,Stadion im Borussia-Park,Deniz Aytekin,/en/matches/dac3e0d1/Monchengladbach-Mainz-05-September-4-2022-Bundesliga,,dac3e0d1
GER-Bundesliga,2223,2022-09-09 Werder Bremen-Augsburg,Bundesliga,6,Fri,2022-09-09,20:30,Werder Bremen,1.3,0–1,1.0,Augsburg,41000,Wohninvest Weserstadion,Martin Petersen,/en/matches/bc40c506/Werder-Bremen-Augsburg-September-9-2022-Bundesliga,,bc40c506
GER-Bundesliga,2223,2022-09-10 Bayern Munich-Stuttgart,Bundesliga,6,Sat,2022-09-10,15:30,Bayern Munich,2.2,2–2,1.2,Stuttgart,75000,Allianz Arena,Christian Dingert,/en/matches/3cf30801/Bayern-Munich-Stuttgart-September-10-2022-Bundesliga,,3cf30801
GER-Bundesliga,2223,2022-09-10 Eint Frankfurt-Wolfsburg,Bundesliga,6,Sat,2022-09-10,15:30,Eint Frankfurt,0.7,0–1,1.0,Wolfsburg,49000,Deutsche Bank Park,Tobias Reichel,/en/matches/425671db/Eintracht-Frankfurt-Wolfsburg-September-10-2022-Bundesliga,,425671db
GER-Bundesliga,2223,2022-09-10 Hertha BSC-Leverkusen,Bundesliga,6,Sat,2022-09-10,15:30,Hertha BSC,1.9,2–2,1.3,Leverkusen,40643,Olympiastadion Berlin,Benjamin Brand,/en/matches/61102d16/Hertha-BSC-Bayer-Leverkusen-September-10-2022-Bundesliga,,61102d16
GER-Bundesliga,2223,2022-09-10 Hoffenheim-Mainz 05,Bundesliga,6,Sat,2022-09-10,15:30,Hoffenheim,4.2,4–1,0.7,Mainz 05,20114,PreZero Arena,Daniel Schlager,/en/matches/b08c7efd/Hoffenheim-Mainz-05-September-10-2022-Bundesliga,,b08c7efd
GER-Bundesliga,2223,2022-09-10 RB Leipzig-Dortmund,Bundesliga,6,Sat,2022-09-10,15:30,RB Leipzig,2.0,3–0,0.6,Dortmund,47069,Red Bull Arena,Sven Jablonski,/en/matches/e5fe17ad/RB-Leipzig-Dortmund-September-10-2022-Bundesliga,,e5fe17ad
GER-Bundesliga,2223,2022-09-10 Schalke 04-Bochum,Bundesliga,6,Sat,2022-09-10,18:30,Schalke 04,1.5,3–1,1.1,Bochum,62041,Veltins-Arena,Felix Zwayer,/en/matches/b14cfbae/Schalke-04-Bochum-September-10-2022-Bundesliga,,b14cfbae
GER-Bundesliga,2223,2022-09-11 Freiburg-Gladbach,Bundesliga,6,Sun,2022-09-11,17:30,Freiburg,1.1,0–0,1.2,Gladbach,34700,Europa-Park Stadion,Tobias Stieler,/en/matches/71b44862/Freiburg-Monchengladbach-September-11-2022-Bundesliga,,71b44862
GER-Bundesliga,2223,2022-09-11 Köln-Union Berlin,Bundesliga,6,Sun,2022-09-11,15:30,Köln,0.6,0–1,1.5,Union Berlin,49500,RheinEnergieSTADION,Benjamin Cortus,/en/matches/8871407b/Koln-Union-Berlin-September-11-2022-Bundesliga,,8871407b
GER-Bundesliga,2223,2022-09-16 Mainz 05-Hertha BSC,Bundesliga,7,Fri,2022-09-16,20:30,Mainz 05,0.7,1–1,0.4,Hertha BSC,25300,Mewa Arena,Frank Willenborg,/en/matches/6c1338f3/Mainz-05-Hertha-BSC-September-16-2022-Bundesliga,,6c1338f3
GER-Bundesliga,2223,2022-09-17 Augsburg-Bayern Munich,Bundesliga,7,Sat,2022-09-17,15:30,Augsburg,1.7,1–0,1.6,Bayern Munich,30660,WWK Arena,Marco Fritz,/en/matches/f89d5de3/Augsburg-Bayern-Munich-September-17-2022-Bundesliga,,f89d5de3
GER-Bundesliga,2223,2022-09-17 Dortmund-Schalke 04,Bundesliga,7,Sat,2022-09-17,15:30,Dortmund,1.8,1–0,0.1,Schalke 04,81100,Signal Iduna Park,Felix Brych,/en/matches/5bae3507/Revierderby-Dortmund-Schalke-04-September-17-2022-Bundesliga,,5bae3507
GER-Bundesliga,2223,2022-09-17 Gladbach-RB Leipzig,Bundesliga,7,Sat,2022-09-17,18:30,Gladbach,2.7,3–0,0.9,RB Leipzig,50186,Stadion im Borussia-Park,Patrick Ittrich,/en/matches/3ca096b5/Monchengladbach-RB-Leipzig-September-17-2022-Bundesliga,,3ca096b5
GER-Bundesliga,2223,2022-09-17 Leverkusen-Werder Bremen,Bundesliga,7,Sat,2022-09-17,15:30,Leverkusen,1.8,1–1,2.1,Werder Bremen,30210,BayArena,Tobias Welz,/en/matches/d0475442/Bayer-Leverkusen-Werder-Bremen-September-17-2022-Bundesliga,,d0475442
GER-Bundesliga,2223,2022-09-17 Stuttgart-Eint Frankfurt,Bundesliga,7,Sat,2022-09-17,15:30,Stuttgart,1.0,1–3,1.0,Eint Frankfurt,47500,Mercedes-Benz Arena,Daniel Siebert,/en/matches/e89fbb60/Stuttgart-Eintracht-Frankfurt-September-17-2022-Bundesliga,,e89fbb60
GER-Bundesliga,2223,2022-09-18 Bochum-Köln,Bundesliga,7,Sun,2022-09-18,17:30,Bochum,0.2,1–1,2.1,Köln,25800,Vonovia Ruhrstadion,Bastian Dankert,/en/matches/d22f7e06/Bochum-Koln-September-18-2022-Bundesliga,,d22f7e06
GER-Bundesliga,2223,2022-09-18 Hoffenheim-Freiburg,Bundesliga,7,Sun,2022-09-18,19:30,Hoffenheim,0.7,0–0,1.0,Freiburg,24233,PreZero Arena,Deniz Aytekin,/en/matches/62d3a5b6/Hoffenheim-Freiburg-September-18-2022-Bundesliga,,62d3a5b6
GER-Bundesliga,2223,2022-09-18 Union Berlin-Wolfsburg,Bundesliga,7,Sun,2022-09-18,15:30,Union Berlin,1.4,2–0,0.3,Wolfsburg,22012,Stadion An der Alten Försterei,Robert Schröder,/en/matches/894c69f9/Union-Berlin-Wolfsburg-September-18-2022-Bundesliga,,894c69f9
GER-Bundesliga,2223,2022-09-30 Bayern Munich-Leverkusen,Bundesliga,8,Fri,2022-09-30,20:30,Bayern Munich,1.9,4–0,0.8,Leverkusen,75000,Allianz Arena,Tobias Stieler,/en/matches/a5cf6022/Bayern-Munich-Bayer-Leverkusen-September-30-2022-Bundesliga,,a5cf6022
GER-Bundesliga,2223,2022-10-01 Eint Frankfurt-Union Berlin,Bundesliga,8,Sat,2022-10-01,15:30,Eint Frankfurt,0.8,2–0,1.0,Union Berlin,50500,Deutsche Bank Park,Sascha Stegemann,/en/matches/621858d4/Eintracht-Frankfurt-Union-Berlin-October-1-2022-Bundesliga,,621858d4
GER-Bundesliga,2223,2022-10-01 Freiburg-Mainz 05,Bundesliga,8,Sat,2022-10-01,15:30,Freiburg,2.0,2–1,1.6,Mainz 05,34700,Europa-Park Stadion,Sven Jablonski,/en/matches/4e3a874d/Freiburg-Mainz-05-October-1-2022-Bundesliga,,4e3a874d
GER-Bundesliga,2223,2022-10-01 Köln-Dortmund,Bundesliga,8,Sat,2022-10-01,15:30,Köln,1.9,3–2,2.5,Dortmund,50000,RheinEnergieSTADION,Harm Osmers,/en/matches/84c74535/Koln-Dortmund-October-1-2022-Bundesliga,,84c74535
GER-Bundesliga,2223,2022-10-01 RB Leipzig-Bochum,Bundesliga,8,Sat,2022-10-01,15:30,RB Leipzig,3.9,4–0,0.1,Bochum,44403,Red Bull Arena,Florian Badstübner,/en/matches/cf634a2b/RB-Leipzig-Bochum-October-1-2022-Bundesliga,,cf634a2b
GER-Bundesliga,2223,2022-10-01 Werder Bremen-Gladbach,Bundesliga,8,Sat,2022-10-01,18:30,Werder Bremen,1.9,5–1,2.3,Gladbach,42100,Wohninvest Weserstadion,Matthias Jöllenbeck,/en/matches/348d53fd/Werder-Bremen-Monchengladbach-October-1-2022-Bundesliga,,348d53fd
GER-Bundesliga,2223,2022-10-01 Wolfsburg-Stuttgart,Bundesliga,8,Sat,2022-10-01,15:30,Wolfsburg,2.0,3–2,1.5,Stuttgart,24125,Volkswagen Arena,Felix Zwayer,/en/matches/9c4a8b42/Wolfsburg-Stuttgart-October-1-2022-Bundesliga,,9c4a8b42
GER-Bundesliga,2223,2022-10-02 Hertha BSC-Hoffenheim,Bundesliga,8,Sun,2022-10-02,15:30,Hertha BSC,0.9,1–1,1.4,Hoffenheim,41653,Olympiastadion Berlin,Christian Dingert,/en/matches/446e82e7/Hertha-BSC-Hoffenheim-October-2-2022-Bundesliga,,446e82e7
GER-Bundesliga,2223,2022-10-02 Schalke 04-Augsburg,Bundesliga,8,Sun,2022-10-02,17:30,Schalke 04,1.8,2–3,1.4,Augsburg,60328,Veltins-Arena,Daniel Schlager,/en/matches/2d3719fb/Schalke-04-Augsburg-October-2-2022-Bundesliga,,2d3719fb
GER-Bundesliga,2223,2022-10-07 Hoffenheim-Werder Bremen,Bundesliga,9,Fri,2022-10-07,20:30,Hoffenheim,1.7,1–2,1.3,Werder Bremen,25410,PreZero Arena,Benjamin Cortus,/en/matches/62ea6f05/Hoffenheim-Werder-Bremen-October-7-2022-Bundesliga,,62ea6f05
GER-Bundesliga,2223,2022-10-08 Augsburg-Wolfsburg,Bundesliga,9,Sat,2022-10-08,15:30,Augsburg,2.0,1–1,1.8,Wolfsburg,26220,WWK Arena,Daniel Siebert,/en/matches/b41edb5f/Augsburg-Wolfsburg-October-8-2022-Bundesliga,,b41edb5f
GER-Bundesliga,2223,2022-10-08 Bochum-Eint Frankfurt,Bundesliga,9,Sat,2022-10-08,15:30,Bochum,0.6,3–0,0.9,Eint Frankfurt,24850,Vonovia Ruhrstadion,Martin Petersen,/en/matches/4cb956d3/Bochum-Eintracht-Frankfurt-October-8-2022-Bundesliga,,4cb956d3
GER-Bundesliga,2223,2022-10-08 Dortmund-Bayern Munich,Bundesliga,9,Sat,2022-10-08,18:30,Dortmund,1.6,2–2,0.6,Bayern Munich,81365,Signal Iduna Park,Deniz Aytekin,/en/matches/09926a13/Der-Klassiker-Dortmund-Bayern-Munich-October-8-2022-Bundesliga,,09926a13
GER-Bundesliga,2223,2022-10-08 Leverkusen-Schalke 04,Bundesliga,9,Sat,2022-10-08,15:30,Leverkusen,1.5,4–0,0.4,Schalke 04,30210,BayArena,Tobias Reichel,/en/matches/dfb09293/Bayer-Leverkusen-Schalke-04-October-8-2022-Bundesliga,,dfb09293
GER-Bundesliga,2223,2022-10-08 Mainz 05-RB Leipzig,Bundesliga,9,Sat,2022-10-08,15:30,Mainz 05,0.6,1–1,1.0,RB Leipzig,26100,Mewa Arena,Felix Brych,/en/matches/8eba0211/Mainz-05-RB-Leipzig-October-8-2022-Bundesliga,,8eba0211
GER-Bundesliga,2223,2022-10-09 Gladbach-Köln,Bundesliga,9,Sun,2022-10-09,15:30,Gladbach,3.0,5–2,1.3,Köln,54042,Stadion im Borussia-Park,Sven Jablonski,/en/matches/17ff2fd2/Monchengladbach-Koln-October-9-2022-Bundesliga,,17ff2fd2
GER-Bundesliga,2223,2022-10-09 Hertha BSC-Freiburg,Bundesliga,9,Sun,2022-10-09,17:30,Hertha BSC,1.6,2–2,1.0,Freiburg,40481,Olympiastadion Berlin,Robert Schröder,/en/matches/7345ac20/Hertha-BSC-Freiburg-October-9-2022-Bundesliga,,7345ac20
GER-Bundesliga,2223,2022-10-09 Stuttgart-Union Berlin,Bundesliga,9,Sun,2022-10-09,19:30,Stuttgart,1.0,0–1,0.7,Union Berlin,43250,Mercedes-Benz Arena,Bastian Dankert,/en/matches/58ecc893/Stuttgart-Union-Berlin-October-9-2022-Bundesliga,,58ecc893
GER-Bundesliga,2223,2022-10-14 Schalke 04-Hoffenheim,Bundesliga,10,Fri,2022-10-14,20:30,Schalke 04,0.7,0–3,3.2,Hoffenheim,59811,Veltins-Arena,Florian Badstübner,/en/matches/6ecee775/Schalke-04-Hoffenheim-October-14-2022-Bundesliga,,6ecee775
GER-Bundesliga,2223,2022-10-15 Eint Frankfurt-Leverkusen,Bundesliga,10,Sat,2022-10-15,15:30,Eint Frankfurt,3.9,5–1,0.4,Leverkusen,49700,Deutsche Bank Park,Frank Willenborg,/en/matches/1f10b4b6/Eintracht-Frankfurt-Bayer-Leverkusen-October-15-2022-Bundesliga,,1f10b4b6
GER-Bundesliga,2223,2022-10-15 RB Leipzig-Hertha BSC,Bundesliga,10,Sat,2022-10-15,18:30,RB Leipzig,2.9,3–2,2.3,Hertha BSC,47069,Red Bull Arena,Harm Osmers,/en/matches/d424a35d/RB-Leipzig-Hertha-BSC-October-15-2022-Bundesliga,,d424a35d
GER-Bundesliga,2223,2022-10-15 Stuttgart-Bochum,Bundesliga,10,Sat,2022-10-15,15:30,Stuttgart,2.2,4–1,1.6,Bochum,45400,Mercedes-Benz Arena,Christian Dingert,/en/matches/d14313b8/Stuttgart-Bochum-October-15-2022-Bundesliga,,d14313b8
GER-Bundesliga,2223,2022-10-15 Werder Bremen-Mainz 05,Bundesliga,10,Sat,2022-10-15,15:30,Werder Bremen,1.3,0–2,1.1,Mainz 05,41000,Wohninvest Weserstadion,Robert Hartmann,/en/matches/aabd723a/Werder-Bremen-Mainz-05-October-15-2022-Bundesliga,,aabd723a
GER-Bundesliga,2223,2022-10-15 Wolfsburg-Gladbach,Bundesliga,10,Sat,2022-10-15,15:30,Wolfsburg,1.8,2–2,0.8,Gladbach,26701,Volkswagen Arena,Benjamin Cortus,/en/matches/13646bf4/Wolfsburg-Monchengladbach-October-15-2022-Bundesliga,,13646bf4
GER-Bundesliga,2223,2022-10-16 Bayern Munich-Freiburg,Bundesliga,10,Sun,2022-10-16,19:30,Bayern Munich,2.1,5–0,0.3,Freiburg,75000,Allianz Arena,Sascha Stegemann,/en/matches/a8e87a05/Bayern-Munich-Freiburg-October-16-2022-Bundesliga,,a8e87a05
