,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
FRA-Ligue 1,2223,Ajaccio,Qazim Laçi,ALB,MF,26,1996,2.4,0,4,0,0.0,1.7,0.0,0.0,,30.4,1,0,0,0.2,0.2,0.04,-0.2,-0.2
FRA-Ligue 1,2223,Ajaccio,Riad Nouri,FRA,"MF,FW",37,1985,18.8,1,16,4,25.0,0.85,0.21,0.06,0.25,16.4,0,0,1,2.3,1.6,0.1,-1.3,-0.6
FRA-Ligue 1,2223,Ajaccio,Romain Hamouma,FRA,"FW,MF",35,1987,12.0,2,16,6,37.5,1.33,0.5,0.13,0.33,15.3,1,0,0,3.2,3.2,0.2,-1.2,-1.2
FRA-Ligue 1,2223,Ajaccio,Ruan Levine,BRA,"MF,FW",23,1999,0.3,0,2,1,50.0,7.5,3.75,0.0,0.0,13.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2
FRA-Ligue 1,2223,Ajaccio,Thomas Mangani,FRA,MF,35,1987,14.8,1,9,0,0.0,0.61,0.0,0.0,,27.1,2,1,2,2.0,0.4,0.05,-1.0,-0.4
FRA-Ligue 1,2223,Ajaccio,Tony Strata,ROU,"MF,DF",17,2004,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Ajaccio,Vincent Marchetti,FRA,MF,25,1997,27.2,0,37,9,24.3,1.36,0.33,0.0,0.0,22.8,1,0,0,2.3,2.3,0.06,-2.3,-2.3
FRA-Ligue 1,2223,Ajaccio,Yanis Cimignani,FRA,"MF,DF",20,2002,3.1,0,6,2,33.3,1.94,0.65,0.0,0.0,24.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2
FRA-Ligue 1,2223,Ajaccio,Yoann Touzghar,TUN,FW,35,1986,5.0,0,3,0,0.0,0.6,0.0,0.0,,11.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2
FRA-Ligue 1,2223,Ajaccio,Youcef Belaïli,ALG,"MF,FW",30,1992,12.8,6,27,9,33.3,2.11,0.7,0.04,0.11,24.8,4,5,6,6.2,1.8,0.07,-0.2,-0.8
FRA-Ligue 1,2223,Ajaccio,Youssouf Koné,MLI,DF,27,1995,10.2,0,1,1,100.0,0.1,0.1,0.0,0.0,27.6,0,0,0,0.0,0.0,0.04,0.0,0.0
FRA-Ligue 1,2223,Angers,Abdallah Sima,SEN,FW,21,2001,20.4,5,39,10,25.6,1.91,0.49,0.13,0.5,12.7,0,0,0,4.8,4.8,0.12,0.2,0.2
FRA-Ligue 1,2223,Angers,Abdoulaye Bamba,CIV,DF,32,1990,15.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Angers,Adrien Hunou,FRA,"MF,FW",28,1994,24.8,4,45,18,40.0,1.81,0.73,0.09,0.22,13.2,0,0,0,6.5,6.5,0.14,-2.5,-2.5
FRA-Ligue 1,2223,Angers,Amine Salama,FRA,"FW,MF",22,2000,13.9,3,25,11,44.0,1.8,0.79,0.12,0.27,15.2,1,0,0,3.0,3.0,0.12,0.0,0.0
FRA-Ligue 1,2223,Angers,Antonin Bobichon,FRA,MF,26,1995,0.2,0,1,1,100.0,5.0,5.0,0.0,0.0,31.2,1,0,0,0.1,0.1,0.06,-0.1,-0.1
FRA-Ligue 1,2223,Angers,Azzedine Ounahi,MAR,"MF,FW",22,2000,12.5,0,23,6,26.1,1.83,0.48,0.0,0.0,19.8,1,0,0,1.8,1.8,0.08,-1.8,-1.8
FRA-Ligue 1,2223,Angers,Batista Mendy,FRA,"MF,DF",22,2000,31.8,0,15,2,13.3,0.47,0.06,0.0,0.0,24.0,0,0,0,0.9,0.9,0.06,-0.9,-0.9
FRA-Ligue 1,2223,Angers,Cédric Hountondji,BEN,DF,28,1994,34.4,0,11,4,36.4,0.32,0.12,0.0,0.0,8.9,0,0,0,1.1,1.1,0.1,-1.1,-1.1
FRA-Ligue 1,2223,Angers,Faouzi Ghoulam,ALG,DF,31,1991,5.3,0,1,0,0.0,0.19,0.0,0.0,,24.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1
FRA-Ligue 1,2223,Angers,Farid El Melali,ALG,"DF,FW",25,1997,9.0,0,11,2,18.2,1.23,0.22,0.0,0.0,18.8,0,0,0,1.1,1.1,0.1,-1.1,-1.1
FRA-Ligue 1,2223,Angers,Halid Šabanović,BIH,DF,22,1999,7.1,2,5,3,60.0,0.71,0.42,0.4,0.67,17.1,0,0,0,0.9,0.9,0.18,1.1,1.1
FRA-Ligue 1,2223,Angers,Himad Abdelli,ALG,"MF,FW",22,1999,23.7,2,24,7,29.2,1.01,0.29,0.08,0.29,22.4,2,0,0,1.4,1.4,0.06,0.6,0.6
FRA-Ligue 1,2223,Angers,Ibrahim Amadou,FRA,"DF,MF",29,1993,4.7,0,2,0,0.0,0.42,0.0,0.0,,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2223,Angers,Ibrahima Niane,SEN,FW,23,1999,12.6,2,26,11,42.3,2.06,0.87,0.08,0.18,13.7,0,0,0,3.4,3.4,0.13,-1.4,-1.4
FRA-Ligue 1,2223,Angers,Ilyes Cheti,ALG,DF,27,1995,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Angers,Jason Mbock,FRA,"MF,FW",22,1999,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Angers,Jean Mattéo Bahoya,FRA,"FW,MF",17,2005,3.0,0,4,0,0.0,1.33,0.0,0.0,,15.4,0,0,0,0.5,0.5,0.13,-0.5,-0.5
FRA-Ligue 1,2223,Angers,Justin-Noël Kalumba,FRA,DF,17,2004,6.1,0,2,0,0.0,0.33,0.0,0.0,,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2223,Angers,Lilian Raolisoa,FRA,"DF,MF",22,2000,1.9,1,3,2,66.7,1.56,1.04,0.33,0.5,18.7,0,0,0,0.2,0.2,0.06,0.8,0.8
FRA-Ligue 1,2223,Angers,Lois Diony,FRA,FW,29,1992,5.6,1,12,3,25.0,2.13,0.53,0.08,0.33,14.5,0,0,0,2.2,2.2,0.18,-1.2,-1.2
FRA-Ligue 1,2223,Angers,Marin Jakoliš,CRO,FW,25,1996,0.3,0,2,1,50.0,6.43,3.21,0.0,0.0,12.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
FRA-Ligue 1,2223,Angers,Miha Blažič,SVN,DF,29,1993,22.0,2,8,4,50.0,0.36,0.18,0.25,0.5,10.0,1,0,0,1.6,1.6,0.2,0.4,0.4
FRA-Ligue 1,2223,Angers,Nabil Bentaleb,ALG,MF,27,1994,27.7,4,39,13,33.3,1.41,0.47,0.05,0.15,27.5,8,2,2,3.2,1.6,0.04,0.8,0.4
FRA-Ligue 1,2223,Angers,Ousmane Camara,MLI,DF,19,2003,5.8,0,1,1,100.0,0.17,0.17,0.0,0.0,6.5,0,0,0,0.2,0.2,0.16,-0.2,-0.2
FRA-Ligue 1,2223,Angers,Paul Bernardoni,FRA,GK,25,1997,27.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Angers,Pierrick Capelle,FRA,"MF,DF",35,1987,15.9,0,16,7,43.8,1.01,0.44,0.0,0.0,17.6,0,0,0,1.5,1.5,0.1,-1.5,-1.5
FRA-Ligue 1,2223,Angers,Sada Thioub,SEN,"DF,FW",27,1995,11.8,1,9,1,11.1,0.76,0.08,0.11,1.0,14.0,0,0,0,1.4,1.4,0.15,-0.4,-0.4
FRA-Ligue 1,2223,Angers,Sofiane Boufal,MAR,"FW,MF",28,1993,9.3,4,21,9,42.9,2.27,0.97,0.1,0.22,20.8,4,2,2,3.6,2.1,0.1,0.4,-0.1
FRA-Ligue 1,2223,Angers,Souleyman Doumbia,CIV,"DF,FW",25,1996,19.9,0,7,2,28.6,0.35,0.1,0.0,0.0,16.0,0,0,0,1.0,1.0,0.14,-1.0,-1.0
FRA-Ligue 1,2223,Angers,Waniss Taibi,FRA,MF,20,2002,2.1,0,1,0,0.0,0.48,0.0,0.0,,6.5,0,0,0,0.3,0.3,0.31,-0.3,-0.3
FRA-Ligue 1,2223,Angers,Yahia Fofana,CIV,GK,21,2000,11.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Angers,Yan Valery,TUN,DF,23,1999,27.7,0,13,2,15.4,0.47,0.07,0.0,0.0,21.0,0,0,0,0.8,0.8,0.06,-0.8,-0.8
FRA-Ligue 1,2223,Angers,Zinédine Ould Khaled,FRA,"MF,FW",22,2000,0.6,0,1,1,100.0,1.76,1.76,0.0,0.0,2.8,0,0,0,0.3,0.3,0.3,-0.3,-0.3
FRA-Ligue 1,2223,Auxerre,Akim Zedadka,ALG,DF,27,1995,17.8,0,9,0,0.0,0.51,0.0,0.0,,19.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
FRA-Ligue 1,2223,Auxerre,Alexandre Coeff,FRA,DF,30,1992,6.5,0,1,0,0.0,0.15,0.0,0.0,,9.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1
FRA-Ligue 1,2223,Auxerre,Benoît Costil,FRA,GK,35,1987,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Auxerre,Birama Touré,MLI,MF,30,1992,37.8,2,25,7,28.0,0.66,0.19,0.08,0.29,26.1,0,0,1,1.9,1.1,0.04,0.1,0.9
FRA-Ligue 1,2223,Auxerre,Brayann Pereira,FRA,DF,19,2003,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Auxerre,Donovan Léon,GUF,GK,29,1992,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Auxerre,Dénys Bain,FRA,DF,29,1993,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Auxerre,Gauthier Hein,FRA,"MF,FW",25,1996,20.8,2,38,10,26.3,1.82,0.48,0.05,0.2,19.3,2,0,0,3.9,3.9,0.1,-1.9,-1.9
FRA-Ligue 1,2223,Auxerre,Gaëtan Charbonnier,FRA,"FW,MF",33,1988,2.8,1,7,1,14.3,2.48,0.35,0.14,1.0,23.2,0,0,0,0.6,0.6,0.09,0.4,0.4
FRA-Ligue 1,2223,Auxerre,Gaëtan Perrin,FRA,"MF,FW",26,1996,15.5,3,26,9,34.6,1.68,0.58,0.08,0.22,21.2,0,1,1,2.9,2.1,0.08,0.1,-0.1
FRA-Ligue 1,2223,Auxerre,Gideon Mensah,GHA,DF,24,1998,25.1,0,5,1,20.0,0.2,0.04,0.0,0.0,25.3,0,0,0,0.1,0.1,0.01,-0.1,-0.1
FRA-Ligue 1,2223,Auxerre,Hamza Sakhi,FRA,MF,26,1996,18.4,1,30,9,30.0,1.63,0.49,0.03,0.11,24.1,2,0,0,1.7,1.7,0.06,-0.7,-0.7
FRA-Ligue 1,2223,Auxerre,Han-Noah Massengo,FRA,MF,21,2001,12.4,0,13,1,7.7,1.05,0.08,0.0,0.0,18.9,0,0,0,1.4,1.4,0.11,-1.4,-1.4
FRA-Ligue 1,2223,Auxerre,Ionuț Radu,ROU,GK,25,1997,17.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Auxerre,Jubal,BRA,DF,28,1993,35.7,3,18,5,27.8,0.5,0.14,0.11,0.4,11.6,0,1,1,3.1,2.3,0.13,-0.1,-0.3
FRA-Ligue 1,2223,Auxerre,Julian Jeanvier,GUI,DF,30,1992,19.6,1,8,4,50.0,0.41,0.2,0.13,0.25,8.7,0,0,0,1.2,1.2,0.15,-0.2,-0.2
FRA-Ligue 1,2223,Auxerre,Kays Ruiz,FRA,MF,19,2002,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Auxerre,Kenji-Van Boto,MAD,DF,26,1996,2.0,0,3,0,0.0,1.5,0.0,0.0,,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2223,Auxerre,Kévin Danois,FRA,MF,18,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Auxerre,Lassine Sinayoko,MLI,"MF,FW",22,1999,17.4,1,42,13,31.0,2.41,0.75,0.02,0.08,17.3,0,0,0,3.2,3.2,0.08,-2.2,-2.2
FRA-Ligue 1,2223,Auxerre,M'Baye Niang,SEN,FW,27,1994,16.5,6,36,12,33.3,2.19,0.73,0.08,0.25,13.5,0,3,3,7.2,4.9,0.14,-1.2,-1.9
FRA-Ligue 1,2223,Auxerre,Mathias Autret,FRA,"MF,FW",31,1991,14.3,2,23,11,47.8,1.6,0.77,0.04,0.09,25.4,1,1,1,2.5,1.7,0.07,-0.5,-0.7
FRA-Ligue 1,2223,Auxerre,Matthis Abline,FRA,"FW,MF",19,2003,9.0,2,24,8,33.3,2.68,0.89,0.04,0.13,20.6,0,1,2,3.6,2.0,0.08,-1.6,-1.0
FRA-Ligue 1,2223,Auxerre,Nuno da Costa,CPV,"FW,MF",31,1991,22.3,5,39,14,35.9,1.75,0.63,0.13,0.36,15.7,0,0,0,4.6,4.6,0.12,0.4,0.4
FRA-Ligue 1,2223,Auxerre,Ousmane Camara,GUI,"FW,MF",20,2001,0.3,0,1,0,0.0,3.75,0.0,0.0,,11.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
FRA-Ligue 1,2223,Auxerre,Paul Joly,FRA,DF,22,2000,9.6,0,7,0,0.0,0.73,0.0,0.0,,23.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
FRA-Ligue 1,2223,Auxerre,Quentin Bernard,FRA,DF,33,1989,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Auxerre,Rayan Raveloson,MAD,"DF,MF",25,1997,27.0,2,29,5,17.2,1.07,0.19,0.07,0.4,19.5,3,0,0,2.4,2.4,0.08,-0.4,-0.4
FRA-Ligue 1,2223,Auxerre,Rémy Dugimont,FRA,"FW,MF",36,1986,1.3,0,4,1,25.0,3.19,0.8,0.0,0.0,27.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1
FRA-Ligue 1,2223,Auxerre,Siriki Dembélé,CIV,"MF,FW",25,1996,4.1,0,5,2,40.0,1.21,0.48,0.0,0.0,21.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3
FRA-Ligue 1,2223,Auxerre,Souleymane Touré,FRA,DF,19,2003,17.6,1,8,2,25.0,0.45,0.11,0.13,0.5,8.0,0,0,0,1.5,1.5,0.19,-0.5,-0.5
FRA-Ligue 1,2223,Auxerre,Théo Pellenard,FRA,DF,28,1994,1.1,0,1,0,0.0,0.91,0.0,0.0,,11.5,0,0,0,0.0,0.0,0.03,0.0,0.0
FRA-Ligue 1,2223,Auxerre,Youssouf M'Changama,COM,MF,31,1990,12.0,0,18,2,11.1,1.5,0.17,0.0,0.0,30.3,7,0,0,0.6,0.6,0.03,-0.6,-0.6
FRA-Ligue 1,2223,Brest,Achraf Dari,MAR,DF,23,1999,14.6,1,4,2,50.0,0.27,0.14,0.25,0.5,15.4,0,0,0,0.4,0.4,0.09,0.6,0.6
FRA-Ligue 1,2223,Brest,Alberth Elis,HON,"MF,FW",26,1996,2.9,0,4,1,25.0,1.4,0.35,0.0,0.0,13.1,0,0,0,0.5,0.5,0.13,-0.5,-0.5
FRA-Ligue 1,2223,Brest,Axel Camblan,FRA,"FW,MF",18,2003,0.8,0,1,1,100.0,1.32,1.32,0.0,0.0,6.8,0,0,0,0.2,0.2,0.17,-0.2,-0.2
FRA-Ligue 1,2223,Brest,Bradley Locko,FRA,DF,20,2002,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Brest,Brendan Chardonnet,FRA,DF,27,1994,27.7,0,16,3,18.8,0.58,0.11,0.0,0.0,11.1,0,0,0,1.2,1.2,0.07,-1.2,-1.2
FRA-Ligue 1,2223,Brest,Christophe Hérelle,MTQ,DF,29,1992,11.8,0,3,0,0.0,0.25,0.0,0.0,,16.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
FRA-Ligue 1,2223,Brest,Franck Honorat,FRA,"FW,MF",25,1996,28.2,6,47,17,36.2,1.67,0.6,0.13,0.35,18.1,4,0,0,4.8,4.8,0.1,1.2,1.2
FRA-Ligue 1,2223,Brest,Félix Lemaréchal,FRA,MF,18,2003,3.2,0,2,0,0.0,0.62,0.0,0.0,,22.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
FRA-Ligue 1,2223,Brest,Haris Belkebla,ALG,MF,28,1994,29.5,2,9,2,22.2,0.3,0.07,0.11,0.5,25.5,0,1,1,1.3,0.5,0.05,0.7,0.5
FRA-Ligue 1,2223,Brest,Hianga Mananga Mbock,FRA,MF,22,1999,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Brest,Hugo Magnetti,FRA,MF,24,1998,18.8,1,17,6,35.3,0.91,0.32,0.06,0.17,24.7,0,0,0,0.8,0.8,0.05,0.2,0.2
FRA-Ligue 1,2223,Brest,Irvin Cardona,MLT,"FW,MF",24,1997,2.6,0,4,2,50.0,1.55,0.77,0.0,0.0,13.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2
FRA-Ligue 1,2223,Brest,Islam Slimani,ALG,FW,34,1988,11.0,1,14,2,14.3,1.28,0.18,0.07,0.5,14.1,0,0,1,2.6,1.8,0.13,-1.6,-0.8
FRA-Ligue 1,2223,Brest,Jean-Kevin Duverne,HAI,DF,25,1997,27.9,0,5,1,20.0,0.18,0.04,0.0,0.0,17.2,0,0,0,0.4,0.4,0.08,-0.4,-0.4
FRA-Ligue 1,2223,Brest,Jere Uronen,FIN,DF,28,1994,3.3,0,1,0,0.0,0.3,0.0,0.0,,29.8,0,0,0,0.0,0.0,0.03,0.0,0.0
FRA-Ligue 1,2223,Brest,Joaquín Blázquez,ARG,GK,21,2001,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Brest,Jérémy Le Douaron,FRA,"MF,FW",24,1998,23.0,10,55,23,41.8,2.39,1.0,0.18,0.43,11.1,0,0,0,8.4,8.4,0.16,1.6,1.6
FRA-Ligue 1,2223,Brest,Karamoko Dembélé,ENG,"FW,MF",19,2003,2.0,0,4,2,50.0,2.01,1.01,0.0,0.0,16.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
FRA-Ligue 1,2223,Brest,Kenny Lala,MAD,DF,30,1991,15.7,0,12,3,25.0,0.76,0.19,0.0,0.0,25.6,2,0,0,0.4,0.4,0.03,-0.4,-0.4
FRA-Ligue 1,2223,Brest,Lilian Brassier,FRA,DF,22,1999,34.4,0,20,3,15.0,0.58,0.09,0.0,0.0,16.3,0,0,0,1.1,1.1,0.05,-1.1,-1.1
FRA-Ligue 1,2223,Brest,Mahdi Camara,FRA,MF,24,1998,20.2,2,24,7,29.2,1.19,0.35,0.08,0.29,16.3,0,0,0,2.5,2.5,0.11,-0.5,-0.5
FRA-Ligue 1,2223,Brest,Marco Bizot,NED,GK,31,1991,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2223,Brest,Mathias Pereira Lage,POR,"MF,FW",25,1996,14.0,2,21,9,42.9,1.5,0.64,0.1,0.22,18.8,1,0,0,1.4,1.4,0.07,0.6,0.6
FRA-Ligue 1,2223,Brest,Noah Fadiga,SEN,DF,22,1999,14.5,1,11,3,27.3,0.76,0.21,0.09,0.33,18.3,0,0,0,0.7,0.7,0.07,0.3,0.3
FRA-Ligue 1,2223,Brest,Pierre Lees-Melou,FRA,MF,29,1993,30.7,5,43,13,30.2,1.4,0.42,0.12,0.38,23.8,2,0,0,2.1,2.1,0.05,2.9,2.9
FRA-Ligue 1,2223,Brest,Romain Del Castillo,FRA,"MF,FW",26,1996,15.8,6,31,11,35.5,1.96,0.7,0.03,0.09,20.7,3,5,5,6.3,2.4,0.08,-0.3,-1.4
FRA-Ligue 1,2223,Brest,Steve Mounié,BEN,FW,27,1994,18.4,6,58,19,32.8,3.15,1.03,0.09,0.26,14.9,0,1,1,7.3,6.5,0.12,-1.3,-1.5
FRA-Ligue 1,2223,Brest,Taïryk Arconte,FRA,FW,18,2003,1.4,0,2,1,50.0,1.41,0.7,0.0,0.0,12.5,0,0,0,0.3,0.3,0.14,-0.3,-0.3
FRA-Ligue 1,2223,Brest,Youcef Belaïli,ALG,"FW,MF",30,1992,4.0,0,9,1,11.1,2.28,0.25,0.0,0.0,16.0,1,0,0,0.7,0.7,0.08,-0.7,-0.7
FRA-Ligue 1,2223,Clermont Foot,Alidu Seidu,GHA,DF,22,2000,27.3,0,6,2,33.3,0.22,0.07,0.0,0.0,32.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1
FRA-Ligue 1,2223,Clermont Foot,Arial Mendy,SEN,DF,27,1994,2.5,0,2,0,0.0,0.81,0.0,0.0,,20.6,0,0,0,0.0,0.0,0.02,0.0,0.0
FRA-Ligue 1,2223,Clermont Foot,Aïman Maurer,MAR,MF,17,2004,5.6,0,11,5,45.5,1.98,0.9,0.0,0.0,16.4,1,0,0,1.2,1.2,0.11,-1.2,-1.2
FRA-Ligue 1,2223,Clermont Foot,Baila Diallo,FRA,"DF,MF",21,2001,1.0,0,1,0,0.0,1.01,0.0,0.0,,31.4,0,0,0,0.0,0.0,0.02,0.0,0.0
FRA-Ligue 1,2223,Clermont Foot,Brandon Baiye,BEL,MF,21,2000,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
