league,season,game,round,week,day,date,time,home_team,home_xg,score,away_xg,away_team,attendance,venue,referee,match_report,notes,game_id
FRA-Ligue 1,2122,2021-08-13 Lorient-Monaco,Ligue 1,2,Fri,2021-08-13,21:00,Lorient,0.8,1–0,1.1,Monaco,12149,Stade du Moustoir,Hakim Ben El Hadj Salem,/en/matches/6fa57b43/Lorient-Monaco-August-13-2021-Ligue-1,,6fa57b43
FRA-Ligue 1,2122,2021-08-14 Lille-Nice,Ligue 1,2,Sat,2021-08-14,17:00,Lille,0.8,0–4,1.9,Nice,30144,Stade Pierre-Mauroy,Jérôme Brisard,/en/matches/61344945/Lille-Nice-August-14-2021-Ligue-1,,61344945
FRA-Ligue 1,2122,2021-08-14 Paris S-G-Strasbourg,Ligue 1,2,Sat,2021-08-14,21:00,Paris S-G,3.1,4–2,0.7,Strasbourg,46962,Parc des Princes,Willy Delajod,/en/matches/f49163bf/Paris-Saint-Germain-Strasbourg-August-14-2021-Ligue-1,,f49163bf
FRA-Ligue 1,2122,2021-08-15 Angers-Lyon,Ligue 1,2,Sun,2021-08-15,13:00,Angers,1.8,3–0,0.9,Lyon,6154,Stade Raymond Kopa,Clément Turpin,/en/matches/90346ee2/Angers-Lyon-August-15-2021-Ligue-1,,90346ee2
FRA-Ligue 1,2122,2021-08-15 Brest-Rennes,Ligue 1,2,Sun,2021-08-15,15:00,Brest,1.9,1–1,1.0,Rennes,14271,Stade Francis-Le Blé,Benoît Bastien,/en/matches/9f9b393f/Brest-Rennes-August-15-2021-Ligue-1,,9f9b393f
FRA-Ligue 1,2122,2021-08-15 Clermont Foot-Troyes,Ligue 1,2,Sun,2021-08-15,15:00,Clermont Foot,1.9,2–0,0.7,Troyes,11005,Stade Gabriel Montpied,Romain Lissorgue,/en/matches/1d01bf2a/Clermont-Foot-Troyes-August-15-2021-Ligue-1,,1d01bf2a
FRA-Ligue 1,2122,2021-08-15 Lens-Saint-Étienne,Ligue 1,2,Sun,2021-08-15,17:00,Lens,1.3,2–2,0.9,Saint-Étienne,35541,Stade Bollaert-Delelis,Amaury Delerue,/en/matches/3143e787/Lens-Saint-Etienne-August-15-2021-Ligue-1,,3143e787
FRA-Ligue 1,2122,2021-08-15 Marseille-Bordeaux,Ligue 1,2,Sun,2021-08-15,20:45,Marseille,1.0,2–2,0.3,Bordeaux,50000,Orange Vélodrome,Ruddy Buquet,/en/matches/552186af/Marseille-Bordeaux-August-15-2021-Ligue-1,,552186af
FRA-Ligue 1,2122,2021-08-15 Nantes-Metz,Ligue 1,2,Sun,2021-08-15,15:00,Nantes,1.7,2–0,0.6,Metz,12054,Stade de la Beaujoire - Louis Fonteneau,Johan Hamel,/en/matches/a7086303/Nantes-Metz-August-15-2021-Ligue-1,,a7086303
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,Ligue 1,2,Sun,2021-08-15,15:00,Reims,1.8,3–3,1.8,Montpellier,8887,Stade Auguste-Delaune,Jeremy Stinat,/en/matches/f16c06c7/Reims-Montpellier-August-15-2021-Ligue-1,,f16c06c7
FRA-Ligue 1,2122,2021-08-20 Brest-Paris S-G,Ligue 1,3,Fri,2021-08-20,21:00,Brest,1.1,2–4,0.9,Paris S-G,14586,Stade Francis-Le Blé,Eric Wattellier,/en/matches/4f44b84a/Brest-Paris-Saint-Germain-August-20-2021-Ligue-1,,4f44b84a
FRA-Ligue 1,2122,2021-08-21 Monaco-Lens,Ligue 1,3,Sat,2021-08-21,17:00,Monaco,0.3,0–2,0.5,Lens,6483,Stade Louis II,Jérémie Pignard,/en/matches/1cff74e1/Monaco-Lens-August-21-2021-Ligue-1,,1cff74e1
FRA-Ligue 1,2122,2021-08-21 Saint-Étienne-Lille,Ligue 1,3,Sat,2021-08-21,21:00,Saint-Étienne,0.5,1–1,1.0,Lille,20673,Stade Geoffroy-Guichard,Mikael Lesage,/en/matches/0be209c9/Saint-Etienne-Lille-August-21-2021-Ligue-1,,0be209c9
FRA-Ligue 1,2122,2021-08-22 Bordeaux-Angers,Ligue 1,3,Sun,2021-08-22,15:00,Bordeaux,0.5,1–1,0.9,Angers,18281,Stade Matmut-Atlantique,Pierre Gaillouste,/en/matches/c738e7e8/Bordeaux-Angers-August-22-2021-Ligue-1,,c738e7e8
FRA-Ligue 1,2122,2021-08-22 Lyon-Clermont Foot,Ligue 1,3,Sun,2021-08-22,13:00,Lyon,3.3,3–3,1.4,Clermont Foot,34713,Groupama Stadium,Thomas Léonard,/en/matches/6cf6252f/Lyon-Clermont-Foot-August-22-2021-Ligue-1,,6cf6252f
FRA-Ligue 1,2122,2021-08-22 Metz-Reims,Ligue 1,3,Sun,2021-08-22,15:00,Metz,0.5,1–1,0.9,Reims,14799,Stade Saint-Symphorien,Florent Batta,/en/matches/8a48654f/Metz-Reims-August-22-2021-Ligue-1,,8a48654f
FRA-Ligue 1,2122,2021-08-22 Montpellier-Lorient,Ligue 1,3,Sun,2021-08-22,15:00,Montpellier,3.0,3–1,0.6,Lorient,6527,Stade de la Mosson,Bastien Dechepy,/en/matches/8f1d58b5/Montpellier-Lorient-August-22-2021-Ligue-1,,8f1d58b5
FRA-Ligue 1,2122,2021-08-22 Rennes-Nantes,Ligue 1,3,Sun,2021-08-22,17:00,Rennes,0.9,1–0,0.5,Nantes,27569,Roazhon Park,Stéphanie Frappart,/en/matches/07e663ba/Rennes-Nantes-August-22-2021-Ligue-1,,07e663ba
FRA-Ligue 1,2122,2021-08-22 Strasbourg-Troyes,Ligue 1,3,Sun,2021-08-22,15:00,Strasbourg,2.2,1–1,1.4,Troyes,22185,Stade de la Meinau,Jérôme Brisard,/en/matches/52adf64e/Strasbourg-Troyes-August-22-2021-Ligue-1,,52adf64e
FRA-Ligue 1,2122,2021-08-27 Nantes-Lyon,Ligue 1,4,Fri,2021-08-27,21:00,Nantes,1.4,0–1,1.2,Lyon,23177,Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard,/en/matches/3215e7eb/Nantes-Lyon-August-27-2021-Ligue-1,,3215e7eb
FRA-Ligue 1,2122,2021-08-28 Marseille-Saint-Étienne,Ligue 1,4,Sat,2021-08-28,21:00,Marseille,2.1,3–1,1.1,Saint-Étienne,55039,Orange Vélodrome,Benoît Millot,/en/matches/35ab15f5/Marseille-Saint-Etienne-August-28-2021-Ligue-1,,35ab15f5
FRA-Ligue 1,2122,2021-08-28 Nice-Bordeaux,Ligue 1,4,Sat,2021-08-28,17:00,Nice,3.2,4–0,1.1,Bordeaux,,Stade de Nice,Jérémie Pignard,/en/matches/b43eb4eb/Nice-Bordeaux-August-28-2021-Ligue-1,,b43eb4eb
FRA-Ligue 1,2122,2021-08-29 Angers-Rennes,Ligue 1,4,Sun,2021-08-29,15:00,Angers,2.2,2–0,0.9,Rennes,6473,Stade Raymond Kopa,Antony Gautier,/en/matches/36a6ccd9/Angers-Rennes-August-29-2021-Ligue-1,,36a6ccd9
FRA-Ligue 1,2122,2021-08-29 Clermont Foot-Metz,Ligue 1,4,Sun,2021-08-29,15:00,Clermont Foot,1.6,2–2,1.4,Metz,11274,Stade Gabriel Montpied,Hakim Ben El Hadj Salem,/en/matches/77e3fedd/Clermont-Foot-Metz-August-29-2021-Ligue-1,,77e3fedd
FRA-Ligue 1,2122,2021-08-29 Lens-Lorient,Ligue 1,4,Sun,2021-08-29,15:00,Lens,1.3,2–2,1.2,Lorient,35029,Stade Bollaert-Delelis,Willy Delajod,/en/matches/65d88a74/Lens-Lorient-August-29-2021-Ligue-1,,65d88a74
FRA-Ligue 1,2122,2021-08-29 Lille-Montpellier,Ligue 1,4,Sun,2021-08-29,17:00,Lille,1.6,2–1,0.6,Montpellier,28859,Stade Pierre-Mauroy,Amaury Delerue,/en/matches/2c5d987b/Lille-Montpellier-August-29-2021-Ligue-1,,2c5d987b
FRA-Ligue 1,2122,2021-08-29 Reims-Paris S-G,Ligue 1,4,Sun,2021-08-29,20:45,Reims,0.7,0–2,1.3,Paris S-G,20525,Stade Auguste-Delaune,François Letexier,/en/matches/c7e820e1/Reims-Paris-Saint-Germain-August-29-2021-Ligue-1,,c7e820e1
FRA-Ligue 1,2122,2021-08-29 Strasbourg-Brest,Ligue 1,4,Sun,2021-08-29,15:00,Strasbourg,1.4,3–1,0.8,Brest,22341,Stade de la Meinau,Romain Lissorgue,/en/matches/1a1bbbcb/Strasbourg-Brest-August-29-2021-Ligue-1,,1a1bbbcb
FRA-Ligue 1,2122,2021-08-29 Troyes-Monaco,Ligue 1,4,Sun,2021-08-29,13:00,Troyes,0.7,1–2,1.9,Monaco,9866,Stade de l'Aube,Johan Hamel,/en/matches/fb82404e/Troyes-Monaco-August-29-2021-Ligue-1,,fb82404e
FRA-Ligue 1,2122,2021-09-10 Lorient-Lille,Ligue 1,5,Fri,2021-09-10,21:00,Lorient,1.8,2–1,1.3,Lille,10271,Stade du Moustoir,Clément Turpin,/en/matches/93c6e3ef/Lorient-Lille-September-10-2021-Ligue-1,,93c6e3ef
FRA-Ligue 1,2122,2021-09-11 Monaco-Marseille,Ligue 1,5,Sat,2021-09-11,21:00,Monaco,0.8,0–2,1.6,Marseille,8615,Stade Louis II,Stéphanie Frappart,/en/matches/ea1d5dc3/Monaco-Marseille-September-11-2021-Ligue-1,,ea1d5dc3
FRA-Ligue 1,2122,2021-09-11 Paris S-G-Clermont Foot,Ligue 1,5,Sat,2021-09-11,17:00,Paris S-G,2.5,4–0,0.9,Clermont Foot,47329,Parc des Princes,Mikael Lesage,/en/matches/c736ceaf/Paris-Saint-Germain-Clermont-Foot-September-11-2021-Ligue-1,,c736ceaf
FRA-Ligue 1,2122,2021-09-12 Bordeaux-Lens,Ligue 1,5,Sun,2021-09-12,15:00,Bordeaux,0.8,2–3,2.5,Lens,19763,Stade Matmut-Atlantique,Luís Godinho,/en/matches/985dfc7d/Bordeaux-Lens-September-12-2021-Ligue-1,,985dfc7d
FRA-Ligue 1,2122,2021-09-12 Brest-Angers,Ligue 1,5,Sun,2021-09-12,15:00,Brest,1.3,1–1,1.2,Angers,10982,Stade Francis-Le Blé,Jeremy Stinat,/en/matches/b526eae6/Brest-Angers-September-12-2021-Ligue-1,,b526eae6
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,Ligue 1,5,Sun,2021-09-12,20:45,Lyon,1.6,3–1,1.6,Strasbourg,33267,Groupama Stadium,Ruddy Buquet,/en/matches/aae0c87a/Lyon-Strasbourg-September-12-2021-Ligue-1,,aae0c87a
FRA-Ligue 1,2122,2021-09-12 Metz-Troyes,Ligue 1,5,Sun,2021-09-12,15:00,Metz,0.7,0–2,0.6,Troyes,15269,Stade Saint-Symphorien,Pierre Gaillouste,/en/matches/d32536c5/Metz-Troyes-September-12-2021-Ligue-1,,d32536c5
FRA-Ligue 1,2122,2021-09-12 Montpellier-Saint-Étienne,Ligue 1,5,Sun,2021-09-12,13:00,Montpellier,1.1,2–0,0.8,Saint-Étienne,10402,Stade de la Mosson,Benoît Bastien,/en/matches/85dc6801/Montpellier-Saint-Etienne-September-12-2021-Ligue-1,,85dc6801
FRA-Ligue 1,2122,2021-09-12 Nantes-Nice,Ligue 1,5,Sun,2021-09-12,17:00,Nantes,1.7,0–2,2.1,Nice,14597,Stade de la Beaujoire - Louis Fonteneau,Benoît Millot,/en/matches/3b874209/Nantes-Nice-September-12-2021-Ligue-1,,3b874209
FRA-Ligue 1,2122,2021-09-12 Rennes-Reims,Ligue 1,5,Sun,2021-09-12,15:00,Rennes,0.6,0–2,0.5,Reims,24486,Roazhon Park,Thomas Léonard,/en/matches/5daca06a/Rennes-Reims-September-12-2021-Ligue-1,,5daca06a
FRA-Ligue 1,2122,2021-09-17 Strasbourg-Metz,Ligue 1,6,Fri,2021-09-17,21:00,Strasbourg,2.0,3–0,0.6,Metz,25437,Stade de la Meinau,Eric Wattellier,/en/matches/80a77175/Strasbourg-Metz-September-17-2021-Ligue-1,,80a77175
FRA-Ligue 1,2122,2021-09-18 Lens-Lille,Ligue 1,6,Sat,2021-09-18,17:00,Lens,0.6,1–0,0.7,Lille,36512,Stade Bollaert-Delelis,Benoît Millot,/en/matches/2cbdb5a0/Lens-Lille-September-18-2021-Ligue-1,,2cbdb5a0
FRA-Ligue 1,2122,2021-09-18 Saint-Étienne-Bordeaux,Ligue 1,6,Sat,2021-09-18,21:00,Saint-Étienne,1.4,1–2,2.3,Bordeaux,23869,Stade Geoffroy-Guichard,Antony Gautier,/en/matches/aa237faf/Saint-Etienne-Bordeaux-September-18-2021-Ligue-1,,aa237faf
FRA-Ligue 1,2122,2021-09-19 Angers-Nantes,Ligue 1,6,Sun,2021-09-19,15:00,Angers,0.9,1–4,2.1,Nantes,9046,Stade Raymond Kopa,Amaury Delerue,/en/matches/cd8fca3e/Angers-Nantes-September-19-2021-Ligue-1,,cd8fca3e
FRA-Ligue 1,2122,2021-09-19 Clermont Foot-Brest,Ligue 1,6,Sun,2021-09-19,15:00,Clermont Foot,1.1,1–1,0.5,Brest,11224,Stade Gabriel Montpied,Bastien Dechepy,/en/matches/7d34920d/Clermont-Foot-Brest-September-19-2021-Ligue-1,,7d34920d
FRA-Ligue 1,2122,2021-09-19 Marseille-Rennes,Ligue 1,6,Sun,2021-09-19,17:00,Marseille,2.1,2–0,1.5,Rennes,54188,Orange Vélodrome,Willy Delajod,/en/matches/5f984a37/Marseille-Rennes-September-19-2021-Ligue-1,,5f984a37
FRA-Ligue 1,2122,2021-09-19 Nice-Monaco,Ligue 1,6,Sun,2021-09-19,13:00,Nice,1.7,2–2,2.4,Monaco,,Stade de Nice,François Letexier,/en/matches/78ba609d/Nice-Monaco-September-19-2021-Ligue-1,,78ba609d
FRA-Ligue 1,2122,2021-09-19 Paris S-G-Lyon,Ligue 1,6,Sun,2021-09-19,20:45,Paris S-G,2.0,2–1,0.8,Lyon,47611,Parc des Princes,Clément Turpin,/en/matches/94943e52/Paris-Saint-Germain-Lyon-September-19-2021-Ligue-1,,94943e52
FRA-Ligue 1,2122,2021-09-19 Reims-Lorient,Ligue 1,6,Sun,2021-09-19,15:00,Reims,0.8,0–0,0.3,Lorient,9443,Stade Auguste-Delaune,Hakim Ben El Hadj Salem,/en/matches/983887bf/Reims-Lorient-September-19-2021-Ligue-1,,983887bf
FRA-Ligue 1,2122,2021-09-19 Troyes-Montpellier,Ligue 1,6,Sun,2021-09-19,15:00,Troyes,1.1,1–1,0.2,Montpellier,7405,Stade de l'Aube,Florent Batta,/en/matches/101ceba3/Troyes-Montpellier-September-19-2021-Ligue-1,,101ceba3
FRA-Ligue 1,2122,2021-09-22 Angers-Marseille,Ligue 1,7,Wed,2021-09-22,21:00,Angers,0.4,0–0,0.7,Marseille,12458,Stade Raymond Kopa,Ruddy Buquet,/en/matches/b84f284c/Angers-Marseille-September-22-2021-Ligue-1,,b84f284c
FRA-Ligue 1,2122,2021-09-22 Lens-Strasbourg,Ligue 1,7,Wed,2021-09-22,21:00,Lens,1.5,0–1,1.1,Strasbourg,,Stade Bollaert-Delelis,Jeremy Stinat,/en/matches/324e5654/Lens-Strasbourg-September-22-2021-Ligue-1,,324e5654
FRA-Ligue 1,2122,2021-09-22 Lille-Reims,Ligue 1,7,Wed,2021-09-22,19:00,Lille,0.7,2–1,1.3,Reims,32604,Stade Pierre-Mauroy,Johan Hamel,/en/matches/68eb42e9/Lille-Reims-September-22-2021-Ligue-1,,68eb42e9
FRA-Ligue 1,2122,2021-09-22 Lorient-Nice,Ligue 1,7,Wed,2021-09-22,21:00,Lorient,0.5,1–0,2.2,Nice,10687,Stade du Moustoir,Romain Lissorgue,/en/matches/37914a88/Lorient-Nice-September-22-2021-Ligue-1,,37914a88
FRA-Ligue 1,2122,2021-09-22 Lyon-Troyes,Ligue 1,7,Wed,2021-09-22,21:00,Lyon,1.8,3–1,1.4,Troyes,29714,Groupama Stadium,Stéphanie Frappart,/en/matches/2c536cdf/Lyon-Troyes-September-22-2021-Ligue-1,,2c536cdf
FRA-Ligue 1,2122,2021-09-22 Metz-Paris S-G,Ligue 1,7,Wed,2021-09-22,21:00,Metz,0.9,1–2,1.3,Paris S-G,2661,Stade Saint-Symphorien,Jérémie Pignard,/en/matches/f8d5fe10/Metz-Paris-Saint-Germain-September-22-2021-Ligue-1,,f8d5fe10
FRA-Ligue 1,2122,2021-09-22 Monaco-Saint-Étienne,Ligue 1,7,Wed,2021-09-22,19:00,Monaco,1.7,3–1,0.4,Saint-Étienne,3579,Stade Louis II,Jérôme Brisard,/en/matches/d6815d53/Monaco-Saint-Etienne-September-22-2021-Ligue-1,,d6815d53
FRA-Ligue 1,2122,2021-09-22 Montpellier-Bordeaux,Ligue 1,7,Wed,2021-09-22,19:00,Montpellier,1.3,3–3,1.2,Bordeaux,9585,Stade de la Mosson,Mikael Lesage,/en/matches/92307265/Montpellier-Bordeaux-September-22-2021-Ligue-1,,92307265
FRA-Ligue 1,2122,2021-09-22 Nantes-Brest,Ligue 1,7,Wed,2021-09-22,19:00,Nantes,1.3,3–1,0.8,Brest,19676,Stade de la Beaujoire - Louis Fonteneau,Thomas Léonard,/en/matches/40f5f89b/Nantes-Brest-September-22-2021-Ligue-1,,40f5f89b
FRA-Ligue 1,2122,2021-09-22 Rennes-Clermont Foot,Ligue 1,7,Wed,2021-09-22,19:00,Rennes,2.4,6–0,0.3,Clermont Foot,24109,Roazhon Park,Benoît Bastien,/en/matches/25d9e8ea/Rennes-Clermont-Foot-September-22-2021-Ligue-1,,25d9e8ea
FRA-Ligue 1,2122,2021-09-25 Lyon-Lorient,Ligue 1,8,Sat,2021-09-25,21:00,Lyon,1.3,1–1,0.7,Lorient,36424,Groupama Stadium,Bastien Dechepy,/en/matches/730af461/Lyon-Lorient-September-25-2021-Ligue-1,,730af461
FRA-Ligue 1,2122,2021-09-25 Paris S-G-Montpellier,Ligue 1,8,Sat,2021-09-25,21:00,Paris S-G,2.1,2–0,0.2,Montpellier,47408,Parc des Princes,Antony Gautier,/en/matches/3f15eb2f/Paris-Saint-Germain-Montpellier-September-25-2021-Ligue-1,,3f15eb2f
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,Ligue 1,8,Sat,2021-09-25,17:00,Saint-Étienne,0.6,0–3,2.2,Nice,19980,Stade Geoffroy-Guichard,Amaury Delerue,/en/matches/e7b921ad/Saint-Etienne-Nice-September-25-2021-Ligue-1,,e7b921ad
FRA-Ligue 1,2122,2021-09-25 Strasbourg-Lille,Ligue 1,8,Sat,2021-09-25,19:00,Strasbourg,0.4,1–2,2.3,Lille,23762,Stade de la Meinau,François Letexier,/en/matches/2dd1ea46/Strasbourg-Lille-September-25-2021-Ligue-1,,2dd1ea46
FRA-Ligue 1,2122,2021-09-26 Bordeaux-Rennes,Ligue 1,8,Sun,2021-09-26,13:00,Bordeaux,0.7,1–1,2.0,Rennes,16675,Stade Matmut-Atlantique,Hakim Ben El Hadj Salem,/en/matches/1b58b9b5/Bordeaux-Rennes-September-26-2021-Ligue-1,,1b58b9b5
FRA-Ligue 1,2122,2021-09-26 Brest-Metz,Ligue 1,8,Sun,2021-09-26,15:00,Brest,1.6,1–2,0.6,Metz,10398,Stade Francis-Le Blé,Willy Delajod,/en/matches/a1132450/Brest-Metz-September-26-2021-Ligue-1,,a1132450
FRA-Ligue 1,2122,2021-09-26 Clermont Foot-Monaco,Ligue 1,8,Sun,2021-09-26,17:00,Clermont Foot,1.1,1–3,1.6,Monaco,11529,Stade Gabriel Montpied,Benoît Millot,/en/matches/75955ab8/Clermont-Foot-Monaco-September-26-2021-Ligue-1,,75955ab8
FRA-Ligue 1,2122,2021-09-26 Marseille-Lens,Ligue 1,8,Sun,2021-09-26,20:45,Marseille,2.0,2–3,2.0,Lens,50001,Orange Vélodrome,Mikael Lesage,/en/matches/1c2a81ba/Marseille-Lens-September-26-2021-Ligue-1,,1c2a81ba
FRA-Ligue 1,2122,2021-09-26 Reims-Nantes,Ligue 1,8,Sun,2021-09-26,15:00,Reims,1.1,3–1,0.6,Nantes,280,Stade Auguste-Delaune,Eric Wattellier,/en/matches/ac08f1fa/Reims-Nantes-September-26-2021-Ligue-1,,ac08f1fa
FRA-Ligue 1,2122,2021-09-26 Troyes-Angers,Ligue 1,8,Sun,2021-09-26,15:00,Troyes,1.0,1–1,1.3,Angers,6868,Stade de l'Aube,Thomas Léonard,/en/matches/83a8647a/Troyes-Angers-September-26-2021-Ligue-1,,83a8647a
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,Ligue 1,9,Fri,2021-10-01,21:00,Lens,2.1,2–0,0.1,Reims,,Stade Bollaert-Delelis,Benoît Bastien,/en/matches/81fd928c/Lens-Reims-October-1-2021-Ligue-1,,81fd928c
FRA-Ligue 1,2122,2021-10-02 Montpellier-Strasbourg,Ligue 1,9,Sat,2021-10-02,17:00,Montpellier,1.1,1–1,0.3,Strasbourg,9851,Stade de la Mosson,Hakim Ben El Hadj Salem,/en/matches/0acc7165/Montpellier-Strasbourg-October-2-2021-Ligue-1,,0acc7165
FRA-Ligue 1,2122,2021-10-02 Nice-Brest,Ligue 1,9,Sat,2021-10-02,21:00,Nice,3.8,2–1,0.6,Brest,13503,Stade de Nice,António Nobre,/en/matches/9bcf3129/Nice-Brest-October-2-2021-Ligue-1,,9bcf3129
FRA-Ligue 1,2122,2021-10-03 Angers-Metz,Ligue 1,9,Sun,2021-10-03,15:00,Angers,2.3,3–2,1.1,Metz,3989,Stade Raymond Kopa,Stéphanie Frappart,/en/matches/9d1f922b/Angers-Metz-October-3-2021-Ligue-1,,9d1f922b
FRA-Ligue 1,2122,2021-10-03 Lille-Marseille,Ligue 1,9,Sun,2021-10-03,17:00,Lille,3.0,2–0,0.4,Marseille,44839,Stade Pierre-Mauroy,Jérémie Pignard,/en/matches/021c2c80/Lille-Marseille-October-3-2021-Ligue-1,,021c2c80
FRA-Ligue 1,2122,2021-10-03 Lorient-Clermont Foot,Ligue 1,9,Sun,2021-10-03,15:00,Lorient,0.5,1–1,1.1,Clermont Foot,12611,Stade du Moustoir,Pierre Gaillouste,/en/matches/179aea63/Lorient-Clermont-Foot-October-3-2021-Ligue-1,,179aea63
FRA-Ligue 1,2122,2021-10-03 Monaco-Bordeaux,Ligue 1,9,Sun,2021-10-03,15:00,Monaco,1.6,3–0,0.3,Bordeaux,3667,Stade Louis II,Clément Turpin,/en/matches/761cb32f/Monaco-Bordeaux-October-3-2021-Ligue-1,,761cb32f
FRA-Ligue 1,2122,2021-10-03 Nantes-Troyes,Ligue 1,9,Sun,2021-10-03,15:00,Nantes,1.9,2–0,1.3,Troyes,15150,Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard,/en/matches/f3a556f0/Nantes-Troyes-October-3-2021-Ligue-1,,f3a556f0
FRA-Ligue 1,2122,2021-10-03 Rennes-Paris S-G,Ligue 1,9,Sun,2021-10-03,13:00,Rennes,1.0,2–0,1.5,Paris S-G,28092,Roazhon Park,Ruddy Buquet,/en/matches/7bb9ac98/Rennes-Paris-Saint-Germain-October-3-2021-Ligue-1,,7bb9ac98
FRA-Ligue 1,2122,2021-10-03 Saint-Étienne-Lyon,Ligue 1,9,Sun,2021-10-03,20:45,Saint-Étienne,2.3,1–1,1.3,Lyon,33643,Stade Geoffroy-Guichard,François Letexier,/en/matches/2571b712/Saint-Etienne-Lyon-October-3-2021-Ligue-1,,2571b712
FRA-Ligue 1,2122,2021-10-15 Paris S-G-Angers,Ligue 1,10,Fri,2021-10-15,21:00,Paris S-G,2.0,2–1,1.1,Angers,47646,Parc des Princes,Bastien Dechepy,/en/matches/16bac038/Paris-Saint-Germain-Angers-October-15-2021-Ligue-1,,16bac038
FRA-Ligue 1,2122,2021-10-16 Clermont Foot-Lille,Ligue 1,10,Sat,2021-10-16,17:00,Clermont Foot,0.3,1–0,0.9,Lille,11537,Stade Gabriel Montpied,Eric Wattellier,/en/matches/fa3768ae/Clermont-Foot-Lille-October-16-2021-Ligue-1,,fa3768ae
FRA-Ligue 1,2122,2021-10-16 Lyon-Monaco,Ligue 1,10,Sat,2021-10-16,21:00,Lyon,2.6,2–0,0.6,Monaco,50585,Groupama Stadium,Amaury Delerue,/en/matches/eeaa4aeb/Lyon-Monaco-October-16-2021-Ligue-1,,eeaa4aeb
FRA-Ligue 1,2122,2021-10-17 Bordeaux-Nantes,Ligue 1,10,Sun,2021-10-17,15:00,Bordeaux,0.5,1–1,1.3,Nantes,39510,Stade Matmut-Atlantique,Willy Delajod,/en/matches/b4f8c222/Bordeaux-Nantes-October-17-2021-Ligue-1,,b4f8c222
