league,season,game,week,day,date,time,home_team,home_xg,score,away_xg,away_team,attendance,venue,referee,match_report,notes,game_id
FRA-Ligue 1,2223,2022-08-26 Ajaccio-Lille,4,Fri,2022-08-26,21:00,Ajaccio,1.5,1–3,1.7,Lille,9070,Stade François Coty,Thomas Léonard,/en/matches/d8aa49d4/Ajaccio-Lille-August-26-2022-Ligue-1,,d8aa49d4
FRA-Ligue 1,2223,2022-08-27 Auxerre-Strasbourg,4,Sat,2022-08-27,17:00,Auxerre,0.6,1–0,1.3,Strasbourg,16059,Stade de l'Abbé Deschamps,Johan Hamel,/en/matches/0bd45b22/Auxerre-Strasbourg-August-27-2022-Ligue-1,,0bd45b22
FRA-Ligue 1,2223,2022-08-27 Lens-Rennes,4,Sat,2022-08-27,21:00,Lens,1.3,2–1,1.0,Rennes,37848,Stade Bollaert-Delelis,Jérôme Brisard,/en/matches/a46ef768/Lens-Rennes-August-27-2022-Ligue-1,,a46ef768
FRA-Ligue 1,2223,2022-08-28 Brest-Montpellier,4,Sun,2022-08-28,15:00,Brest,0.3,0–7,2.5,Montpellier,11546,Stade Francis-Le Blé,Marc Bollengier,/en/matches/1c7d2241/Brest-Montpellier-August-28-2022-Ligue-1,,1c7d2241
FRA-Ligue 1,2223,2022-08-28 Lorient-Clermont Foot,4,Sun,2022-08-28,15:00,Lorient,2.9,2–1,0.6,Clermont Foot,10591,Stade du Moustoir,Willy Delajod,/en/matches/04e1e416/Lorient-Clermont-Foot-August-28-2022-Ligue-1,,04e1e416
FRA-Ligue 1,2223,2022-08-28 Nantes-Toulouse,4,Sun,2022-08-28,13:00,Nantes,1.5,3–1,0.6,Toulouse,26574,Stade de la Beaujoire - Louis Fonteneau,Mathieu Vernice,/en/matches/211a8d64/Nantes-Toulouse-August-28-2022-Ligue-1,,211a8d64
FRA-Ligue 1,2223,2022-08-28 Nice-Marseille,4,Sun,2022-08-28,15:00,Nice,1.0,0–3,1.4,Marseille,31418,Stade de Nice,François Letexier,/en/matches/89258f8f/Nice-Marseille-August-28-2022-Ligue-1,,89258f8f
FRA-Ligue 1,2223,2022-08-28 Paris S-G-Monaco,4,Sun,2022-08-28,20:45,Paris S-G,2.7,1–1,1.2,Monaco,46000,Parc des Princes,Benoît Bastien,/en/matches/6113a2a2/Paris-Saint-Germain-Monaco-August-28-2022-Ligue-1,,6113a2a2
FRA-Ligue 1,2223,2022-08-28 Reims-Lyon,4,Sun,2022-08-28,17:05,Reims,0.4,1–1,1.1,Lyon,14930,Stade Auguste-Delaune,Jeremy Stinat,/en/matches/daa723a9/Reims-Lyon-August-28-2022-Ligue-1,,daa723a9
FRA-Ligue 1,2223,2022-08-28 Troyes-Angers,4,Sun,2022-08-28,15:00,Troyes,1.9,3–1,0.7,Angers,6673,Stade de l'Aube,Stéphanie Frappart,/en/matches/ccccf547/Troyes-Angers-August-28-2022-Ligue-1,,ccccf547
FRA-Ligue 1,2223,2022-08-31 Angers-Reims,5,Wed,2022-08-31,19:00,Angers,1.7,2–4,2.3,Reims,6500,Stade Raymond Kopa,Jérémie Pignard,/en/matches/d94a7d75/Angers-Reims-August-31-2022-Ligue-1,,d94a7d75
FRA-Ligue 1,2223,2022-08-31 Lens-Lorient,5,Wed,2022-08-31,21:00,Lens,3.0,5–2,1.1,Lorient,37161,Stade Bollaert-Delelis,Benoît Bastien,/en/matches/e81a5c4f/Lens-Lorient-August-31-2022-Ligue-1,,e81a5c4f
FRA-Ligue 1,2223,2022-08-31 Lille-Nice,5,Wed,2022-08-31,21:00,Lille,0.9,1–2,1.6,Nice,30254,Stade Pierre-Mauroy,Jeremy Stinat,/en/matches/6f55425d/Lille-Nice-August-31-2022-Ligue-1,,6f55425d
FRA-Ligue 1,2223,2022-08-31 Lyon-Auxerre,5,Wed,2022-08-31,19:00,Lyon,2.6,2–1,0.7,Auxerre,38609,Groupama Stadium,Pierre Gaillouste,/en/matches/d4cde1d6/Lyon-Auxerre-August-31-2022-Ligue-1,,d4cde1d6
FRA-Ligue 1,2223,2022-08-31 Marseille-Clermont Foot,5,Wed,2022-08-31,21:00,Marseille,2.5,1–0,0.1,Clermont Foot,62763,Orange Vélodrome,Eric Wattellier,/en/matches/e703a3d2/Marseille-Clermont-Foot-August-31-2022-Ligue-1,,e703a3d2
FRA-Ligue 1,2223,2022-08-31 Monaco-Troyes,5,Wed,2022-08-31,19:00,Monaco,1.2,2–4,2.2,Troyes,4045,Stade Louis II,Ruddy Buquet,/en/matches/8b21a4d4/Monaco-Troyes-August-31-2022-Ligue-1,,8b21a4d4
FRA-Ligue 1,2223,2022-08-31 Montpellier-Ajaccio,5,Wed,2022-08-31,19:00,Montpellier,1.7,2–0,1.2,Ajaccio,10051,Stade de la Mosson,Bastien Dechepy,/en/matches/f80ee3a3/Montpellier-Ajaccio-August-31-2022-Ligue-1,,f80ee3a3
FRA-Ligue 1,2223,2022-08-31 Rennes-Brest,5,Wed,2022-08-31,21:00,Rennes,1.5,3–1,0.5,Brest,27392,Roazhon Park,Benoît Millot,/en/matches/b9bd2221/Rennes-Brest-August-31-2022-Ligue-1,,b9bd2221
FRA-Ligue 1,2223,2022-08-31 Strasbourg-Nantes,5,Wed,2022-08-31,19:00,Strasbourg,0.4,1–1,1.2,Nantes,25162,Stade de la Meinau,Clément Turpin,/en/matches/6a2fc46c/Strasbourg-Nantes-August-31-2022-Ligue-1,,6a2fc46c
FRA-Ligue 1,2223,2022-08-31 Toulouse-Paris S-G,5,Wed,2022-08-31,21:00,Toulouse,0.8,0–3,2.8,Paris S-G,31700,Stadium Municipal,Hakim Ben El Hadj Salem,/en/matches/63fb1427/Toulouse-Paris-Saint-Germain-August-31-2022-Ligue-1,,63fb1427
FRA-Ligue 1,2223,2022-09-03 Auxerre-Marseille,6,Sat,2022-09-03,17:00,Auxerre,0.6,0–2,1.6,Marseille,17025,Stade de l'Abbé Deschamps,Willy Delajod,/en/matches/d9b1158b/Auxerre-Marseille-September-3-2022-Ligue-1,,d9b1158b
FRA-Ligue 1,2223,2022-09-03 Lyon-Angers,6,Sat,2022-09-03,19:00,Lyon,1.4,5–0,1.0,Angers,39586,Groupama Stadium,Thomas Léonard,/en/matches/fb645562/Lyon-Angers-September-3-2022-Ligue-1,,fb645562
FRA-Ligue 1,2223,2022-09-03 Nantes-Paris S-G,6,Sat,2022-09-03,21:00,Nantes,0.4,0–3,2.7,Paris S-G,34406,Stade de la Beaujoire - Louis Fonteneau,Pierre Gaillouste,/en/matches/368a55f1/Nantes-Paris-Saint-Germain-September-3-2022-Ligue-1,,368a55f1
FRA-Ligue 1,2223,2022-09-04 Ajaccio-Lorient,6,Sun,2022-09-04,15:00,Ajaccio,0.5,0–1,0.8,Lorient,7000,Stade François Coty,Jeremy Stinat,/en/matches/ae60a120/Ajaccio-Lorient-September-4-2022-Ligue-1,,ae60a120
FRA-Ligue 1,2223,2022-09-04 Brest-Strasbourg,6,Sun,2022-09-04,15:00,Brest,0.8,1–1,2.4,Strasbourg,11003,Stade Francis-Le Blé,Bastien Dechepy,/en/matches/a4f51170/Brest-Strasbourg-September-4-2022-Ligue-1,,a4f51170
FRA-Ligue 1,2223,2022-09-04 Clermont Foot-Toulouse,6,Sun,2022-09-04,15:00,Clermont Foot,1.3,2–0,1.3,Toulouse,10085,Stade Gabriel Montpied,François Letexier,/en/matches/20d46d25/Clermont-Foot-Toulouse-September-4-2022-Ligue-1,,20d46d25
FRA-Ligue 1,2223,2022-09-04 Montpellier-Lille,6,Sun,2022-09-04,13:00,Montpellier,0.5,1–3,1.6,Lille,12215,Stade de la Mosson,Jérôme Brisard,/en/matches/d61a03a9/Montpellier-Lille-September-4-2022-Ligue-1,,d61a03a9
FRA-Ligue 1,2223,2022-09-04 Nice-Monaco,6,Sun,2022-09-04,20:45,Nice,0.7,0–1,1.1,Monaco,24125,Stade de Nice,Benoît Millot,/en/matches/cd865a2a/Nice-Monaco-September-4-2022-Ligue-1,,cd865a2a
FRA-Ligue 1,2223,2022-09-04 Reims-Lens,6,Sun,2022-09-04,15:00,Reims,2.1,1–1,1.9,Lens,15761,Stade Auguste-Delaune,Eric Wattellier,/en/matches/21e5d4df/Reims-Lens-September-4-2022-Ligue-1,,21e5d4df
FRA-Ligue 1,2223,2022-09-04 Troyes-Rennes,6,Sun,2022-09-04,17:05,Troyes,0.9,1–1,2.4,Rennes,8000,Stade de l'Aube,Mathieu Vernice,/en/matches/e174ad85/Troyes-Rennes-September-4-2022-Ligue-1,,e174ad85
FRA-Ligue 1,2223,2022-09-07 Lorient-Lyon,2,Wed,2022-09-07,19:00,Lorient,1.0,3–1,2.2,Lyon,13685,Stade du Moustoir,Bastien Dechepy,/en/matches/9bb1f204/Lorient-Lyon-September-7-2022-Ligue-1,,9bb1f204
FRA-Ligue 1,2223,2022-09-09 Lens-Troyes,7,Fri,2022-09-09,21:00,Lens,1.4,1–0,0.7,Troyes,37344,Stade Bollaert-Delelis,Hakim Ben El Hadj Salem,/en/matches/953fed3d/Lens-Troyes-September-9-2022-Ligue-1,,953fed3d
FRA-Ligue 1,2223,2022-09-10 Marseille-Lille,7,Sat,2022-09-10,21:00,Marseille,2.2,2–1,1.0,Lille,62985,Orange Vélodrome,Benoît Millot,/en/matches/762fd170/Marseille-Lille-September-10-2022-Ligue-1,,762fd170
FRA-Ligue 1,2223,2022-09-10 Paris S-G-Brest,7,Sat,2022-09-10,17:00,Paris S-G,1.7,1–0,1.1,Brest,45000,Parc des Princes,Jérémie Pignard,/en/matches/7e83ffa9/Paris-Saint-Germain-Brest-September-10-2022-Ligue-1,,7e83ffa9
FRA-Ligue 1,2223,2022-09-11 Ajaccio-Nice,7,Sun,2022-09-11,15:00,Ajaccio,1.2,0–1,1.2,Nice,7068,Stade François Coty,Eric Wattellier,/en/matches/e7c831c2/Ajaccio-Nice-September-11-2022-Ligue-1,,e7c831c2
FRA-Ligue 1,2223,2022-09-11 Angers-Montpellier,7,Sun,2022-09-11,15:00,Angers,2.5,2–1,0.7,Montpellier,6165,Stade Raymond Kopa,François Letexier,/en/matches/37884357/Angers-Montpellier-September-11-2022-Ligue-1,,37884357
FRA-Ligue 1,2223,2022-09-11 Lorient-Nantes,7,Sun,2022-09-11,15:00,Lorient,1.3,3–2,0.5,Nantes,15081,Stade du Moustoir,Johan Hamel,/en/matches/782c4dff/Lorient-Nantes-September-11-2022-Ligue-1,,782c4dff
FRA-Ligue 1,2223,2022-09-11 Monaco-Lyon,7,Sun,2022-09-11,20:45,Monaco,1.7,2–1,2.0,Lyon,7000,Stade Louis II,Clément Turpin,/en/matches/425472f5/Monaco-Lyon-September-11-2022-Ligue-1,,425472f5
FRA-Ligue 1,2223,2022-09-11 Rennes-Auxerre,7,Sun,2022-09-11,17:05,Rennes,1.6,5–0,0.7,Auxerre,27837,Roazhon Park,Thomas Léonard,/en/matches/16d3a368/Rennes-Auxerre-September-11-2022-Ligue-1,,16d3a368
FRA-Ligue 1,2223,2022-09-11 Strasbourg-Clermont Foot,7,Sun,2022-09-11,13:00,Strasbourg,1.2,0–0,0.8,Clermont Foot,25089,Stade de la Meinau,Marc Bollengier,/en/matches/198f2034/Strasbourg-Clermont-Foot-September-11-2022-Ligue-1,,198f2034
FRA-Ligue 1,2223,2022-09-11 Toulouse-Reims,7,Sun,2022-09-11,15:00,Toulouse,1.3,1–0,1.0,Reims,21315,Stadium Municipal,Stéphanie Frappart,/en/matches/9f57e775/Toulouse-Reims-September-11-2022-Ligue-1,,9f57e775
FRA-Ligue 1,2223,2022-09-16 Auxerre-Lorient,8,Fri,2022-09-16,21:00,Auxerre,2.0,1–3,2.5,Lorient,14866,Stade de l'Abbé Deschamps,Ruddy Buquet,/en/matches/49bc23eb/Auxerre-Lorient-September-16-2022-Ligue-1,,49bc23eb
FRA-Ligue 1,2223,2022-09-17 Lille-Toulouse,8,Sat,2022-09-17,21:00,Lille,1.0,2–1,0.8,Toulouse,33635,Stade Pierre-Mauroy,Pierre Gaillouste,/en/matches/00795804/Lille-Toulouse-September-17-2022-Ligue-1,,00795804
FRA-Ligue 1,2223,2022-09-17 Montpellier-Strasbourg,8,Sat,2022-09-17,17:00,Montpellier,1.8,2–1,0.6,Strasbourg,10780,Stade de la Mosson,Jeremy Stinat,/en/matches/ea79c10f/Montpellier-Strasbourg-September-17-2022-Ligue-1,,ea79c10f
FRA-Ligue 1,2223,2022-09-18 Brest-Ajaccio,8,Sun,2022-09-18,15:00,Brest,0.6,0–1,0.5,Ajaccio,11153,Stade Francis-Le Blé,Stéphanie Frappart,/en/matches/1051ac4c/Brest-Ajaccio-September-18-2022-Ligue-1,,1051ac4c
FRA-Ligue 1,2223,2022-09-18 Clermont Foot-Troyes,8,Sun,2022-09-18,15:00,Clermont Foot,1.0,1–3,1.5,Troyes,10753,Stade Gabriel Montpied,Jérôme Brisard,/en/matches/4724678c/Clermont-Foot-Troyes-September-18-2022-Ligue-1,,4724678c
FRA-Ligue 1,2223,2022-09-18 Lyon-Paris S-G,8,Sun,2022-09-18,20:45,Lyon,1.0,0–1,1.6,Paris S-G,58230,Groupama Stadium,François Letexier,/en/matches/57d4d43d/Lyon-Paris-Saint-Germain-September-18-2022-Ligue-1,,57d4d43d
FRA-Ligue 1,2223,2022-09-18 Marseille-Rennes,8,Sun,2022-09-18,15:00,Marseille,1.6,1–1,1.2,Rennes,62753,Orange Vélodrome,Benoît Bastien,/en/matches/abf90423/Marseille-Rennes-September-18-2022-Ligue-1,,abf90423
FRA-Ligue 1,2223,2022-09-18 Nantes-Lens,8,Sun,2022-09-18,17:05,Nantes,0.9,0–0,0.9,Lens,28854,Stade de la Beaujoire - Louis Fonteneau,Willy Delajod,/en/matches/7f6d507f/Nantes-Lens-September-18-2022-Ligue-1,,7f6d507f
FRA-Ligue 1,2223,2022-09-18 Nice-Angers,8,Sun,2022-09-18,15:00,Nice,1.3,0–1,1.5,Angers,18545,Stade de Nice,Bastien Dechepy,/en/matches/58f908b1/Nice-Angers-September-18-2022-Ligue-1,,58f908b1
FRA-Ligue 1,2223,2022-09-18 Reims-Monaco,8,Sun,2022-09-18,13:00,Reims,0.6,0–3,1.7,Monaco,10000,Stade Auguste-Delaune,Marc Bollengier,/en/matches/c6dee225/Reims-Monaco-September-18-2022-Ligue-1,,c6dee225
FRA-Ligue 1,2223,2022-09-30 Angers-Marseille,9,Fri,2022-09-30,21:00,Angers,1.2,0–3,1.6,Marseille,19000,Stade Raymond Kopa,Johan Hamel,/en/matches/3c6ebbba/Angers-Marseille-September-30-2022-Ligue-1,,3c6ebbba
FRA-Ligue 1,2223,2022-10-01 Paris S-G-Nice,9,Sat,2022-10-01,21:00,Paris S-G,1.0,2–1,0.5,Nice,47000,Parc des Princes,Jérôme Brisard,/en/matches/36ac65e1/Paris-Saint-Germain-Nice-October-1-2022-Ligue-1,,36ac65e1
FRA-Ligue 1,2223,2022-10-01 Strasbourg-Rennes,9,Sat,2022-10-01,17:00,Strasbourg,1.3,1–3,3.2,Rennes,25226,Stade de la Meinau,Eric Wattellier,/en/matches/304c5e6e/Strasbourg-Rennes-October-1-2022-Ligue-1,,304c5e6e
FRA-Ligue 1,2223,2022-10-02 Ajaccio-Clermont Foot,9,Sun,2022-10-02,15:00,Ajaccio,1.5,1–3,1.0,Clermont Foot,6610,Stade François Coty,Clément Turpin,/en/matches/eaedf3ff/Ajaccio-Clermont-Foot-October-2-2022-Ligue-1,,eaedf3ff
FRA-Ligue 1,2223,2022-10-02 Auxerre-Brest,9,Sun,2022-10-02,15:00,Auxerre,1.4,1–1,0.6,Brest,14630,Stade de l'Abbé Deschamps,Florent Batta,/en/matches/0992c452/Auxerre-Brest-October-2-2022-Ligue-1,,0992c452
FRA-Ligue 1,2223,2022-10-02 Lens-Lyon,9,Sun,2022-10-02,20:45,Lens,2.9,1–0,0.1,Lyon,36674,Stade Bollaert-Delelis,Benoît Bastien,/en/matches/ea3fd79a/Lens-Lyon-October-2-2022-Ligue-1,,ea3fd79a
FRA-Ligue 1,2223,2022-10-02 Lorient-Lille,9,Sun,2022-10-02,13:00,Lorient,0.6,2–1,2.2,Lille,14916,Stade du Moustoir,Hakim Ben El Hadj Salem,/en/matches/16686466/Lorient-Lille-October-2-2022-Ligue-1,,16686466
FRA-Ligue 1,2223,2022-10-02 Monaco-Nantes,9,Sun,2022-10-02,17:05,Monaco,2.1,4–1,0.5,Nantes,5202,Stade Louis II,Thomas Léonard,/en/matches/3f3b16cf/Monaco-Nantes-October-2-2022-Ligue-1,,3f3b16cf
FRA-Ligue 1,2223,2022-10-02 Toulouse-Montpellier,9,Sun,2022-10-02,15:00,Toulouse,1.7,4–2,1.2,Montpellier,21820,Stadium Municipal,Jérémie Pignard,/en/matches/b53830d8/Toulouse-Montpellier-October-2-2022-Ligue-1,,b53830d8
FRA-Ligue 1,2223,2022-10-02 Troyes-Reims,9,Sun,2022-10-02,15:00,Troyes,1.6,2–2,1.0,Reims,10164,Stade de l'Aube,Benoît Millot,/en/matches/1cbd26d0/Troyes-Reims-October-2-2022-Ligue-1,,1cbd26d0
FRA-Ligue 1,2223,2022-10-07 Lyon-Toulouse,10,Fri,2022-10-07,21:00,Lyon,1.4,1–1,0.5,Toulouse,41295,Groupama Stadium,Ruddy Buquet,/en/matches/3e063ecd/Lyon-Toulouse-October-7-2022-Ligue-1,,3e063ecd
FRA-Ligue 1,2223,2022-10-08 Marseille-Ajaccio,10,Sat,2022-10-08,17:00,Marseille,1.7,1–2,0.2,Ajaccio,63312,Orange Vélodrome,Willy Delajod,/en/matches/98ad4323/Marseille-Ajaccio-October-8-2022-Ligue-1,,98ad4323
FRA-Ligue 1,2223,2022-10-08 Reims-Paris S-G,10,Sat,2022-10-08,21:00,Reims,1.8,0–0,1.2,Paris S-G,20543,Stade Auguste-Delaune,Pierre Gaillouste,/en/matches/71ccb83f/Reims-Paris-Saint-Germain-October-8-2022-Ligue-1,,71ccb83f
FRA-Ligue 1,2223,2022-10-09 Angers-Strasbourg,10,Sun,2022-10-09,15:00,Angers,2.1,2–3,2.0,Strasbourg,8000,Stade Raymond Kopa,Clément Turpin,/en/matches/bc649871/Angers-Strasbourg-October-9-2022-Ligue-1,,bc649871
FRA-Ligue 1,2223,2022-10-09 Brest-Lorient,10,Sun,2022-10-09,15:00,Brest,0.9,1–2,1.1,Lorient,9819,Stade Francis-Le Blé,Bastien Dechepy,/en/matches/173aef86/Brest-Lorient-October-9-2022-Ligue-1,,173aef86
FRA-Ligue 1,2223,2022-10-09 Clermont Foot-Auxerre,10,Sun,2022-10-09,15:00,Clermont Foot,1.1,2–1,1.0,Auxerre,11119,Stade Gabriel Montpied,Mathieu Vernice,/en/matches/d6cfdf2e/Clermont-Foot-Auxerre-October-9-2022-Ligue-1,,d6cfdf2e
FRA-Ligue 1,2223,2022-10-09 Lille-Lens,10,Sun,2022-10-09,20:45,Lille,2.6,1–0,1.2,Lens,48527,Stade Pierre-Mauroy,François Letexier,/en/matches/080e6d11/Lille-Lens-October-9-2022-Ligue-1,,080e6d11
FRA-Ligue 1,2223,2022-10-09 Montpellier-Monaco,10,Sun,2022-10-09,13:00,Montpellier,0.7,0–2,1.2,Monaco,13048,Stade de la Mosson,Benoît Millot,/en/matches/1edc7eb2/Montpellier-Monaco-October-9-2022-Ligue-1,,1edc7eb2
FRA-Ligue 1,2223,2022-10-09 Nice-Troyes,10,Sun,2022-10-09,15:00,Nice,2.6,3–2,1.5,Troyes,18053,Stade de Nice,Johan Hamel,/en/matches/d77bb56e/Nice-Troyes-October-9-2022-Ligue-1,,d77bb56e
FRA-Ligue 1,2223,2022-10-09 Rennes-Nantes,10,Sun,2022-10-09,17:05,Rennes,1.8,3–0,0.5,Nantes,27844,Roazhon Park,Florent Batta,/en/matches/c2be4bef/Rennes-Nantes-October-9-2022-Ligue-1,,c2be4bef
FRA-Ligue 1,2223,2022-10-14 Strasbourg-Lille,11,Fri,2022-10-14,21:00,Strasbourg,0.6,0–3,2.3,Lille,25313,Stade de la Meinau,Jérémie Pignard,/en/matches/5004b998/Strasbourg-Lille-October-14-2022-Ligue-1,,5004b998
FRA-Ligue 1,2223,2022-10-15 Lens-Montpellier,11,Sat,2022-10-15,21:00,Lens,1.8,1–0,0.7,Montpellier,37320,Stade Bollaert-Delelis,Hakim Ben El Hadj Salem,/en/matches/7e2d7c1e/Lens-Montpellier-October-15-2022-Ligue-1,,7e2d7c1e
FRA-Ligue 1,2223,2022-10-15 Lorient-Reims,11,Sat,2022-10-15,17:00,Lorient,0.8,0–0,0.6,Reims,15776,Stade du Moustoir,Mathieu Vernice,/en/matches/4fe522a8/Lorient-Reims-October-15-2022-Ligue-1,,4fe522a8
FRA-Ligue 1,2223,2022-10-16 Auxerre-Nice,11,Sun,2022-10-16,15:00,Auxerre,0.8,1–1,1.6,Nice,14125,Stade de l'Abbé Deschamps,Eric Wattellier,/en/matches/a9ffc8fd/Auxerre-Nice-October-16-2022-Ligue-1,,a9ffc8fd
FRA-Ligue 1,2223,2022-10-16 Monaco-Clermont Foot,11,Sun,2022-10-16,17:05,Monaco,1.1,1–1,1.9,Clermont Foot,4731,Stade Louis II,Ruddy Buquet,/en/matches/5e7b10f8/Monaco-Clermont-Foot-October-16-2022-Ligue-1,,5e7b10f8
FRA-Ligue 1,2223,2022-10-16 Nantes-Brest,11,Sun,2022-10-16,15:00,Nantes,2.9,4–1,0.7,Brest,25759,Stade de la Beaujoire - Louis Fonteneau,Marc Bollengier,/en/matches/d8787f23/Nantes-Brest-October-16-2022-Ligue-1,,d8787f23
FRA-Ligue 1,2223,2022-10-16 Paris S-G-Marseille,11,Sun,2022-10-16,20:45,Paris S-G,2.5,1–0,1.2,Marseille,47000,Parc des Princes,Clément Turpin,/en/matches/818de37e/Paris-Saint-Germain-Marseille-October-16-2022-Ligue-1,,818de37e
FRA-Ligue 1,2223,2022-10-16 Rennes-Lyon,11,Sun,2022-10-16,15:00,Rennes,1.6,3–2,1.1,Lyon,28152,Roazhon Park,Stéphanie Frappart,/en/matches/62b68f87/Rennes-Lyon-October-16-2022-Ligue-1,,62b68f87
FRA-Ligue 1,2223,2022-10-16 Toulouse-Angers,11,Sun,2022-10-16,13:00,Toulouse,2.4,3–2,1.2,Angers,21141,Stadium Municipal,Benoît Bastien,/en/matches/4b81fd1f/Toulouse-Angers-October-16-2022-Ligue-1,,4b81fd1f
FRA-Ligue 1,2223,2022-10-16 Troyes-Ajaccio,11,Sun,2022-10-16,15:00,Troyes,0.6,1–1,2.4,Ajaccio,7731,Stade de l'Aube,Jérôme Brisard,/en/matches/6ad88cc9/Troyes-Ajaccio-October-16-2022-Ligue-1,,6ad88cc9
FRA-Ligue 1,2223,2022-10-21 Ajaccio-Paris S-G,12,Fri,2022-10-21,21:00,Ajaccio,0.3,0–3,2.5,Paris S-G,10000,Stade François Coty,Johan Hamel,/en/matches/492d0e7a/Ajaccio-Paris-Saint-Germain-October-21-2022-Ligue-1,,492d0e7a
FRA-Ligue 1,2223,2022-10-22 Marseille-Lens,12,Sat,2022-10-22,21:00,Marseille,1.8,0–1,0.9,Lens,56414,Orange Vélodrome,Benoît Millot,/en/matches/bad2cbdd/Marseille-Lens-October-22-2022-Ligue-1,,bad2cbdd
FRA-Ligue 1,2223,2022-10-22 Montpellier-Lyon,12,Sat,2022-10-22,17:00,Montpellier,1.1,1–2,2.7,Lyon,15339,Stade de la Mosson,Thomas Léonard,/en/matches/cc602d55/Montpellier-Lyon-October-22-2022-Ligue-1,,cc602d55
FRA-Ligue 1,2223,2022-10-23 Angers-Rennes,12,Sun,2022-10-23,13:00,Angers,1.2,1–2,2.2,Rennes,11500,Stade Raymond Kopa,Pierre Gaillouste,/en/matches/c9d3fd4b/Angers-Rennes-October-23-2022-Ligue-1,,c9d3fd4b
FRA-Ligue 1,2223,2022-10-23 Clermont Foot-Brest,12,Sun,2022-10-23,15:00,Clermont Foot,1.0,1–3,3.0,Brest,7275,Stade Gabriel Montpied,Jérémie Pignard,/en/matches/75c3d20d/Clermont-Foot-Brest-October-23-2022-Ligue-1,,75c3d20d
FRA-Ligue 1,2223,2022-10-23 Lille-Monaco,12,Sun,2022-10-23,20:45,Lille,2.5,4–3,1.1,Monaco,35362,Stade Pierre-Mauroy,Willy Delajod,/en/matches/e49e31dd/Lille-Monaco-October-23-2022-Ligue-1,,e49e31dd
FRA-Ligue 1,2223,2022-10-23 Nice-Nantes,12,Sun,2022-10-23,17:05,Nice,1.4,1–1,1.0,Nantes,20166,Stade de Nice,François Letexier,/en/matches/034ab90e/Nice-Nantes-October-23-2022-Ligue-1,,034ab90e
FRA-Ligue 1,2223,2022-10-23 Reims-Auxerre,12,Sun,2022-10-23,15:00,Reims,2.4,2–1,0.7,Auxerre,11411,Stade Auguste-Delaune,Hakim Ben El Hadj Salem,/en/matches/c6b10aeb/Reims-Auxerre-October-23-2022-Ligue-1,,c6b10aeb
FRA-Ligue 1,2223,2022-10-23 Toulouse-Strasbourg,12,Sun,2022-10-23,15:00,Toulouse,2.2,2–2,1.8,Strasbourg,21622,Stadium Municipal,Jeremy Stinat,/en/matches/ef6dff8d/Toulouse-Strasbourg-October-23-2022-Ligue-1,,ef6dff8d
FRA-Ligue 1,2223,2022-10-23 Troyes-Lorient,12,Sun,2022-10-23,15:00,Troyes,0.8,2–2,1.4,Lorient,10000,Stade de l'Aube,Marc Bollengier,/en/matches/58eb4a20/Troyes-Lorient-October-23-2022-Ligue-1,,58eb4a20
FRA-Ligue 1,2223,2022-10-28 Lens-Toulouse,13,Fri,2022-10-28,21:00,Lens,2.4,3–0,0.7,Toulouse,37488,Stade Bollaert-Delelis,Florent Batta,/en/matches/95ff5e13/Lens-Toulouse-October-28-2022-Ligue-1,,95ff5e13
FRA-Ligue 1,2223,2022-10-29 Paris S-G-Troyes,13,Sat,2022-10-29,17:00,Paris S-G,2.9,4–3,2.0,Troyes,47000,Parc des Princes,Eric Wattellier,/en/matches/0706f45a/Paris-Saint-Germain-Troyes-October-29-2022-Ligue-1,,0706f45a
FRA-Ligue 1,2223,2022-10-29 Strasbourg-Marseille,13,Sat,2022-10-29,21:00,Strasbourg,1.1,2–2,2.0,Marseille,25687,Stade de la Meinau,Ruddy Buquet,/en/matches/be8af29c/Strasbourg-Marseille-October-29-2022-Ligue-1,,be8af29c
FRA-Ligue 1,2223,2022-10-30 Auxerre-Ajaccio,13,Sun,2022-10-30,13:00,Auxerre,1.5,1–0,0.4,Ajaccio,15092,Stade de l'Abbé Deschamps,Benoît Millot,/en/matches/37f73b7b/Auxerre-Ajaccio-October-30-2022-Ligue-1,,37f73b7b
FRA-Ligue 1,2223,2022-10-30 Brest-Reims,13,Sun,2022-10-30,15:00,Brest,1.5,0–0,1.0,Reims,11008,Stade Francis-Le Blé,Willy Delajod,/en/matches/9547c75b/Brest-Reims-October-30-2022-Ligue-1,,9547c75b
FRA-Ligue 1,2223,2022-10-30 Lorient-Nice,13,Sun,2022-10-30,17:05,Lorient,1.8,1–2,1.8,Nice,16034,Stade du Moustoir,Clément Turpin,/en/matches/b3909991/Lorient-Nice-October-30-2022-Ligue-1,,b3909991
FRA-Ligue 1,2223,2022-10-30 Lyon-Lille,13,Sun,2022-10-30,20:45,Lyon,1.6,1–0,1.5,Lille,55790,Groupama Stadium,Jérôme Brisard,/en/matches/55897a3f/Lyon-Lille-October-30-2022-Ligue-1,,55897a3f
FRA-Ligue 1,2223,2022-10-30 Monaco-Angers,13,Sun,2022-10-30,15:00,Monaco,1.8,2–0,0.6,Angers,7069,Stade Louis II,Stéphanie Frappart,/en/matches/6d8a6a22/Monaco-Angers-October-30-2022-Ligue-1,,6d8a6a22
