,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
ITA-Serie A,2324,Atalanta,Michel Ndary Adopo,FRA,MF,23,2000,10,0,109,1.2,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.1,3,9,16,0.0,0.83,0.83,0.0,0.83,0.06,0.06,0.11,0.06,0.11
ITA-Serie A,2324,Atalanta,Mitchel Bakker,NED,DF,23,2000,14,3,382,4.2,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,12,10,20,0.24,0.0,0.24,0.24,0.24,0.05,0.03,0.08,0.05,0.08
ITA-Serie A,2324,Atalanta,Nadir Zortea,ITA,DF,24,1999,5,0,149,1.7,1,0,1,1,0,0,1,0,0.1,0.1,0.3,0.4,7,10,22,0.6,0.0,0.6,0.6,0.6,0.05,0.16,0.21,0.05,0.21
ITA-Serie A,2324,Atalanta,Rafael Tolói,ITA,DF,32,1990,18,10,965,10.7,0,0,0,0,0,0,6,1,0.1,0.1,0.1,0.1,8,53,10,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
ITA-Serie A,2324,Atalanta,Sead Kolašinac,BIH,DF,30,1993,30,25,2178,24.2,1,0,1,1,0,0,4,0,1.3,1.3,1.1,2.4,32,94,30,0.04,0.0,0.04,0.04,0.04,0.06,0.04,0.1,0.06,0.1
ITA-Serie A,2324,Atalanta,Teun Koopmeiners,NED,MF,25,1998,34,29,2627,29.2,12,5,17,10,2,2,5,0,6.5,5.0,5.9,10.9,79,169,190,0.41,0.17,0.58,0.34,0.51,0.22,0.2,0.43,0.17,0.37
ITA-Serie A,2324,Atalanta,Éderson,BRA,MF,24,1999,36,32,2869,31.9,6,1,7,6,0,0,8,0,3.5,3.5,1.4,4.9,32,214,50,0.19,0.03,0.22,0.19,0.22,0.11,0.04,0.15,0.11,0.15
ITA-Serie A,2324,Bologna,Alexis Saelemaekers,BEL,"FW,MF",24,1999,30,21,1887,21.0,4,2,6,4,0,0,7,1,2.6,2.6,2.8,5.5,65,77,180,0.19,0.1,0.29,0.19,0.29,0.13,0.14,0.26,0.13,0.26
ITA-Serie A,2324,Bologna,Charalampos Lykogiannis,GRE,DF,29,1993,22,10,904,10.0,2,1,3,2,0,0,2,0,1.3,1.3,1.6,2.9,36,35,41,0.2,0.1,0.3,0.2,0.3,0.13,0.16,0.29,0.13,0.29
ITA-Serie A,2324,Bologna,Dan Ndoye,SUI,"FW,MF",22,2000,32,20,1771,19.7,1,1,2,1,0,0,4,0,4.9,4.9,1.8,6.6,88,36,173,0.05,0.05,0.1,0.05,0.1,0.25,0.09,0.34,0.25,0.34
ITA-Serie A,2324,Bologna,Federico Ravaglia,ITA,GK,23,1999,6,6,535,5.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Bologna,Giovanni Fabbian,ITA,"MF,FW",20,2003,27,11,1057,11.7,5,2,7,5,0,0,4,0,4.2,4.2,1.9,6.0,11,17,41,0.43,0.17,0.6,0.43,0.6,0.35,0.16,0.51,0.35,0.51
ITA-Serie A,2324,Bologna,Jens Odgaard,DEN,"FW,MF",24,1999,10,5,431,4.8,2,0,2,2,0,0,1,0,1.5,1.5,0.1,1.5,9,9,30,0.42,0.0,0.42,0.42,0.42,0.31,0.01,0.32,0.31,0.32
ITA-Serie A,2324,Bologna,Jesper Karlsson,SWE,FW,25,1998,7,4,344,3.8,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,13,16,35,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.19,0.11,0.19
ITA-Serie A,2324,Bologna,Jhon Lucumí,COL,DF,25,1998,29,23,2217,24.6,0,0,0,0,0,0,1,0,0.8,0.8,0.3,1.1,28,93,4,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
ITA-Serie A,2324,Bologna,Joshua Zirkzee,NED,FW,22,2001,34,32,2759,30.7,11,4,15,9,2,2,8,0,9.0,7.4,5.2,12.6,53,86,182,0.36,0.13,0.49,0.29,0.42,0.29,0.17,0.46,0.24,0.41
ITA-Serie A,2324,Bologna,Kacper Urbanski,POL,"MF,FW",18,2004,22,9,926,10.3,0,1,1,0,0,0,2,0,1.1,1.1,0.8,1.9,25,31,78,0.0,0.1,0.1,0.0,0.1,0.1,0.08,0.19,0.1,0.19
ITA-Serie A,2324,Bologna,Kevin Bonifazi,ITA,DF,27,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Bologna,Lewis Ferguson,SCO,MF,23,1999,31,31,2712,30.1,6,3,9,6,0,0,8,0,5.4,5.4,2.3,7.7,57,142,138,0.2,0.1,0.3,0.2,0.3,0.18,0.08,0.26,0.18,0.26
ITA-Serie A,2324,Bologna,Lorenzo De Silvestri,ITA,DF,35,1988,15,7,674,7.5,2,0,2,2,0,0,0,0,0.2,0.2,0.0,0.2,14,27,12,0.27,0.0,0.27,0.27,0.27,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2324,Bologna,Michel Aebischer,SUI,MF,26,1997,36,26,2230,24.8,0,1,1,0,0,0,8,0,1.1,1.1,1.5,2.6,26,125,55,0.0,0.04,0.04,0.0,0.04,0.04,0.06,0.11,0.04,0.11
ITA-Serie A,2324,Bologna,Nicola Bagnolini,ITA,GK,19,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Bologna,Nicolás Domínguez,ARG,MF,25,1998,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
ITA-Serie A,2324,Bologna,Nikola Moro,CRO,MF,25,1998,23,10,840,9.3,1,0,1,1,0,0,0,0,0.7,0.7,0.4,1.1,21,58,38,0.11,0.0,0.11,0.11,0.11,0.08,0.04,0.12,0.08,0.12
ITA-Serie A,2324,Bologna,Oussama El Azzouzi,MAR,MF,22,2001,18,5,547,6.1,2,2,4,2,0,0,4,0,0.5,0.5,0.6,1.0,4,19,8,0.33,0.33,0.66,0.33,0.66,0.08,0.09,0.17,0.08,0.17
ITA-Serie A,2324,Bologna,Remo Freuler,SUI,MF,31,1992,32,30,2624,29.2,1,1,2,1,0,0,9,0,1.2,1.2,1.1,2.3,37,165,48,0.03,0.03,0.07,0.03,0.07,0.04,0.04,0.08,0.04,0.08
ITA-Serie A,2324,Bologna,Riccardo Calafiori,ITA,DF,21,2002,30,26,2349,26.1,2,5,7,2,0,0,4,0,1.4,1.4,1.2,2.6,28,96,23,0.08,0.19,0.27,0.08,0.27,0.05,0.05,0.1,0.05,0.1
ITA-Serie A,2324,Bologna,Riccardo Orsolini,ITA,"FW,MF",26,1997,33,19,1792,19.9,10,2,12,8,2,3,2,0,7.4,5.0,4.4,9.4,51,71,175,0.5,0.1,0.6,0.4,0.5,0.37,0.22,0.59,0.25,0.47
ITA-Serie A,2324,Bologna,Sam Beukema,NED,DF,24,1998,30,29,2547,28.3,1,1,2,1,0,0,6,1,1.9,1.9,0.8,2.7,14,76,5,0.04,0.04,0.07,0.04,0.07,0.07,0.03,0.1,0.07,0.1
ITA-Serie A,2324,Bologna,Santiago Castro,ARG,FW,18,2004,8,2,242,2.7,1,1,2,1,0,0,1,0,1.0,1.0,0.5,1.5,1,1,15,0.37,0.37,0.74,0.37,0.74,0.35,0.2,0.55,0.35,0.55
ITA-Serie A,2324,Bologna,Stefan Posch,AUT,DF,26,1997,31,29,2409,26.8,1,2,3,1,0,0,7,0,1.2,1.2,2.1,3.3,44,123,64,0.04,0.07,0.11,0.04,0.11,0.04,0.08,0.12,0.04,0.12
ITA-Serie A,2324,Bologna,Sydney van Hooijdonk,NED,FW,23,2000,9,2,212,2.4,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,1,2,9,0.0,0.0,0.0,0.0,0.0,0.26,0.05,0.31,0.26,0.31
ITA-Serie A,2324,Bologna,Tommaso Corazza,ITA,DF,19,2004,9,1,195,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,10,14,9,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07
ITA-Serie A,2324,Bologna,Victor Bernth Kristiansen,DEN,DF,20,2002,32,26,2307,25.6,0,3,3,0,0,0,4,0,0.3,0.3,2.4,2.6,23,123,74,0.0,0.12,0.12,0.0,0.12,0.01,0.09,0.1,0.01,0.1
ITA-Serie A,2324,Bologna,Łukasz Skorupski,POL,GK,32,1991,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Cagliari,Adam Obert,SVK,DF,20,2002,17,10,941,10.5,0,0,0,0,0,0,1,0,0.1,0.1,0.9,1.1,14,37,5,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.1,0.01,0.1
ITA-Serie A,2324,Cagliari,Alberto Dossena,ITA,DF,24,1998,35,33,2977,33.1,2,4,6,2,0,0,5,0,2.2,2.2,2.1,4.3,9,89,2,0.06,0.12,0.18,0.06,0.18,0.07,0.06,0.13,0.07,0.13
ITA-Serie A,2324,Cagliari,Alessandro Deiola,ITA,MF,27,1995,27,19,1608,17.9,1,0,1,1,0,0,7,0,2.5,2.5,0.9,3.4,9,64,21,0.06,0.0,0.06,0.06,0.06,0.14,0.05,0.19,0.14,0.19
ITA-Serie A,2324,Cagliari,Alessandro Di Pardo,ITA,"DF,MF",24,1999,15,2,359,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,11,19,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07
ITA-Serie A,2324,Cagliari,Andrea Petagna,ITA,FW,28,1995,18,13,995,11.1,1,1,2,1,0,0,2,0,1.6,1.6,1.0,2.6,11,14,56,0.09,0.09,0.18,0.09,0.18,0.15,0.09,0.23,0.15,0.23
ITA-Serie A,2324,Cagliari,Antoine Makoumbou,CGO,MF,25,1998,32,32,2702,30.0,1,0,1,1,0,0,5,2,0.7,0.7,0.9,1.6,37,137,52,0.03,0.0,0.03,0.03,0.03,0.02,0.03,0.05,0.02,0.05
ITA-Serie A,2324,Cagliari,Boris Radunović,SRB,GK,27,1996,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Cagliari,Edoardo Goldaniga,ITA,DF,29,1993,13,12,1011,11.2,0,0,0,0,0,0,3,0,0.5,0.5,0.1,0.7,9,50,3,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06
ITA-Serie A,2324,Cagliari,Eldor Shomurodov,UZB,"FW,MF",28,1995,22,10,936,10.4,3,3,6,3,0,0,1,0,3.5,3.5,1.7,5.2,12,18,52,0.29,0.29,0.58,0.29,0.58,0.34,0.16,0.5,0.34,0.5
ITA-Serie A,2324,Cagliari,Gabriele Zappa,ITA,DF,23,1999,38,25,2561,28.5,1,3,4,1,0,0,2,0,1.5,1.5,3.3,4.8,35,99,84,0.04,0.11,0.14,0.04,0.14,0.05,0.12,0.17,0.05,0.17
ITA-Serie A,2324,Cagliari,Gaetano Oristanio,ITA,"FW,MF",20,2002,25,11,1104,12.3,2,1,3,2,0,0,1,0,1.8,1.8,1.1,2.8,25,26,76,0.16,0.08,0.24,0.16,0.24,0.14,0.09,0.23,0.14,0.23
ITA-Serie A,2324,Cagliari,Gianluca Gaetano,ITA,"FW,MF",23,2000,11,10,745,8.3,4,1,5,3,1,1,1,1,1.3,0.5,1.3,1.8,17,41,42,0.48,0.12,0.6,0.36,0.48,0.15,0.16,0.31,0.06,0.22
ITA-Serie A,2324,Cagliari,Gianluca Lapadula,PER,FW,33,1990,23,14,1205,13.4,3,1,4,2,1,1,3,0,4.8,4.1,1.1,5.1,8,4,63,0.22,0.07,0.3,0.15,0.22,0.36,0.08,0.44,0.3,0.38
ITA-Serie A,2324,Cagliari,Ibrahim Sulemana,GHA,MF,20,2003,21,16,1339,14.9,2,0,2,2,0,0,4,0,0.8,0.8,0.1,0.9,15,27,14,0.13,0.0,0.13,0.13,0.13,0.05,0.01,0.06,0.05,0.06
ITA-Serie A,2324,Cagliari,Jakub Jankto,CZE,"MF,FW",27,1996,18,13,872,9.7,1,2,3,1,0,0,0,0,1.5,1.5,0.5,1.9,12,26,48,0.1,0.21,0.31,0.1,0.31,0.16,0.05,0.21,0.15,0.2
ITA-Serie A,2324,Cagliari,Kingstone Mutandwa,ZAM,"FW,MF",20,2003,5,0,39,0.4,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,1,0,2,2.31,0.0,2.31,2.31,2.31,0.17,0.0,0.17,0.17,0.17
ITA-Serie A,2324,Cagliari,Leonardo Pavoletti,ITA,FW,34,1988,19,5,628,7.0,4,1,5,4,0,0,4,0,2.6,2.6,0.3,2.9,1,16,40,0.57,0.14,0.72,0.57,0.72,0.37,0.04,0.41,0.37,0.41
ITA-Serie A,2324,Cagliari,Marco Mancosu,ITA,"MF,FW",34,1988,6,3,156,1.7,0,0,0,0,0,1,0,0,1.2,0.5,0.2,0.7,4,8,11,0.0,0.0,0.0,0.0,0.0,0.71,0.13,0.85,0.29,0.42
ITA-Serie A,2324,Cagliari,Mateusz Wieteska,POL,DF,26,1997,19,10,965,10.7,0,1,1,0,0,0,5,1,0.3,0.3,0.6,0.9,16,33,1,0.0,0.09,0.09,0.0,0.09,0.03,0.05,0.08,0.03,0.08
ITA-Serie A,2324,Cagliari,Matteo Prati,ITA,MF,19,2003,26,19,1972,21.9,1,1,2,1,0,0,4,0,2.0,2.0,0.8,2.8,8,66,17,0.05,0.05,0.09,0.05,0.09,0.09,0.03,0.13,0.09,0.13
ITA-Serie A,2324,Cagliari,Nahitan Nández,URU,"MF,DF",27,1995,33,29,2341,26.0,2,3,5,1,1,1,7,0,3.7,2.9,2.5,5.5,57,76,89,0.08,0.12,0.19,0.04,0.15,0.14,0.1,0.24,0.11,0.21
ITA-Serie A,2324,Cagliari,Nicolas Viola,ITA,"MF,FW",33,1989,26,11,1207,13.4,5,2,7,5,0,1,3,0,3.4,2.6,3.9,6.5,22,57,68,0.37,0.15,0.52,0.37,0.52,0.25,0.29,0.54,0.19,0.49
ITA-Serie A,2324,Cagliari,Pantelis Hatzidiakos,GRE,DF,26,1997,13,13,856,9.5,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,3,34,7,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
ITA-Serie A,2324,Cagliari,Paulo Azzi,BRA,"DF,MF",29,1994,25,9,950,10.6,0,0,0,0,0,0,1,0,1.2,1.2,0.7,1.9,47,35,42,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.18,0.12,0.18
ITA-Serie A,2324,Cagliari,Simone Aresti,ITA,GK,37,1986,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Cagliari,Simone Scuffet,ITA,GK,27,1996,31,31,2789,31.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Cagliari,Tommaso Augello,ITA,DF,28,1994,32,28,2418,26.9,1,1,2,1,0,0,5,0,0.5,0.5,2.0,2.5,62,96,99,0.04,0.04,0.07,0.04,0.07,0.02,0.07,0.09,0.02,0.09
ITA-Serie A,2324,Cagliari,Yerry Mina,COL,DF,28,1994,14,14,1215,13.5,2,0,2,1,1,1,4,0,1.3,0.5,0.0,0.5,4,23,3,0.15,0.0,0.15,0.07,0.07,0.1,0.0,0.1,0.04,0.04
ITA-Serie A,2324,Cagliari,Zito Luvumbo,ANG,"FW,MF",21,2002,30,19,1946,21.6,4,5,9,4,0,0,5,0,4.0,4.0,3.1,7.1,85,21,181,0.18,0.23,0.42,0.18,0.42,0.18,0.14,0.33,0.18,0.33
ITA-Serie A,2324,Empoli,Alberto Cerri,ITA,FW,27,1996,12,10,545,6.1,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,3,9,23,0.17,0.0,0.17,0.17,0.17,0.19,0.04,0.23,0.19,0.23
ITA-Serie A,2324,Empoli,Alberto Grassi,ITA,MF,28,1995,27,22,1807,20.1,0,1,1,0,0,0,6,1,1.1,1.1,0.6,1.7,13,75,13,0.0,0.05,0.05,0.0,0.05,0.05,0.03,0.09,0.05,0.09
ITA-Serie A,2324,Empoli,Andrea Sodero,ITA,MF,18,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Ardian Ismajli,ALB,DF,26,1996,26,23,2045,22.7,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,9,49,3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02
ITA-Serie A,2324,Empoli,Bartosz Bereszyński,POL,DF,31,1992,24,22,1762,19.6,0,1,1,0,0,0,3,0,0.1,0.1,0.3,0.4,15,69,18,0.0,0.05,0.05,0.0,0.05,0.0,0.02,0.02,0.0,0.02
ITA-Serie A,2324,Empoli,Daniel Maldini,ITA,"FW,MF",21,2001,7,3,263,2.9,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,7,10,10,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.12,0.1,0.12
ITA-Serie A,2324,Empoli,Elia Caprile,ITA,GK,21,2001,23,23,2070,23.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
ITA-Serie A,2324,Empoli,Emmanuel Ekong,SWE,FW,21,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19
ITA-Serie A,2324,Empoli,Emmanuel Gyasi,GHA,"DF,FW",29,1994,33,21,1879,20.9,1,2,3,1,0,0,8,0,3.5,3.5,1.5,5.0,15,41,60,0.05,0.1,0.14,0.05,0.14,0.17,0.07,0.24,0.17,0.24
ITA-Serie A,2324,Empoli,Etrit Berisha,ALB,GK,34,1989,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Filippo Ranocchia,ITA,"MF,DF",22,2001,9,5,476,5.3,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.8,5,21,11,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.14,0.04,0.14
ITA-Serie A,2324,Empoli,Francesco Caputo,ITA,FW,35,1987,20,15,1268,14.1,3,0,3,2,1,1,0,0,3.4,2.6,0.7,3.4,7,18,65,0.21,0.0,0.21,0.14,0.14,0.24,0.05,0.3,0.19,0.24
ITA-Serie A,2324,Empoli,Giacomo Corona,ITA,FW,19,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Giuseppe Pezzella,ITA,DF,25,1997,19,14,1085,12.1,0,0,0,0,0,0,4,0,0.2,0.2,0.5,0.6,44,44,36,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
ITA-Serie A,2324,Empoli,Jacopo Fazzini,ITA,MF,20,2003,31,14,1232,13.7,1,1,2,1,0,0,6,0,1.2,1.2,2.3,3.5,24,47,51,0.07,0.07,0.15,0.07,0.15,0.09,0.16,0.26,0.09,0.26
ITA-Serie A,2324,Empoli,Liam Henderson,SCO,MF,27,1996,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Empoli,Liberato Cacace,NZL,DF,22,2000,31,18,1912,21.2,0,1,1,0,0,0,6,0,0.4,0.4,1.7,2.1,34,84,55,0.0,0.05,0.05,0.0,0.05,0.02,0.08,0.1,0.02,0.1
ITA-Serie A,2324,Empoli,M'Baye Niang,SEN,FW,28,1994,14,5,708,7.9,6,1,7,2,4,4,1,0,5.4,2.3,0.9,3.2,13,11,43,0.76,0.13,0.89,0.25,0.38,0.68,0.12,0.8,0.29,0.41
