,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
ITA-Serie A,2223,Fiorentina,Nikola Milenković,SRB,DF,24,1997,23.7,2,19,5,26.3,0.8,0.21,0.11,0.4,9.4,0,0,0,1.9,1.9,0.1,0.1,0.1
ITA-Serie A,2223,Fiorentina,Pierluigi Gollini,ITA,GK,27,1995,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Fiorentina,Pietro Terracciano,ITA,GK,32,1990,29.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Fiorentina,Riccardo Saponara,ITA,FW,30,1991,13.4,4,37,13,35.1,2.76,0.97,0.11,0.31,19.4,0,0,0,2.8,2.8,0.08,1.2,1.2
ITA-Serie A,2223,Fiorentina,Riccardo Sottil,ITA,FW,23,1999,9.3,0,21,8,38.1,2.27,0.86,0.0,0.0,19.9,1,0,0,1.0,1.0,0.05,-1.0,-1.0
ITA-Serie A,2223,Fiorentina,Rolando Mandragora,ITA,MF,25,1997,21.7,2,37,5,13.5,1.71,0.23,0.05,0.4,22.9,2,0,0,1.5,1.5,0.04,0.5,0.5
ITA-Serie A,2223,Fiorentina,Salvatore Sirigu,ITA,GK,35,1987,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Fiorentina,Sofyan Amrabat,MAR,MF,25,1996,22.2,0,13,4,30.8,0.59,0.18,0.0,0.0,26.6,0,0,0,0.5,0.5,0.04,-0.5,-0.5
ITA-Serie A,2223,Fiorentina,Szymon Żurkowski,POL,MF,24,1997,0.4,0,2,1,50.0,5.63,2.81,0.0,0.0,15.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ITA-Serie A,2223,Fiorentina,Youssef Maleh,MAR,MF,23,1998,3.3,0,7,0,0.0,2.12,0.0,0.0,,15.9,0,0,0,0.6,0.6,0.08,-0.6,-0.6
ITA-Serie A,2223,Hellas Verona,Adolfo Gaich,ARG,FW,23,1999,8.1,2,24,8,33.3,2.98,0.99,0.08,0.25,16.8,0,0,0,2.5,2.5,0.1,-0.5,-0.5
ITA-Serie A,2223,Hellas Verona,Adrien Tameze,CMR,MF,28,1994,33.7,0,12,2,16.7,0.36,0.06,0.0,0.0,22.8,0,0,0,0.9,0.9,0.07,-0.9,-0.9
ITA-Serie A,2223,Hellas Verona,Ajdin Hrustic,AUS,MF,26,1996,2.5,0,3,0,0.0,1.19,0.0,0.0,,19.4,0,0,0,0.3,0.3,0.11,-0.3,-0.3
ITA-Serie A,2223,Hellas Verona,Alessandro Cortinovis,ITA,MF,21,2001,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Hellas Verona,Antonín Barák,CZE,MF,27,1994,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Hellas Verona,Bruno Amione,ARG,DF,20,2002,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Hellas Verona,Cyril Ngonge,BEL,"MF,FW",22,2000,8.3,3,26,10,38.5,3.14,1.21,0.12,0.3,23.5,0,0,0,2.0,2.0,0.08,1.0,1.0
ITA-Serie A,2223,Hellas Verona,Darko Lazović,SRB,"MF,DF",31,1990,24.9,4,43,14,32.6,1.73,0.56,0.09,0.29,18.8,4,0,0,3.6,3.6,0.08,0.4,0.4
ITA-Serie A,2223,Hellas Verona,Davide Faraoni,ITA,DF,30,1991,16.5,2,20,5,25.0,1.21,0.3,0.1,0.4,18.6,0,0,0,2.7,2.7,0.14,-0.7,-0.7
ITA-Serie A,2223,Hellas Verona,Deyovaisio Zeefuik,NED,DF,24,1998,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Hellas Verona,Diego Coppola,ITA,DF,18,2003,13.1,0,3,0,0.0,0.23,0.0,0.0,,11.8,0,0,0,0.3,0.3,0.11,-0.3,-0.3
ITA-Serie A,2223,Hellas Verona,Fabio Depaoli,ITA,DF,25,1997,24.1,2,19,4,21.1,0.79,0.17,0.11,0.5,16.0,0,0,0,1.7,1.7,0.09,0.3,0.3
ITA-Serie A,2223,Hellas Verona,Federico Ceccherini,ITA,DF,30,1992,15.7,2,7,2,28.6,0.44,0.13,0.29,1.0,15.0,0,0,0,0.8,0.8,0.11,1.2,1.2
ITA-Serie A,2223,Hellas Verona,Filippo Terracciano,ITA,"DF,MF",19,2003,9.1,0,5,3,60.0,0.55,0.33,0.0,0.0,23.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ITA-Serie A,2223,Hellas Verona,Giangiacomo Magnani,ITA,DF,26,1995,17.0,0,7,1,14.3,0.41,0.06,0.0,0.0,19.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5
ITA-Serie A,2223,Hellas Verona,Ibrahim Sulemana,GHA,MF,19,2003,7.2,0,9,3,33.3,1.24,0.41,0.0,0.0,24.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ITA-Serie A,2223,Hellas Verona,Isak Hien,SWE,DF,23,1999,29.0,0,3,0,0.0,0.1,0.0,0.0,,8.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3
ITA-Serie A,2223,Hellas Verona,Ivan Ilić,SRB,MF,21,2001,9.5,0,9,2,22.2,0.95,0.21,0.0,0.0,21.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
ITA-Serie A,2223,Hellas Verona,Jayden Braaf,NED,"MF,FW",19,2002,3.2,0,9,3,33.3,2.81,0.94,0.0,0.0,16.8,0,0,0,0.8,0.8,0.08,-0.8,-0.8
ITA-Serie A,2223,Hellas Verona,Josh Doig,SCO,DF,20,2002,15.0,2,18,6,33.3,1.2,0.4,0.11,0.33,16.1,0,0,0,1.8,1.8,0.1,0.2,0.2
ITA-Serie A,2223,Hellas Verona,Juan David Cabal,COL,DF,21,2001,4.9,0,1,1,100.0,0.2,0.2,0.0,0.0,32.6,0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,2223,Hellas Verona,Kevin Lasagna,ITA,"FW,MF",29,1992,17.5,1,52,11,21.2,2.98,0.63,0.02,0.09,18.2,0,0,0,6.0,6.0,0.12,-5.0,-5.0
ITA-Serie A,2223,Hellas Verona,Koray Günter,GER,DF,27,1994,11.1,1,9,1,11.1,0.81,0.09,0.11,1.0,14.2,0,0,0,0.9,0.9,0.1,0.1,0.1
ITA-Serie A,2223,Hellas Verona,Lorenzo Montipò,ITA,GK,26,1996,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Hellas Verona,Martin Hongla,CMR,MF,24,1998,5.8,0,5,2,40.0,0.86,0.34,0.0,0.0,28.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2
ITA-Serie A,2223,Hellas Verona,Miguel Veloso,POR,MF,36,1986,12.9,0,16,2,12.5,1.24,0.15,0.0,0.0,23.3,2,0,0,0.5,0.5,0.03,-0.5,-0.5
ITA-Serie A,2223,Hellas Verona,Milan Đurić,BIH,FW,32,1990,15.2,1,16,5,31.3,1.05,0.33,0.06,0.2,10.7,0,0,0,1.4,1.4,0.09,-0.4,-0.4
ITA-Serie A,2223,Hellas Verona,Oliver Abildgaard,DEN,MF,26,1996,6.6,0,3,2,66.7,0.46,0.3,0.0,0.0,14.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ITA-Serie A,2223,Hellas Verona,Ondrej Duda,SVK,MF,27,1994,11.8,0,13,4,30.8,1.1,0.34,0.0,0.0,22.6,1,0,0,0.8,0.8,0.07,-0.8,-0.8
ITA-Serie A,2223,Hellas Verona,Panagiotis Retsos,GRE,DF,23,1998,1.4,0,1,0,0.0,0.74,0.0,0.0,,16.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ITA-Serie A,2223,Hellas Verona,Paweł Dawidowicz,POL,DF,27,1995,18.1,1,11,2,18.2,0.61,0.11,0.09,0.5,10.7,0,0,0,1.1,1.1,0.1,-0.1,-0.1
ITA-Serie A,2223,Hellas Verona,Roberto Piccoli,ITA,FW,21,2001,2.1,0,4,2,50.0,1.87,0.94,0.0,0.0,12.7,0,0,0,0.4,0.4,0.1,-0.4,-0.4
ITA-Serie A,2223,Hellas Verona,Simone Perilli,ITA,GK,27,1995,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Hellas Verona,Simone Verdi,ITA,"MF,FW",30,1992,12.2,5,29,10,34.5,2.38,0.82,0.14,0.4,20.9,6,1,1,2.6,1.8,0.06,2.4,2.2
ITA-Serie A,2223,Hellas Verona,Thomas Henry,FRA,FW,27,1994,11.4,2,18,5,27.8,1.57,0.44,0.11,0.4,17.4,0,0,0,1.7,1.7,0.1,0.3,0.3
ITA-Serie A,2223,Hellas Verona,Yayah Kallon,SLE,"MF,FW",21,2001,9.6,1,20,6,30.0,2.09,0.63,0.05,0.17,19.4,0,0,0,1.7,1.7,0.08,-0.7,-0.7
ITA-Serie A,2223,Inter,Alessandro Bastoni,ITA,DF,23,1999,24.0,0,12,3,25.0,0.5,0.13,0.0,0.0,13.1,0,0,0,1.0,1.0,0.09,-1.0,-1.0
ITA-Serie A,2223,Inter,Alex Cordaz,ITA,GK,39,1983,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Inter,André Onana,CMR,GK,26,1996,24.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Inter,Danilo D'Ambrosio,ITA,DF,33,1988,8.1,0,3,2,66.7,0.37,0.25,0.0,0.0,8.4,0,0,0,0.3,0.3,0.09,-0.3,-0.3
ITA-Serie A,2223,Inter,Denzel Dumfries,NED,DF,26,1996,24.6,1,33,13,39.4,1.34,0.53,0.03,0.08,11.4,0,0,0,3.6,3.6,0.11,-2.6,-2.6
ITA-Serie A,2223,Inter,Edin Džeko,BIH,FW,36,1986,19.2,9,73,24,32.9,3.79,1.25,0.12,0.38,14.4,0,0,0,9.7,9.7,0.13,-0.7,-0.7
ITA-Serie A,2223,Inter,Federico Dimarco,ITA,DF,24,1997,23.0,4,49,15,30.6,2.13,0.65,0.08,0.27,20.7,7,0,0,3.1,3.1,0.06,0.9,0.9
ITA-Serie A,2223,Inter,Francesco Acerbi,ITA,DF,34,1988,26.9,0,18,2,11.1,0.67,0.07,0.0,0.0,15.9,0,0,0,1.0,1.0,0.06,-1.0,-1.0
ITA-Serie A,2223,Inter,Hakan Çalhanoğlu,TUR,MF,28,1994,26.3,3,55,16,29.1,2.09,0.61,0.04,0.13,26.5,10,1,1,3.1,2.3,0.04,-0.1,-0.3
ITA-Serie A,2223,Inter,Henrikh Mkhitaryan,ARM,MF,33,1989,22.1,3,35,6,17.1,1.59,0.27,0.09,0.5,19.9,0,0,0,2.8,2.8,0.08,0.2,0.2
ITA-Serie A,2223,Inter,Joaquín Correa,ARG,FW,27,1994,10.6,3,22,8,36.4,2.08,0.76,0.14,0.38,13.6,0,0,0,3.4,3.4,0.16,-0.4,-0.4
ITA-Serie A,2223,Inter,Kristjan Asllani,ALB,MF,20,2002,6.6,0,11,0,0.0,1.67,0.0,0.0,,27.0,2,0,0,0.5,0.5,0.05,-0.5,-0.5
ITA-Serie A,2223,Inter,Lautaro Martínez,ARG,FW,24,1997,28.6,21,125,51,40.8,4.37,1.78,0.16,0.39,15.1,0,1,2,18.1,16.5,0.14,2.9,3.5
ITA-Serie A,2223,Inter,Marcelo Brozović,CRO,MF,29,1992,19.7,3,25,7,28.0,1.27,0.36,0.12,0.43,21.1,1,0,0,2.5,2.5,0.1,0.5,0.5
ITA-Serie A,2223,Inter,Matteo Darmian,ITA,DF,32,1989,22.5,1,7,1,14.3,0.31,0.04,0.14,1.0,20.5,0,0,0,1.0,1.0,0.14,0.0,0.0
ITA-Serie A,2223,Inter,Mattia Zanotti,ITA,DF,19,2003,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Inter,Milan Škriniar,SVK,DF,27,1995,19.7,0,9,2,22.2,0.46,0.1,0.0,0.0,13.0,0,0,0,0.8,0.8,0.09,-0.8,-0.8
ITA-Serie A,2223,Inter,Nicolò Barella,ITA,MF,25,1997,29.0,6,33,13,39.4,1.14,0.45,0.18,0.46,20.6,1,0,0,3.2,3.2,0.1,2.8,2.8
ITA-Serie A,2223,Inter,Raoul Bellanova,ITA,DF,22,2000,5.5,0,4,1,25.0,0.73,0.18,0.0,0.0,8.1,0,0,0,0.6,0.6,0.16,-0.6,-0.6
ITA-Serie A,2223,Inter,Roberto Gagliardini,ITA,MF,28,1994,8.7,0,16,2,12.5,1.84,0.23,0.0,0.0,16.1,0,0,0,0.9,0.9,0.05,-0.9,-0.9
ITA-Serie A,2223,Inter,Robin Gosens,GER,DF,28,1994,13.2,3,26,5,19.2,1.98,0.38,0.12,0.6,12.7,0,0,0,3.0,3.0,0.11,0.0,0.0
ITA-Serie A,2223,Inter,Romelu Lukaku,BEL,FW,29,1993,18.4,10,49,20,40.8,2.66,1.08,0.16,0.4,15.0,0,2,2,9.0,7.4,0.15,1.0,0.6
ITA-Serie A,2223,Inter,Samir Handanović,SVN,GK,38,1984,13.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Inter,Stefan de Vrij,NED,DF,30,1992,21.6,1,20,6,30.0,0.93,0.28,0.05,0.17,9.0,0,0,0,2.2,2.2,0.11,-1.2,-1.2
ITA-Serie A,2223,Inter,Valentin Carboni,ARG,"MF,DF",17,2005,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Juventus,Adrien Rabiot,FRA,MF,27,1995,30.5,8,48,22,45.8,1.57,0.72,0.17,0.36,16.4,0,0,0,6.2,5.8,0.13,1.8,2.2
ITA-Serie A,2223,Juventus,Alex Sandro,BRA,DF,31,1991,19.9,0,5,0,0.0,0.25,0.0,0.0,,22.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ITA-Serie A,2223,Juventus,Arkadiusz Milik,POL,FW,28,1994,17.6,7,43,22,51.2,2.44,1.25,0.16,0.32,14.2,2,0,1,6.5,5.7,0.13,0.5,1.3
ITA-Serie A,2223,Juventus,Daniele Rugani,ITA,DF,28,1994,6.3,0,4,1,25.0,0.64,0.16,0.0,0.0,12.1,0,0,0,0.5,0.5,0.12,-0.5,-0.5
ITA-Serie A,2223,Juventus,Danilo,BRA,DF,31,1991,35.4,3,32,5,15.6,0.9,0.14,0.09,0.6,15.0,1,0,0,2.8,2.8,0.09,0.2,0.2
ITA-Serie A,2223,Juventus,Denis Zakaria,SUI,MF,25,1996,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Juventus,Dušan Vlahović,SRB,FW,22,2000,21.4,10,65,20,30.8,3.04,0.94,0.12,0.4,15.5,4,2,3,9.7,7.3,0.11,0.3,0.7
ITA-Serie A,2223,Juventus,Enzo Barrenechea,ARG,MF,21,2001,1.8,0,2,0,0.0,1.14,0.0,0.0,,11.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2223,Juventus,Fabio Miretti,ITA,"MF,FW",18,2003,13.7,0,20,5,25.0,1.46,0.36,0.0,0.0,17.0,0,0,0,2.4,2.4,0.12,-2.4,-2.4
ITA-Serie A,2223,Juventus,Federico Chiesa,ITA,"DF,MF",24,1997,9.5,2,26,3,11.5,2.75,0.32,0.08,0.67,18.9,1,0,0,1.5,1.5,0.06,0.5,0.5
ITA-Serie A,2223,Juventus,Federico Gatti,ITA,DF,24,1998,16.1,0,13,4,30.8,0.81,0.25,0.0,0.0,15.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6
ITA-Serie A,2223,Juventus,Filip Kostić,SRB,"DF,FW",29,1992,28.5,3,37,11,29.7,1.3,0.39,0.08,0.27,19.6,0,0,0,2.4,2.4,0.06,0.6,0.6
ITA-Serie A,2223,Juventus,Gleison Bremer,BRA,DF,25,1997,29.3,4,32,7,21.9,1.09,0.24,0.13,0.57,9.3,0,0,0,4.9,4.9,0.15,-0.9,-0.9
ITA-Serie A,2223,Juventus,Juan Cuadrado,COL,"DF,FW",34,1988,23.1,1,32,10,31.3,1.39,0.43,0.03,0.1,21.0,6,0,0,1.4,1.4,0.04,-0.4,-0.4
ITA-Serie A,2223,Juventus,Leandro Paredes,ARG,MF,28,1994,10.9,1,16,2,12.5,1.47,0.18,0.06,0.5,26.6,4,0,0,0.6,0.6,0.04,0.4,0.4
ITA-Serie A,2223,Juventus,Leonardo Bonucci,ITA,DF,35,1987,9.8,1,4,1,25.0,0.41,0.1,0.25,1.0,12.0,0,0,1,1.1,0.3,0.07,-0.1,0.7
ITA-Serie A,2223,Juventus,Manuel Locatelli,ITA,MF,24,1998,27.2,0,29,12,41.4,1.07,0.44,0.0,0.0,23.9,0,0,0,1.5,1.5,0.05,-1.5,-1.5
ITA-Serie A,2223,Juventus,Mattia De Sciglio,ITA,DF,29,1992,11.6,0,4,0,0.0,0.35,0.0,0.0,,27.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ITA-Serie A,2223,Juventus,Mattia Perin,ITA,GK,29,1992,10.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Juventus,Matìas Soulé,ARG,"MF,FW",19,2003,4.7,1,10,5,50.0,2.14,1.07,0.1,0.2,16.7,0,0,0,1.5,1.5,0.15,-0.5,-0.5
ITA-Serie A,2223,Juventus,Moise Kean,ITA,FW,22,2000,11.1,6,38,14,36.8,3.44,1.27,0.16,0.43,14.4,0,0,0,6.3,6.3,0.16,-0.3,-0.3
ITA-Serie A,2223,Juventus,Nicolò Fagioli,ITA,MF,21,2001,16.9,3,13,8,61.5,0.77,0.47,0.23,0.38,19.7,0,0,0,1.5,1.5,0.12,1.5,1.5
ITA-Serie A,2223,Juventus,Nicolò Rovella,ITA,MF,20,2001,0.3,0,2,0,0.0,6.67,0.0,0.0,,27.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2223,Juventus,Paul Pogba,FRA,"MF,FW",29,1993,1.2,0,5,2,40.0,4.05,1.62,0.0,0.0,18.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3
ITA-Serie A,2223,Juventus,Samuel Iling-Junior,ENG,"DF,FW",18,2003,3.5,1,4,1,25.0,1.13,0.28,0.25,1.0,22.4,0,0,0,0.7,0.7,0.19,0.3,0.3
ITA-Serie A,2223,Juventus,Tommaso Barbieri,ITA,DF,19,2002,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Juventus,Weston McKennie,USA,"MF,DF",23,1998,11.7,1,8,4,50.0,0.68,0.34,0.13,0.25,10.1,0,0,0,0.9,0.9,0.11,0.1,0.1
ITA-Serie A,2223,Juventus,Wojciech Szczęsny,POL,GK,32,1990,27.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Juventus,Ángel Di María,ARG,"FW,MF",34,1988,15.1,4,37,12,32.4,2.44,0.79,0.08,0.25,21.5,1,1,1,3.1,2.3,0.06,0.9,0.7
ITA-Serie A,2223,Lazio,Adam Marušić,MNE,DF,29,1992,30.7,0,16,7,43.8,0.52,0.23,0.0,0.0,24.0,0,0,0,0.7,0.7,0.04,-0.7,-0.7
ITA-Serie A,2223,Lazio,Alessio Romagnoli,ITA,DF,27,1995,32.5,2,13,5,38.5,0.4,0.15,0.15,0.4,11.9,0,0,0,1.4,1.4,0.11,0.6,0.6
ITA-Serie A,2223,Lazio,Ciro Immobile,ITA,FW,32,1990,24.7,12,72,30,41.7,2.92,1.22,0.11,0.27,15.0,0,4,5,14.2,10.3,0.14,-2.2,-2.3
ITA-Serie A,2223,Lazio,Danilo Cataldi,ITA,MF,27,1994,21.3,0,7,1,14.3,0.33,0.05,0.0,0.0,28.8,1,0,0,0.2,0.2,0.03,-0.2,-0.2
ITA-Serie A,2223,Lazio,Elseid Hysaj,ALB,DF,28,1994,22.2,1,4,2,50.0,0.18,0.09,0.25,0.5,20.8,0,0,0,0.2,0.2,0.04,0.8,0.8
ITA-Serie A,2223,Lazio,Felipe Anderson,BRA,FW,29,1993,32.9,9,41,23,56.1,1.25,0.7,0.22,0.39,15.1,0,0,0,6.0,6.0,0.15,3.0,3.0
ITA-Serie A,2223,Lazio,Ivan Provedel,ITA,GK,28,1994,37.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Lazio,Luca Pellegrini,ITA,DF,23,1999,2.0,0,3,0,0.0,1.5,0.0,0.0,,22.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2223,Lazio,Luis Alberto,ESP,MF,29,1992,27.1,6,45,17,37.8,1.66,0.63,0.11,0.29,23.2,4,1,2,4.4,2.7,0.06,1.6,2.3
ITA-Serie A,2223,Lazio,Luka Romero,ARG,FW,17,2004,1.7,1,5,1,20.0,2.98,0.6,0.2,1.0,15.7,0,0,0,0.9,0.9,0.17,0.1,0.1
ITA-Serie A,2223,Lazio,Luís Maximiano,POR,GK,23,1999,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Lazio,Manuel Lazzari,ITA,DF,28,1993,20.9,0,6,2,33.3,0.29,0.1,0.0,0.0,17.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3
ITA-Serie A,2223,Lazio,Marco Bertini,ITA,MF,19,2002,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Lazio,Marcos Antônio,BRA,MF,22,2000,6.6,1,3,1,33.3,0.45,0.15,0.33,1.0,18.3,0,0,0,1.2,1.2,0.41,-0.2,-0.2
ITA-Serie A,2223,Lazio,Mario Gila,ESP,DF,21,2000,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Lazio,Matteo Cancellieri,ITA,FW,20,2002,2.8,0,6,1,16.7,2.11,0.35,0.0,0.0,17.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4
ITA-Serie A,2223,Lazio,Mattia Zaccagni,ITA,FW,27,1995,30.8,10,56,23,41.1,1.82,0.75,0.16,0.39,16.7,1,1,1,6.7,5.9,0.11,3.3,3.1
ITA-Serie A,2223,Lazio,Matías Vecino,URU,MF,30,1991,18.8,2,26,5,19.2,1.38,0.27,0.08,0.4,18.5,0,0,0,2.5,2.5,0.1,-0.5,-0.5
ITA-Serie A,2223,Lazio,Nicolò Casale,ITA,DF,24,1998,27.1,1,8,2,25.0,0.3,0.07,0.13,0.5,10.9,0,0,0,0.6,0.6,0.08,0.4,0.4
ITA-Serie A,2223,Lazio,Patric,ESP,DF,29,1993,15.7,0,2,1,50.0,0.13,0.06,0.0,0.0,21.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ITA-Serie A,2223,Lazio,Pedro,ESP,FW,35,1987,21.1,4,42,16,38.1,1.99,0.76,0.1,0.25,19.3,0,0,0,3.4,3.4,0.08,0.6,0.6
ITA-Serie A,2223,Lazio,Sergej Milinković-Savić,SRB,MF,27,1995,33.6,9,64,19,29.7,1.91,0.57,0.14,0.47,17.3,8,0,0,6.8,6.8,0.11,2.2,2.2
ITA-Serie A,2223,Lazio,Toma Bašić,CRO,MF,25,1996,5.7,1,11,5,45.5,1.93,0.88,0.09,0.2,19.6,0,0,0,1.8,1.8,0.17,-0.8,-0.8
ITA-Serie A,2223,Lazio,Ștefan Radu,ROU,FW,35,1986,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Lecce,Alessandro Tuia,ITA,DF,32,1990,5.7,0,2,1,50.0,0.35,0.18,0.0,0.0,11.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ITA-Serie A,2223,Lecce,Alexis Blin,FRA,MF,25,1996,26.4,1,22,4,18.2,0.83,0.15,0.05,0.25,12.9,0,0,0,2.8,2.8,0.13,-1.8,-1.8
ITA-Serie A,2223,Lecce,Antonino Gallo,ITA,DF,22,2000,27.6,0,10,2,20.0,0.36,0.07,0.0,0.0,25.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6
ITA-Serie A,2223,Lecce,Assan Ceesay,GAM,FW,28,1994,20.1,6,41,10,24.4,2.04,0.5,0.12,0.5,14.7,0,1,1,5.1,4.3,0.11,0.9,0.7
ITA-Serie A,2223,Lecce,Federico Baschirotto,ITA,DF,25,1996,37.0,3,21,6,28.6,0.57,0.16,0.14,0.5,11.8,0,0,0,1.9,1.9,0.09,1.1,1.1
ITA-Serie A,2223,Lecce,Federico Di Francesco,ITA,"FW,MF",28,1994,22.6,2,39,16,41.0,1.73,0.71,0.05,0.13,17.4,1,0,0,3.2,3.2,0.08,-1.2,-1.2
ITA-Serie A,2223,Lecce,Gabriel Strefezza,BRA,"FW,MF",25,1997,27.1,8,68,18,26.5,2.51,0.66,0.09,0.33,21.4,4,2,3,6.2,3.9,0.06,1.8,2.1
ITA-Serie A,2223,Lecce,Giuseppe Pezzella,ITA,DF,24,1997,10.2,0,4,0,0.0,0.39,0.0,0.0,,20.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2223,Lecce,Joan Gonzàlez,ESP,MF,20,2002,24.4,1,17,4,23.5,0.7,0.16,0.06,0.25,16.4,0,0,0,1.5,1.5,0.09,-0.5,-0.5
ITA-Serie A,2223,Lecce,Joel Voelkerling Persson,SWE,"FW,MF",19,2003,1.1,0,1,0,0.0,0.91,0.0,0.0,,13.1,0,0,0,0.0,0.0,0.04,0.0,0.0
ITA-Serie A,2223,Lecce,Kastriot Dermaku,ALB,DF,30,1992,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Lecce,Kristijan Bistrović,CRO,MF,24,1998,5.1,0,8,1,12.5,1.56,0.2,0.0,0.0,24.4,4,0,0,0.3,0.3,0.04,-0.3,-0.3
ITA-Serie A,2223,Lecce,Kristoffer Askildsen,NOR,MF,21,2001,8.1,0,10,3,30.0,1.24,0.37,0.0,0.0,24.0,1,0,0,0.5,0.5,0.05,-0.5,-0.5
ITA-Serie A,2223,Lecce,Lameck Banda,ZAM,"FW,MF",21,2001,18.2,2,36,12,33.3,1.98,0.66,0.06,0.17,19.0,0,0,0,3.3,3.3,0.09,-1.3,-1.3
ITA-Serie A,2223,Lecce,Lorenzo Colombo,ITA,FW,20,2002,16.8,5,43,11,25.6,2.55,0.65,0.09,0.36,16.8,0,1,2,6.2,4.6,0.11,-1.2,-0.6
ITA-Serie A,2223,Lecce,Marcin Listkowski,POL,"MF,FW",24,1998,0.9,0,1,0,0.0,1.17,0.0,0.0,,13.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ITA-Serie A,2223,Lecce,Marin Pongračić,CRO,DF,24,1997,8.8,0,1,0,0.0,0.11,0.0,0.0,,16.5,0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,2223,Lecce,Morten Hjulmand,DEN,MF,23,1999,32.9,0,17,4,23.5,0.52,0.12,0.0,0.0,26.2,0,0,0,0.6,0.6,0.03,-0.6,-0.6
