,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
ENG-Premier League,2122,Arsenal,Reiss Nelson,ENG,FW,21,1999,1,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.24,0.21,0.45,0.24,0.45
ENG-Premier League,2122,Arsenal,Rob Holding,ENG,DF,25,1995,15,9,845,9.4,1,0,1,1,0,0,4,1,0.4,0.4,0.0,0.4,4,23,0,0.11,0.0,0.11,0.11,0.11,0.04,0.0,0.04,0.04,0.04
ENG-Premier League,2122,Arsenal,Sead Kolašinac,BIH,DF,28,1993,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Arsenal,Takehiro Tomiyasu,JPN,DF,22,1998,21,20,1679,18.7,0,1,1,0,0,0,2,0,0.6,0.6,1.0,1.6,32,96,41,0.0,0.05,0.05,0.0,0.05,0.03,0.05,0.09,0.03,0.09
ENG-Premier League,2122,Arsenal,Thomas Partey,GHA,MF,28,1993,24,23,2028,22.5,2,1,3,2,0,0,6,0,2.8,2.8,1.0,3.8,20,119,11,0.09,0.04,0.13,0.09,0.13,0.12,0.05,0.17,0.12,0.17
ENG-Premier League,2122,Aston Villa,Anwar El Ghazi,NED,"FW,MF",26,1995,9,4,386,4.3,1,1,2,0,1,1,2,0,1.1,0.3,0.4,0.7,13,5,38,0.23,0.23,0.47,0.0,0.23,0.25,0.1,0.35,0.06,0.16
ENG-Premier League,2122,Aston Villa,Ashley Young,ENG,"DF,FW",36,1985,24,10,1250,13.9,0,2,2,0,0,0,2,0,0.4,0.4,1.0,1.4,27,45,57,0.0,0.14,0.14,0.0,0.14,0.03,0.07,0.1,0.03,0.1
ENG-Premier League,2122,Aston Villa,Axel Tuanzebe,COD,DF,23,1997,9,6,508,5.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,6,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
ENG-Premier League,2122,Aston Villa,Bertrand Traoré,BFA,"MF,FW",25,1995,9,1,220,2.4,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,12,12,13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13
ENG-Premier League,2122,Aston Villa,Calum Chambers,ENG,DF,26,1995,11,9,831,9.2,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,3,31,1,0.11,0.0,0.11,0.11,0.11,0.02,0.01,0.03,0.02,0.03
ENG-Premier League,2122,Aston Villa,Cameron Archer,ENG,"FW,MF",20,2001,3,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15
ENG-Premier League,2122,Aston Villa,Carney Chukwuemeka,ENG,"MF,FW",17,2003,12,2,301,3.3,0,1,1,0,0,0,0,0,0.6,0.6,1.0,1.6,9,7,14,0.0,0.3,0.3,0.0,0.3,0.19,0.28,0.47,0.19,0.47
ENG-Premier League,2122,Aston Villa,Danny Ings,ENG,FW,29,1992,30,22,1898,21.1,7,6,13,6,1,1,4,0,7.1,6.3,1.6,8.0,24,39,117,0.33,0.28,0.62,0.28,0.57,0.34,0.08,0.41,0.3,0.38
ENG-Premier League,2122,Aston Villa,Douglas Luiz,BRA,MF,23,1998,34,31,2715,30.2,2,3,5,2,0,0,7,0,2.0,2.0,2.5,4.4,28,105,44,0.07,0.1,0.17,0.07,0.17,0.07,0.08,0.15,0.07,0.15
ENG-Premier League,2122,Aston Villa,Emi Buendía,ARG,"MF,FW",24,1996,35,22,1899,21.1,4,6,10,4,0,0,1,0,3.4,3.4,5.8,9.1,40,117,84,0.19,0.28,0.47,0.19,0.47,0.16,0.27,0.43,0.16,0.43
ENG-Premier League,2122,Aston Villa,Emiliano Martínez,ARG,GK,28,1992,36,36,3240,36.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Aston Villa,Ezri Konsa,ENG,DF,23,1997,29,29,2477,27.5,2,0,2,2,0,0,6,2,1.6,1.6,0.3,1.9,8,45,7,0.07,0.0,0.07,0.07,0.07,0.06,0.01,0.07,0.06,0.07
ENG-Premier League,2122,Aston Villa,Jacob Ramsey,ENG,MF,20,2001,34,29,2467,27.4,6,1,7,6,0,0,6,0,4.0,4.0,1.9,5.9,91,132,92,0.22,0.04,0.26,0.22,0.26,0.15,0.07,0.22,0.15,0.22
ENG-Premier League,2122,Aston Villa,Jaden Philogene Bidace,ENG,FW,19,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Aston Villa,Jed Steer,ENG,GK,28,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Aston Villa,John McGinn,SCO,MF,26,1994,35,35,3090,34.3,3,4,7,3,0,0,8,0,1.5,1.5,5.3,6.8,52,196,67,0.09,0.12,0.2,0.09,0.2,0.04,0.15,0.2,0.04,0.2
ENG-Premier League,2122,Aston Villa,Keinan Davis,ENG,FW,23,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Aston Villa,Kortney Hause,ENG,DF,26,1995,7,4,397,4.4,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,2,14,3,0.23,0.0,0.23,0.23,0.23,0.03,0.0,0.03,0.03,0.03
ENG-Premier League,2122,Aston Villa,Leon Bailey,JAM,"FW,MF",23,1997,18,7,761,8.5,1,2,3,1,0,0,3,0,1.5,1.5,0.8,2.3,34,24,61,0.12,0.24,0.35,0.12,0.35,0.18,0.09,0.27,0.18,0.27
ENG-Premier League,2122,Aston Villa,Lucas Digne,FRA,DF,28,1993,16,16,1269,14.1,0,4,4,0,0,0,2,0,0.5,0.5,2.2,2.7,34,48,121,0.0,0.28,0.28,0.0,0.28,0.04,0.16,0.19,0.04,0.19
ENG-Premier League,2122,Aston Villa,Marvelous Nakamba,ZIM,MF,27,1994,16,10,904,10.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,5,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Aston Villa,Matt Targett,ENG,DF,25,1995,17,17,1431,15.9,1,1,2,1,0,0,2,0,0.5,0.5,1.7,2.2,19,83,79,0.06,0.06,0.13,0.06,0.13,0.03,0.11,0.14,0.03,0.14
ENG-Premier League,2122,Aston Villa,Matty Cash,POL,DF,23,1997,38,38,3377,37.5,4,3,7,4,0,0,8,0,2.7,2.7,2.8,5.4,89,96,174,0.11,0.08,0.19,0.11,0.19,0.07,0.07,0.14,0.07,0.14
ENG-Premier League,2122,Aston Villa,Morgan Sanson,FRA,MF,26,1994,10,3,356,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,16,21,10,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
ENG-Premier League,2122,Aston Villa,Ollie Watkins,ENG,FW,25,1995,35,33,2952,32.8,11,2,13,10,1,1,7,0,11.6,11.0,3.4,14.4,74,60,226,0.34,0.06,0.4,0.3,0.37,0.35,0.1,0.46,0.34,0.44
ENG-Premier League,2122,Aston Villa,Philippe Coutinho,BRA,"MF,FW",29,1992,19,16,1329,14.8,5,3,8,5,0,0,0,0,3.8,3.8,2.9,6.7,48,94,62,0.34,0.2,0.54,0.34,0.54,0.25,0.2,0.45,0.25,0.45
ENG-Premier League,2122,Aston Villa,Robin Olsen,SWE,GK,31,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Aston Villa,Tim Iroegbunam,ENG,MF,18,2003,3,1,92,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,4,0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11
ENG-Premier League,2122,Aston Villa,Trézéguet,EGY,FW,26,1994,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.38,0.38,0.38
ENG-Premier League,2122,Aston Villa,Tyrone Mings,ENG,DF,28,1993,36,35,3189,35.4,1,3,4,1,0,0,11,0,1.6,1.6,1.6,3.3,23,91,17,0.03,0.08,0.11,0.03,0.11,0.05,0.05,0.09,0.05,0.09
ENG-Premier League,2122,Aston Villa,Wesley Moraes,BRA,FW,24,1996,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Brentford,Bryan Mbeumo,CMR,FW,21,1999,35,34,2905,32.3,4,7,11,3,1,1,4,0,9.3,8.5,3.7,12.2,81,56,273,0.12,0.22,0.34,0.09,0.31,0.29,0.11,0.4,0.26,0.38
ENG-Premier League,2122,Brentford,Charlie Goode,ENG,DF,25,1995,6,4,450,5.0,0,0,0,0,0,0,3,0,0.1,0.1,1.0,1.0,5,18,9,0.0,0.0,0.0,0.0,0.0,0.01,0.19,0.2,0.01,0.2
ENG-Premier League,2122,Brentford,Christian Eriksen,DEN,MF,29,1992,11,10,939,10.4,1,4,5,1,0,0,1,0,1.3,1.3,3.5,4.8,21,82,22,0.1,0.38,0.48,0.1,0.48,0.12,0.34,0.46,0.12,0.46
ENG-Premier League,2122,Brentford,Christian Nørgaard,DEN,MF,27,1994,35,35,3054,33.9,3,4,7,3,0,0,8,0,3.8,3.8,3.3,7.1,17,169,31,0.09,0.12,0.21,0.09,0.21,0.11,0.1,0.21,0.11,0.21
ENG-Premier League,2122,Brentford,David Raya,ESP,GK,25,1995,24,24,2160,24.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Brentford,Dominic Thompson,ENG,DF,21,2000,2,2,146,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
ENG-Premier League,2122,Brentford,Ethan Pinnock,JAM,DF,28,1993,32,32,2694,29.9,1,1,2,1,0,0,1,0,1.2,1.2,1.2,2.4,11,77,18,0.03,0.03,0.07,0.03,0.07,0.04,0.04,0.08,0.04,0.08
ENG-Premier League,2122,Brentford,Finley Stevens,WAL,DF,18,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33
ENG-Premier League,2122,Brentford,Frank Onyeka,NGA,MF,23,1998,20,12,1045,11.6,0,0,0,0,0,0,4,0,0.8,0.8,0.2,1.0,18,35,27,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09
ENG-Premier League,2122,Brentford,Ivan Toney,ENG,FW,25,1996,33,32,2909,32.3,12,5,17,7,5,5,8,0,11.4,7.4,5.8,13.3,28,83,168,0.37,0.15,0.53,0.22,0.37,0.35,0.18,0.53,0.23,0.41
ENG-Premier League,2122,Brentford,Jonas Lössl,DEN,GK,32,1989,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Brentford,Josh Dasilva,ENG,"MF,FW",22,1998,9,2,257,2.9,0,0,0,0,0,0,0,1,0.1,0.1,0.1,0.2,10,11,10,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08
ENG-Premier League,2122,Brentford,Kristoffer Ajer,NOR,DF,23,1998,24,23,1995,22.2,1,3,4,1,0,0,5,0,0.8,0.8,1.7,2.5,30,82,29,0.05,0.14,0.18,0.05,0.18,0.04,0.08,0.11,0.04,0.11
ENG-Premier League,2122,Brentford,Mads Bech Sørensen,DEN,DF,22,1999,11,9,835,9.3,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.4,9,20,4,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
ENG-Premier League,2122,Brentford,Mads Bidstrup,DEN,MF,20,2001,4,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Brentford,Mads Roerslev,DEN,DF,22,1999,21,12,1240,13.8,1,1,2,1,0,0,1,0,0.4,0.4,0.6,0.9,14,22,54,0.07,0.07,0.15,0.07,0.15,0.03,0.04,0.07,0.03,0.07
ENG-Premier League,2122,Brentford,Marcus Forss,FIN,"FW,MF",22,1999,7,1,209,2.3,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.6,2,6,12,0.0,0.43,0.43,0.0,0.43,0.14,0.1,0.24,0.14,0.24
ENG-Premier League,2122,Brentford,Mathias Jensen,DEN,MF,25,1996,31,19,1601,17.8,0,1,1,0,0,0,0,0,2.9,2.9,3.2,6.2,14,103,54,0.0,0.06,0.06,0.0,0.06,0.17,0.18,0.35,0.17,0.35
ENG-Premier League,2122,Brentford,Mathias Jørgensen,DEN,DF,31,1990,8,6,518,5.8,1,0,1,1,0,0,2,0,0.1,0.1,0.3,0.4,5,18,1,0.17,0.0,0.17,0.17,0.17,0.02,0.05,0.07,0.02,0.07
ENG-Premier League,2122,Brentford,Nathan Young-Coombes,ENG,MF,18,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Brentford,Pontus Jansson,SWE,DF,30,1991,37,37,3321,36.9,3,1,4,3,0,0,7,0,3.0,3.0,0.3,3.3,4,67,5,0.08,0.03,0.11,0.08,0.11,0.08,0.01,0.09,0.08,0.09
ENG-Premier League,2122,Brentford,Rico Henry,ENG,DF,24,1997,34,33,2776,30.8,3,0,3,3,0,0,2,0,1.5,1.5,1.7,3.3,61,81,131,0.1,0.0,0.1,0.1,0.1,0.05,0.06,0.11,0.05,0.11
ENG-Premier League,2122,Brentford,Saman Ghoddos,IRN,"MF,DF",27,1993,17,4,536,6.0,1,1,2,1,0,0,2,0,0.5,0.5,1.2,1.7,7,25,40,0.17,0.17,0.34,0.17,0.34,0.08,0.2,0.28,0.08,0.28
ENG-Premier League,2122,Brentford,Sergi Canós,ESP,"DF,FW",24,1997,31,25,2083,23.1,3,2,5,3,0,0,8,1,3.0,3.0,1.7,4.6,52,59,100,0.13,0.09,0.22,0.13,0.22,0.13,0.07,0.2,0.13,0.2
ENG-Premier League,2122,Brentford,Shandon Baptiste,GRN,MF,23,1998,22,9,910,10.1,1,0,1,1,0,0,2,1,0.7,0.7,0.5,1.3,14,35,29,0.1,0.0,0.1,0.1,0.1,0.07,0.05,0.12,0.07,0.12
ENG-Premier League,2122,Brentford,Tariqe Fosu,GHA,DF,25,1995,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,4,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22
ENG-Premier League,2122,Brentford,Vitaly Janelt,GER,MF,23,1998,31,27,2298,25.5,4,0,4,4,0,0,3,0,2.4,2.4,1.9,4.2,25,103,60,0.16,0.0,0.16,0.16,0.16,0.09,0.07,0.17,0.09,0.17
ENG-Premier League,2122,Brentford,Yoane Wissa,COD,FW,24,1996,30,12,1284,14.3,7,1,8,7,0,0,0,0,3.1,3.1,0.9,4.0,19,29,84,0.49,0.07,0.56,0.49,0.56,0.22,0.06,0.28,0.22,0.28
ENG-Premier League,2122,Brentford,Álvaro Fernández,ESP,GK,23,1998,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Brighton,Aaron Connolly,IRL,"FW,MF",21,2000,4,1,156,1.7,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,3,1,7,0.0,0.0,0.0,0.0,0.0,0.21,0.06,0.26,0.21,0.26
ENG-Premier League,2122,Brighton,Adam Lallana,ENG,MF,33,1988,24,18,1561,17.3,0,1,1,0,0,0,4,0,1.1,1.1,0.9,2.0,17,76,47,0.0,0.06,0.06,0.0,0.06,0.06,0.05,0.11,0.06,0.11
ENG-Premier League,2122,Brighton,Adam Webster,ENG,DF,26,1995,22,16,1434,15.9,2,0,2,2,0,0,5,0,0.9,0.9,0.0,0.9,19,109,7,0.13,0.0,0.13,0.13,0.13,0.06,0.0,0.06,0.06,0.06
ENG-Premier League,2122,Brighton,Alexis Mac Allister,ARG,"MF,FW",22,1998,33,22,2123,23.6,5,2,7,3,2,3,4,0,6.3,4.0,1.9,5.9,30,137,66,0.21,0.08,0.3,0.13,0.21,0.27,0.08,0.35,0.17,0.25
ENG-Premier League,2122,Brighton,Dan Burn,ENG,DF,29,1992,13,12,1022,11.4,1,0,1,1,0,0,4,0,1.6,1.5,0.5,2.0,9,50,3,0.09,0.0,0.09,0.09,0.09,0.14,0.04,0.18,0.13,0.17
ENG-Premier League,2122,Brighton,Danny Welbeck,ENG,"FW,MF",30,1990,25,15,1478,16.4,6,2,8,6,0,0,0,0,6.6,6.6,1.2,7.8,22,23,105,0.37,0.12,0.49,0.37,0.49,0.4,0.08,0.47,0.4,0.47
ENG-Premier League,2122,Brighton,Enock Mwepu,ZAM,MF,23,1998,18,12,996,11.1,2,4,6,2,0,0,2,0,2.1,2.1,1.6,3.7,22,27,44,0.18,0.36,0.54,0.18,0.54,0.19,0.14,0.33,0.19,0.33
ENG-Premier League,2122,Brighton,Evan Ferguson,IRL,MF,16,2004,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Brighton,Jakub Moder,POL,MF,22,1999,28,19,1701,18.9,0,3,3,0,0,0,1,0,2.6,2.6,2.2,4.8,42,89,102,0.0,0.16,0.16,0.0,0.16,0.14,0.12,0.25,0.14,0.25
ENG-Premier League,2122,Brighton,Jason Steele,ENG,GK,30,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Brighton,Jeremy Sarmiento,ECU,"FW,MF",19,2002,5,1,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2122,Brighton,Joël Veltman,NED,DF,29,1992,34,33,2874,31.9,1,1,2,1,0,0,6,0,0.7,0.7,1.6,2.3,25,124,65,0.03,0.03,0.06,0.03,0.06,0.02,0.05,0.07,0.02,0.07
ENG-Premier League,2122,Brighton,Jürgen Locadia,CUW,"MF,FW",27,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.61,0.61,0.61
ENG-Premier League,2122,Brighton,Leandro Trossard,BEL,"FW,MF",26,1994,34,32,2805,31.2,8,3,11,7,1,1,2,0,6.7,5.9,4.8,10.7,97,154,222,0.26,0.1,0.35,0.22,0.32,0.21,0.15,0.37,0.19,0.34
ENG-Premier League,2122,Brighton,Lewis Dunk,ENG,DF,29,1991,29,29,2573,28.6,1,0,1,1,0,0,3,1,1.3,1.3,0.4,1.8,14,83,3,0.03,0.0,0.03,0.03,0.03,0.05,0.01,0.06,0.05,0.06
ENG-Premier League,2122,Brighton,Marc Cucurella,ESP,DF,23,1998,35,35,3089,34.3,1,1,2,1,0,0,6,0,0.7,0.7,2.7,3.4,104,191,208,0.03,0.03,0.06,0.03,0.06,0.02,0.08,0.1,0.02,0.1
ENG-Premier League,2122,Brighton,Moisés Caicedo,ECU,MF,19,2001,8,8,660,7.3,1,1,2,1,0,0,2,0,0.8,0.8,0.3,1.1,9,22,8,0.14,0.14,0.27,0.14,0.27,0.11,0.04,0.16,0.11,0.16
