,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
GER-Bundesliga,2122,Augsburg,Alfreð Finnbogason,ISL,FW,32,1989,3.2,2,6,4,66.7,1.85,1.23,0.33,0.5,12.8,0,0,0,1.3,1.3,0.22,0.7,0.7
GER-Bundesliga,2122,Augsburg,Andi Zeqiri,SUI,"FW,MF",22,1999,11.3,2,30,8,26.7,2.66,0.71,0.07,0.25,16.8,0,0,0,2.9,2.9,0.1,-0.9,-0.9
GER-Bundesliga,2122,Augsburg,André Hahn,GER,"MF,FW",30,1990,23.3,5,45,20,44.4,1.93,0.86,0.11,0.25,16.9,0,0,0,2.9,2.9,0.06,2.1,2.1
GER-Bundesliga,2122,Augsburg,Arne Maier,GER,MF,22,1999,20.7,1,17,8,47.1,0.82,0.39,0.06,0.13,21.1,1,0,0,1.5,1.5,0.09,-0.5,-0.5
GER-Bundesliga,2122,Augsburg,Carlos Gruezo,ECU,MF,26,1995,10.8,0,10,0,0.0,0.93,0.0,0.0,,24.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4
GER-Bundesliga,2122,Augsburg,Daniel Caligiuri,ITA,"DF,MF",33,1988,22.3,4,33,10,30.3,1.48,0.45,0.03,0.1,24.2,4,3,3,4.3,1.9,0.06,-0.3,-0.9
GER-Bundesliga,2122,Augsburg,Florian Niederlechner,GER,FW,30,1990,12.9,5,28,12,42.9,2.16,0.93,0.18,0.42,12.0,0,0,0,5.0,5.0,0.18,0.0,0.0
GER-Bundesliga,2122,Augsburg,Frederik Winther,DEN,DF,20,2001,3.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2122,Augsburg,Fredrik Jensen,FIN,"MF,FW",23,1997,4.6,0,6,1,16.7,1.29,0.22,0.0,0.0,20.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2
GER-Bundesliga,2122,Augsburg,Iago,BRA,DF,24,1997,24.2,2,12,5,41.7,0.5,0.21,0.17,0.4,18.4,0,0,0,0.9,0.9,0.08,1.1,1.1
GER-Bundesliga,2122,Augsburg,Jan Morávek,CZE,MF,31,1989,5.2,0,2,0,0.0,0.38,0.0,0.0,,13.7,0,0,0,1.0,1.0,0.5,-1.0,-1.0
GER-Bundesliga,2122,Augsburg,Jeffrey Gouweleeuw,NED,DF,30,1991,28.6,2,11,4,36.4,0.38,0.14,0.09,0.25,19.9,1,1,1,2.0,1.2,0.11,0.0,-0.2
GER-Bundesliga,2122,Augsburg,Lasse Günther,GER,DF,18,2003,1.8,0,2,0,0.0,1.12,0.0,0.0,,21.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
GER-Bundesliga,2122,Augsburg,Mads Pedersen,DEN,"MF,DF",24,1996,15.5,2,19,6,31.6,1.23,0.39,0.11,0.33,20.3,1,0,0,1.1,1.1,0.06,0.9,0.9
GER-Bundesliga,2122,Augsburg,Michael Gregoritsch,AUT,"FW,MF",27,1994,15.5,9,41,17,41.5,2.65,1.1,0.2,0.47,16.5,4,1,1,5.1,4.4,0.11,3.9,3.6
GER-Bundesliga,2122,Augsburg,Niklas Dorsch,GER,MF,23,1998,25.8,1,12,1,8.3,0.46,0.04,0.08,1.0,29.4,0,0,0,0.2,0.2,0.02,0.8,0.8
GER-Bundesliga,2122,Augsburg,Noah Joel Sarenren Bazee,NGA,"MF,FW",24,1996,2.7,1,7,3,42.9,2.61,1.12,0.14,0.33,14.2,0,0,0,0.6,0.6,0.08,0.4,0.4
GER-Bundesliga,2122,Augsburg,Ohis Felix Uduokhai,GER,DF,23,1997,8.7,0,2,0,0.0,0.23,0.0,0.0,,11.5,0,0,0,0.2,0.2,0.08,-0.2,-0.2
GER-Bundesliga,2122,Augsburg,Rafał Gikiewicz,POL,GK,33,1987,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2122,Augsburg,Raphael Framberger,GER,DF,25,1995,9.4,0,1,0,0.0,0.11,0.0,0.0,,21.0,0,0,0,0.0,0.0,0.03,0.0,0.0
GER-Bundesliga,2122,Augsburg,Reece Oxford,ENG,DF,22,1998,29.9,2,14,4,28.6,0.47,0.13,0.14,0.5,9.2,0,0,0,2.2,2.2,0.16,-0.2,-0.2
GER-Bundesliga,2122,Augsburg,Ricardo Pepi,USA,"FW,MF",18,2003,5.3,0,8,4,50.0,1.51,0.75,0.0,0.0,12.0,0,0,0,0.8,0.8,0.11,-0.8,-0.8
GER-Bundesliga,2122,Augsburg,Robert Gumny,POL,DF,23,1998,25.2,0,7,0,0.0,0.28,0.0,0.0,,13.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2
GER-Bundesliga,2122,Augsburg,Ruben Vargas,SUI,"MF,FW",22,1998,22.0,1,40,8,20.0,1.81,0.36,0.03,0.13,18.1,0,0,0,3.6,3.6,0.09,-2.6,-2.6
GER-Bundesliga,2122,Augsburg,Sergio Córdova,VEN,"FW,MF",23,1997,3.6,0,7,1,14.3,1.92,0.27,0.0,0.0,10.9,0,0,0,0.7,0.7,0.1,-0.7,-0.7
GER-Bundesliga,2122,Augsburg,Tobias Strobl,GER,"MF,DF",31,1990,3.6,0,2,1,50.0,0.56,0.28,0.0,0.0,18.6,0,0,0,0.0,0.0,0.02,0.0,0.0
GER-Bundesliga,2122,Bayern Munich,Alphonso Davies,CAN,DF,20,2000,19.3,0,18,6,33.3,0.93,0.31,0.0,0.0,16.6,0,0,0,1.3,1.3,0.07,-1.3,-1.3
GER-Bundesliga,2122,Bayern Munich,Benjamin Pavard,FRA,DF,25,1996,23.1,0,18,3,16.7,0.78,0.13,0.0,0.0,21.5,0,0,0,0.7,0.7,0.04,-0.7,-0.7
GER-Bundesliga,2122,Bayern Munich,Bouna Sarr,SEN,DF,29,1992,0.7,0,1,0,0.0,1.41,0.0,0.0,,17.9,0,0,0,0.0,0.0,0.04,0.0,0.0
GER-Bundesliga,2122,Bayern Munich,Chris Richards,USA,DF,21,2000,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2122,Bayern Munich,Christian Früchtl,GER,GK,21,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2122,Bayern Munich,Corentin Tolisso,FRA,MF,26,1994,7.8,2,17,3,17.6,2.18,0.38,0.12,0.67,19.5,0,0,0,2.1,2.1,0.12,-0.1,-0.1
GER-Bundesliga,2122,Bayern Munich,Dayot Upamecano,FRA,DF,22,1998,24.6,1,11,2,18.2,0.45,0.08,0.09,0.5,14.9,0,0,0,0.6,0.6,0.05,0.4,0.4
GER-Bundesliga,2122,Bayern Munich,Eric Maxim Choupo-Moting,CMR,"FW,MF",32,1989,4.2,4,15,8,53.3,3.58,1.91,0.27,0.5,11.8,0,0,0,2.3,2.3,0.18,1.7,1.7
GER-Bundesliga,2122,Bayern Munich,Gabriel Vidovic,CRO,"FW,MF",17,2003,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2122,Bayern Munich,Jamal Musiala,GER,"MF,FW",18,2003,16.3,5,41,15,36.6,2.52,0.92,0.12,0.33,16.1,0,0,0,4.1,4.1,0.1,0.9,0.9
GER-Bundesliga,2122,Bayern Munich,Joshua Kimmich,GER,MF,26,1995,27.5,3,27,9,33.3,0.98,0.33,0.11,0.33,24.7,0,0,0,2.3,2.3,0.09,0.7,0.7
GER-Bundesliga,2122,Bayern Munich,Josip Stanišić,CRO,DF,21,2000,7.2,1,4,3,75.0,0.56,0.42,0.25,0.33,10.4,0,0,0,0.5,0.5,0.12,0.5,0.5
GER-Bundesliga,2122,Bayern Munich,Kingsley Coman,FRA,"FW,DF",25,1996,15.1,6,46,20,43.5,3.05,1.32,0.13,0.3,17.2,0,0,0,4.0,4.0,0.09,2.0,2.0
GER-Bundesliga,2122,Bayern Munich,Leon Goretzka,GER,MF,26,1995,15.5,3,45,12,26.7,2.9,0.77,0.07,0.25,17.7,0,0,0,4.1,4.1,0.09,-1.1,-1.1
GER-Bundesliga,2122,Bayern Munich,Leroy Sané,GER,"FW,MF",25,1996,22.0,7,89,32,36.0,4.05,1.46,0.08,0.22,20.8,8,0,0,11.4,11.4,0.13,-4.4,-4.4
GER-Bundesliga,2122,Bayern Munich,Lucas Copado,GER,FW,17,2004,0.2,0,1,0,0.0,5.63,0.0,0.0,,17.7,0,0,0,0.0,0.0,0.04,0.0,0.0
GER-Bundesliga,2122,Bayern Munich,Lucas Hernández,FRA,DF,25,1996,22.6,0,4,1,25.0,0.18,0.04,0.0,0.0,10.4,0,0,0,0.4,0.4,0.11,-0.4,-0.4
GER-Bundesliga,2122,Bayern Munich,Malik Tillman,USA,"FW,MF",19,2002,1.2,0,1,1,100.0,0.87,0.87,0.0,0.0,11.6,0,0,0,0.2,0.2,0.16,-0.2,-0.2
GER-Bundesliga,2122,Bayern Munich,Manuel Neuer,GER,GK,35,1986,27.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2122,Bayern Munich,Marc Roca,ESP,MF,24,1996,4.2,0,5,0,0.0,1.19,0.0,0.0,,22.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
GER-Bundesliga,2122,Bayern Munich,Marcel Sabitzer,AUT,"MF,DF",27,1994,10.1,1,20,6,30.0,1.99,0.6,0.05,0.17,19.8,1,0,0,2.1,2.1,0.11,-1.1,-1.1
GER-Bundesliga,2122,Bayern Munich,Mickaël Cuisance,FRA,MF,21,1999,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2122,Bayern Munich,Niklas Süle,GER,DF,25,1995,20.4,1,16,6,37.5,0.78,0.29,0.06,0.17,18.0,0,0,0,1.3,1.3,0.08,-0.3,-0.3
GER-Bundesliga,2122,Bayern Munich,Omar Richards,ENG,DF,23,1998,4.9,0,4,0,0.0,0.82,0.0,0.0,,12.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3
GER-Bundesliga,2122,Bayern Munich,Paul Wanner,GER,"FW,MF",15,2005,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2122,Bayern Munich,Robert Lewandowski,POL,FW,32,1988,32.7,35,156,75,48.1,4.77,2.29,0.19,0.4,13.6,3,5,5,33.2,29.3,0.19,1.8,0.7
GER-Bundesliga,2122,Bayern Munich,Serge Gnabry,GER,"FW,DF",26,1995,24.3,14,68,26,38.2,2.8,1.07,0.21,0.54,16.3,0,0,0,8.5,8.5,0.13,5.5,5.5
GER-Bundesliga,2122,Bayern Munich,Sven Ulreich,GER,GK,32,1988,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2122,Bayern Munich,Tanguy Nianzou,FRA,DF,19,2002,6.5,1,6,1,16.7,0.93,0.15,0.17,1.0,13.0,0,0,0,0.4,0.4,0.06,0.6,0.6
GER-Bundesliga,2122,Bayern Munich,Thomas Müller,GER,MF,31,1989,28.4,8,55,26,47.3,1.94,0.91,0.15,0.31,13.2,0,0,0,10.5,10.5,0.2,-2.5,-2.5
GER-Bundesliga,2122,Bochum,Anthony Losilla,FRA,MF,35,1986,32.6,2,34,9,26.5,1.04,0.28,0.06,0.22,19.3,0,0,0,2.2,2.2,0.06,-0.2,-0.2
GER-Bundesliga,2122,Bochum,Armel Bella Kotchap,GER,DF,19,2001,19.6,0,10,3,30.0,0.51,0.15,0.0,0.0,16.4,0,0,0,0.6,0.6,0.06,-0.6,-0.6
GER-Bundesliga,2122,Bochum,Christopher Antwi-Adjei,GHA,"FW,MF",27,1994,12.6,1,29,10,34.5,2.31,0.8,0.03,0.1,15.2,0,0,0,2.0,2.0,0.08,-1.0,-1.0
GER-Bundesliga,2122,Bochum,Cristian Gamboa,CRC,DF,31,1989,19.1,1,5,1,20.0,0.26,0.05,0.2,1.0,27.3,0,0,0,0.1,0.1,0.02,0.9,0.9
GER-Bundesliga,2122,Bochum,Danilo Soares,BRA,DF,29,1991,28.5,0,13,1,7.7,0.46,0.04,0.0,0.0,26.2,2,0,0,0.4,0.4,0.03,-0.4,-0.4
GER-Bundesliga,2122,Bochum,Danny Blum,GER,FW,30,1991,3.8,2,11,5,45.5,2.86,1.3,0.18,0.4,16.5,1,0,0,0.8,0.8,0.07,1.2,1.2
GER-Bundesliga,2122,Bochum,Eduard Löwen,GER,MF,24,1997,15.7,2,37,13,35.1,2.35,0.83,0.03,0.08,24.8,9,1,1,2.9,2.1,0.06,-0.9,-1.1
GER-Bundesliga,2122,Bochum,Elvis Rexhbeçaj,KVX,MF,23,1997,28.2,0,34,6,17.6,1.2,0.21,0.0,0.0,23.2,0,0,0,1.1,1.1,0.03,-1.1,-1.1
GER-Bundesliga,2122,Bochum,Erhan Mašović,SRB,DF,22,1998,17.2,0,5,0,0.0,0.29,0.0,0.0,,15.7,1,0,0,0.2,0.2,0.06,-0.2,-0.2
GER-Bundesliga,2122,Bochum,Gerrit Holtmann,PHI,"FW,MF",26,1995,20.4,5,46,18,39.1,2.25,0.88,0.11,0.28,21.0,0,0,0,3.7,3.7,0.09,1.3,1.3
GER-Bundesliga,2122,Bochum,Herbert Bockhorn,UGA,DF,26,1995,9.4,0,7,2,28.6,0.74,0.21,0.0,0.0,23.4,1,0,0,0.3,0.3,0.04,-0.3,-0.3
GER-Bundesliga,2122,Bochum,Jürgen Locadia,CUW,"FW,MF",27,1993,4.9,2,17,7,41.2,3.45,1.42,0.06,0.14,19.8,0,1,1,1.7,0.9,0.06,0.3,0.1
GER-Bundesliga,2122,Bochum,Kostas Stafylidis,GRE,"DF,MF",27,1993,15.4,0,16,5,31.3,1.04,0.32,0.0,0.0,29.4,3,0,0,0.6,0.6,0.04,-0.6,-0.6
GER-Bundesliga,2122,Bochum,Luis Hartwig,GER,FW,18,2002,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2122,Bochum,Manuel Riemann,GER,GK,32,1988,31.0,0,0,0,,0.0,0.0,,,,0,0,1,0.8,0.0,,-0.8,0.0
GER-Bundesliga,2122,Bochum,Maxim Leitsch,GER,DF,23,1998,17.1,1,5,1,20.0,0.29,0.06,0.2,1.0,13.1,0,0,0,1.1,1.1,0.21,-0.1,-0.1
GER-Bundesliga,2122,Bochum,Michael Esser,GER,GK,33,1987,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2122,Bochum,Miloš Pantović,SRB,"MF,FW",25,1996,17.0,4,22,10,45.5,1.29,0.59,0.14,0.3,18.0,0,1,1,6.0,5.2,0.24,-2.0,-2.2
GER-Bundesliga,2122,Bochum,Patrick Osterhage,GER,MF,21,2000,6.7,0,4,1,25.0,0.6,0.15,0.0,0.0,23.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3
GER-Bundesliga,2122,Bochum,Robert Tesche,GER,MF,34,1987,3.9,0,2,0,0.0,0.52,0.0,0.0,,16.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
GER-Bundesliga,2122,Bochum,Saulo Decarli,SUI,DF,29,1992,0.1,0,1,1,100.0,10.0,10.0,0.0,0.0,14.0,0,0,0,0.0,0.0,0.03,0.0,0.0
GER-Bundesliga,2122,Bochum,Sebastian Polter,GER,FW,30,1991,26.0,10,54,21,38.9,2.08,0.81,0.17,0.43,12.2,0,1,2,8.7,7.2,0.14,1.3,1.8
GER-Bundesliga,2122,Bochum,Silvère Ganvoula M'Boussy,CGO,FW,25,1996,1.7,0,3,1,33.3,1.76,0.59,0.0,0.0,8.1,0,0,0,0.8,0.8,0.26,-0.8,-0.8
GER-Bundesliga,2122,Bochum,Simon Zoller,GER,FW,30,1991,6.6,3,11,7,63.6,1.66,1.06,0.27,0.43,11.6,0,0,0,1.8,1.8,0.16,1.2,1.2
GER-Bundesliga,2122,Bochum,Soma Novothny,HUN,"FW,MF",27,1994,0.9,1,3,1,33.3,3.38,1.13,0.33,1.0,10.2,0,0,0,0.6,0.6,0.21,0.4,0.4
GER-Bundesliga,2122,Bochum,Takuma Asano,JPN,"FW,MF",26,1994,17.9,3,33,11,33.3,1.85,0.62,0.09,0.27,16.8,0,0,0,3.7,3.7,0.11,-0.7,-0.7
GER-Bundesliga,2122,Bochum,Tarsis Bonga,GER,"MF,FW",24,1997,0.2,0,3,1,33.3,15.88,5.29,0.0,0.0,14.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2
GER-Bundesliga,2122,Bochum,Vassilis Lambropoulos,GRE,DF,31,1990,13.0,0,4,1,25.0,0.31,0.08,0.0,0.0,12.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2
GER-Bundesliga,2122,Dortmund,Ansgar Knauff,GER,"FW,MF",19,2002,1.3,0,1,0,0.0,0.79,0.0,0.0,,15.8,0,0,0,0.0,0.0,0.03,0.0,0.0
GER-Bundesliga,2122,Dortmund,Antonios Papadopoulos,GER,"DF,MF",21,1999,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2122,Dortmund,Axel Witsel,BEL,"MF,DF",32,1989,21.6,2,8,2,25.0,0.37,0.09,0.25,1.0,20.8,0,0,0,0.8,0.8,0.1,1.2,1.2
GER-Bundesliga,2122,Dortmund,Dan-Axel Zagadou,FRA,DF,22,1999,10.6,0,4,1,25.0,0.38,0.09,0.0,0.0,9.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
GER-Bundesliga,2122,Dortmund,Donyell Malen,NED,FW,22,1999,18.7,5,47,21,44.7,2.51,1.12,0.11,0.24,16.5,0,0,0,4.6,4.6,0.1,0.4,0.4
GER-Bundesliga,2122,Dortmund,Emre Can,GER,"DF,MF",27,1994,18.8,5,7,2,28.6,0.37,0.11,0.14,0.5,30.6,0,4,4,3.3,0.2,0.03,1.7,0.8
GER-Bundesliga,2122,Dortmund,Erling Haaland,NOR,FW,21,2000,21.2,22,74,31,41.9,3.49,1.46,0.22,0.52,13.9,0,6,6,17.9,13.2,0.18,4.1,2.8
GER-Bundesliga,2122,Dortmund,Felix Passlack,GER,DF,23,1998,5.2,1,3,1,33.3,0.57,0.19,0.33,1.0,16.7,0,0,0,0.1,0.1,0.05,0.9,0.9
GER-Bundesliga,2122,Dortmund,Gio Reyna,USA,MF,18,2002,4.9,2,11,6,54.5,2.26,1.23,0.18,0.33,16.1,1,0,0,1.7,1.7,0.16,0.3,0.3
GER-Bundesliga,2122,Dortmund,Gregor Kobel,SUI,GK,23,1997,28.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2122,Dortmund,Immanuel Pherai,SUR,MF,20,2001,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2122,Dortmund,Jamie Gittens,ENG,FW,16,2004,1.5,0,1,1,100.0,0.67,0.67,0.0,0.0,13.4,0,0,0,0.4,0.4,0.39,-0.4,-0.4
GER-Bundesliga,2122,Dortmund,Jude Bellingham,ENG,MF,18,2003,31.0,3,44,12,27.3,1.42,0.39,0.07,0.25,18.1,0,0,0,4.8,4.8,0.11,-1.8,-1.8
GER-Bundesliga,2122,Dortmund,Julian Brandt,GER,"MF,FW",25,1996,23.1,9,34,15,44.1,1.47,0.65,0.26,0.6,17.1,0,0,0,4.9,4.9,0.14,4.1,4.1
GER-Bundesliga,2122,Dortmund,Lennard Maloney,USA,DF,21,1999,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2122,Dortmund,Lion Semić,GER,DF,17,2003,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2122,Dortmund,Mahmoud Dahoud,GER,MF,25,1996,18.4,2,22,4,18.2,1.19,0.22,0.09,0.5,23.7,0,0,0,1.2,1.2,0.06,0.8,0.8
GER-Bundesliga,2122,Dortmund,Manuel Akanji,SUI,DF,26,1995,25.1,1,13,3,23.1,0.52,0.12,0.08,0.33,11.2,1,0,0,1.9,1.9,0.15,-0.9,-0.9
GER-Bundesliga,2122,Dortmund,Marco Reus,GER,"MF,FW",32,1989,27.8,9,51,22,43.1,1.83,0.79,0.18,0.41,15.8,8,0,0,11.5,11.5,0.23,-2.5,-2.5
GER-Bundesliga,2122,Dortmund,Marin Pongračić,CRO,DF,23,1997,9.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2122,Dortmund,Marius Wolf,GER,"DF,FW",26,1995,14.7,3,20,10,50.0,1.36,0.68,0.15,0.3,15.8,0,0,0,2.0,2.0,0.1,1.0,1.0
GER-Bundesliga,2122,Dortmund,Marwin Hitz,SUI,GK,33,1987,4.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2122,Dortmund,Mats Hummels,GER,DF,32,1988,19.6,1,12,3,25.0,0.61,0.15,0.08,0.33,9.7,0,0,0,0.9,0.9,0.08,0.1,0.1
GER-Bundesliga,2122,Dortmund,Nico Schulz,GER,DF,28,1993,9.3,0,3,2,66.7,0.32,0.22,0.0,0.0,13.8,0,0,0,0.2,0.2,0.07,-0.2,-0.2
GER-Bundesliga,2122,Dortmund,Raphaël Guerreiro,POR,DF,27,1993,19.9,4,32,10,31.3,1.6,0.5,0.09,0.3,25.4,8,1,1,2.9,2.1,0.06,1.1,0.9
GER-Bundesliga,2122,Dortmund,Reinier,BRA,"FW,MF",19,2002,1.8,0,1,0,0.0,0.56,0.0,0.0,,9.4,0,0,0,0.2,0.2,0.21,-0.2,-0.2
GER-Bundesliga,2122,Dortmund,Roman Bürki,SUI,GK,30,1990,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GER-Bundesliga,2122,Dortmund,Steffen Tigges,GER,"FW,MF",23,1998,1.2,3,4,3,75.0,3.21,2.41,0.75,1.0,8.2,0,0,0,1.1,1.1,0.28,1.9,1.9
