,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Alavés,Antonio Sivera,ESP,GK,24,1996,4,3,277,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Alavés,Facundo Pellistri,URU,"MF,FW",19,2001,21,6,672,7.5,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,24,11,42,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.13,0.07,0.13
ESP-La Liga,2122,Alavés,Fernando Pacheco,ESP,GK,29,1992,34,34,3053,33.9,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
ESP-La Liga,2122,Alavés,Florian Lejeune,FRA,DF,30,1991,30,30,2699,30.0,0,0,0,0,0,0,9,1,1.5,1.5,0.2,1.7,6,74,4,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06
ESP-La Liga,2122,Alavés,Gonzalo Escalante,ARG,MF,28,1993,17,15,1300,14.4,5,0,5,5,0,0,8,1,3.2,3.2,0.2,3.4,7,41,15,0.35,0.0,0.35,0.35,0.35,0.22,0.01,0.23,0.22,0.23
ESP-La Liga,2122,Alavés,Iván Martín,ESP,"MF,FW",22,1999,6,2,166,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,9,5,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
ESP-La Liga,2122,Alavés,Jason,ESP,"MF,FW",27,1994,14,10,678,7.5,0,1,1,0,0,0,1,0,0.9,0.9,1.7,2.6,11,10,31,0.0,0.13,0.13,0.0,0.13,0.13,0.22,0.35,0.13,0.35
ESP-La Liga,2122,Alavés,Javi López,ESP,DF,19,2002,9,4,462,5.1,0,0,0,0,0,0,2,0,0.0,0.0,0.4,0.4,6,13,18,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08
ESP-La Liga,2122,Alavés,Jesús Owono,EQG,GK,20,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Alavés,John Guidetti,SWE,"FW,MF",29,1992,10,2,279,3.1,0,0,0,0,0,0,2,0,1.0,1.0,0.2,1.1,1,3,21,0.0,0.0,0.0,0.0,0.0,0.31,0.06,0.37,0.31,0.37
ESP-La Liga,2122,Alavés,Joselu,ESP,FW,31,1990,37,35,3122,34.7,14,4,18,8,6,7,0,0,12.9,7.4,4.5,11.9,27,108,137,0.4,0.12,0.52,0.23,0.35,0.37,0.13,0.5,0.21,0.34
ESP-La Liga,2122,Alavés,Luis Rioja,ESP,"MF,FW",27,1993,37,36,3111,34.6,1,3,4,1,0,0,3,0,3.0,3.0,5.1,8.2,122,77,213,0.03,0.09,0.12,0.03,0.12,0.09,0.15,0.24,0.09,0.24
ESP-La Liga,2122,Alavés,Mamadou Loum,SEN,MF,24,1996,32,26,2312,25.7,2,0,2,2,0,0,10,0,2.9,2.9,0.6,3.4,13,72,14,0.08,0.0,0.08,0.08,0.08,0.11,0.02,0.13,0.11,0.13
ESP-La Liga,2122,Alavés,Mamadou Sylla,SEN,"FW,MF",27,1994,13,4,394,4.4,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,5,4,29,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.12,0.1,0.12
ESP-La Liga,2122,Alavés,Manu García,ESP,MF,23,1998,24,10,1077,12.0,0,1,1,0,0,0,3,0,0.3,0.3,1.1,1.4,23,79,30,0.0,0.08,0.08,0.0,0.08,0.03,0.09,0.12,0.03,0.12
ESP-La Liga,2122,Alavés,Manu Vallejo,ESP,"MF,FW",24,1997,11,2,370,4.1,1,1,2,1,0,0,0,0,0.7,0.7,0.3,1.0,5,8,25,0.24,0.24,0.49,0.24,0.49,0.16,0.08,0.24,0.16,0.24
ESP-La Liga,2122,Alavés,Marc Tenas,ESP,"FW,MF",20,2001,3,0,54,0.6,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.35
ESP-La Liga,2122,Alavés,Martin Agirregabiria,ESP,DF,25,1996,24,17,1616,18.0,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.8,15,57,40,0.0,0.06,0.06,0.0,0.06,0.01,0.04,0.05,0.01,0.05
ESP-La Liga,2122,Alavés,Matt Miazga,USA,DF,26,1995,11,9,833,9.3,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.6,0,10,2,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
ESP-La Liga,2122,Alavés,Miguel,ESP,"FW,MF",21,1999,22,10,829,9.2,1,1,2,1,0,0,2,0,1.9,1.9,0.3,2.2,17,6,62,0.11,0.11,0.22,0.11,0.22,0.21,0.03,0.24,0.21,0.24
ESP-La Liga,2122,Alavés,Mircea Ţîrlea,ROU,DF,21,2000,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Alavés,Nahuel Tenaglia,ARG,DF,25,1996,14,12,1073,11.9,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,17,42,15,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
