,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
ITA-Serie A,2122,Atalanta,Hans Hateboer,NED,"DF,MF",27,1994,21,1386,66,40.5,15.4,16,76,8,5,35,2,1.38,25,21,4,0.26,-0.32,27.4,19.0,8.5,0.55,0.16
ITA-Serie A,2122,Atalanta,Jacopo Da Riva,ITA,MF,20,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA-Serie A,2122,Atalanta,Jacopo Sassi,ITA,GK,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
ITA-Serie A,2122,Atalanta,Jeremie Boga,CIV,"FW,MF",24,1997,15,764,51,22.3,8.5,7,74,2,8,31,0,0.87,10,10,0,0.0,-0.58,14.9,9.6,5.3,0.63,0.23
ITA-Serie A,2122,Atalanta,Joakim Mæhle,DEN,"DF,MF",24,1997,26,1471,57,43.0,16.3,15,81,9,11,24,6,1.77,36,24,12,0.73,0.5,27.2,18.6,8.6,0.53,0.13
ITA-Serie A,2122,Atalanta,Josip Iličić,SVN,"MF,FW",33,1988,20,841,42,24.6,9.3,8,65,0,12,27,1,1.9,23,8,15,1.61,1.54,18.2,10.3,7.9,0.84,0.52
ITA-Serie A,2122,Atalanta,José Luis Palomino,ARG,DF,31,1990,34,2672,79,78.1,29.7,30,86,25,4,26,1,1.59,54,40,14,0.47,0.11,51.8,34.5,17.2,0.58,0.59
ITA-Serie A,2122,Atalanta,Juan Musso,ARG,GK,27,1994,33,2932,89,85.7,32.6,33,89,32,0,,4,1.7,61,42,19,0.58,0.95,53.6,39.9,13.6,0.42,-0.23
ITA-Serie A,2122,Atalanta,Luis Muriel,COL,"FW,MF",30,1991,27,1539,57,45.0,17.1,17,71,2,10,33,4,1.44,31,21,10,0.58,0.25,29.6,19.8,9.8,0.57,0.22
ITA-Serie A,2122,Atalanta,Marco Sportiello,ITA,GK,29,1992,5,450,90,13.2,5.0,5,90,5,0,,31,0.5,3,6,-3,-0.6,-1.21,8.4,4.8,3.7,0.73,0.32
ITA-Serie A,2122,Atalanta,Mario Pašalić,CRO,"MF,FW",26,1995,37,2002,54,58.5,22.2,24,74,5,13,18,0,1.57,41,19,22,0.99,1.31,38.1,20.8,17.3,0.78,0.79
ITA-Serie A,2122,Atalanta,Marten de Roon,NED,"MF,DF",30,1991,30,2548,85,74.5,28.3,28,88,26,2,37,1,1.67,53,39,14,0.49,0.18,49.1,36.5,12.6,0.44,-0.03
ITA-Serie A,2122,Atalanta,Matevz Dajcar,ITA,GK,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA-Serie A,2122,Atalanta,Matteo Lovato,ITA,DF,21,2000,6,305,51,8.9,3.4,3,82,2,3,20,9,2.33,7,3,4,1.18,0.8,4.3,3.3,0.9,0.28,-0.19
ITA-Serie A,2122,Atalanta,Matteo Pessina,ITA,"MF,FW",24,1997,27,1438,53,42.0,16.0,18,69,3,9,22,7,1.67,24,22,2,0.13,-0.56,23.3,19.8,3.5,0.22,-0.4
ITA-Serie A,2122,Atalanta,Merih Demiral,TUR,DF,23,1998,28,1917,68,56.1,21.3,22,81,16,6,22,6,1.61,30,22,8,0.38,-0.16,33.0,27.0,6.0,0.28,-0.38
ITA-Serie A,2122,Atalanta,Moustapha Cissé,GUI,FW,17,2003,3,38,13,1.1,0.4,0,,0,3,13,4,2.0,1,0,1,2.37,1.94,0.7,0.5,0.2,0.56,0.11
ITA-Serie A,2122,Atalanta,Rafael Tolói,ITA,DF,30,1990,20,1438,72,42.0,16.0,16,84,12,4,26,1,1.8,33,22,11,0.69,0.42,27.2,18.7,8.5,0.53,0.13
ITA-Serie A,2122,Atalanta,Remo Freuler,SUI,MF,29,1992,29,2369,82,69.3,26.3,28,83,18,1,52,5,1.38,34,35,-1,-0.04,-1.58,40.5,31.5,9.0,0.34,-0.36
ITA-Serie A,2122,Atalanta,Roberto Piccoli,ITA,FW,20,2001,12,196,16,5.7,2.2,1,84,0,11,10,9,1.75,4,2,2,0.92,0.5,2.7,3.2,-0.5,-0.22,-0.71
ITA-Serie A,2122,Atalanta,Robin Gosens,GER,DF,27,1994,6,460,77,13.5,5.1,5,84,2,1,41,0,1.83,7,4,3,0.59,0.16,8.6,7.0,1.6,0.3,-0.17
ITA-Serie A,2122,Atalanta,Ruslan Malinovskyi,UKR,"MF,FW",28,1993,30,1592,53,46.5,17.7,19,67,3,11,28,1,1.4,31,23,8,0.45,0.01,25.3,19.5,5.9,0.33,-0.23
ITA-Serie A,2122,Atalanta,Sam Lammers,NED,"FW,MF",24,1997,2,38,19,1.1,0.4,0,,0,2,19,0,2.0,1,1,0,0.0,-0.45,0.4,0.1,0.3,0.67,0.22
ITA-Serie A,2122,Atalanta,Samuel Giovane,ITA,MF,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA-Serie A,2122,Atalanta,Simone Panada,ITA,MF,19,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
ITA-Serie A,2122,Atalanta,Teun Koopmeiners,NED,MF,23,1998,30,2126,71,62.2,23.6,23,84,17,7,27,4,1.6,43,27,16,0.68,0.61,39.6,26.0,13.5,0.57,0.32
ITA-Serie A,2122,Atalanta,Tommaso Bertini,ITA,GK,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA-Serie A,2122,Atalanta,Tommaso De Nipoti,ITA,FW,18,2003,1,6,6,0.2,0.1,0,,0,1,6,2,1.0,0,0,0,0.0,-0.45,0.0,0.0,0.0,-0.45,-0.91
ITA-Serie A,2122,Atalanta,Valentin Mihaila,ROU,"MF,FW",21,2000,5,76,15,2.2,0.8,0,,0,5,15,11,1.4,1,0,1,1.18,0.75,0.8,1.0,-0.2,-0.18,-0.65
ITA-Serie A,2122,Bologna,Aaron Hickey,SCO,DF,19,2002,36,2820,78,82.5,31.3,34,82,17,2,24,0,1.25,34,42,-8,-0.26,0.19,34.8,42.7,-7.9,-0.25,-0.27
ITA-Serie A,2122,Bologna,Adama Soumaoro,FRA,DF,29,1992,28,2266,81,66.3,25.2,26,86,23,2,19,5,1.25,27,26,1,0.04,0.98,30.3,32.2,-1.9,-0.07,0.38
ITA-Serie A,2122,Bologna,Andreas Skov Olsen,DEN,"FW,DF",21,1999,18,747,42,21.8,8.3,6,74,2,12,26,2,1.33,13,16,-3,-0.36,-0.09,9.1,12.0,-2.9,-0.35,-0.18
ITA-Serie A,2122,Bologna,Antonio Raimondo,ITA,FW,17,2004,1,74,74,2.2,0.8,1,74,0,0,,3,3.0,1,0,1,1.22,1.54,0.7,0.6,0.0,0.05,0.26
ITA-Serie A,2122,Bologna,Arthur Theate,BEL,DF,21,2000,31,2424,78,70.9,26.9,28,84,22,3,24,3,1.03,29,36,-7,-0.26,0.1,29.0,37.9,-8.9,-0.33,-0.43
ITA-Serie A,2122,Bologna,Davide Franzini,ITA,GK,16,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,
ITA-Serie A,2122,Bologna,Denso Kasius,NED,"DF,FW",18,2002,7,180,26,5.3,2.0,1,61,0,6,20,8,0.57,1,3,-2,-1.0,-0.75,3.3,2.4,0.9,0.45,0.69
ITA-Serie A,2122,Bologna,Diego Falcinelli,ITA,FW,30,1991,6,66,11,1.9,0.7,0,,0,6,11,6,0.33,0,1,-1,-1.36,-1.1,1.0,0.5,0.5,0.62,0.84
ITA-Serie A,2122,Bologna,Ebenezer Annan,GHA,DF,18,2002,1,25,25,0.7,0.3,0,,0,1,25,2,0.0,0,1,-1,-3.6,-3.33,0.4,0.7,-0.3,-0.97,-0.77
ITA-Serie A,2122,Bologna,Emanuel Vignato,ITA,"MF,DF",20,2000,24,594,25,17.4,6.6,3,68,0,21,19,11,1.08,10,13,-3,-0.45,-0.2,10.1,11.8,-1.6,-0.25,-0.05
ITA-Serie A,2122,Bologna,Federico Santander,PAR,"FW,DF",30,1991,7,67,10,2.0,0.7,0,,0,7,10,16,1.29,2,2,0,0.0,0.3,2.7,1.3,1.3,1.75,2.0
ITA-Serie A,2122,Bologna,Francesco Bardi,ITA,GK,29,1992,2,177,89,5.2,2.0,2,89,1,0,,36,2.0,3,2,1,0.51,0.84,1.8,2.7,-0.8,-0.42,-0.23
ITA-Serie A,2122,Bologna,Gabriele Corbo,ITA,DF,21,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA-Serie A,2122,Bologna,Gary Medel,CHI,DF,33,1987,33,2823,86,82.5,31.4,32,88,24,1,23,1,1.18,35,46,-11,-0.35,-0.35,37.4,43.0,-5.6,-0.18,0.14
ITA-Serie A,2122,Bologna,Gianmarco Cangiano,ITA,FW,19,2001,0,,,,,0,,0,0,,14,,,,,,,,,,,
ITA-Serie A,2122,Bologna,Ibrahima Mbaye,SEN,DF,26,1994,6,108,18,3.2,1.2,1,62,0,5,9,24,1.5,0,3,-3,-2.5,-2.28,0.1,3.1,-2.9,-2.51,-2.38
ITA-Serie A,2122,Bologna,Jerdy Schouten,NED,MF,24,1997,17,1392,82,40.7,15.5,16,85,12,1,28,1,1.24,15,20,-5,-0.32,-0.06,19.9,24.0,-4.1,-0.26,-0.1
ITA-Serie A,2122,Bologna,Kacper Urbanski,POL,MF,16,2004,1,45,45,1.3,0.5,0,,0,1,45,0,3.0,1,0,1,2.0,2.32,0.5,0.5,0.0,-0.1,0.11
ITA-Serie A,2122,Bologna,Kevin Bonifazi,ITA,DF,25,1996,22,1210,55,35.4,13.4,14,80,8,8,12,8,1.41,18,20,-2,-0.15,0.22,15.7,17.8,-2.2,-0.16,0.07
ITA-Serie A,2122,Bologna,Kingsley Michael,NGA,MF,21,1999,2,76,38,2.2,0.8,1,59,0,1,17,1,1.0,1,0,1,1.18,1.51,0.5,0.9,-0.4,-0.45,-0.25
ITA-Serie A,2122,Bologna,Lorenzo De Silvestri,ITA,DF,33,1988,31,2294,74,67.1,25.5,27,82,18,4,21,1,1.23,30,44,-14,-0.55,-0.79,30.3,36.5,-6.2,-0.24,-0.12
ITA-Serie A,2122,Bologna,Luis Binks,ENG,DF,19,2001,15,646,43,18.9,7.2,7,73,3,8,17,22,1.2,7,13,-6,-0.84,-0.67,8.3,10.3,-2.0,-0.28,-0.09
ITA-Serie A,2122,Bologna,Marco Molla,ALB,GK,19,2002,0,,,,,0,,0,0,,12,,,,,,,,,,,
ITA-Serie A,2122,Bologna,Marko Arnautović,AUT,FW,32,1989,33,2694,82,78.8,29.9,32,84,20,1,13,1,1.24,35,43,-8,-0.27,0.1,38.0,40.1,-2.1,-0.07,0.63
ITA-Serie A,2122,Bologna,Mattia Pagliuca,ITA,FW,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA-Serie A,2122,Bologna,Mattias Svanberg,SWE,MF,22,1999,36,2564,71,75.0,28.5,31,79,15,5,26,1,1.11,25,42,-17,-0.6,-1.23,27.8,39.1,-11.3,-0.4,-0.78
ITA-Serie A,2122,Bologna,Michel Aebischer,SUI,MF,24,1997,12,443,37,13.0,4.9,4,76,2,8,18,4,1.42,3,2,1,0.2,0.57,4.6,7.8,-3.2,-0.65,-0.52
ITA-Serie A,2122,Bologna,Mitchell Dijks,NED,"DF,FW",28,1993,16,694,43,20.3,7.7,7,78,4,9,16,14,0.69,9,12,-3,-0.39,-0.12,9.9,11.4,-1.5,-0.2,0.0
ITA-Serie A,2122,Bologna,Musa Barrow,GAM,"FW,MF",22,1998,34,2134,63,62.4,23.7,25,75,5,9,30,1,1.32,26,34,-8,-0.34,-0.13,26.3,29.1,-2.8,-0.12,0.23
ITA-Serie A,2122,Bologna,Nicola Bagnolini,ITA,GK,17,2004,1,3,3,0.1,0.0,0,,0,1,3,9,3.0,0,0,0,0.0,0.29,0.2,0.1,0.0,1.12,1.32
ITA-Serie A,2122,Bologna,Nicola Sansone,ITA,"FW,MF",29,1991,27,896,33,26.2,10.0,6,66,1,21,24,8,1.22,19,20,-1,-0.1,0.26,17.1,16.8,0.3,0.03,0.31
ITA-Serie A,2122,Bologna,Nicolas Viola,ITA,MF,31,1989,6,102,17,3.0,1.1,1,51,0,5,10,18,0.17,1,4,-3,-2.65,-2.43,1.3,3.2,-2.0,-1.73,-1.57
ITA-Serie A,2122,Bologna,Nicolás Domínguez,ARG,MF,23,1998,28,2015,72,58.9,22.4,23,81,9,5,29,1,1.39,33,33,0,0.0,0.7,29.1,28.6,0.5,0.02,0.55
ITA-Serie A,2122,Bologna,Niklas Pyyhtiä,FIN,MF,17,2003,1,19,19,0.6,0.2,0,,0,1,19,4,0.0,0,0,0,0.0,0.29,0.6,0.3,0.2,1.06,1.27
ITA-Serie A,2122,Bologna,Omar Khailoti,ITA,DF,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA-Serie A,2122,Bologna,Riccardo Orsolini,ITA,"FW,MF",24,1997,29,1785,62,52.2,19.8,21,77,6,8,20,8,1.03,21,24,-3,-0.15,0.29,21.5,26.4,-4.9,-0.25,-0.09
ITA-Serie A,2122,Bologna,Riccardo Stivanello,ITA,DF,17,2004,1,45,45,1.3,0.5,0,,0,1,45,4,3.0,1,0,1,2.0,2.32,0.5,0.5,0.0,-0.1,0.11
ITA-Serie A,2122,Bologna,Roberto Soriano,ITA,MF,30,1991,35,2622,75,76.7,29.1,32,79,14,3,32,0,1.2,36,40,-4,-0.14,0.65,34.7,36.2,-1.5,-0.05,0.65
ITA-Serie A,2122,Bologna,Sydney van Hooijdonk,NED,"FW,MF",21,2000,4,38,10,1.1,0.4,0,,0,4,10,18,1.5,1,0,1,2.37,2.69,0.2,0.7,-0.5,-1.08,-0.89
ITA-Serie A,2122,Bologna,Takehiro Tomiyasu,JPN,DF,22,1998,1,10,10,0.3,0.1,0,,0,1,10,0,1.0,0,0,0,0.0,0.29,0.1,0.1,0.0,0.08,0.29
ITA-Serie A,2122,Bologna,Wisdom Amey,ITA,DF,15,2005,1,71,71,2.1,0.8,1,71,0,0,,4,3.0,1,0,1,1.27,1.59,0.7,0.6,0.1,0.12,0.33
ITA-Serie A,2122,Bologna,Łukasz Skorupski,POL,GK,30,1991,36,3240,90,94.7,36.0,36,90,36,0,,0,1.17,41,53,-12,-0.33,-0.83,42.9,49.8,-6.9,-0.19,0.21
ITA-Serie A,2122,Cagliari,Adam Obert,SVK,"DF,MF",18,2002,6,274,46,8.0,3.0,3,78,1,3,14,17,0.83,3,3,0,0.0,0.97,2.5,4.3,-1.8,-0.59,-0.02
ITA-Serie A,2122,Cagliari,Alberto Grassi,ITA,MF,26,1995,30,2174,72,63.6,24.2,26,80,12,4,22,6,0.83,21,36,-15,-0.62,0.75,25.7,36.5,-10.8,-0.45,0.36
ITA-Serie A,2122,Cagliari,Alessandro Deiola,ITA,MF,25,1995,33,2129,65,62.3,23.7,28,71,6,5,29,3,0.79,21,47,-26,-1.1,-0.54,22.5,39.8,-17.3,-0.73,-0.4
ITA-Serie A,2122,Cagliari,Alessio Cragno,ITA,GK,27,1994,35,3150,90,92.1,35.0,35,90,35,0,,0,0.8,32,63,-31,-0.89,0.11,36.4,54.7,-18.3,-0.52,0.7
ITA-Serie A,2122,Cagliari,Andrea Carboni,ITA,DF,20,2001,30,2215,74,64.8,24.6,25,84,18,5,21,7,0.77,24,41,-17,-0.69,0.58,27.5,36.4,-8.9,-0.36,0.61
ITA-Serie A,2122,Cagliari,Andrea D'Aniello,ITA,GK,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA-Serie A,2122,Cagliari,Boris Radunović,SRB,GK,25,1996,3,270,90,7.9,3.0,3,90,3,0,,33,0.75,2,6,-4,-1.33,-0.48,2.6,6.3,-3.7,-1.23,-0.7
ITA-Serie A,2122,Cagliari,Charalampos Lykogiannis,GRE,"DF,FW",27,1993,28,1817,65,53.1,20.2,21,80,12,7,18,9,0.79,17,36,-19,-0.94,-0.1,15.7,32.0,-16.3,-0.81,-0.49
ITA-Serie A,2122,Cagliari,Christian Oliva,URU,MF,25,1996,4,48,12,1.4,0.5,0,,0,4,12,14,0.25,0,1,-1,-1.87,-0.99,0.3,0.2,0.1,0.23,0.82
ITA-Serie A,2122,Cagliari,Christos Kourfalidis,GRE,"MF,FW",18,2002,2,18,9,0.5,0.2,0,,0,2,9,4,2.0,0,1,-1,-5.0,-4.13,0.2,0.1,0.1,0.39,0.97
ITA-Serie A,2122,Cagliari,Dalbert Henrique,BRA,"DF,MF",27,1993,28,2081,74,60.8,23.1,27,76,10,1,33,2,0.82,22,43,-21,-0.91,-0.03,24.1,37.8,-13.7,-0.59,-0.04
ITA-Serie A,2122,Cagliari,Damir Ceter,COL,FW,23,1997,1,6,6,0.2,0.1,0,,0,1,6,10,0.0,0,0,0,0.0,0.9,0.0,0.1,-0.1,-1.77,-1.2
ITA-Serie A,2122,Cagliari,Daniele Baselli,ITA,MF,29,1992,9,290,32,8.5,3.2,2,71,0,7,21,4,1.0,3,4,-1,-0.31,0.64,3.5,6.7,-3.2,-1.01,-0.47
ITA-Serie A,2122,Cagliari,Diego Farias,BRA,"MF,FW",31,1990,4,66,17,1.9,0.7,0,,0,4,17,5,0.0,0,3,-3,-4.09,-3.26,1.0,1.7,-0.7,-0.93,-0.36
ITA-Serie A,2122,Cagliari,Diego Godín,URU,DF,35,1986,11,818,74,23.9,9.1,9,84,7,2,29,0,0.55,6,22,-16,-1.76,-1.14,6.9,16.0,-9.1,-1.01,-0.56
ITA-Serie A,2122,Cagliari,Edoardo Goldaniga,ITA,DF,27,1993,11,934,85,27.3,10.4,11,85,8,0,,4,0.82,8,19,-11,-1.06,-0.23,9.7,20.2,-10.5,-1.01,-0.6
ITA-Serie A,2122,Cagliari,Eldin Lolic,BIH,GK,17,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
ITA-Serie A,2122,Cagliari,Eugenio Fusco,ITA,GK,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA-Serie A,2122,Cagliari,Gabriele Zappa,ITA,DF,21,1999,25,1144,46,33.5,12.7,11,81,5,14,18,11,0.56,11,26,-15,-1.18,-0.43,12.1,25.8,-13.7,-1.08,-0.75
ITA-Serie A,2122,Cagliari,Gastón Pereiro,URU,"FW,MF",26,1995,29,975,34,28.5,10.8,9,76,3,20,15,9,0.79,11,18,-7,-0.65,0.35,13.7,21.6,-7.9,-0.73,-0.22
ITA-Serie A,2122,Cagliari,Giorgio Altare,ITA,DF,22,1998,19,1466,77,42.9,16.3,17,82,12,2,34,18,0.95,14,23,-9,-0.55,0.6,17.6,24.8,-7.2,-0.44,0.23
ITA-Serie A,2122,Cagliari,Giovanni Simeone,ARG,FW,26,1995,1,7,7,0.2,0.1,0,,0,1,7,0,1.0,0,0,0,0.0,0.9,0.0,0.1,-0.1,-1.31,-0.74
ITA-Serie A,2122,Cagliari,Isaías Delpupo,ARG,MF,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA-Serie A,2122,Cagliari,Iurie Iovu,MDA,DF,19,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
ITA-Serie A,2122,Cagliari,Jacopo Desogus,ITA,FW,18,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
ITA-Serie A,2122,Cagliari,João Pedro,ITA,FW,29,1992,37,3323,90,97.2,36.9,37,90,35,0,,0,0.73,32,67,-35,-0.95,-1.88,38.0,59.9,-22.0,-0.59,-0.62
ITA-Serie A,2122,Cagliari,Keita Baldé,SEN,FW,26,1995,26,1229,47,35.9,13.7,14,71,1,12,20,3,0.58,14,23,-9,-0.66,0.37,15.4,20.7,-5.3,-0.39,0.3
ITA-Serie A,2122,Cagliari,Kevin Strootman,NED,MF,31,1990,10,640,64,18.7,7.1,7,77,2,3,33,6,0.7,9,14,-5,-0.7,0.24,7.9,10.0,-2.1,-0.3,0.34
ITA-Serie A,2122,Cagliari,Leonardo Pavoletti,ITA,FW,32,1988,33,1518,46,44.4,16.9,14,80,5,19,21,2,0.79,14,30,-16,-0.95,-0.1,18.0,24.3,-6.3,-0.38,0.36
ITA-Serie A,2122,Cagliari,Lisandru Tramoni,FRA,MF,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA-Serie A,2122,Cagliari,Luca Ceppitelli,ITA,DF,31,1989,24,1445,60,42.3,16.1,16,82,9,8,16,6,0.79,14,31,-17,-1.06,-0.28,16.7,25.1,-8.3,-0.52,0.1
ITA-Serie A,2122,Cagliari,Luca Gagliano,ITA,"FW,DF",21,2000,2,13,7,0.4,0.1,0,,0,2,7,6,0.5,0,0,0,0.0,0.9,0.0,0.0,0.0,-0.13,0.45
ITA-Serie A,2122,Cagliari,Luigi Palomba,ITA,DF,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA-Serie A,2122,Cagliari,Marko Rog,CRO,MF,26,1995,8,311,39,9.1,3.5,2,57,0,6,33,0,0.63,2,5,-3,-0.87,0.03,2.8,4.7,-1.9,-0.54,0.04
ITA-Serie A,2122,Cagliari,Martín Cáceres,URU,DF,34,1987,14,832,59,24.3,9.2,9,76,6,5,29,0,0.64,8,17,-9,-0.97,-0.1,8.6,13.9,-5.4,-0.58,-0.01
ITA-Serie A,2122,Cagliari,Matteo Lovato,ITA,DF,21,2000,16,1238,77,36.2,13.8,14,83,10,2,39,1,1.25,15,21,-6,-0.44,0.72,16.6,19.3,-2.7,-0.2,0.59
ITA-Serie A,2122,Cagliari,Nahitan Nández,URU,"MF,DF",25,1995,21,1523,73,44.5,16.9,16,86,14,5,30,0,0.52,16,32,-16,-0.95,-0.09,18.3,27.5,-9.2,-0.54,0.06
ITA-Serie A,2122,Cagliari,Nicolò Cavuoti,ITA,MF,18,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,
ITA-Serie A,2122,Cagliari,Paolo Faragò,ITA,MF,28,1993,1,16,16,0.5,0.2,0,,0,1,16,2,3.0,0,0,0,0.0,0.9,0.8,0.0,0.8,4.56,5.16
ITA-Serie A,2122,Cagliari,Raoul Bellanova,ITA,"DF,FW",21,2000,31,2496,81,73.0,27.7,27,87,19,4,36,4,0.81,22,49,-27,-0.97,-0.29,27.7,45.8,-18.2,-0.66,-0.29
ITA-Serie A,2122,Cagliari,Riccardo Ladinetti,ITA,MF,20,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,
ITA-Serie A,2122,Cagliari,Răzvan Marin,ROU,MF,25,1996,36,2816,78,82.3,31.3,31,87,26,5,25,0,0.83,30,58,-28,-0.89,0.0,33.3,48.9,-15.6,-0.5,0.44
ITA-Serie A,2122,Cagliari,Sebastian Walukiewicz,POL,DF,21,2000,7,302,43,8.8,3.4,4,61,0,3,20,7,0.29,3,8,-5,-1.49,-0.65,3.4,4.3,-0.9,-0.27,0.34
ITA-Serie A,2122,Cagliari,Simone Aresti,ITA,GK,35,1986,0,,,,,0,,0,0,,36,,,,,,,,,,,
ITA-Serie A,2122,Cagliari,Zito Luvumbo,ANG,"FW,MF",19,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
ITA-Serie A,2122,Empoli,Alberto Brignoli,ITA,GK,29,1991,0,,,,,0,,0,0,,2,,,,,,,,,,,
ITA-Serie A,2122,Empoli,Alessio Rizza,ITA,DF,18,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
ITA-Serie A,2122,Empoli,Andrea La Mantia,ITA,"FW,MF",30,1991,18,488,27,14.3,5.4,3,68,0,15,19,20,1.06,8,8,0,0.0,0.61,8.9,9.3,-0.4,-0.08,0.56
ITA-Serie A,2122,Empoli,Andrea Pinamonti,ITA,FW,22,1999,36,2869,80,83.9,31.9,32,87,25,4,22,0,1.06,44,59,-15,-0.47,0.35,39.3,54.4,-15.1,-0.47,0.51
ITA-Serie A,2122,Empoli,Ardian Ismajli,ALB,DF,24,1996,20,1272,64,37.2,14.1,13,87,12,7,21,13,0.85,18,35,-17,-1.2,-1.08,17.0,28.7,-11.7,-0.83,-0.43
ITA-Serie A,2122,Empoli,Duccio Degl'Innocenti,ITA,MF,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA-Serie A,2122,Empoli,Emmanuel Ekong,SWE,FW,19,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
ITA-Serie A,2122,Empoli,Fabiano Parisi,ITA,DF,20,2000,25,1477,59,43.2,16.4,16,80,9,9,22,7,1.12,22,27,-5,-0.3,0.39,19.1,27.3,-8.2,-0.5,0.1
