,,,,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP
,,,,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Espanyol,Wu Lei,CHN,"FW,MF",29,1991,5.3,60,89,67.4,765,170,36,50,72.0,12,18,66.7,3,6,50.0,0,0.9,1.1,-0.9,6,1,1,0,6
ESP-La Liga,2122,Espanyol,Yangel Herrera,VEN,MF,23,1998,18.3,702,870,80.7,10580,3101,381,448,85.0,261,311,83.9,35,52,67.3,1,0.7,0.9,0.3,12,68,5,0,74
ESP-La Liga,2122,Espanyol,Álvaro Vadillo,ESP,"DF,MF",26,1994,0.1,7,10,70.0,105,12,1,2,50.0,2,2,100.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1
ESP-La Liga,2122,Espanyol,Óscar Gil,ESP,DF,24,1997,18.8,610,738,82.7,9022,2677,344,383,89.8,206,240,85.8,32,61,52.5,2,2.0,1.6,0.0,16,28,9,6,30
ESP-La Liga,2122,Espanyol,Óscar Melendo,ESP,"MF,FW",23,1997,11.0,392,436,89.9,5899,1600,205,214,95.8,141,154,91.6,22,31,71.0,0,1.7,1.0,-1.7,18,49,14,1,66
ESP-La Liga,2122,Getafe,Allan Nyom,CMR,DF,33,1988,2.7,61,89,68.5,1026,403,32,38,84.2,22,32,68.8,6,18,33.3,0,0.1,0.1,-0.1,2,5,2,2,4
ESP-La Liga,2122,Getafe,Borja Mayoral,ESP,FW,24,1997,11.6,189,260,72.7,2573,547,110,138,79.7,45,62,72.6,14,19,73.7,1,1.2,0.5,-0.2,13,11,6,2,24
ESP-La Liga,2122,Getafe,Carles Aleñá,ESP,MF,23,1998,25.8,683,869,78.6,11604,2454,330,382,86.4,266,309,86.1,62,106,58.5,2,1.3,1.4,0.7,20,66,14,5,81
ESP-La Liga,2122,Getafe,Chema,ESP,MF,29,1992,0.5,11,15,73.3,259,102,3,3,100.0,5,6,83.3,3,6,50.0,0,0.0,0.0,0.0,1,3,0,0,2
ESP-La Liga,2122,Getafe,Damián Suárez,URU,DF,33,1988,30.1,997,1475,67.6,18512,8916,481,564,85.3,382,555,68.8,121,284,42.6,3,3.0,2.9,0.0,46,106,39,26,116
ESP-La Liga,2122,Getafe,Darío Poveda,ESP,"FW,MF",24,1997,4.2,48,86,55.8,678,141,26,45,57.8,11,20,55.0,5,11,45.5,0,0.1,0.2,-0.1,3,4,1,1,8
ESP-La Liga,2122,Getafe,David Soria,ESP,GK,28,1993,37.9,647,1185,54.6,27061,23563,42,42,100.0,163,169,96.4,442,968,45.7,0,0.0,0.1,0.0,0,34,0,0,0
ESP-La Liga,2122,Getafe,David Timor,ESP,MF,31,1989,3.8,143,182,78.6,2838,941,62,71,87.3,56,71,78.9,23,35,65.7,0,0.0,0.1,0.0,1,12,1,0,20
ESP-La Liga,2122,Getafe,Diego Conde,ESP,GK,22,1998,0.1,0,6,0.0,0,0,0,0,,0,0,,0,6,0.0,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Getafe,Djené,TOG,DF,29,1991,34.6,1031,1348,76.5,19481,7885,404,442,91.4,491,597,82.2,119,259,45.9,1,0.4,1.1,0.6,10,74,8,4,89
ESP-La Liga,2122,Getafe,Emmanuel Amankwaa Akurugu,GHA,DF,19,2001,0.9,26,39,66.7,425,161,11,15,73.3,12,18,66.7,2,4,50.0,1,0.1,0.0,0.9,1,1,0,0,4
ESP-La Liga,2122,Getafe,Enes Ünal,TUR,FW,24,1997,31.1,394,653,60.3,5030,1089,255,372,68.5,91,164,55.5,18,27,66.7,1,1.5,1.5,-0.5,29,39,11,2,44
ESP-La Liga,2122,Getafe,Erick Cabaco,URU,DF,26,1995,4.5,115,173,66.5,2418,1157,38,48,79.2,56,67,83.6,19,51,37.3,1,0.4,0.2,0.6,2,12,0,0,13
ESP-La Liga,2122,Getafe,Florentino Luís,POR,MF,21,1999,11.0,341,436,78.2,5713,1597,164,201,81.6,136,161,84.5,31,43,72.1,1,0.3,0.5,0.7,9,39,3,0,33
ESP-La Liga,2122,Getafe,Gonzalo Villar,ESP,MF,23,1998,3.3,118,140,84.3,2120,459,62,68,91.2,42,46,91.3,11,17,64.7,1,0.3,0.4,0.7,1,10,2,0,14
ESP-La Liga,2122,Getafe,Hugo Duro,ESP,"DF,MF",21,1999,0.1,2,5,40.0,21,2,0,0,,1,1,100.0,0,0,,0,0.0,0.1,0.0,0,0,0,0,0
ESP-La Liga,2122,Getafe,Iglesias,ESP,DF,23,1998,8.0,163,330,49.4,3567,1841,56,77,72.7,70,120,58.3,37,113,32.7,1,0.9,0.7,0.1,8,12,7,7,15
ESP-La Liga,2122,Getafe,Jaime Mata,ESP,FW,32,1988,7.5,135,207,65.2,1741,366,80,112,71.4,40,55,72.7,4,11,36.4,0,0.6,0.4,-0.6,8,7,5,1,11
ESP-La Liga,2122,Getafe,Jakub Jankto,CZE,"DF,MF",25,1996,6.5,163,250,65.2,2640,966,77,94,81.9,73,97,75.3,10,40,25.0,2,1.4,0.7,0.6,5,16,4,1,20
ESP-La Liga,2122,Getafe,Jonathan Silva,ARG,"DF,FW",27,1994,2.5,62,94,66.0,1022,475,28,37,75.7,26,36,72.2,6,14,42.9,0,0.1,0.1,-0.1,2,5,1,1,11
ESP-La Liga,2122,Getafe,Jorge Cuenca,ESP,DF,21,1999,29.8,742,1108,67.0,14772,6181,269,345,78.0,374,464,80.6,93,260,35.8,0,0.1,0.3,-0.1,2,49,1,1,61
ESP-La Liga,2122,Getafe,José Juan Macías,MEX,"FW,MF",21,1999,2.2,30,44,68.2,354,67,22,29,75.9,7,10,70.0,0,1,0.0,0,0.0,0.0,0.0,0,2,0,0,5
ESP-La Liga,2122,Getafe,Marc Cucurella,ESP,"MF,DF",23,1998,0.3,15,21,71.4,207,28,11,11,100.0,3,5,60.0,1,4,25.0,0,0.1,0.0,-0.1,1,0,0,0,2
ESP-La Liga,2122,Getafe,Mathías Olivera,URU,DF,23,1997,31.1,1017,1430,71.1,15178,6057,596,707,84.3,329,488,67.4,61,133,45.9,3,2.4,1.9,0.6,31,78,22,10,101
ESP-La Liga,2122,Getafe,Mauro Arambarri,URU,MF,25,1995,29.6,933,1266,73.7,19318,5465,347,418,83.0,364,456,79.8,200,325,61.5,5,2.2,2.7,2.8,45,87,8,5,79
ESP-La Liga,2122,Getafe,Nemanja Maksimović,SRB,MF,26,1995,32.6,661,865,76.4,9614,2172,390,460,84.8,205,269,76.2,36,64,56.3,2,0.8,1.0,1.2,19,47,7,1,51
ESP-La Liga,2122,Getafe,Okay Yokuşlu,TUR,"DF,MF",27,1994,5.2,155,195,79.5,2884,1076,63,70,90.0,75,88,85.2,17,35,48.6,0,0.0,0.1,0.0,0,9,2,0,8
ESP-La Liga,2122,Getafe,Sandro Ramírez,ESP,FW,26,1995,16.2,280,389,72.0,4083,652,165,200,82.5,82,115,71.3,18,35,51.4,0,0.9,0.9,-0.9,13,13,8,1,23
ESP-La Liga,2122,Getafe,Stefan Mitrović,SRB,DF,31,1990,29.6,710,905,78.5,14987,5805,200,226,88.5,390,460,84.8,113,203,55.7,0,0.0,0.2,0.0,2,22,1,0,29
ESP-La Liga,2122,Getafe,Vitolo,ESP,MF,31,1989,2.5,90,113,79.6,1134,294,61,68,89.7,26,31,83.9,0,4,0.0,0,0.1,0.2,-0.1,3,11,2,0,13
ESP-La Liga,2122,Getafe,Óscar Rodríguez Arnaiz,ESP,"MF,FW",23,1998,10.5,316,429,73.7,5553,1647,165,206,80.1,95,120,79.2,44,80,55.0,1,0.9,1.2,0.1,11,34,11,3,36
ESP-La Liga,2122,Granada,Aarón Escandell,ESP,GK,25,1995,3.2,72,128,56.3,2690,2365,12,12,100.0,17,18,94.4,43,98,43.9,0,0.0,0.0,0.0,0,4,0,0,0
ESP-La Liga,2122,Granada,Adrián Butzke,ESP,FW,22,1999,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Granada,Alberto Soro,ESP,"MF,FW",22,1999,6.4,125,179,69.8,1715,591,78,91,85.7,36,54,66.7,5,15,33.3,0,0.5,0.4,-0.5,8,10,6,0,21
ESP-La Liga,2122,Granada,Antonio Puertas,ESP,"MF,FW",29,1992,25.1,482,690,69.9,7080,1803,278,349,79.7,139,190,73.2,35,65,53.8,1,0.9,1.0,0.1,18,30,18,8,54
ESP-La Liga,2122,Granada,Barcia,ESP,DF,20,2000,0.8,8,22,36.4,167,11,2,4,50.0,5,10,50.0,1,8,12.5,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Granada,Carlos Bacca,COL,FW,34,1986,5.7,62,99,62.6,913,279,34,51,66.7,23,37,62.2,3,5,60.0,1,1.3,0.4,-0.3,7,6,4,0,10
ESP-La Liga,2122,Granada,Carlos Neva,ESP,DF,25,1996,23.4,676,955,70.8,10825,4259,371,424,87.5,232,326,71.2,57,135,42.2,0,1.2,0.8,-1.2,13,36,20,17,37
ESP-La Liga,2122,Granada,Dani Raba,ESP,"MF,FW",25,1995,0.3,2,3,66.7,32,6,1,1,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Granada,Darwin Machís,VEN,"MF,FW",28,1993,15.3,273,429,63.6,4813,1460,132,157,84.1,95,143,66.4,35,78,44.9,2,2.3,2.7,-0.3,18,26,18,10,35
ESP-La Liga,2122,Granada,Dimitri Foulquier,FRA,DF,28,1993,2.0,46,72,63.9,633,288,31,37,83.8,13,20,65.0,1,5,20.0,0,0.0,0.0,0.0,1,1,1,1,4
ESP-La Liga,2122,Granada,Domingos Duarte,POR,DF,26,1995,18.7,567,738,76.8,11907,5152,182,215,84.7,286,337,84.9,92,164,56.1,0,0.5,0.1,-0.5,3,37,1,0,44
ESP-La Liga,2122,Granada,Germán Sánchez,ESP,DF,34,1986,25.5,781,1049,74.5,15625,6426,265,296,89.5,390,466,83.7,112,253,44.3,1,0.2,0.7,0.8,5,46,1,0,41
ESP-La Liga,2122,Granada,Isma Ruiz,ESP,MF,20,2001,3.1,103,124,83.1,1823,302,47,52,90.4,44,54,81.5,11,14,78.6,0,0.1,0.1,-0.1,2,6,0,0,2
ESP-La Liga,2122,Granada,Jorge Molina,ESP,FW,39,1982,21.8,331,522,63.4,4457,1164,201,275,73.1,88,133,66.2,17,34,50.0,5,3.4,3.1,1.6,31,26,12,2,51
ESP-La Liga,2122,Granada,Luis Abram,PER,DF,25,1996,6.2,191,226,84.5,3666,1177,56,67,83.6,113,119,95.0,18,28,64.3,0,0.0,0.0,0.0,0,8,0,0,10
ESP-La Liga,2122,Granada,Luis Javier Suárez,COL,FW,23,1997,31.6,427,664,64.3,6379,1310,243,319,76.2,140,213,65.7,22,59,37.3,4,3.1,3.5,0.9,30,23,27,5,63
ESP-La Liga,2122,Granada,Luis Milla,ESP,MF,26,1994,30.8,1150,1464,78.6,20993,7352,509,575,88.5,445,508,87.6,156,298,52.3,3,3.5,3.8,-0.5,42,151,21,12,167
ESP-La Liga,2122,Granada,Luís Maximiano,POR,GK,22,1999,34.8,641,1177,54.5,22171,18032,89,89,100.0,250,258,96.9,301,826,36.4,0,0.0,0.1,0.0,0,33,1,0,1
ESP-La Liga,2122,Granada,Matias Arezo,URU,"FW,MF",18,2002,1.8,18,38,47.4,187,69,13,20,65.0,4,11,36.4,0,1,0.0,0,0.3,0.1,-0.3,6,3,1,0,3
ESP-La Liga,2122,Granada,Maxime Gonalons,FRA,MF,32,1989,17.2,550,657,83.7,10419,3543,218,245,89.0,249,278,89.6,73,102,71.6,2,0.7,0.4,1.3,13,63,3,0,73
ESP-La Liga,2122,Granada,Monchu,ESP,MF,21,1999,7.4,271,340,79.7,4558,1124,144,167,86.2,92,116,79.3,29,43,67.4,0,0.8,0.5,-0.8,3,26,5,2,33
ESP-La Liga,2122,Granada,Myrto Uzuni,ALB,"FW,MF",26,1995,9.5,145,214,67.8,2104,608,74,97,76.3,47,69,68.1,10,20,50.0,1,0.9,1.1,0.1,7,2,4,2,12
ESP-La Liga,2122,Granada,Njegoš Petrović,SRB,MF,22,1999,10.2,266,338,78.7,4051,1239,136,161,84.5,88,112,78.6,23,31,74.2,1,0.1,0.2,0.9,3,26,2,0,33
ESP-La Liga,2122,Granada,Quini,ESP,DF,31,1989,25.6,663,972,68.2,10870,4507,331,393,84.2,251,351,71.5,54,150,36.0,1,1.4,0.7,-0.4,18,37,13,6,52
ESP-La Liga,2122,Granada,Raúl Torrente,ESP,DF,19,2001,14.2,435,605,71.9,8781,3312,128,152,84.2,240,279,86.0,60,150,40.0,0,0.7,0.2,-0.7,4,29,0,0,30
ESP-La Liga,2122,Granada,Rubén Rochina,ESP,"MF,FW",30,1991,8.3,259,383,67.6,5065,1438,126,142,88.7,80,121,66.1,49,95,51.6,3,0.8,1.0,2.2,13,28,10,4,46
ESP-La Liga,2122,Granada,Santiago Arias,COL,DF,29,1992,4.9,153,218,70.2,2480,1038,75,92,81.5,64,91,70.3,12,23,52.2,0,0.4,0.2,-0.4,5,10,3,3,11
ESP-La Liga,2122,Granada,Sergio Escudero,ESP,"DF,MF",31,1989,15.9,521,732,71.2,9345,3906,231,283,81.6,205,261,78.5,61,139,43.9,1,1.6,1.3,-0.6,13,34,10,5,51
ESP-La Liga,2122,Granada,Víctor Díaz,ESP,DF,33,1988,16.7,508,694,73.2,9817,4121,181,208,87.0,245,290,84.5,70,162,43.2,0,0.1,0.6,-0.1,3,42,4,3,37
ESP-La Liga,2122,Granada,Yan Brice Eteki,CMR,MF,23,1997,3.8,95,127,74.8,1589,466,39,50,78.0,47,57,82.5,4,10,40.0,0,0.0,0.0,0.0,1,9,0,0,17
ESP-La Liga,2122,Granada,Álex Collado,ESP,"MF,FW",22,1999,11.3,268,365,73.4,4336,1023,127,146,87.0,100,123,81.3,26,55,47.3,1,1.0,1.5,0.0,16,28,9,1,38
ESP-La Liga,2122,Granada,Ángel Montoro,ESP,MF,33,1988,14.8,493,664,74.2,9798,3446,196,229,85.6,205,249,82.3,80,151,53.0,1,1.5,1.3,-0.5,23,60,11,1,71
ESP-La Liga,2122,Levante,Aitor Fernández,ESP,GK,30,1991,13.0,267,381,70.1,7544,5808,44,44,100.0,122,125,97.6,94,201,46.8,0,0.0,0.0,0.0,0,3,0,0,0
ESP-La Liga,2122,Levante,Alejandro Primo,ESP,GK,17,2004,1.0,20,25,80.0,450,300,7,7,100.0,10,10,100.0,3,8,37.5,0,0.0,0.0,0.0,0,1,0,0,0
ESP-La Liga,2122,Levante,Carlos Clerc,ESP,DF,29,1992,16.8,668,878,76.1,10342,3922,376,410,91.7,228,291,78.4,42,111,37.8,0,0.8,1.5,-0.8,11,58,15,4,66
ESP-La Liga,2122,Levante,Coke,ESP,DF,34,1987,1.3,57,69,82.6,881,520,31,34,91.2,20,24,83.3,4,5,80.0,0,0.1,0.0,-0.1,2,5,2,0,8
ESP-La Liga,2122,Levante,Dani Cárdenas,ESP,GK,24,1997,24.0,496,725,68.4,13104,9639,124,125,99.2,201,204,98.5,160,382,41.9,0,0.0,0.0,0.0,1,17,0,0,0
ESP-La Liga,2122,Levante,Dani Gómez,ESP,FW,23,1998,11.8,155,197,78.7,1958,396,104,119,87.4,34,39,87.2,5,9,55.6,2,2.2,1.2,-0.2,13,14,6,0,15
ESP-La Liga,2122,Levante,Enis Bardhi,MKD,"MF,FW",26,1995,18.9,529,749,70.6,8708,2774,278,330,84.2,153,220,69.5,66,130,50.8,3,3.0,3.0,0.0,42,54,17,1,103
ESP-La Liga,2122,Levante,Enric Franquesa,ESP,"DF,FW",24,1997,6.9,198,263,75.3,2823,876,124,136,91.2,62,84,73.8,8,19,42.1,0,0.1,0.2,-0.1,3,11,3,1,15
ESP-La Liga,2122,Levante,Gonzalo Melero,ESP,MF,27,1994,18.8,657,778,84.4,9911,2323,365,415,88.0,232,260,89.2,34,49,69.4,2,1.0,0.6,1.0,16,49,6,0,84
ESP-La Liga,2122,Levante,Jorge Miramón,ESP,DF,32,1989,22.0,793,1046,75.8,13299,5439,429,486,88.3,278,352,79.0,77,158,48.7,0,1.5,1.1,-1.5,16,60,25,11,85
ESP-La Liga,2122,Levante,Jorge de Frutos,ESP,"MF,FW",24,1997,19.6,320,499,64.1,5109,1866,177,221,80.1,98,149,65.8,28,65,43.1,7,3.3,3.2,3.7,22,26,26,11,49
ESP-La Liga,2122,Levante,José Campaña,ESP,MF,28,1993,15.8,715,880,81.3,11816,4424,365,395,92.4,248,291,85.2,74,141,52.5,2,1.1,1.3,0.9,24,79,16,1,133
ESP-La Liga,2122,Levante,José Luis García Vayá,ESP,MF,22,1998,22.4,1005,1271,79.1,17578,5602,496,561,88.4,347,411,84.4,123,216,56.9,0,2.2,1.8,-2.2,26,109,14,5,130
ESP-La Liga,2122,Levante,José Luis Morales,ESP,"FW,MF",34,1987,30.2,497,774,64.2,8019,2631,273,339,80.5,149,223,66.8,52,114,45.6,7,5.2,3.8,1.8,36,47,36,10,97
ESP-La Liga,2122,Levante,Marc Pubill,ESP,"DF,MF",18,2003,5.7,209,269,77.7,3259,871,108,127,85.0,80,93,86.0,16,29,55.2,1,1.2,0.4,-0.2,6,10,6,2,11
ESP-La Liga,2122,Levante,Marcelo Saracchi,URU,DF,23,1998,2.1,86,107,80.4,1584,539,35,43,81.4,32,37,86.5,14,17,82.4,1,0.2,0.2,0.8,6,5,5,2,8
ESP-La Liga,2122,Levante,Martín Cáceres,URU,DF,34,1987,7.4,287,353,81.3,5485,1893,119,128,93.0,130,155,83.9,35,61,57.4,0,0.1,0.2,-0.1,3,20,3,1,31
ESP-La Liga,2122,Levante,Mickael Malsa,MTQ,MF,25,1995,12.7,434,538,80.7,7587,2515,204,229,89.1,180,202,89.1,44,84,52.4,2,1.7,1.1,0.3,10,46,5,0,53
ESP-La Liga,2122,Levante,Nemanja Radoja,SRB,MF,28,1993,13.5,384,460,83.5,6037,1564,210,230,91.3,137,154,89.0,25,40,62.5,0,0.8,0.4,-0.8,7,29,4,1,25
ESP-La Liga,2122,Levante,Nikola Vukčević,MNE,MF,29,1991,1.3,60,73,82.2,846,235,31,36,86.1,26,28,92.9,0,2,0.0,0,0.0,0.0,0.0,2,4,0,0,9
ESP-La Liga,2122,Levante,Omar Faraj,PLE,FW,19,2002,0.0,0,2,0.0,0,0,0,2,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Levante,Pablo Martínez,ESP,MF,23,1998,7.3,177,258,68.6,2890,961,80,100,80.0,71,92,77.2,13,37,35.1,1,0.9,0.6,0.1,6,12,5,1,20
ESP-La Liga,2122,Levante,Rober,ESP,DF,26,1995,22.3,832,1048,79.4,15261,6840,346,375,92.3,388,446,87.0,89,193,46.1,0,0.2,0.2,-0.2,4,57,3,1,53
ESP-La Liga,2122,Levante,Roberto Soldado,ESP,FW,36,1985,7.4,98,147,66.7,1307,261,58,84,69.0,27,37,73.0,4,7,57.1,2,0.7,0.9,1.3,8,9,4,1,14
ESP-La Liga,2122,Levante,Roger Martí,ESP,FW,30,1991,23.5,313,462,67.7,4374,1057,190,240,79.2,87,126,69.0,18,37,48.6,3,3.2,1.0,-0.2,23,23,15,1,50
ESP-La Liga,2122,Levante,Rúben Vezo,POR,DF,27,1994,26.9,1051,1264,83.1,22083,8328,317,364,87.1,569,620,91.8,159,245,64.9,0,0.5,0.2,-0.5,6,80,3,0,87
ESP-La Liga,2122,Levante,Sergio Postigo,ESP,DF,32,1988,9.4,304,364,83.5,5624,2444,111,121,91.7,162,174,93.1,29,63,46.0,0,0.1,0.1,-0.1,3,15,0,0,25
ESP-La Liga,2122,Levante,Shkodran Mustafi,GER,DF,29,1992,7.3,287,368,78.0,6770,2506,53,68,77.9,176,196,89.8,56,95,58.9,0,0.0,0.1,0.0,0,24,0,0,18
ESP-La Liga,2122,Levante,Son,ESP,DF,27,1994,21.9,789,1073,73.5,13969,4767,384,437,87.9,294,370,79.5,94,197,47.7,0,1.3,1.9,-1.3,16,56,29,7,96
ESP-La Liga,2122,Levante,Álex Cantero,ESP,"FW,MF",21,2000,6.8,89,131,67.9,1347,374,52,65,80.0,29,42,69.0,5,9,55.6,1,0.4,0.6,0.6,3,8,6,2,14
ESP-La Liga,2122,Levante,Óscar Duarte,CRC,DF,32,1989,19.7,807,970,83.2,16792,7265,251,273,91.9,412,474,86.9,130,193,67.4,0,0.4,0.2,-0.4,3,37,0,0,44
ESP-La Liga,2122,Mallorca,Abdón Prats,ESP,FW,28,1992,7.1,104,156,66.7,1283,294,64,96,66.7,22,28,78.6,4,7,57.1,0,0.7,0.4,-0.7,10,9,4,0,17
ESP-La Liga,2122,Mallorca,Aleix Febas,ESP,MF,25,1996,1.3,46,53,86.8,789,222,23,27,85.2,16,17,94.1,6,7,85.7,0,0.2,0.2,-0.2,1,6,1,0,9
ESP-La Liga,2122,Mallorca,Aleksandar Sedlar,SRB,"DF,MF",29,1991,4.5,143,176,81.3,2630,1002,48,56,85.7,77,86,89.5,13,24,54.2,0,0.1,0.0,-0.1,2,8,0,0,12
ESP-La Liga,2122,Mallorca,Amath,SEN,"FW,MF",25,1996,9.8,159,202,78.7,2044,508,89,107,83.2,44,54,81.5,7,8,87.5,1,0.9,0.5,0.1,6,11,5,1,19
ESP-La Liga,2122,Mallorca,Antonio Raillo,ESP,DF,29,1991,17.0,532,624,85.3,10123,3924,194,210,92.4,256,277,92.4,70,115,60.9,0,0.0,0.1,0.0,0,28,1,0,50
ESP-La Liga,2122,Mallorca,Antonio Sánchez,ESP,"MF,FW",24,1997,18.0,519,670,77.5,8268,2444,284,322,88.2,156,194,80.4,56,96,58.3,0,0.4,0.7,-0.4,9,46,9,1,66
ESP-La Liga,2122,Mallorca,Brian Oliván,ESP,DF,27,1994,24.3,654,1025,63.8,11350,5327,291,339,85.8,281,405,69.4,60,206,29.1,0,2.2,2.5,-2.2,19,43,16,9,65
ESP-La Liga,2122,Mallorca,Clément Grenier,FRA,MF,30,1991,0.7,29,41,70.7,434,43,15,18,83.3,13,17,76.5,0,3,0.0,0,0.0,0.1,0.0,1,6,0,0,2
ESP-La Liga,2122,Mallorca,Dani Rodríguez,ESP,"MF,FW",33,1988,31.5,716,951,75.3,10319,3155,415,482,86.1,197,259,76.1,52,94,55.3,3,2.8,2.9,0.2,43,59,27,2,94
ESP-La Liga,2122,Mallorca,Dominik Greif,SVK,GK,24,1997,1.0,20,31,64.5,449,276,6,6,100.0,8,8,100.0,6,17,35.3,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Mallorca,Fernando Niño,ESP,FW,20,2000,9.8,145,216,67.1,1752,242,90,128,70.3,31,48,64.6,5,7,71.4,0,0.4,0.3,-0.4,9,11,1,0,8
ESP-La Liga,2122,Mallorca,Franco Russo,ARG,DF,26,1994,16.3,491,644,76.2,10027,4613,157,188,83.5,245,289,84.8,82,144,56.9,0,0.2,0.9,-0.2,1,23,1,0,41
ESP-La Liga,2122,Mallorca,Giovanni González,URU,DF,26,1994,4.1,149,203,73.4,2232,832,78,90,86.7,57,79,72.2,6,19,31.6,0,0.9,0.6,-0.9,6,10,3,0,13
ESP-La Liga,2122,Mallorca,Iddrisu Baba,GHA,MF,25,1996,21.5,617,779,79.2,11335,3758,239,291,82.1,285,331,86.1,75,111,67.6,0,0.6,0.9,-0.6,10,58,7,1,73
ESP-La Liga,2122,Mallorca,Iñigo Ruiz de Galarreta,ESP,MF,27,1993,15.3,616,761,80.9,10417,3377,295,333,88.6,233,279,83.5,63,93,67.7,0,0.6,1.1,-0.6,11,86,12,1,105
ESP-La Liga,2122,Mallorca,Jaume Costa,ESP,DF,33,1988,20.3,724,1010,71.7,11216,4394,392,458,85.6,263,363,72.5,48,126,38.1,4,2.4,2.7,1.6,20,39,32,17,68
ESP-La Liga,2122,Mallorca,Javier Llabrés,ESP,"FW,MF",18,2002,1.5,49,63,77.8,732,149,30,35,85.7,14,21,66.7,3,5,60.0,0,0.1,0.1,-0.1,3,3,1,0,5
ESP-La Liga,2122,Mallorca,Joan Sastre Vanrell,ESP,DF,24,1997,2.9,74,106,69.8,1391,650,30,41,73.2,30,40,75.0,12,20,60.0,0,0.0,0.0,0.0,0,4,0,0,3
ESP-La Liga,2122,Mallorca,Jordi Mboula,ESP,FW,22,1999,4.8,52,90,57.8,643,146,37,49,75.5,12,28,42.9,1,2,50.0,0,0.1,0.1,-0.1,3,4,2,1,3
ESP-La Liga,2122,Mallorca,Josep Antoni Gayá,ESP,DF,21,2000,0.6,23,28,82.1,347,131,8,11,72.7,9,10,90.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Mallorca,Lago Junior,CIV,"FW,MF",30,1990,2.0,27,46,58.7,313,106,23,30,76.7,2,6,33.3,1,4,25.0,0,0.0,0.0,0.0,0,0,0,0,3
ESP-La Liga,2122,Mallorca,Lee Kang-in,KOR,"MF,FW",20,2001,15.7,407,587,69.3,5836,1705,248,293,84.6,94,126,74.6,38,106,35.8,2,2.1,2.6,-0.1,22,27,13,2,48
ESP-La Liga,2122,Mallorca,Leo Román,ESP,GK,21,2000,2.0,47,67,70.1,1236,801,11,11,100.0,22,22,100.0,14,34,41.2,0,0.0,0.0,0.0,0,1,0,0,0
ESP-La Liga,2122,Mallorca,Manolo Reina,ESP,GK,36,1985,21.0,412,646,63.8,13217,10583,94,95,98.9,147,147,100.0,166,394,42.1,0,0.0,0.0,0.0,0,13,1,0,0
ESP-La Liga,2122,Mallorca,Martin Valjent,SVK,DF,25,1995,35.3,1113,1378,80.8,22489,9561,398,438,90.9,529,590,89.7,163,306,53.3,0,0.7,0.4,-0.7,6,77,2,0,70
ESP-La Liga,2122,Mallorca,Matthew Hoppe,USA,"FW,MF",20,2001,1.5,24,34,70.6,258,30,12,16,75.0,6,9,66.7,0,0,,1,0.1,0.0,0.9,3,3,0,0,1
ESP-La Liga,2122,Mallorca,Pablo Maffeo,ESP,DF,24,1997,32.7,888,1328,66.9,14240,5931,466,554,84.1,333,493,67.5,62,193,32.1,4,2.1,3.2,1.9,28,30,30,21,53
ESP-La Liga,2122,Mallorca,Rodrigo Battaglia,ARG,MF,30,1991,13.1,427,515,82.9,6418,2202,241,265,90.9,137,163,84.0,29,47,61.7,0,0.1,0.3,-0.1,3,34,1,0,41
ESP-La Liga,2122,Mallorca,Salva Sevilla,ESP,MF,37,1984,16.7,813,1008,80.7,14082,5291,372,410,90.7,298,348,85.6,99,172,57.6,3,2.8,3.2,0.2,27,98,21,0,132
ESP-La Liga,2122,Mallorca,Sergio Rico,ESP,GK,27,1993,14.0,245,360,68.1,8430,7125,43,43,100.0,80,83,96.4,121,233,51.9,0,0.0,0.0,0.0,1,5,0,0,0
ESP-La Liga,2122,Mallorca,Takefusa Kubo,JPN,"FW,MF",20,2001,17.8,349,504,69.2,5067,1876,197,238,82.8,106,152,69.7,25,49,51.0,0,3.0,2.8,-3.0,32,33,23,5,68
ESP-La Liga,2122,Mallorca,Vedat Muriqi,KVX,FW,27,1994,16.0,245,458,53.5,3142,764,153,241,63.5,55,125,44.0,10,22,45.5,3,1.4,1.0,1.6,14,15,12,1,33
ESP-La Liga,2122,Mallorca,Ángel Rodríguez,ESP,"FW,MF",34,1987,17.2,187,263,71.1,2426,544,106,133,79.7,43,56,76.8,13,25,52.0,2,0.9,0.6,1.1,13,16,10,2,27
